VALEUR,#phanes,#sesostris,#amasis,#arthenice,#micerine,#canope,#nitocris,#phares,#ammon,#menes
Fréquences (scènes),0.23076923076923078,0.41025641025641024,0.5128205128205128,0.38461538461538464,0.07692307692307693,0.05128205128205128,0.38461538461538464,0.02564102564102564,0.05128205128205128,0.05128205128205128
Fréquences(répliques),0.15389568576947843,0.17965228589826143,0.2421120412105602,0.1519639407598197,0.0231809401159047,0.0231809401159047,0.19510624597553122,0.004507405022537025,0.005795235028976175,0.0206052801030264
Confrontation,0.1076923076923077,0.19230769230769232,0.23076923076923078,0.17692307692307693,0.023076923076923078,0.015384615384615385,0.16923076923076924,0.015384615384615385,0.038461538461538464,0.03076923076923077
Déviations,#phanes,#sesostris,#amasis,#arthenice,#micerine,#canope,#nitocris,#phares,#ammon,#menes
#phanes,23.076923076923077,0.4631410256410258,0.4153846153846157,1.7504273504273506,0.6923076923076923,0.4615384615384615,1.7504273504273506,2.5641025641025643,0.4615384615384615,0.4615384615384615
#sesostris,0.46314102564102544,13.564102564102566,0.17700320512820492,0.003846153846153863,1.2307692307692308,0.8205128205128205,0.21634615384615397,0.41025641025641024,0.039262820512820526,0.039262820512820526
#amasis,0.4153846153846151,0.17700320512820492,9.256410256410259,0.3723076923076924,1.5384615384615385,1.0256410256410255,0.06230769230769234,0.46282051282051295,0.0006410256410256366,0.9256410256410259
#arthenice,1.7504273504273506,0.0038461538461538195,0.37230769230769206,14.769230769230766,2.953846153846153,0.7692307692307692,0.10256410256410255,0.3846153846153846,0.06923076923076928,0.06923076923076928
#micerine,0.6923076923076923,1.2307692307692308,1.5384615384615383,2.953846153846153,33.230769230769226,0.15384615384615385,1.153846153846154,0.07692307692307693,0.15384615384615385,0.15384615384615385
#canope,0.46153846153846156,0.8205128205128205,1.0256410256410255,0.7692307692307693,0.15384615384615385,35.1025641025641,1.9692307692307693,0.05128205128205128,0.10256410256410256,0.10256410256410256
#nitocris,1.7504273504273506,0.21634615384615366,0.06230769230769219,0.10256410256410255,1.153846153846154,1.9692307692307696,14.769230769230766,0.3846153846153846,1.9692307692307696,0.7692307692307692
#phares,2.5641025641025634,0.41025641025641024,0.46282051282051295,0.38461538461538464,0.07692307692307693,0.05128205128205128,0.38461538461538464,37.02564102564103,0.05128205128205128,0.05128205128205128
#ammon,0.46153846153846156,0.039262820512820526,0.0006410256410256366,0.0692307692307692,0.15384615384615385,0.10256410256410256,1.9692307692307693,0.05128205128205128,35.1025641025641,0.10256410256410256
#menes,0.46153846153846156,0.039262820512820526,0.9256410256410259,0.0692307692307692,0.15384615384615385,0.10256410256410256,0.7692307692307693,0.05128205128205128,0.10256410256410256,35.1025641025641
Successions,#phanes,#sesostris,#amasis,#arthenice,#micerine,#canope,#nitocris,#phares,#ammon,#menes
#phanes,0.0,0.46153846153846156,0.38461538461538464,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0
#sesostris,0.23529411764705882,0.0,0.39215686274509803,0.17647058823529413,0.0,0.0,0.19607843137254902,0.0,0.0,0.0
#amasis,0.14473684210526316,0.2631578947368421,0.09210526315789473,0.07894736842105263,0.0,0.013157894736842105,0.27631578947368424,0.02631578947368421,0.02631578947368421,0.07894736842105263
#arthenice,0.07142857142857142,0.14285714285714285,0.16666666666666666,0.0,0.2857142857142857,0.0,0.30952380952380953,0.0,0.0,0.023809523809523808
#micerine,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
#canope,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.8333333333333334,0.0,0.0,0.0
#nitocris,0.018867924528301886,0.24528301886792453,0.41509433962264153,0.16981132075471697,0.0,0.09433962264150944,0.03773584905660377,0.0,0.018867924528301886,0.0
#phares,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#ammon,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
#menes,0.0,0.0,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0
