VALEUR,#moliere,#lesbin,#chapelle,#laforet,#le-garçon-de-theatre,#la-moliere,#isabelle,#baron,#le-semainier,#isabelle #angelique,#baron #cleante,#le-docteur,#le-domestique,#montausier,#pirlon
Fréquences (scènes),0.47368421052631576,0.07894736842105263,0.39473684210526316,0.07894736842105263,0.02631578947368421,0.13157894736842105,0.3684210526315789,0.2894736842105263,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.05263157894736842,0.02631578947368421,0.05263157894736842,0.02631578947368421
Fréquences(répliques),0.38634471273938387,0.004163197335553705,0.14154870940882597,0.019150707743547043,0.0033305578684429643,0.10657785179017486,0.10741049125728559,0.07410491257285595,0.0016652789342214821,0.0,0.0,0.044962531223980015,0.0016652789342214821,0.07660283097418817,0.0324729392173189
Confrontation,0.21929824561403508,0.043859649122807015,0.14912280701754385,0.043859649122807015,0.008771929824561403,0.043859649122807015,0.19298245614035087,0.15789473684210525,0.008771929824561403,0.017543859649122806,0.017543859649122806,0.043859649122807015,0.008771929824561403,0.02631578947368421,0.017543859649122806
Déviations,#moliere,#lesbin,#chapelle,#laforet,#le-garçon-de-theatre,#la-moliere,#isabelle,#baron,#le-semainier,#isabelle #angelique,#baron #cleante,#le-docteur,#le-domestique,#montausier,#pirlon
#moliere,10.526315789473689,0.2358674463937622,0.1719298245614036,0.2358674463937622,0.5847953216374271,0.790643274853801,0.02046783625731002,0.28123338649654467,0.5847953216374271,0.47368421052631576,0.47368421052631576,0.0029239766081871404,0.47368421052631576,0.9473684210526315,0.47368421052631576
#lesbin,0.2358674463937622,32.23684210526316,0.02865497076023389,0.23684210526315788,0.07894736842105263,0.39473684210526316,0.7243107769423561,0.868421052631579,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.15789473684210525,0.07894736842105263,0.15789473684210525,0.07894736842105263
#chapelle,0.17192982456140335,0.02865497076023389,13.921052631578942,2.78421052631579,0.39473684210526316,0.4803508771929824,1.1548872180451126,1.263317384370016,0.39473684210526316,0.39473684210526316,0.39473684210526316,0.05614035087719297,0.39473684210526316,0.7894736842105263,0.39473684210526316
#laforet,0.2358674463937622,0.23684210526315788,2.78421052631579,32.23684210526316,0.07894736842105263,0.39473684210526316,1.1052631578947367,0.868421052631579,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.15789473684210525,0.07894736842105263,0.15789473684210525,0.07894736842105263
#le-garçon-de-theatre,0.5847953216374271,0.07894736842105263,0.39473684210526316,0.07894736842105263,36.02631578947369,0.13157894736842105,0.3684210526315789,0.2894736842105263,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.05263157894736842,0.02631578947368421,0.05263157894736842,0.02631578947368421
#la-moliere,0.790643274853801,0.39473684210526316,0.48035087719298253,0.39473684210526316,0.13157894736842105,28.65789473684211,0.7278195488721805,1.4473684210526316,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.2631578947368421,0.13157894736842105,0.2631578947368421,0.13157894736842105
#isabelle,0.02046783625731002,0.7243107769423561,1.1548872180451126,1.1052631578947367,0.3684210526315789,0.7278195488721805,15.1578947368421,0.2214627477785374,0.3684210526315789,0.3684210526315789,0.3684210526315789,2.1654135338345863,0.3684210526315789,0.7368421052631579,0.3684210526315789
#baron,0.2812333864965443,0.8684210526315789,1.263317384370016,0.8684210526315789,0.2894736842105263,1.4473684210526316,0.2214627477785374,19.18421052631579,0.2894736842105263,1.744019138755981,1.744019138755981,0.30622009569377984,1.744019138755981,3.488038277511962,1.744019138755981
#le-semainier,0.5847953216374271,0.07894736842105263,0.39473684210526316,0.07894736842105263,0.02631578947368421,0.13157894736842105,0.3684210526315789,0.2894736842105263,36.02631578947369,0.02631578947368421,0.02631578947368421,0.05263157894736842,0.02631578947368421,0.05263157894736842,0.02631578947368421
#isabelle #angelique,0.47368421052631576,0.07894736842105263,0.39473684210526316,0.07894736842105263,0.02631578947368421,0.13157894736842105,0.3684210526315789,1.744019138755981,0.02631578947368421,36.02631578947369,36.02631578947369,0.05263157894736842,0.02631578947368421,0.05263157894736842,0.02631578947368421
#isabelle #angelique,0.47368421052631576,0.07894736842105263,0.39473684210526316,0.07894736842105263,0.02631578947368421,0.13157894736842105,0.3684210526315789,1.744019138755981,0.02631578947368421,36.02631578947369,36.02631578947369,0.05263157894736842,0.02631578947368421,0.05263157894736842,0.02631578947368421
#le-docteur,0.0029239766081871404,0.15789473684210525,0.05614035087719297,0.15789473684210525,0.05263157894736842,0.2631578947368421,2.1654135338345863,0.30622009569377984,0.05263157894736842,0.05263157894736842,0.05263157894736842,34.10526315789474,0.05263157894736842,0.10526315789473684,0.05263157894736842
#le-domestique,0.47368421052631576,0.07894736842105263,0.39473684210526316,0.07894736842105263,0.02631578947368421,0.13157894736842105,0.3684210526315789,1.744019138755981,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.05263157894736842,36.02631578947369,0.05263157894736842,0.02631578947368421
#montausier,0.9473684210526315,0.15789473684210525,0.7894736842105263,0.15789473684210525,0.05263157894736842,0.2631578947368421,0.7368421052631579,3.488038277511962,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.05263157894736842,34.10526315789474,17.05263157894737
#pirlon,0.47368421052631576,0.07894736842105263,0.39473684210526316,0.07894736842105263,0.02631578947368421,0.13157894736842105,0.3684210526315789,1.744019138755981,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.05263157894736842,0.02631578947368421,17.05263157894737,36.02631578947369
Successions,#moliere,#lesbin,#chapelle,#laforet,#le-garçon-de-theatre,#la-moliere,#isabelle,#baron,#le-semainier,#isabelle #angelique,#baron #cleante,#le-docteur,#le-domestique,#montausier,#pirlon
#moliere,0.056179775280898875,0.02247191011235955,0.20224719101123595,0.07865168539325842,0.02247191011235955,0.14606741573033707,0.15730337078651685,0.19101123595505617,0.011235955056179775,0.0,0.0,0.11235955056179775,0.0,0.0,0.0
#lesbin,0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#chapelle,0.5675675675675675,0.0,0.05405405405405406,0.13513513513513514,0.0,0.13513513513513514,0.08108108108108109,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#laforet,0.4166666666666667,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-garçon-de-theatre,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-moliere,0.375,0.0,0.1875,0.0,0.0,0.03125,0.40625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#isabelle,0.38461538461538464,0.05128205128205128,0.05128205128205128,0.0,0.0,0.3333333333333333,0.0,0.10256410256410256,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0
#baron,0.5151515151515151,0.0,0.030303030303030304,0.0,0.0,0.0,0.09090909090909091,0.030303030303030304,0.0,0.030303030303030304,0.0,0.0,0.030303030303030304,0.21212121212121213,0.06060606060606061
#le-garçon-de-theatre,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#isabelle #angelique,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
#baron #cleante,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
#le-docteur,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-domestique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#montausier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.5625
#pirlon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.0
