VALEUR,#le-bel-esprit,#la-critique,#la-comparaison,#choeur-des-poetes,#choeur-des-femmes,#une-du-choeur-des-femmes,#job,#uranie,#choeur-des-filles,#rabajoie
Fréquences (scènes),0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Fréquences(répliques),0.02127659574468085,0.40425531914893614,0.02127659574468085,0.1276595744680851,0.0425531914893617,0.0425531914893617,0.02127659574468085,0.0851063829787234,0.1276595744680851,0.10638297872340426
Confrontation,0.10256410256410256,0.1282051282051282,0.10256410256410256,0.1282051282051282,0.10256410256410256,0.10256410256410256,0.10256410256410256,0.10256410256410256,0.10256410256410256,0.02564102564102564
Déviations,#le-bel-esprit,#la-critique,#la-comparaison,#choeur-des-poetes,#choeur-des-femmes,#une-du-choeur-des-femmes,#job,#uranie,#choeur-des-filles,#rabajoie
#le-bel-esprit,1.3333333333333337,0.1666666666666667,1.3333333333333337,0.1666666666666667,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,0.3333333333333333
#la-critique,0.1666666666666667,0.3333333333333334,0.1666666666666667,0.3333333333333334,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.1666666666666667
#le-bel-esprit,1.3333333333333337,0.1666666666666667,1.3333333333333337,0.1666666666666667,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,0.3333333333333333
#la-critique,0.1666666666666667,0.3333333333333334,0.1666666666666667,0.3333333333333334,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.1666666666666667
#le-bel-esprit,1.3333333333333337,0.1666666666666667,1.3333333333333337,0.1666666666666667,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,0.3333333333333333
#le-bel-esprit,1.3333333333333337,0.1666666666666667,1.3333333333333337,0.1666666666666667,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,0.3333333333333333
#le-bel-esprit,1.3333333333333337,0.1666666666666667,1.3333333333333337,0.1666666666666667,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,0.3333333333333333
#le-bel-esprit,1.3333333333333337,0.1666666666666667,1.3333333333333337,0.1666666666666667,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,0.3333333333333333
#le-bel-esprit,1.3333333333333337,0.1666666666666667,1.3333333333333337,0.1666666666666667,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,0.3333333333333333
#rabajoie,0.3333333333333333,0.1666666666666667,0.3333333333333333,0.1666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333337
Successions,#le-bel-esprit,#la-critique,#la-comparaison,#choeur-des-poetes,#choeur-des-femmes,#une-du-choeur-des-femmes,#job,#uranie,#choeur-des-filles,#rabajoie
#le-bel-esprit,,,,,,,,,,
#la-critique,0.125,0.0,0.125,0.25,0.125,0.0,0.125,0.0,0.0,0.25
#la-comparaison,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#choeur-des-poetes,0.0,0.5,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0
#choeur-des-femmes,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-comparaison,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-comparaison,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-comparaison,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#choeur-des-filles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
#rabajoie,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
