VALEUR,#le-choeur,#colomb
Fréquences (scènes),1.0,1.0
Fréquences(répliques),0.358695652173913,0.6413043478260869
Confrontation,0.5,0.5
Déviations,#le-choeur,#colomb
#le-choeur,0.0,0.0
#le-choeur,0.0,0.0
Successions,#le-choeur,#colomb
#le-choeur,0.25,0.75
#colomb,1.0,0.0
