VALEUR,#cesar,#marc-antoine,#le-premier-soldat,#le-second-soldat,#le-troisieme-soldat,#le-quatrieme-soldat,#marc-brute,#decime-brute,#cassius,#calpurnie,#la-nourrice,#le-messager
Fréquences (scènes),0.2222222222222222,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1111111111111111
Fréquences(répliques),0.15384615384615385,0.09033989266547406,0.12790697674418605,0.05008944543828265,0.046511627906976744,0.046511627906976744,0.14221824686940965,0.05366726296958855,0.06082289803220036,0.12880143112701253,0.04740608228980322,0.0518783542039356
Confrontation,0.04081632653061224,0.061224489795918366,0.16326530612244897,0.16326530612244897,0.09183673469387756,0.11224489795918367,0.07142857142857142,0.10204081632653061,0.07142857142857142,0.05102040816326531,0.05102040816326531,0.02040816326530612
Déviations,#cesar,#marc-antoine,#le-premier-soldat,#le-second-soldat,#le-troisieme-soldat,#le-quatrieme-soldat,#marc-brute,#decime-brute,#cassius,#calpurnie,#la-nourrice,#le-messager
#cesar,5.444444444444445,0.6944444444444445,1.1111111111111112,1.1111111111111112,0.6666666666666666,0.8888888888888888,0.4444444444444444,0.1666666666666667,0.4444444444444444,0.6944444444444445,0.6944444444444445,0.2222222222222222
#marc-antoine,0.6944444444444445,5.444444444444445,0.01111111111111112,0.01111111111111112,0.6666666666666666,0.8888888888888888,0.6944444444444445,0.1666666666666667,0.6944444444444445,0.4444444444444444,0.4444444444444444,0.2222222222222222
#le-premier-soldat,1.1111111111111112,0.01111111111111112,1.7777777777777781,1.7777777777777781,1.0666666666666669,1.422222222222222,0.01111111111111112,0.26666666666666655,0.01111111111111112,1.1111111111111112,1.1111111111111112,0.5555555555555556
#le-premier-soldat,1.1111111111111112,0.01111111111111112,1.7777777777777781,1.7777777777777781,1.0666666666666669,1.422222222222222,0.01111111111111112,0.26666666666666655,0.01111111111111112,1.1111111111111112,1.1111111111111112,0.5555555555555556
#le-troisieme-soldat,0.6666666666666666,0.6666666666666666,1.0666666666666667,1.0666666666666667,4.0,2.083333333333334,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333
#le-quatrieme-soldat,0.8888888888888888,0.8888888888888888,1.422222222222222,1.422222222222222,2.083333333333334,2.777777777777778,0.8888888888888888,1.3333333333333333,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.4444444444444444
#marc-brute,0.4444444444444444,0.6944444444444445,0.01111111111111112,0.01111111111111112,0.6666666666666666,0.8888888888888888,5.444444444444445,2.6666666666666674,5.444444444444445,0.4444444444444444,0.4444444444444444,0.2222222222222222
#decime-brute,0.1666666666666667,0.1666666666666667,0.2666666666666667,0.2666666666666667,1.0,1.3333333333333333,2.6666666666666674,4.0,2.6666666666666674,0.1666666666666667,0.1666666666666667,0.3333333333333333
#marc-brute,0.4444444444444444,0.6944444444444445,0.01111111111111112,0.01111111111111112,0.6666666666666666,0.8888888888888888,5.444444444444445,2.6666666666666674,5.444444444444445,0.4444444444444444,0.4444444444444444,0.2222222222222222
#calpurnie,0.6944444444444445,0.4444444444444444,1.1111111111111112,1.1111111111111112,0.6666666666666666,0.8888888888888888,0.4444444444444444,0.1666666666666667,0.4444444444444444,5.444444444444445,5.444444444444445,2.7222222222222223
#calpurnie,0.6944444444444445,0.4444444444444444,1.1111111111111112,1.1111111111111112,0.6666666666666666,0.8888888888888888,0.4444444444444444,0.1666666666666667,0.4444444444444444,5.444444444444445,5.444444444444445,2.7222222222222223
#le-messager,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.2222222222222222,2.7222222222222223,2.7222222222222223,7.111111111111111
Successions,#cesar,#marc-antoine,#le-premier-soldat,#le-second-soldat,#le-troisieme-soldat,#le-quatrieme-soldat,#marc-brute,#decime-brute,#cassius,#calpurnie,#la-nourrice,#le-messager
#cesar,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0
#marc-antoine,0.8333333333333334,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0
#le-premier-soldat,0.07692307692307693,0.15384615384615385,0.0,0.38461538461538464,0.07692307692307693,0.07692307692307693,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693
#le-second-soldat,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
#le-troisieme-soldat,0.0,0.0,0.5,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
#le-quatrieme-soldat,0.0,0.0,0.25,0.125,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#marc-brute,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.375,0.375,0.0,0.0,0.0
#decime-brute,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.42857142857142855,0.0,0.0,0.0
#cassius,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.375,0.0,0.0,0.0,0.0
#calpurnie,0.0625,0.0,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0,0.1875,0.5,0.125
#la-nourrice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
#la-nourrice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
