VALEUR,#clotilde,#lucinde,#deuthere,#clidamant,#le-roi,#sigile,#clodomire,#theosile
Fréquences (scènes),0.23076923076923078,0.15384615384615385,0.46153846153846156,0.23076923076923078,0.4358974358974359,0.10256410256410256,0.3076923076923077,0.02564102564102564
Fréquences(répliques),0.14509037616023449,0.04250122129946263,0.22960429897410845,0.23497801660967269,0.2071323888617489,0.01612115290669272,0.11871030776746458,0.005862237420615535
Confrontation,0.15476190476190477,0.05952380952380952,0.20238095238095238,0.10714285714285714,0.20238095238095238,0.07142857142857142,0.19047619047619047,0.011904761904761904
Déviations,#clotilde,#lucinde,#deuthere,#clidamant,#le-roi,#sigile,#clodomire,#theosile
#clotilde,23.076923076923077,0.10683760683760682,0.3205128205128207,0.5584045584045585,0.21719457013574672,0.0064102564102564204,0.019230769230769242,2.5641025641025643
#lucinde,0.10683760683760682,27.92307692307692,0.5470085470085471,1.3846153846153846,2.6153846153846154,0.6153846153846154,1.8461538461538463,0.15384615384615385
#deuthere,0.3205128205128207,0.5470085470085471,11.307692307692305,0.3205128205128207,4.355957767722474,0.3878205128205127,0.4273504273504273,0.4615384615384615
#clidamant,0.5584045584045585,1.3846153846153846,0.3205128205128207,23.076923076923077,0.21719457013574672,0.0064102564102564204,1.1303418803418803,0.23076923076923075
#le-roi,0.21719457013574672,2.6153846153846154,4.355957767722474,0.21719457013574672,12.410256410256409,0.03770739064856711,0.5984162895927602,0.4358974358974359
#sigile,0.006410256410256401,0.6153846153846154,0.38782051282051294,0.006410256410256401,0.03770739064856711,31.410256410256412,0.04326923076923079,0.10256410256410256
#clodomire,0.019230769230769242,1.8461538461538463,0.4273504273504273,1.1303418803418803,0.5984162895927602,0.04326923076923079,18.692307692307686,0.3076923076923077
#theosile,2.5641025641025634,0.15384615384615385,0.46153846153846156,0.23076923076923078,0.4358974358974359,0.10256410256410256,0.3076923076923077,37.02564102564103
Successions,#clotilde,#lucinde,#deuthere,#clidamant,#le-roi,#sigile,#clodomire,#theosile
#clotilde,0.021739130434782608,0.10869565217391304,0.2608695652173913,0.21739130434782608,0.15217391304347827,0.0,0.08695652173913043,0.15217391304347827
#lucinde,0.23809523809523808,0.0,0.7142857142857143,0.047619047619047616,0.0,0.0,0.0,0.0
#deuthere,0.18518518518518517,0.18518518518518517,0.024691358024691357,0.20987654320987653,0.13580246913580246,0.024691358024691357,0.2345679012345679,0.0
#clidamant,0.1956521739130435,0.021739130434782608,0.3695652173913043,0.0,0.2391304347826087,0.13043478260869565,0.043478260869565216,0.0
#le-roi,0.0821917808219178,0.0,0.1506849315068493,0.1506849315068493,0.0547945205479452,0.0410958904109589,0.5205479452054794,0.0
#sigile,0.0,0.0,0.2727272727272727,0.5454545454545454,0.09090909090909091,0.0,0.09090909090909091,0.0
#clodomire,0.0625,0.0,0.328125,0.015625,0.59375,0.0,0.0,0.0
#theosile,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
