VALEUR,#mercure,#la-paix,#bacchus,#l-amour,#thalie,#thalie #mercure,#un-thessalien,#jupiter,#faunus,#corine,#junon,#l-inconstance,#philene,#merope,#philis,#philis #philene,#philis #tircis,#un-suivant-de-bacchus,#une-bacchante,#un-petit-amour,#une-suivante-de-l-amour,#venus,#une-thessalienne
#thalie #mercure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#jupiter,8.020887166236005,0.41860465116279066,1.4651162790697676,2.0930232558139537,0.20930232558139533,0.0,0.0,26.88372093023256,0.054871561027511874,1.088451600079507,1.255813953488372,0.627906976744186,0.8372093023255813,0.14765596160945008,0.20930232558139533,0.20930232558139533,0.20930232558139533,0.41860465116279066,0.20930232558139533,0.20930232558139533,0.20930232558139533,0.14765596160945008,0.0
#faunus,1.5873233014135884,0.7906976744186046,1.8010553058432677,0.22995896032831734,0.3953488372093023,0.0,0.0,0.054871561027511756,15.720930232558143,0.14405977059875852,0.7936616507067942,0.02918376652986773,0.21374829001367984,0.019542700801250725,0.9247606019151846,0.9247606019151846,0.9247606019151846,1.8495212038303692,0.9247606019151846,0.9247606019151846,0.9247606019151846,0.21282001172562048,0.0
#corine,3.627906976744186,0.6046511627906976,0.5888065422949146,3.023255813953488,0.3023255813953488,0.0,0.0,1.088451600079507,0.14405977059875852,20.930232558139537,0.36523553965414424,0.9069767441860465,6.440071556350627,0.3690263225146944,1.6100178890876566,1.6100178890876566,1.6100178890876566,0.6046511627906976,0.3023255813953488,0.3023255813953488,0.3023255813953488,2.116279069767442,0.0
#junon,1.6744186046511627,0.27906976744186046,0.9767441860465117,0.26201550387596895,0.13953488372093023,0.0,0.0,1.255813953488372,0.7936616507067942,0.36523553965414424,31.837209302325586,0.8074935400516797,0.5581395348837209,0.9767441860465117,0.13953488372093023,0.13953488372093023,0.13953488372093023,0.27906976744186046,0.13953488372093023,0.13953488372093023,0.13953488372093023,0.9767441860465117,0.0
#l-inconstance,0.031653746770025866,0.13953488372093023,0.48837209302325585,7.597674418604652,0.06976744186046512,0.0,0.0,0.627906976744186,0.02918376652986773,0.9069767441860465,0.8074935400516797,37.2093023255814,0.27906976744186046,0.48837209302325585,0.06976744186046512,0.06976744186046512,0.06976744186046512,0.13953488372093023,0.06976744186046512,0.06976744186046512,0.06976744186046512,4.678848283499446,0.0
#philene,1.1162790697674418,0.18604651162790695,0.6511627906976745,0.9302325581395349,0.09302325581395347,0.0,0.0,0.8372093023255814,0.21374829001367984,6.440071556350627,0.5581395348837209,0.27906976744186046,35.37209302325582,2.794019933554817,8.843023255813955,8.843023255813955,8.843023255813955,0.18604651162790695,0.09302325581395347,0.09302325581395347,0.09302325581395347,0.6511627906976745,0.0
#merope,0.46539313399778526,0.32558139534883723,0.017085904129093554,1.6279069767441863,0.16279069767441862,0.0,0.0,0.14765596160945008,0.019542700801250725,0.3690263225146944,0.9767441860465117,0.48837209302325585,2.794019933554817,30.13953488372092,4.30564784053156,4.30564784053156,4.30564784053156,0.32558139534883723,0.16279069767441862,0.16279069767441862,0.16279069767441862,1.1395348837209305,0.0
#philis,0.27906976744186046,0.04651162790697674,0.16279069767441862,0.23255813953488372,0.02325581395348837,0.0,0.0,0.20930232558139536,0.9247606019151846,1.6100178890876566,0.13953488372093023,0.06976744186046512,8.843023255813955,4.30564784053156,41.02325581395348,41.02325581395348,41.02325581395348,0.04651162790697674,0.02325581395348837,0.02325581395348837,0.02325581395348837,0.16279069767441862,0.0
#philis,0.27906976744186046,0.04651162790697674,0.16279069767441862,0.23255813953488372,0.02325581395348837,0.0,0.0,0.20930232558139536,0.9247606019151846,1.6100178890876566,0.13953488372093023,0.06976744186046512,8.843023255813955,4.30564784053156,41.02325581395348,41.02325581395348,41.02325581395348,0.04651162790697674,0.02325581395348837,0.02325581395348837,0.02325581395348837,0.16279069767441862,0.0
#philis,0.27906976744186046,0.04651162790697674,0.16279069767441862,0.23255813953488372,0.02325581395348837,0.0,0.0,0.20930232558139536,0.9247606019151846,1.6100178890876566,0.13953488372093023,0.06976744186046512,8.843023255813955,4.30564784053156,41.02325581395348,41.02325581395348,41.02325581395348,0.04651162790697674,0.02325581395348837,0.02325581395348837,0.02325581395348837,0.16279069767441862,0.0
#un-suivant-de-bacchus,0.5581395348837209,0.09302325581395347,8.61129568106312,0.6151162790697676,0.04651162790697674,0.0,0.0,0.4186046511627907,1.8495212038303692,0.6046511627906976,0.27906976744186046,0.13953488372093023,0.18604651162790695,0.32558139534883723,0.04651162790697674,0.04651162790697674,0.04651162790697674,39.093023255813954,19.546511627906977,19.546511627906977,19.546511627906977,0.32558139534883723,0.0
#une-bacchante,0.27906976744186046,0.04651162790697674,4.30564784053156,0.23255813953488372,0.02325581395348837,0.0,0.0,0.20930232558139536,0.9247606019151846,0.3023255813953488,0.13953488372093023,0.06976744186046512,0.09302325581395347,0.16279069767441862,0.02325581395348837,0.02325581395348837,0.02325581395348837,19.546511627906977,41.02325581395348,0.02325581395348837,0.02325581395348837,0.16279069767441862,0.0
#un-petit-amour,0.27906976744186046,0.04651162790697674,4.30564784053156,2.532558139534884,0.02325581395348837,0.0,0.0,0.20930232558139536,0.9247606019151846,0.3023255813953488,0.13953488372093023,0.06976744186046512,0.09302325581395347,0.16279069767441862,0.02325581395348837,0.02325581395348837,0.02325581395348837,19.546511627906977,0.02325581395348837,41.02325581395348,41.02325581395348,0.16279069767441862,0.0
#un-petit-amour,0.27906976744186046,0.04651162790697674,4.30564784053156,2.532558139534884,0.02325581395348837,0.0,0.0,0.20930232558139536,0.9247606019151846,0.3023255813953488,0.13953488372093023,0.06976744186046512,0.09302325581395347,0.16279069767441862,0.02325581395348837,0.02325581395348837,0.02325581395348837,19.546511627906977,0.02325581395348837,41.02325581395348,41.02325581395348,0.16279069767441862,0.0
#venus,0.5606312292358803,0.32558139534883723,1.1395348837209305,3.4564784053156137,0.16279069767441862,0.0,0.0,0.14765596160945008,0.21282001172562048,2.116279069767442,0.9767441860465117,4.678848283499446,0.6511627906976745,1.1395348837209305,0.16279069767441862,0.16279069767441862,0.16279069767441862,0.32558139534883723,0.16279069767441862,0.16279069767441862,0.16279069767441862,30.13953488372092,0.0
#thalie #mercure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Successions,#mercure,#la-paix,#bacchus,#l-amour,#thalie,#thalie #mercure,#un-thessalien,#jupiter,#faunus,#corine,#junon,#l-inconstance,#philene,#merope,#philis,#philis #philene,#philis #tircis,#un-suivant-de-bacchus,#une-bacchante,#un-petit-amour,#une-suivante-de-l-amour,#venus,#une-thessalienne
#mercure,0.0,0.18333333333333332,0.08333333333333333,0.06666666666666667,0.03333333333333333,0.0,0.0,0.48333333333333334,0.03333333333333333,0.0,0.0,0.016666666666666666,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0
#la-paix,0.8461538461538461,0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#bacchus,0.17073170731707318,0.0,0.024390243902439025,0.14634146341463414,0.024390243902439025,0.0,0.0,0.0,0.5121951219512195,0.0975609756097561,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#l-amour,0.08108108108108109,0.0,0.21621621621621623,0.0,0.0,0.0,0.0,0.0,0.05405405405405406,0.0,0.40540540540540543,0.1891891891891892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05405405405405406,0.0
#thalie,0.2,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#thalie #mercure,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-thessalien,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
#jupiter,0.4142857142857143,0.014285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.07142857142857142,0.0,0.0,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17142857142857143,0.0
#faunus,0.018018018018018018,0.0,0.17117117117117117,0.02702702702702703,0.0,0.0,0.0,0.18018018018018017,0.0,0.3963963963963964,0.07207207207207207,0.009009009009009009,0.0,0.09009009009009009,0.0,0.0,0.009009009009009009,0.0,0.0,0.0,0.009009009009009009,0.018018018018018018,0.0
#corine,0.0,0.0,0.04807692307692308,0.0,0.0,0.0,0.0,0.057692307692307696,0.4326923076923077,0.009615384615384616,0.10576923076923077,0.0,0.08653846153846154,0.25961538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#junon,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.2222222222222222,0.3333333333333333,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#l-inconstance,0.0,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38461538461538464,0.0
#philene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.7058823529411765,0.0,0.0,0.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#merope,0.06382978723404255,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0425531914893617,0.1702127659574468,0.5531914893617021,0.0,0.0,0.14893617021276595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#philis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#philis #philene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#philis #tircis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-suivant-de-bacchus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
#une-bacchante,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
#un-petit-amour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
#une-bacchante,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
#venus,0.16,0.0,0.0,0.16,0.0,0.0,0.0,0.52,0.04,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#une-thessalienne,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
