VALEUR,#grand-choeur,#petit-choeur,#la-deesse,#choeur-des-peuples,#une-suivante-de-la-deesse,#le-choeur,#voix-seule,#le-temps,#la-deesse #le-choeur,#choeur,#l-amour,#les-amants,#un-amant-discret,#un-amant-volage,#la-deesse #l-amour
Fréquences (scènes),0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
Fréquences(répliques),0.029411764705882353,0.07352941176470588,0.2647058823529412,0.014705882352941176,0.0,0.03676470588235294,0.0,0.15441176470588236,0.058823529411764705,0.014705882352941176,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.08823529411764706,0.029411764705882353
Confrontation,0.03125,0.03125,0.125,0.0625,0.0625,0.140625,0.0625,0.046875,0.03125,0.015625,0.078125,0.078125,0.078125,0.078125,0.078125
Déviations,#grand-choeur,#petit-choeur,#la-deesse,#choeur-des-peuples,#une-suivante-de-la-deesse,#le-choeur,#voix-seule,#le-temps,#la-deesse #le-choeur,#choeur,#l-amour,#les-amants,#un-amant-discret,#un-amant-volage,#la-deesse #l-amour
#grand-choeur,4.166666666666668,4.166666666666668,0.1666666666666667,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
#grand-choeur,4.166666666666668,4.166666666666668,0.1666666666666667,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
#la-deesse,0.1666666666666667,0.1666666666666667,0.6666666666666669,0.1666666666666667,0.1666666666666667,0.0833333333333333,0.1666666666666667,0.0833333333333333,0.1666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
#choeur-des-peuples,0.16666666666666666,0.16666666666666666,0.1666666666666667,4.166666666666668,4.166666666666668,1.3333333333333337,4.166666666666668,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
#choeur-des-peuples,0.16666666666666666,0.16666666666666666,0.1666666666666667,4.166666666666668,4.166666666666668,1.3333333333333337,4.166666666666668,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
#le-choeur,0.3333333333333333,0.3333333333333333,0.0833333333333333,1.3333333333333337,1.3333333333333337,2.6666666666666674,1.3333333333333337,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337
#choeur-des-peuples,0.16666666666666666,0.16666666666666666,0.1666666666666667,4.166666666666668,4.166666666666668,1.3333333333333337,4.166666666666668,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
#le-temps,0.3333333333333333,0.3333333333333333,0.0833333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,2.6666666666666674,1.3333333333333337,1.3333333333333337,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
#la-deesse #le-choeur,0.16666666666666666,0.16666666666666666,0.1666666666666667,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,1.3333333333333337,4.166666666666668,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
#choeur,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,1.3333333333333337,0.16666666666666666,4.166666666666668,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
#l-amour,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,1.3333333333333337,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,4.166666666666668,4.166666666666668,4.166666666666668,4.166666666666668,4.166666666666668
#l-amour,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,1.3333333333333337,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,4.166666666666668,4.166666666666668,4.166666666666668,4.166666666666668,4.166666666666668
#l-amour,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,1.3333333333333337,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,4.166666666666668,4.166666666666668,4.166666666666668,4.166666666666668,4.166666666666668
#l-amour,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,1.3333333333333337,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,4.166666666666668,4.166666666666668,4.166666666666668,4.166666666666668,4.166666666666668
#l-amour,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,1.3333333333333337,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,4.166666666666668,4.166666666666668,4.166666666666668,4.166666666666668,4.166666666666668
Successions,#grand-choeur,#petit-choeur,#la-deesse,#choeur-des-peuples,#une-suivante-de-la-deesse,#le-choeur,#voix-seule,#le-temps,#la-deesse #le-choeur,#choeur,#l-amour,#les-amants,#un-amant-discret,#un-amant-volage,#la-deesse #l-amour
#grand-choeur,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#petit-choeur,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-deesse,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
#choeur-des-peuples,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#choeur-des-peuples,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-choeur,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25
#voix-seule,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-temps,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0
#la-deesse #le-choeur,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#choeur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#choeur-des-peuples,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#les-amants,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
#voix-seule,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-amant-volage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
#la-deesse #l-amour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
