VALEUR,#le-choeur,#frank,#chasseurs,#la-jeune-fille,#la-voix,#stranio,#belcolore,#le-soldat,#les-soldats,#le-lieutenant,#le-peuple,#les-chevaliers,#gunther,#trois-moines,#les-moines,#l-officier,#les-tyroliens,#tous,#le-peuple #les-soldats,#deidamia,#les-vierges,#les-femmes,#les-montagnards
#belcolore,0.0833333333333333,0.041666666666666706,0.6666666666666666,0.3333333333333333,1.3333333333333337,1.3333333333333337,5.333333333333335,1.3333333333333337,2.6666666666666674,1.3333333333333337,2.6666666666666674,1.3333333333333337,0.1666666666666667,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666
#le-soldat,0.3333333333333333,0.1666666666666667,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,1.3333333333333337,10.083333333333332,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666
#les-soldats,0.1666666666666667,0.0833333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,2.6666666666666674,0.16666666666666666,8.333333333333336,4.166666666666668,8.333333333333336,4.166666666666668,1.3333333333333337,4.166666666666668,4.166666666666668,4.166666666666668,4.166666666666668,4.166666666666668,4.166666666666668,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333
#le-lieutenant,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,1.3333333333333337,0.08333333333333333,4.166666666666668,10.083333333333332,4.166666666666668,10.083333333333332,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666
#les-soldats,0.1666666666666667,0.0833333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,2.6666666666666674,0.16666666666666666,8.333333333333336,4.166666666666668,8.333333333333336,4.166666666666668,1.3333333333333337,4.166666666666668,4.166666666666668,4.166666666666668,4.166666666666668,4.166666666666668,4.166666666666668,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333
#le-lieutenant,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,1.3333333333333337,0.08333333333333333,4.166666666666668,10.083333333333332,4.166666666666668,10.083333333333332,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666
#gunther,2.6666666666666674,0.3333333333333334,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.1666666666666667,0.16666666666666666,1.3333333333333337,0.16666666666666666,1.3333333333333337,0.16666666666666666,8.333333333333336,4.166666666666668,4.166666666666668,4.166666666666668,4.166666666666668,4.166666666666668,4.166666666666668,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333
#trois-moines,1.3333333333333337,0.1666666666666667,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,1.3333333333333337,0.08333333333333333,4.166666666666668,0.08333333333333333,4.166666666666668,0.08333333333333333,4.166666666666668,10.083333333333332,10.083333333333332,10.083333333333332,10.083333333333332,10.083333333333332,10.083333333333332,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666
#trois-moines,1.3333333333333337,0.1666666666666667,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,1.3333333333333337,0.08333333333333333,4.166666666666668,0.08333333333333333,4.166666666666668,0.08333333333333333,4.166666666666668,10.083333333333332,10.083333333333332,10.083333333333332,10.083333333333332,10.083333333333332,10.083333333333332,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666
#trois-moines,1.3333333333333337,0.1666666666666667,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,1.3333333333333337,0.08333333333333333,4.166666666666668,0.08333333333333333,4.166666666666668,0.08333333333333333,4.166666666666668,10.083333333333332,10.083333333333332,10.083333333333332,10.083333333333332,10.083333333333332,10.083333333333332,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666
#trois-moines,1.3333333333333337,0.1666666666666667,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,1.3333333333333337,0.08333333333333333,4.166666666666668,0.08333333333333333,4.166666666666668,0.08333333333333333,4.166666666666668,10.083333333333332,10.083333333333332,10.083333333333332,10.083333333333332,10.083333333333332,10.083333333333332,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666
#trois-moines,1.3333333333333337,0.1666666666666667,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,1.3333333333333337,0.08333333333333333,4.166666666666668,0.08333333333333333,4.166666666666668,0.08333333333333333,4.166666666666668,10.083333333333332,10.083333333333332,10.083333333333332,10.083333333333332,10.083333333333332,10.083333333333332,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666
#trois-moines,1.3333333333333337,0.1666666666666667,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,1.3333333333333337,0.08333333333333333,4.166666666666668,0.08333333333333333,4.166666666666668,0.08333333333333333,4.166666666666668,10.083333333333332,10.083333333333332,10.083333333333332,10.083333333333332,10.083333333333332,10.083333333333332,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666
#deidamia,0.6666666666666666,0.0833333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,8.333333333333336,4.166666666666668,4.166666666666668,1.3333333333333337
#les-vierges,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.3333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,4.166666666666668,10.083333333333332,10.083333333333332,0.16666666666666666
#les-vierges,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.3333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,4.166666666666668,10.083333333333332,10.083333333333332,0.16666666666666666
#les-montagnards,0.6666666666666666,0.0833333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.3333333333333337,0.16666666666666666,0.16666666666666666,8.333333333333336
Successions,#le-choeur,#frank,#chasseurs,#la-jeune-fille,#la-voix,#stranio,#belcolore,#le-soldat,#les-soldats,#le-lieutenant,#le-peuple,#les-chevaliers,#gunther,#trois-moines,#les-moines,#l-officier,#les-tyroliens,#tous,#le-peuple #les-soldats,#deidamia,#les-vierges,#les-femmes,#les-montagnards
#le-choeur,0.0,0.6666666666666666,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#frank,0.10416666666666667,0.041666666666666664,0.010416666666666666,0.020833333333333332,0.052083333333333336,0.020833333333333332,0.3645833333333333,0.03125,0.03125,0.0,0.03125,0.0,0.020833333333333332,0.0,0.010416666666666666,0.020833333333333332,0.020833333333333332,0.010416666666666666,0.010416666666666666,0.17708333333333334,0.0,0.0,0.020833333333333332
#chasseurs,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-jeune-fille,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-jeune-fille,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#stranio,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#belcolore,0.025,0.85,0.0,0.0,0.0,0.0,0.0,0.025,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-jeune-fille,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#les-soldats,0.0,0.5,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-lieutenant,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-peuple,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#les-chevaliers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#gunther,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#trois-moines,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#trois-moines,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#l-officier,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-jeune-fille,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-jeune-fille,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-jeune-fille,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#deidamia,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
#les-vierges,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
#les-femmes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
#les-montagnards,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
