VALEUR,#le-choeur,#frank,#chasseurs,#la-jeune-fille,#la-voix,#stranio,#belcolore,#le-soldat,#les-soldats,#le-lieutenant,#le-peuple,#les-chevaliers,#gunther,#trois-moines,#les-moines,#l-officier,#les-tyroliens,#tous,#le-peuple #les-soldats,#deidamia,#les-vierges,#les-femmes,#les-montagnards
Fréquences (scènes),0.3333333333333333,0.6666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.3333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666
Fréquences(répliques),0.08456973293768547,0.5934718100890207,0.008160237388724036,0.002967359050445104,0.028931750741839762,0.001483679525222552,0.04599406528189911,0.013353115727002967,0.03412462908011869,0.0066765578635014835,0.012611275964391691,0.004451038575667656,0.02225519287833828,0.005934718100890208,0.017804154302670624,0.013353115727002967,0.001483679525222552,0.000741839762611276,0.000741839762611276,0.05118694362017804,0.005934718100890208,0.005934718100890208,0.037833827893175076
Confrontation,0.08080808080808081,0.11616161616161616,0.015151515151515152,0.005050505050505051,0.015151515151515152,0.015151515151515152,0.10101010101010101,0.010101010101010102,0.07575757575757576,0.020202020202020204,0.07575757575757576,0.020202020202020204,0.06565656565656566,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.020202020202020204,0.010101010101010102,0.010101010101010102,0.010101010101010102
Déviations,#le-choeur,#frank,#chasseurs,#la-jeune-fille,#la-voix,#stranio,#belcolore,#le-soldat,#les-soldats,#le-lieutenant,#le-peuple,#les-chevaliers,#gunther,#trois-moines,#les-moines,#l-officier,#les-tyroliens,#tous,#le-peuple #les-soldats,#deidamia,#les-vierges,#les-femmes,#les-montagnards
#le-choeur,5.333333333333335,0.041666666666666706,2.6666666666666674,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0833333333333333,0.3333333333333333,0.1666666666666667,0.3333333333333333,0.1666666666666667,0.3333333333333333,2.6666666666666674,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,1.3333333333333337,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666
#frank,0.041666666666666706,1.3333333333333337,0.0833333333333333,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.041666666666666706,0.1666666666666667,0.0833333333333333,0.6666666666666666,0.0833333333333333,0.6666666666666666,0.3333333333333334,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.0833333333333333,0.6666666666666666,0.6666666666666666,0.0833333333333333
#chasseurs,2.6666666666666674,0.0833333333333333,8.333333333333336,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333
#la-jeune-fille,0.3333333333333333,0.1666666666666667,0.16666666666666666,10.083333333333332,0.08333333333333333,0.08333333333333333,0.3333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666
#la-voix,0.3333333333333333,0.1666666666666667,0.16666666666666666,0.08333333333333333,10.083333333333332,10.083333333333332,1.3333333333333337,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666
#la-voix,0.3333333333333333,0.1666666666666667,0.16666666666666666,0.08333333333333333,10.083333333333332,10.083333333333332,1.3333333333333337,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666
