VALEUR,#moliere,#madame-moliere,#laforet,#le-bijoutier,#la-modiste,#nanon,#drapelard,#bouillot,#caramelli,#dufour,#pantouffle,#le-marchand-de-ceruse,#le-comte-doctius,#le-marquis-apricus,#paul-bouillot,#boileau
Fréquences (scènes),0.9444444444444444,0.1111111111111111,0.2222222222222222,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.16666666666666666
Fréquences(répliques),0.4459770114942529,0.08045977011494253,0.022988505747126436,0.054022988505747126,0.017241379310344827,0.004597701149425287,0.02413793103448276,0.006896551724137931,0.04597701149425287,0.02413793103448276,0.009195402298850575,0.010344827586206896,0.05632183908045977,0.0367816091954023,0.011494252873563218,0.14942528735632185
Confrontation,0.10483870967741936,0.024193548387096774,0.0967741935483871,0.008064516129032258,0.008064516129032258,0.024193548387096774,0.0967741935483871,0.0967741935483871,0.07258064516129033,0.07258064516129033,0.07258064516129033,0.07258064516129033,0.07258064516129033,0.07258064516129033,0.07258064516129033,0.03225806451612903
Déviations,#moliere,#madame-moliere,#laforet,#le-bijoutier,#la-modiste,#nanon,#drapelard,#bouillot,#caramelli,#dufour,#pantouffle,#le-marchand-de-ceruse,#le-comte-doctius,#le-marquis-apricus,#paul-bouillot,#boileau
#moliere,0.055555555555555795,0.006535947712418307,0.16013071895424832,0.0032679738562091535,0.0032679738562091535,0.0032679738562091535,0.41830065359477125,0.41830065359477125,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.009803921568627487
#madame-moliere,0.006535947712418307,14.222222222222221,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,1.3333333333333337
#laforet,0.16013071895424832,0.4444444444444444,10.88888888888889,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.6944444444444445,0.6944444444444445,2.7222222222222223,2.7222222222222223,2.7222222222222223,2.7222222222222223,2.7222222222222223,2.7222222222222223,2.7222222222222223,0.6666666666666666
#le-bijoutier,0.0032679738562091535,0.1111111111111111,0.2222222222222222,16.055555555555557,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.16666666666666666
#la-modiste,0.0032679738562091535,0.1111111111111111,0.2222222222222222,0.05555555555555555,16.055555555555557,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.16666666666666666
#nanon,0.0032679738562091535,0.1111111111111111,0.2222222222222222,0.05555555555555555,0.05555555555555555,16.055555555555557,7.111111111111111,7.111111111111111,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.16666666666666666
#drapelard,0.41830065359477125,0.2222222222222222,0.6944444444444445,0.1111111111111111,0.1111111111111111,7.111111111111111,14.222222222222221,14.222222222222221,7.111111111111111,7.111111111111111,7.111111111111111,7.111111111111111,7.111111111111111,7.111111111111111,7.111111111111111,0.3333333333333333
#drapelard,0.41830065359477125,0.2222222222222222,0.6944444444444445,0.1111111111111111,0.1111111111111111,7.111111111111111,14.222222222222221,14.222222222222221,7.111111111111111,7.111111111111111,7.111111111111111,7.111111111111111,7.111111111111111,7.111111111111111,7.111111111111111,0.3333333333333333
#caramelli,0.9444444444444444,0.1111111111111111,2.7222222222222223,0.05555555555555555,0.05555555555555555,0.05555555555555555,7.111111111111111,7.111111111111111,16.055555555555557,16.055555555555557,16.055555555555557,16.055555555555557,16.055555555555557,16.055555555555557,16.055555555555557,0.16666666666666666
