VALEUR,#le-portier,#le-cavalier,#deuxieme-cavalier,#premier-cavalier,#un-laquais,#premier-laquais,#un-garde,#un-bretteur,#un-joueur,#le-garde,#la-bouquetiere,#un-homme,#un-bourgeois,#le-bourgeois,#le-jeune-homme,#des-pages,#un-page,#le-tire-laine,#un-spectateur,#la-distributrice,#une-voix,#un-marquis,#cuigy,#le-marquis,#la-salle,#brissaille,#lignere,#premier-marquis,#christian,#les-violons,#deuxieme-marquis,#ligniere,#le-chef-des-violons,#le-public,#ragueneau,#le-bret,#de-guiche,#le-spectateur,#des-voix,#le-parterre,#montfleury,#la-voix,#tous,#cyrano,#les-marquis,#la-foule,#une-dame,#un-seigneur,#les-loges,#bellerose,#jodelet,#les-uns,#les-autres,#un-jeune-homme,#le-vieux-bourgeois,#les-precieuses,#le-facheux,#le-vicomte-de-valvert,#le-vicomte,#un-chevau-leger,#une-femme,#voix-de-femme,#un-mousquetaire,#la-duegne,#une-comedienne,#la-comedienne,#les-femmes,#premier-patissier,#deuxieme-patissier,#troisieme-patissier,#quatrieme-patissier,#cinquieme-patissier,#le-cuisinier,#l-apprenti,#lise,#premier-enfant,#deuxieme-enfant,#premier-poete,#deuxieme-poete,#troisieme-poete,#quatrieme-poete,#cinquieme-poete,#le-mousquetaire,#les-poetes,#un-poete,#roxane,#carbon,#les-cadets,#un-cadet,#deuxieme-cadet,#troisieme-cadet,#plusieurs-gascons,#premier-cadet,#des-gens,#un-petit-marquis,#second-marquis,#renaudot,#le-poete,#quelqu-un,#le-cadet,#un-porteur,#un-autre-cadet,#le-page,#tous-les-deux,#les-pages,#premier-page,#deuxieme-page,#le-capucin,#la-sentinelle,#quatrieme-cadet,#le-premier-cadet,#le-pecheur,#le-chasseur,#la-voix-d-une-sentinelle,#le-baron-hillot,#un-autre,#un-troisieme-cadet,#les-piquiers,#cadets,#soldats-espagnols,#un-officier-espagnol,#soeur-marthe,#mere-marguerite,#soeur-claire,#les-soeurs,#le-duc,#une-soeur
#lise,0.2608695652173913,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.34782608695652173,0.2608695652173913,0.17391304347826086,0.08695652173913043,0.2608695652173913,0.17391304347826086,0.17391304347826086,0.2608695652173913,0.5217391304347826,0.2608695652173913,0.5217391304347826,0.2608695652173913,0.34782608695652173,0.2608695652173913,0.08695652173913043,0.17391304347826086,1.6521739130434783,0.08695652173913043,0.17391304347826086,0.17391304347826086,0.08695652173913043,0.2608695652173913,5.571014492753624,1.3043478260869565,0.8695652173913043,0.08695652173913043,0.08695652173913043,0.17391304347826086,0.17391304347826086,0.08695652173913043,0.8695652173913043,0.35776397515527963,0.08695652173913043,0.17391304347826086,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.17391304347826086,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,3.9239130434782608,0.6086956521739131,0.08695652173913043,0.08695652173913043,0.08695652173913043,9.58695652173913,9.58695652173913,9.58695652173913,9.58695652173913,9.58695652173913,9.58695652173913,9.58695652173913,38.34782608695652,9.58695652173913,9.58695652173913,9.58695652173913,9.58695652173913,9.58695652173913,9.58695652173913,9.58695652173913,3.9239130434782608,9.58695652173913,9.58695652173913,1.826086956521739,0.9565217391304348,0.43478260869565216,0.8695652173913043,0.2608695652173913,0.34782608695652173,0.08695652173913043,0.6086956521739131,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.34782608695652173,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.2608695652173913,0.17391304347826086,0.08695652173913043,0.2608695652173913,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.2608695652173913,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.17391304347826086
#premier-enfant,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.08695652173913043,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.043478260869565216,0.06521739130434782,0.13043478260869565,0.06521739130434782,0.13043478260869565,0.06521739130434782,0.08695652173913043,0.06521739130434782,0.021739130434782608,0.043478260869565216,0.41304347826086957,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.06521739130434782,1.392753623188406,0.32608695652173914,0.21739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.21739130434782608,0.7608695652173914,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.15217391304347827,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,9.58695652173913,44.02173913043478,44.02173913043478,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.45652173913043476,0.2391304347826087,0.10869565217391304,0.21739130434782608,0.06521739130434782,0.08695652173913043,0.021739130434782608,0.15217391304347827,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.08695652173913043,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216
#premier-enfant,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.08695652173913043,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.043478260869565216,0.06521739130434782,0.13043478260869565,0.06521739130434782,0.13043478260869565,0.06521739130434782,0.08695652173913043,0.06521739130434782,0.021739130434782608,0.043478260869565216,0.41304347826086957,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.06521739130434782,1.392753623188406,0.32608695652173914,0.21739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.21739130434782608,0.7608695652173914,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.15217391304347827,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,9.58695652173913,44.02173913043478,44.02173913043478,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.45652173913043476,0.2391304347826087,0.10869565217391304,0.21739130434782608,0.06521739130434782,0.08695652173913043,0.021739130434782608,0.15217391304347827,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.08695652173913043,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216
#premier-poete,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.08695652173913043,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.043478260869565216,0.06521739130434782,0.13043478260869565,0.06521739130434782,0.13043478260869565,0.06521739130434782,0.08695652173913043,0.06521739130434782,0.021739130434782608,0.043478260869565216,0.41304347826086957,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.06521739130434782,1.392753623188406,0.32608695652173914,0.21739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.21739130434782608,0.07515527950310555,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.15217391304347827,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,9.58695652173913,0.021739130434782608,0.021739130434782608,44.02173913043478,44.02173913043478,44.02173913043478,44.02173913043478,44.02173913043478,21.043478260869566,44.02173913043478,44.02173913043478,0.45652173913043476,0.2391304347826087,0.10869565217391304,0.21739130434782608,0.06521739130434782,0.08695652173913043,0.021739130434782608,0.15217391304347827,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.08695652173913043,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216
#premier-poete,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.08695652173913043,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.043478260869565216,0.06521739130434782,0.13043478260869565,0.06521739130434782,0.13043478260869565,0.06521739130434782,0.08695652173913043,0.06521739130434782,0.021739130434782608,0.043478260869565216,0.41304347826086957,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.06521739130434782,1.392753623188406,0.32608695652173914,0.21739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.21739130434782608,0.07515527950310555,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.15217391304347827,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,9.58695652173913,0.021739130434782608,0.021739130434782608,44.02173913043478,44.02173913043478,44.02173913043478,44.02173913043478,44.02173913043478,21.043478260869566,44.02173913043478,44.02173913043478,0.45652173913043476,0.2391304347826087,0.10869565217391304,0.21739130434782608,0.06521739130434782,0.08695652173913043,0.021739130434782608,0.15217391304347827,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.08695652173913043,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216
#premier-poete,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.08695652173913043,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.043478260869565216,0.06521739130434782,0.13043478260869565,0.06521739130434782,0.13043478260869565,0.06521739130434782,0.08695652173913043,0.06521739130434782,0.021739130434782608,0.043478260869565216,0.41304347826086957,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.06521739130434782,1.392753623188406,0.32608695652173914,0.21739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.21739130434782608,0.07515527950310555,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.15217391304347827,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,9.58695652173913,0.021739130434782608,0.021739130434782608,44.02173913043478,44.02173913043478,44.02173913043478,44.02173913043478,44.02173913043478,21.043478260869566,44.02173913043478,44.02173913043478,0.45652173913043476,0.2391304347826087,0.10869565217391304,0.21739130434782608,0.06521739130434782,0.08695652173913043,0.021739130434782608,0.15217391304347827,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.08695652173913043,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216
#premier-poete,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.08695652173913043,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.043478260869565216,0.06521739130434782,0.13043478260869565,0.06521739130434782,0.13043478260869565,0.06521739130434782,0.08695652173913043,0.06521739130434782,0.021739130434782608,0.043478260869565216,0.41304347826086957,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.06521739130434782,1.392753623188406,0.32608695652173914,0.21739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.21739130434782608,0.07515527950310555,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.15217391304347827,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,9.58695652173913,0.021739130434782608,0.021739130434782608,44.02173913043478,44.02173913043478,44.02173913043478,44.02173913043478,44.02173913043478,21.043478260869566,44.02173913043478,44.02173913043478,0.45652173913043476,0.2391304347826087,0.10869565217391304,0.21739130434782608,0.06521739130434782,0.08695652173913043,0.021739130434782608,0.15217391304347827,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.08695652173913043,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216
#premier-poete,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.08695652173913043,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.043478260869565216,0.06521739130434782,0.13043478260869565,0.06521739130434782,0.13043478260869565,0.06521739130434782,0.08695652173913043,0.06521739130434782,0.021739130434782608,0.043478260869565216,0.41304347826086957,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.06521739130434782,1.392753623188406,0.32608695652173914,0.21739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.21739130434782608,0.07515527950310555,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.15217391304347827,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,9.58695652173913,0.021739130434782608,0.021739130434782608,44.02173913043478,44.02173913043478,44.02173913043478,44.02173913043478,44.02173913043478,21.043478260869566,44.02173913043478,44.02173913043478,0.45652173913043476,0.2391304347826087,0.10869565217391304,0.21739130434782608,0.06521739130434782,0.08695652173913043,0.021739130434782608,0.15217391304347827,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.08695652173913043,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216
#le-mousquetaire,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.17391304347826086,0.13043478260869565,0.08695652173913043,0.043478260869565216,0.13043478260869565,0.08695652173913043,0.08695652173913043,0.13043478260869565,0.2608695652173913,0.13043478260869565,0.2608695652173913,0.13043478260869565,0.17391304347826086,0.13043478260869565,0.043478260869565216,0.08695652173913043,0.8260869565217391,0.043478260869565216,0.08695652173913043,0.08695652173913043,0.043478260869565216,0.13043478260869565,0.18550724637681157,0.6521739130434783,0.43478260869565216,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.08695652173913043,0.043478260869565216,0.43478260869565216,0.1503105590062111,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.30434782608695654,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,3.9239130434782608,0.043478260869565216,0.043478260869565216,21.043478260869566,21.043478260869566,21.043478260869566,21.043478260869566,21.043478260869566,42.08695652173913,21.043478260869566,21.043478260869566,0.9130434782608695,0.5691699604743082,2.8173913043478267,0.7347826086956523,0.13043478260869565,0.17391304347826086,0.043478260869565216,0.30434782608695654,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.17391304347826086,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.13043478260869565,0.08695652173913043,0.043478260869565216,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.08695652173913043
#premier-poete,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.08695652173913043,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.043478260869565216,0.06521739130434782,0.13043478260869565,0.06521739130434782,0.13043478260869565,0.06521739130434782,0.08695652173913043,0.06521739130434782,0.021739130434782608,0.043478260869565216,0.41304347826086957,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.06521739130434782,1.392753623188406,0.32608695652173914,0.21739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.21739130434782608,0.07515527950310555,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.15217391304347827,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,9.58695652173913,0.021739130434782608,0.021739130434782608,44.02173913043478,44.02173913043478,44.02173913043478,44.02173913043478,44.02173913043478,21.043478260869566,44.02173913043478,44.02173913043478,0.45652173913043476,0.2391304347826087,0.10869565217391304,0.21739130434782608,0.06521739130434782,0.08695652173913043,0.021739130434782608,0.15217391304347827,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.08695652173913043,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216
#premier-poete,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.08695652173913043,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.043478260869565216,0.06521739130434782,0.13043478260869565,0.06521739130434782,0.13043478260869565,0.06521739130434782,0.08695652173913043,0.06521739130434782,0.021739130434782608,0.043478260869565216,0.41304347826086957,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.06521739130434782,1.392753623188406,0.32608695652173914,0.21739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.021739130434782608,0.21739130434782608,0.07515527950310555,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.15217391304347827,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,9.58695652173913,0.021739130434782608,0.021739130434782608,44.02173913043478,44.02173913043478,44.02173913043478,44.02173913043478,44.02173913043478,21.043478260869566,44.02173913043478,44.02173913043478,0.45652173913043476,0.2391304347826087,0.10869565217391304,0.21739130434782608,0.06521739130434782,0.08695652173913043,0.021739130434782608,0.15217391304347827,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.08695652173913043,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216
