Pièce,Perso principal,genre,Première apparition,Fréquence(scène),Fréquence(répliques),Confrontation
courteline-allo,#pancreas,Saynète,TODO,1.0,0.0,0.14285714285714285
courteline-animaux-malades-de-la-faim,#une-panthere,Saynète,TODO,1.0,0.09302325581395349,0.047619047619047616
courteline-atelier,#maudruc,Saynète,TODO,1.0,0.0,0.1111111111111111
courteline-chez-l-avocat,#brisemiche,Saynète,TODO,1.0,0.0,0.5
courteline-cochon-de-cocher,#tiracinq,Saynète,TODO,1.0,0.0,0.25
courteline-conversion-d-alceste,#alceste,Comédie,TODO,1.0,0.3709677419354839,0.2619047619047619
courteline-ecole-des-mufles,#petard,Saynète,TODO,1.0,0.0,0.5
courteline-ferme-ta-malle,#le-marchand,Saynète,TODO,1.0,1.0,0.5
courteline-gora,#bobechotte,Comédie,TODO,1.0,0.0,0.5
courteline-grandeur-d-ame,#le-medecin,Saynète,TODO,1.0,0.0,0.3333333333333333
courteline-gros-chagrins,#caroline,Comédie,TODO,1.0,0.0,0.3333333333333333
courteline-l-article-330,#l-huissier,Comédie,TODO,1.0,0.0,0.25
courteline-l-impoli,#tirpied,Saynète,TODO,1.0,0.0,0.3333333333333333
courteline-l-invite,#l-invite,Saynète,TODO,1.0,0.0,0.3333333333333333
courteline-la-presentation,#madame-de-bois-flotte,Saynète,TODO,0.5,0.0,0.0
courteline-la-voix-d-anatole,#anatole,Saynète,TODO,1.0,0.0,0.5
courteline-le-bout-de-l-an,#l-huissier-audiencier,Saynète,TODO,1.0,0.0,0.3333333333333333
courteline-le-buis,#le-president,Saynète,TODO,1.0,0.0,0.5
courteline-le-nez-du-general-suif,#bibi,Saynète,TODO,1.0,0.0,0.5
courteline-les-balances,#un-domestique,Comédie,TODO,1.0,0.0,0.3333333333333333
courteline-les-bienfaits-de-l-education,#le-monsieur,Saynète,TODO,1.0,0.0,0.3333333333333333
courteline-mois-de-prison,#marthe,Saynète,TODO,0.5,0.0,0.0
courteline-mon-petit-frere,#l-examinateur,Saynète,TODO,1.0,0.42857142857142855,0.5
courteline-monsieur-badin,#le-directeur,Saynète,TODO,1.0,0.0,0.3333333333333333
courteline-monsieur-fin-de-siecle,#monsieur-ledoux,Saynète,TODO,1.0,0.0,0.5
courteline-musele,#l-huissier-audiencier,Saynète,TODO,1.0,0.0,0.3333333333333333
courteline-ours,#lapotasse,Saynète,TODO,1.0,0.0,0.5
courteline-pantheon-courcelles,#le-recitant,Saynète,TODO,1.0,1.0,0.3333333333333333
courteline-petin-contre-bougnasse,#le-president,Saynète,TODO,1.0,0.0,0.25
courteline-premier-en-anglais,#toto,Saynète,TODO,1.0,0.0,0.5
courteline-principal-temoin,#le-combattant-grenouillot,Saynète,TODO,1.0,1.0,0.5
courteline-prix-d-une-gifle,#l-huissier,Comédie,TODO,1.0,0.0,0.14285714285714285
courteline-quand-on-plaide-en-divorce,#le-juge,Saynète,TODO,1.0,0.0,0.3333333333333333
courteline-quelques-livres,#le-libraire,Saynète,TODO,1.0,0.0,0.5
courteline-roland,#piegele,Saynète,TODO,1.0,0.0,0.1875
courteline-rue-de-la-pompe,#piegele,Saynète,TODO,1.0,0.0,0.3333333333333333
courteline-theodore-cherche-des-alumettes,#theodore,Saynète,TODO,1.0,0.0,0.3
courteline-une-messe,#chinchinette,Saynète,TODO,1.0,0.0,0.5
courteline-vieux-menage,#madame-proute,Saynète,TODO,1.0,0.0,0.5
crebillon-atree-thyeste,#atree,Tragédie,TODO,0.6111111111111112,0.43653846153846154,0.2702702702702703
crebillon-catilina,#catilina,Tragédie,TODO,0.7,0.4672603457307491,0.32142857142857145
crebillon-electre,#electre,Tragédie,TODO,0.45454545454545453,0.24563445867287545,0.21428571428571427
crebillon-idomenee,#idomenee,Tragédie,TODO,0.5483870967741935,0.3896572459410704,0.2916666666666667
crebillon-pyrrhus,#helenus,Tragédie,TODO,0.3793103448275862,0.21227477477477477,0.14583333333333334
crebillon-rhadamisthe,#arsame,Tragédie,TODO,0.4074074074074074,0.21438263229308005,0.21428571428571427
crebillon-semiramis,#agenor,Tragédie,TODO,0.40625,0.21982507288629738,0.1935483870967742
crebillon-triumvirat,#tullie,Tragédie,TODO,0.55,0.2119281991893457,0.2777777777777778
crebillon-xerxes,#darius,Tragédie,TODO,0.425,0.23289124668435013,0.2391304347826087
crebillonf-nuit-et-le-moment,#cidalise,Dialogue,TODO,1.0,0.0,0.3333333333333333
croiset-le-chevalier-d-alsace,#frantz,Saynète,TODO,1.0,0.0,0.5
cros-affaire-de-la-rue-beaubourg,#l-avocat,Comédie,TODO,1.0,0.0,0.5
cubieres-palmezeaux-bracelets,#angelique,Comédie,TODO,0.8,0.0,0.25
cubieres-palmezeaux-dialogue,#l-homme-de-gout,Dialogue,TODO,1.0,1.0,0.5
cubieres-palmezeaux-diligence-de-lyon,#moron,Comédie,TODO,0.7027027027027027,0.0,0.1354515050167224
cubieres-palmezeaux-fete-seculaire-corneille,#thalie,Apologie,TODO,0.7,0.21711899791231734,0.25
cubieres-palmezeaux-galathee,#pigmalion,Comédie,TODO,0.8,0.421474358974359,0.375
cubieres-palmezeaux-lacrymanie,#lisimon,Comédie,TODO,0.47619047619047616,0.22383985441310283,0.16666666666666666
cubieres-palmezeaux-mort-de-moliere-3a,#moliere,Comédie,TODO,0.47368421052631576,0.38634471273938387,0.21929824561403508
cubieres-palmezeaux-mort-de-moliere-4a,#moliere,Comédie,TODO,0.46153846153846156,0.3343195266272189,0.16447368421052633
cyrano-la-mort-d-agrippine,#agrippine,Tragédie,TODO,0.4666666666666667,0.37924970691676435,0.25
cyrano-pedant-joue,#granger,Comédie,TODO,0.5813953488372093,1.0,0.20866141732283464
dalibray-le-torrismon-du-tasse,#torrismon,Tragédie,TODO,0.41935483870967744,0.23958868894601543,0.23214285714285715
dalibray-soliman,#soliman,Tragi-comédie,TODO,0.4838709677419355,0.1343624928530589,0.15808823529411764
danchet-camille-reine-des-volsques,#camille,Opéra,TODO,0.5357142857142857,0.24571428571428572,0.12323943661971831
dancourt-agioteurs,#trapolin,Comédie,TODO,0.6470588235294118,0.0,0.2383177570093458
dancourt-amants,#la-fortune,Comédie,TODO,0.3333333333333333,0.1368421052631579,0.02857142857142857
dancourt-bon-soldat,#jacinte,Comédie,TODO,0.7777777777777778,0.21587301587301588,0.2413793103448276
dancourt-bourgeoises-a-la-mode,#lisette,Comédie,TODO,0.6833333333333333,0.0,0.2138364779874214
dancourt-cephale-procris,#philacte,Comédie,TODO,0.5714285714285714,0.25837151921043355,0.21641791044776118
dancourt-charivari,#mathurine,Comédie,TODO,0.6363636363636364,0.0,0.1736111111111111
dancourt-chevalier-a-la-mode,#madame-patin,Comédie,TODO,0.7446808510638298,0.0,0.2595419847328244
dancourt-colin-maillard,#claudine,Comédie,TODO,0.52,0.0,0.1875
dancourt-comedie-comediens,#marton,Comédie,TODO,0.4,0.013227513227513227,0.11442786069651742
dancourt-curieux,#frontin,Comédie,TODO,0.5416666666666666,0.07042253521126761,0.15254237288135594
dancourt-deroute-pharaon,#marton,Comédie,TODO,0.7307692307692307,0.0,0.1337719298245614
dancourt-desolation-des-joueuses,#dorimene,Comédie,TODO,0.7857142857142857,0.0,0.15460526315789475
dancourt-diable-boiteux-suite,#lisette,Comédie,TODO,0.6428571428571429,0.0,0.13909774436090225
dancourt-diable-boiteux,#marton,Comédie,TODO,0.9,0.0,0.2289156626506024
dancourt-divertissement-de-sceaux,#mademoiselle-salle,Comédie-ballet,TODO,1.0,0.5571428571428572,0.25
dancourt-eaux-de-bourbon,#blaise,Comédie,TODO,0.5,0.2345679012345679,0.1440677966101695
dancourt-enfants-de-paris,#finette,Comédie,TODO,0.6,0.2698805109188298,0.18055555555555555
dancourt-ete-des-coquettes,#angelique,Comédie,TODO,0.92,0.0,0.2409090909090909
dancourt-fees,#finette,Comédie,TODO,0.43478260869565216,0.0,0.1331521739130435
dancourt-femme-d-intrigues,#madame-thibaut,Comédie,TODO,0.6896551724137931,0.0,0.2603305785123967
dancourt-fete-de-village,#lisette,Comédie,TODO,0.5333333333333333,0.0,0.17676767676767677
dancourt-fetes-nocturnes,#marton,Comédie,TODO,0.4782608695652174,0.0,0.17857142857142858
dancourt-foire-de-besons,#frosine,Comédie,TODO,0.7142857142857143,0.0,0.15925925925925927
dancourt-foire-saint-germain,#mademoiselle-mousset,Comédie,TODO,0.8064516129032258,0.0,0.15023474178403756
dancourt-folle-enchere,#lisette,Comédie,TODO,0.8,0.0,0.21794871794871795
dancourt-fonds-perdus,#lisette,Comédie,TODO,0.7727272727272727,0.0,0.2421875
dancourt-galant-jardinier,#monsieur-dubuisson,Comédie,TODO,0.6086956521739131,0.0,0.1559633027522936
dancourt-gazette,#crispin,Comédie,TODO,0.8076923076923077,0.0,0.18823529411764706
dancourt-impromptu-de-garnison,#araminte,Comédie,TODO,0.8,0.0,0.23125
dancourt-impromptu-de-livry,#flore,Comédie-ballet,TODO,0.4,0.4016393442622951,0.25
dancourt-impromptu-suresnes,#la-folie,Comédie-ballet,TODO,0.6,0.17261904761904762,0.16176470588235295
dancourt-inconnu,#la-comtesse,Comédie,TODO,0.6153846153846154,0.10997204100652376,0.09351145038167939
dancourt-loterie,#lisette,Comédie,TODO,0.8666666666666667,0.0,0.2891566265060241
dancourt-madame-artus,#dorante,Comédie,TODO,0.5319148936170213,0.18869731800766285,0.1891891891891892
dancourt-maison-de-campagne,#monsieur-bernard,Comédie,TODO,0.7352941176470589,0.0,0.21782178217821782
dancourt-mari-retrouve,#lepine,Comédie,TODO,0.52,0.0,0.11797752808988764
dancourt-metempsychose,#faunus,Comédie,TODO,0.3953488372093023,0.1598086124401914,0.1592920353982301
dancourt-moulin-de-javelle,#madame-bertrand,Comédie,TODO,0.5789473684210527,0.0,0.10526315789473684
dancourt-opera-de-village,#la-fleche,Comédie,TODO,0.8125,0.0,0.20967741935483872
dancourt-operateur-barry,#jodelet,Comédie,TODO,0.6190476190476191,0.26804123711340205,0.22
dancourt-parisienne,#lisette,Comédie,TODO,0.56,0.0,0.19480519480519481
dancourt-prix-arquebuse,#sophie,Comédie,TODO,0.5454545454545454,0.0,0.14761904761904762
dancourt-renaud-armide,#lisette,Comédie,TODO,0.8260869565217391,0.07142857142857142,0.20093457943925233
dancourt-retour-des-officiers,#toinette,Comédie,TODO,0.8,0.0,0.15648854961832062
dancourt-sancho,#sancho,Comédie,TODO,0.8367346938775511,0.4042645778938207,0.18421052631578946
dancourt-trahison-punie,#fabrice,Comédie,TODO,0.5245901639344263,0.20920692798541476,0.135678391959799
dancourt-tuteur,#lisette,Comédie,TODO,0.6086956521739131,0.0,0.16336633663366337
dancourt-vacances,#lepine,Comédie,TODO,0.75,0.0,0.13380281690140844
dancourt-vendanges-de-suresnes,#madame-dubuissson,Comédie,TODO,0.64,0.0,0.1989247311827957
dancourt-vendanges,#margot,Comédie,TODO,0.6470588235294118,0.0,0.17567567567567569
dancourt-vert-galant,#jerome,Comédie,TODO,0.6666666666666666,0.0,0.14193548387096774
de-caux-marius,#arisbe,Tragédie,TODO,0.5,0.2183288409703504,0.23333333333333334
delavigne-comediens,#belrose,Comédie,TODO,0.49019607843137253,0.16772927905836194,0.165625
delavigne-famille-temps-luther,#paolo,Tragédie,TODO,0.7142857142857143,0.3451910408432148,0.22388059701492538
delavigne-vepres-siciliennes,#loredan,Tragédie,TODO,0.6206896551724138,0.22989161437535655,0.25
depret-le-marquis-ernest,#hector,Saynète,TODO,0.75,1.0,0.5
depret-monsieur-cambrefort,#leon,Saynète,TODO,0.8571428571428571,0.0,0.3333333333333333
des-essarts-illustre-theatre,#bejart,Comédie,TODO,0.8333333333333334,0.1523809523809524,0.21052631578947367
desfontaines-belisaire,#belisaire,Tragi-comédie,TODO,0.5,0.26480263157894735,0.17261904761904762
desfontaines-dupin-voyage-de-chambord,#madame-robert,Comédie,TODO,0.6818181818181818,0.09234234234234234,0.1015625
desfontaines-eurimedon,#eurimedon,Tragi-comédie,TODO,0.5714285714285714,0.33141361256544505,0.24615384615384617
desfontaines-perside,#soliman,Tragédie,TODO,0.5757575757575758,0.28048082427017745,0.24647887323943662
desfontaines-saint-genest,#diocletian,Tragédie,TODO,0.5,0.1699766355140187,0.12184873949579832
desfontaines-veritable-semiramis,#semiramis,Tragédie,TODO,0.6363636363636364,0.3082706766917293,0.20512820512820512
deshoulieres-genseric,#genseric,Tragédie,TODO,0.375,0.18601747815230962,0.19230769230769232
deshoulieres-mort-de-cochon,#mimy,Tragédie,TODO,0.75,0.2028985507246377,0.25
desjardins-favori,#moncade,Tragi-comédie,TODO,0.46875,0.2450462351387054,0.15384615384615385
desjardins-manlius,#torquatus,Tragi-comédie,TODO,0.5862068965517241,0.28197320341047505,0.2553191489361702
deslisle-arlequin-sauvage,#arlequin,Comédie,TODO,0.7777777777777778,1.0,0.20175438596491227
desmares-merlin-dragon,#monsieur-de-la-serre,Comédie,TODO,0.6190476190476191,0.0,0.13533834586466165
desmares-roxelane,#roxelane,Tragi-comédie,TODO,0.5714285714285714,0.2525062656641604,0.15079365079365079
desmarest-mirame,#mirame,Tragi-comédie,TODO,0.6666666666666666,0.35224342444559054,0.23333333333333334
desmarets-visionnaires,#alcidon,Comédie,TODO,0.4117647058823529,0.1276595744680851,0.17164179104477612
desportes-veuve-coquette,#flaminia,Comédie,TODO,0.45454545454545453,0.0,0.1509433962264151
deville-pierre-bagnolet-et-claude-bagnolet-son-fils,#therese,Comédie,TODO,0.625,0.0,0.19444444444444445
diderot-entretien-d-alembert-diderot,#d-alembert,Dialogue,TODO,1.0,0.0,0.5
diderot-est-il-bon-est-il-mechant,#monsieur-hardouin,Comédie,TODO,0.7301587301587301,0.0,0.1744186046511628
diderot-fils-naturel,#dorval,Tragi-comédie,TODO,0.7567567567567568,0.0,0.26229508196721313
diderot-paradoxe-comedien,#premier-interlocuteur,Dialogue,TODO,1.0,1.0,0.5
diderot-pere-de-famille,#cecile,Comédie,TODO,0.5283018867924528,0.0,0.14959016393442623
diderot-piece-prologue,#monsieur-hardouin,Comédie,TODO,0.75,0.0,0.23118279569892472
diderot-reve-d-alembert,#bordeu,Dialogue,TODO,1.0,0.0,0.25
discret-noces-de-vaugirard,#polydas,Comédie,TODO,0.4,0.21136683889149835,0.10984848484848485
doigny-du-ponceau-antigone,#creon,Tragédie,TODO,0.7083333333333334,0.28888888888888886,0.24468085106382978
donnay-eux,#helene,Saynète,TODO,1.0,0.0,0.3333333333333333
donneau-de-vise-amours-du-soleil,#apollon,Tragédie,TODO,0.3389830508474576,0.19109461966604824,0.13402061855670103
donneau-de-vise-cocue-imaginaire,#cephise,Comédie,TODO,0.5,0.15303030303030302,0.2073170731707317
donneau-de-vise-corneille-devineresse,#madame-jobin,Comédie,TODO,0.8392857142857143,0.0,0.2976190476190476
donneau-de-vise-dames-vengees,#lisandre,Comédie,TODO,0.4716981132075472,0.0,0.18032786885245902
donneau-de-vise-delie,#delie,Pastorale,TODO,0.723404255319149,0.3268779342723005,0.24253731343283583
donneau-de-vise-embarras-de-godard,#paquette,Comédie,TODO,0.5862068965517241,0.22727272727272727,0.17037037037037037
donneau-de-vise-gentil-homme-guepin,#le-vicomte,Comédie,TODO,0.8148148148148148,0.3418181818181818,0.18994413407821228
donneau-de-vise-intrigues-de-la-loterie,#florine,Comédie,TODO,0.4594594594594595,0.16904761904761906,0.08008658008658008
donneau-de-vise-mere-coquette,#jacinte,Comédie,TODO,0.75,0.2638190954773869,0.24305555555555555
donneau-de-vise-vengeance-des-marquis,#cleante,Comédie,TODO,0.8571428571428571,0.0,0.1875
donneau-de-vise-veuve-a-la-mode,#beatrix,Comédie,TODO,0.9130434782608695,0.3216374269005848,0.2412280701754386
donneau-de-vise-zelinde,#oriane,Comédie,TODO,0.8461538461538461,0.0,0.24528301886792453
dorat-celibataire,#terville,Comédie,TODO,0.4666666666666667,0.2998707453683757,0.21333333333333335
dorat-la-feinte-par-amour,#damis,Comédie,TODO,0.5416666666666666,0.26894865525672373,0.20833333333333334
dorat-les-proneurs,#callides,Comédie,TODO,0.48484848484848486,0.24195624195624196,0.1358695652173913
dorat-regulus,#regulus,Tragédie,TODO,0.6428571428571429,0.45257142857142857,0.25925925925925924
dorimond-amours-de-trapolin,#trapolin,Comédie,TODO,0.875,0.3672014260249554,0.2361111111111111
dorimond-comedie-de-la-comedie,#le-portier,Comédie,TODO,0.4,0.20920502092050208,0.125
dorimond-ecole-des-cocus,#le-capitan,Comédie,TODO,0.6666666666666666,0.3864864864864865,0.20833333333333334
dorimond-femme-industrieuse,#isabelle,Comédie,TODO,0.55,0.21997300944669365,0.26785714285714285
dorneval-fuzelier-lesage-arlequin-roi-des-ogres,#arlequin,Comédie,TODO,0.9090909090909091,0.1111111111111111,0.2441860465116279
dorneval-jugement-de-paris,#venus,Prologue,TODO,0.5454545454545454,0.14,0.1721311475409836
dorneval-lesage-amours-de-nanterre,#colette,Opéra comique,TODO,0.5,0.2975871313672922,0.19047619047619047
dorneval-lesage-couplets-en-proces,#maitre-grossel,Prologue,TODO,0.5,0.3778801843317972,0.17857142857142858
dorneval-lesage-opera-comique,#la-comedie-italienne,Opéra comique,TODO,0.7647058823529411,0.16825396825396827,0.21551724137931033
dorneval-lesage-reine-de-barostan,#almoraddin,Opéra comique,TODO,0.7777777777777778,0.259581881533101,0.25
doruxigne-alzate,#ariste,Comédie,TODO,0.7857142857142857,0.24598930481283424,0.22058823529411764
dorvo-lamentin,#l-hotesse,Comédie,TODO,0.5,0.16883116883116883,0.1891891891891892
drault-la-boucle-d-oreille-de-josephine,#tamponnard,Comédie,TODO,1.0,0.0,0.25
drault-la-voleuse-du-bon-marche,#monsieur-champbaudet,Comédie,TODO,1.0,0.0,0.09090909090909091
dreyfus-la-gifle,#blanc-misseron,Comédie,TODO,0.8888888888888888,0.0,0.3235294117647059
dreyfus-un-crane-sous-une-tempete,#madame,Saynète,TODO,0.75,0.0,0.5
du-pont-de-veyle-somnanbule,#valere,Comédie,TODO,0.6190476190476191,0.0,0.18674698795180722
du-ryer-alcimedon,#daphne,Tragi-comédie,TODO,0.68,0.20897097625329816,0.21808510638297873
du-ryer-alcionee,#alcionee,Tragédie,TODO,0.5416666666666666,0.36619718309859156,0.19444444444444445
du-ryer-anaxandre,#cephise,Tragi-comédie,TODO,0.48484848484848486,0.2805005213764338,0.20967741935483872
du-ryer-argenis-poliarque,#poliarque,Tragi-comédie,TODO,0.5789473684210527,0.31042007637752317,0.1875
du-ryer-berenice,#berenice,Tragi-comédie,TODO,0.4838709677419355,0.0,0.21
du-ryer-clarigene,#celie,Tragi-comédie,TODO,0.6086956521739131,0.33375474083438683,0.225
du-ryer-cleomedon,#celanire,Tragi-comédie,TODO,0.5652173913043478,0.1655813953488372,0.16477272727272727
du-ryer-clitophon,#clitophon,Tragi-comédie,TODO,0.5517241379310345,0.2815040650406504,0.20955882352941177
du-ryer-dynamis,#dynamis,Tragi-comédie,TODO,0.7241379310344828,0.40242130750605326,0.2765957446808511
du-ryer-esther,#haman,Tragédie,TODO,0.7083333333333334,0.3433766233766234,0.24489795918367346
du-ryer-lisandre-caliste,#lisandre,Tragi-comédie,TODO,0.5714285714285714,0.28585365853658534,0.10069444444444445
du-ryer-lucrece,#tarquin,Tragédie,TODO,0.47619047619047616,0.24173027989821882,0.1111111111111111
du-ryer-nitocris,#nitocris,Tragi-comédie,TODO,0.5862068965517241,0.27146814404432135,0.26136363636363635
du-ryer-saul,#saül,Tragédie,TODO,0.7692307692307693,0.5063013698630137,0.27419354838709675
du-ryer-scevole,#junie,Tragédie,TODO,0.5416666666666666,0.27984234234234234,0.19230769230769232
du-ryer-themistocle,#artabaze,Tragédie,TODO,0.5357142857142857,0.19425837320574163,0.2403846153846154
du-ryer-vendanges-de-suresnes,#polidor,Comédie,TODO,0.4444444444444444,0.16778178075141534,0.14925373134328357
dubosc-balance-d-etat,#pamphage,Tragi-comédie,TODO,0.38461538461538464,0.2328405491024287,0.14285714285714285
duche-absalon,#absalon,Tragédie,TODO,0.6129032258064516,0.2116564417177914,0.20422535211267606
duflot-desarbres-deux-hommes-pour-un-placard,#ursule,Vaudeville,TODO,0.6666666666666666,0.4,0.1896551724137931
dufresny-adieux-des-officiers,#venus,Comédie,TODO,1.0,0.13125,0.16025641025641027
dufresny-chevalier-joueur,#frontin,Comédie,TODO,0.4772727272727273,1.0,0.2111111111111111
dufresny-coquette-du-village,#lisette,Comédie,TODO,0.5384615384615384,0.22211895910780668,0.22549019607843138
dufresny-dedit,#frontin,Comédie,TODO,0.5833333333333334,0.2403846153846154,0.14864864864864866
dufresny-depart-des-comediens,#arlequin,Comédie,TODO,0.8888888888888888,0.6475409836065574,0.17045454545454544
dufresny-double-veuvage,#frosine,Comédie,TODO,0.46153846153846156,0.0,0.14285714285714285
dufresny-esprit-de-contradiction,#angelique,Comédie,TODO,0.45161290322580644,0.0,0.19827586206896552
dufresny-faux-honnete-homme,#frosine,Comédie,TODO,0.5789473684210527,0.0,0.2
dufresny-faux-instinct,#toinette,Comédie,TODO,0.5348837209302325,0.0,0.15605095541401273
dufresny-faux-sincere,#le-chevalier,Comédie,TODO,0.5918367346938775,0.281431334622824,0.1791044776119403
dufresny-jaloux-honteux,#le-president,Comédie,TODO,0.4782608695652174,0.0,0.17058823529411765
dufresny-joueuse,#triolet,Comédie,TODO,0.42592592592592593,0.05263157894736842,0.12867647058823528
dufresny-mal-assortis,#arlequin,Comédie,TODO,0.8181818181818182,0.5263157894736842,0.22916666666666666
dufresny-malade-sans-maladie,#lisette,Comédie,TODO,0.6428571428571429,0.0,0.22972972972972974
dufresny-mariage-fait-et-rompu,#la-presidente,Comédie,TODO,0.43333333333333335,0.15634920634920635,0.12162162162162163
dufresny-negligent,#fanchon,Comédie,TODO,0.6170212765957447,0.020618556701030927,0.24390243902439024
dufresny-noce-interrompue,#adrien,Comédie,TODO,0.75,0.47619047619047616,0.18055555555555555
dufresny-reconciliation-normande,#nerine,Comédie,TODO,0.6122448979591837,0.2458489555436529,0.2248062015503876
dufresny-regnard-augmentation-baguette,#le-druide,Comédie,TODO,0.8,0.11242603550295859,0.3333333333333333
dufresny-regnard-baguette-vulcain,#roger,Comédie,TODO,1.0,0.39800995024875624,0.19318181818181818
dufresny-regnard-chinois,#colombine,Comédie,TODO,0.42857142857142855,0.0,0.1875
dufresny-regnard-naissance-d-amadis,#perion,Comédie,TODO,0.8461538461538461,0.463855421686747,0.2375
dufresny-regnard-suite-foire-saint-germain,#arlequin,Comédie,TODO,0.6153846153846154,0.45454545454545453,0.21428571428571427
dugazon-modere,#moderantin,Comédie,TODO,0.6666666666666666,0.30602782071097373,0.16470588235294117
duhomme-chapelle-boileau,#chapelle,Anecdote,TODO,1.0,0.39646464646464646,0.3333333333333333
dumaniant-belle-esclave,#ali,Comédie,TODO,0.7333333333333333,0.17142857142857143,0.10091743119266056
dumaniant-dragon-de-thionville,#le-chevalier,Fait historique,TODO,0.75,0.0,0.35714285714285715
dumaniant-francais-en-huronie-1787,#zamire,Comédie,TODO,0.7692307692307693,0.2711598746081505,0.24074074074074073
dumaniant-francais-en-huronie,#zamire,Comédie,TODO,0.7272727272727273,0.19672131147540983,0.21739130434782608
dumaniant-henri-et-perrine,#henri,Comédie,TODO,0.5,0.0,0.14473684210526316
dumaniant-jodelet,#jodelet,Comédie,TODO,0.5238095238095238,0.0,0.23809523809523808
dumas-don-juan,#don-juan,Drame,TODO,0.7058823529411765,0.032520325203252036,0.1936416184971098
dupaty-arlequin-tout-seul,#le-public,Comédie,TODO,1.0,0.04669260700389105,0.5
dupaty-luce-salverte-bievre,#bievre,Comédie,TODO,0.6470588235294118,0.2881844380403458,0.2111111111111111
durant-a-bon-chat-bon-rat,#madame-de-montire,Proverbe,TODO,0.8,0.0,0.3333333333333333
durant-a-laver-la-tete,#monsieur-pedanta,Proverbe,TODO,0.75,1.0,0.13953488372093023
durant-bonne-renommee,#licidor,Proverbe,TODO,1.0,0.0,0.2857142857142857
durant-jours-se-suivent,#monsieur-l-abbe,Proverbe,TODO,1.0,0.0,0.22807017543859648
durant-oisivete,#mademoiselle-d-alrane,Proverbe,TODO,1.0,0.0,0.375
durant-on-ne-connait-pas-le-vin,#madame-dumeny,Proverbe,TODO,0.5454545454545454,0.0,0.2647058823529412
durant-pour-un-plaisir-mille-douleurs,#elise,Proverbe,TODO,0.8,0.0,0.15217391304347827
durant-qui-court-deux-lievres,#hortance,Proverbe,TODO,0.6666666666666666,0.0,0.2708333333333333
durant-tel-maitre-tel-valet,#eraste,Proverbe,TODO,0.5714285714285714,0.0,0.2857142857142857
durant-voyage-de-campagne,#catos,Proverbe,TODO,1.0,0.0,0.25
durval-agarite,#celidor,Tragi-comédie,TODO,0.47619047619047616,0.1392479435957697,0.11363636363636363
duvaucuel-chapeau-bleu,#lucie,Comédie,TODO,0.75,0.5598086124401914,0.5
duvert-huron,#kerkabon,Comédie,TODO,0.8421052631578947,0.36,0.14864864864864866
duvert-xavier-odeina,#odeina,Comédie,TODO,0.5238095238095238,0.21224489795918366,0.1054421768707483
ecker-franc-macon-prisonnier,#des-las-casas,Drame,TODO,0.5714285714285714,0.0,0.28125
eschyle-agamemnon,#le-choeur-des-vieillards,Tragédie,TODO,0.7777777777777778,0.0,0.275
eschyle-eumenides,#le-choeur-des-eumenides,Tragédie,TODO,0.7,0.0,0.3
eschyle-khoephores,#le-choeur-des-khoephores,Tragédie,TODO,0.7777777777777778,0.0,0.23076923076923078
eschyle-sept-contre-thebes,#le-choeur-des-vierges,Tragédie,TODO,1.0,0.0,0.27586206896551724
euripide-andromaque,#le-choeur,Tragédie,TODO,0.9166666666666666,0.0,0.2894736842105263
euripide-cyclope,#le-choeur,Tragédie,TODO,1.0,0.0,0.2903225806451613
euripide-electre,#electre,Tragédie,TODO,0.8461538461538461,0.0,0.3055555555555556
euripide-helene,#helene,Tragédie,TODO,0.6923076923076923,0.0,0.2236842105263158
euripide-heraclides,#iolas,Tragédie,TODO,0.8,0.0,0.20270270270270271
euripide-hercule-furieux,#amphitryon,Tragédie,TODO,0.8181818181818182,0.0,0.25
euripide-hippolyte,#le-choeur,Tragédie,TODO,0.8,0.0,0.2903225806451613
fabie-moliere-montespan,#laforet,Comédie,TODO,0.8181818181818182,0.07624633431085044,0.20634920634920634
fabre-d-eglantine-augusta,#augusta,Tragédie,TODO,0.64,0.3702865761689291,0.2878787878787879
fabre-d-eglantine-philinte-de-moliere,#alceste,Comédie,TODO,0.625,0.3539951573849879,0.25316455696202533
fagan-isabelle-arlequin,#eraste,Opéra comique,TODO,0.4,0.13565891472868216,0.3125
fagan-momus-a-paris,#momus,Opéra comique,TODO,0.3076923076923077,0.3879668049792531,0.16071428571428573
fagan-pupille,#ariste,Comédie,TODO,0.7619047619047619,0.16666666666666666,0.2636363636363636
fagan-sylphe-suppose,#uranie,Opéra comique,TODO,0.8,0.26,0.22033898305084745
fatouville-arlequin-empereur-dans-la-lune,#arlequin,Comédie,TODO,0.8888888888888888,0.0,0.21951219512195122
fatouville-grapinian,#grapinian,Comédie,TODO,1.0,0.0,0.296875
favard-amant-deguise,#daphnis,Parodie,TODO,0.6,0.3656716417910448,0.1111111111111111
favard-voisenon-la-petite-iphigenie,#iphigenie,Parodie,TODO,0.7916666666666666,0.4164305949008499,0.2980769230769231
favart-acajou,#acajou,Opéra comique,TODO,0.7272727272727273,0.31346153846153846,0.23863636363636365
favart-anglais-de-bordeaux,#le-mylord,Comédie,TODO,0.6086956521739131,0.2390158172231986,0.24444444444444444
favart-la-fille-mal-gardee,#nicolette,Parodie,TODO,0.8,0.30033003300330036,0.21428571428571427
favart-parmentier-hipolyte-aricie,#aricie,Parodie,TODO,0.38095238095238093,0.18194070080862534,0.12280701754385964
