VALEUR,#dominique,#le-kaouadji,#ben-aïssa,#nathan,#bethsabee,#maurice,#kadidja,#saint-aubin,#bou-taleb,#lea,#le-negre,#premier-rabbin,#deuxieme-rabbin,#choeur,#les-jeunes-filles,#les-jeunes-gens,#un-kabyle,#maurice #saint-aubin,#les-kabyles,#le-kabyle,#l-officier,#les-juifs,#tous,#tout-le-monde
#kadidja,2.0,0.5,0.32894736842105265,0.25,0.16666666666666666,0.014705882352941176,29.25,1.0,0.4807692307692308,2.25,0.25,0.5,0.25,0.25,0.25,0.25,0.75,0.25,0.25,0.08333333333333333,0.25,2.25,2.25,0.5
#saint-aubin,3.115384615384615,0.15384615384615385,0.14574898785425097,1.2307692307692308,0.46153846153846156,5.542986425339367,1.0,44.307692307692314,4.0,1.2307692307692308,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,2.5641025641025634,11.076923076923078,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.15384615384615385
#bou-taleb,0.5,0.5,1.0657894736842106,2.25,1.5,0.1323529411764706,0.4807692307692308,4.0,29.25,1.0,0.25,0.5,0.25,0.25,0.25,0.25,6.75,2.25,2.25,2.0833333333333335,0.25,0.25,0.25,0.5
#lea,2.4615384615384617,0.6153846153846154,0.5829959514170039,0.0012019230769230683,0.012820512820512803,0.11312217194570134,2.25,1.2307692307692308,1.0,24.92307692307692,0.3076923076923077,0.6153846153846154,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.9230769230769231,0.3076923076923077,0.3076923076923077,0.006410256410256401,1.5576923076923075,0.3076923076923077,0.3076923076923077,0.24038461538461534
#le-negre,0.15384615384615385,0.038461538461538464,0.3653846153846153,1.5576923076923075,6.782051282051281,0.3269230769230769,0.25,0.07692307692307693,0.25,0.3076923076923077,50.01923076923076,0.038461538461538464,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.057692307692307696,0.019230769230769232,0.019230769230769232,0.057692307692307696,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.038461538461538464
#premier-rabbin,0.3076923076923077,0.07692307692307693,0.09919028340080975,3.115384615384615,0.23076923076923078,0.6538461538461539,0.5,0.15384615384615385,0.5,0.6153846153846154,0.038461538461538464,48.07692307692307,24.038461538461537,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.11538461538461539,0.038461538461538464,0.038461538461538464,0.11538461538461539,0.038461538461538464,24.038461538461537,24.038461538461537,11.076923076923078
#deuxieme-rabbin,0.15384615384615385,0.038461538461538464,0.3653846153846153,1.5576923076923075,0.11538461538461539,0.3269230769230769,0.25,0.07692307692307693,0.25,0.3076923076923077,0.019230769230769232,24.038461538461537,50.01923076923076,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.057692307692307696,0.019230769230769232,0.019230769230769232,0.057692307692307696,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.038461538461538464
#choeur,0.15384615384615385,0.038461538461538464,0.3653846153846153,0.3076923076923077,0.11538461538461539,0.3269230769230769,0.25,0.07692307692307693,0.25,0.3076923076923077,0.019230769230769232,0.038461538461538464,0.019230769230769232,50.01923076923076,50.01923076923076,50.01923076923076,0.057692307692307696,0.019230769230769232,0.019230769230769232,0.057692307692307696,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.038461538461538464
#choeur,0.15384615384615385,0.038461538461538464,0.3653846153846153,0.3076923076923077,0.11538461538461539,0.3269230769230769,0.25,0.07692307692307693,0.25,0.3076923076923077,0.019230769230769232,0.038461538461538464,0.019230769230769232,50.01923076923076,50.01923076923076,50.01923076923076,0.057692307692307696,0.019230769230769232,0.019230769230769232,0.057692307692307696,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.038461538461538464
#choeur,0.15384615384615385,0.038461538461538464,0.3653846153846153,0.3076923076923077,0.11538461538461539,0.3269230769230769,0.25,0.07692307692307693,0.25,0.3076923076923077,0.019230769230769232,0.038461538461538464,0.019230769230769232,50.01923076923076,50.01923076923076,50.01923076923076,0.057692307692307696,0.019230769230769232,0.019230769230769232,0.057692307692307696,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.038461538461538464
#un-kabyle,5.128205128205127,0.11538461538461539,0.7452766531713902,0.9230769230769231,0.34615384615384615,0.0003770739064856685,0.75,2.5641025641025634,6.75,0.9230769230769231,0.057692307692307696,0.11538461538461539,0.057692307692307696,0.057692307692307696,0.057692307692307696,0.057692307692307696,46.17307692307693,15.39102564102564,15.39102564102564,3.9508547008547006,0.057692307692307696,0.057692307692307696,0.057692307692307696,0.11538461538461539
#maurice #saint-aubin,4.653846153846153,0.038461538461538464,1.1022267206477732,0.3076923076923077,0.11538461538461539,1.3857466063348418,0.25,11.076923076923078,2.25,0.3076923076923077,0.019230769230769232,0.038461538461538464,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.019230769230769232,15.39102564102564,50.01923076923076,0.019230769230769232,0.057692307692307696,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.038461538461538464
#les-kabyles,0.15384615384615385,0.038461538461538464,1.1022267206477732,0.3076923076923077,0.11538461538461539,0.3269230769230769,0.25,0.07692307692307693,2.25,0.3076923076923077,0.019230769230769232,0.038461538461538464,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.019230769230769232,15.39102564102564,0.019230769230769232,50.01923076923076,15.39102564102564,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.038461538461538464
#le-kabyle,0.46153846153846156,0.11538461538461539,0.7452766531713902,0.9230769230769231,0.34615384615384615,0.9807692307692308,0.08333333333333333,0.23076923076923078,2.0833333333333335,0.006410256410256401,0.057692307692307696,0.11538461538461539,0.057692307692307696,0.057692307692307696,0.057692307692307696,0.057692307692307696,3.9508547008547006,0.057692307692307696,15.39102564102564,46.17307692307693,0.057692307692307696,0.057692307692307696,0.057692307692307696,0.11538461538461539
#l-officier,0.15384615384615385,0.038461538461538464,1.1022267206477732,0.3076923076923077,0.11538461538461539,1.3857466063348418,0.25,0.07692307692307693,0.25,1.5576923076923075,0.019230769230769232,0.038461538461538464,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.057692307692307696,0.019230769230769232,0.019230769230769232,0.057692307692307696,50.01923076923076,0.019230769230769232,0.019230769230769232,0.038461538461538464
#les-juifs,0.15384615384615385,0.038461538461538464,1.1022267206477732,1.5576923076923075,0.11538461538461539,0.3269230769230769,2.25,0.07692307692307693,0.25,0.3076923076923077,0.019230769230769232,24.038461538461537,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.057692307692307696,0.019230769230769232,0.019230769230769232,0.057692307692307696,0.019230769230769232,50.01923076923076,50.01923076923076,24.038461538461537
#les-juifs,0.15384615384615385,0.038461538461538464,1.1022267206477732,1.5576923076923075,0.11538461538461539,0.3269230769230769,2.25,0.07692307692307693,0.25,0.3076923076923077,0.019230769230769232,24.038461538461537,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.057692307692307696,0.019230769230769232,0.019230769230769232,0.057692307692307696,0.019230769230769232,50.01923076923076,50.01923076923076,24.038461538461537
#tout-le-monde,0.3076923076923077,0.07692307692307693,2.2044534412955463,3.115384615384615,0.23076923076923078,0.1832579185520362,0.5,0.15384615384615385,0.5,0.24038461538461534,0.038461538461538464,11.076923076923078,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.11538461538461539,0.038461538461538464,0.038461538461538464,0.11538461538461539,0.038461538461538464,24.038461538461537,24.038461538461537,48.07692307692307
Successions,#dominique,#le-kaouadji,#ben-aïssa,#nathan,#bethsabee,#maurice,#kadidja,#saint-aubin,#bou-taleb,#lea,#le-negre,#premier-rabbin,#deuxieme-rabbin,#choeur,#les-jeunes-filles,#les-jeunes-gens,#un-kabyle,#maurice #saint-aubin,#les-kabyles,#le-kabyle,#l-officier,#les-juifs,#tous,#tout-le-monde
#dominique,0.07692307692307693,0.11538461538461539,0.23076923076923078,0.07692307692307693,0.0,0.2692307692307692,0.0,0.038461538461538464,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0
#le-kaouadji,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#ben-aïssa,0.05555555555555555,0.0,0.0,0.16666666666666666,0.009259259259259259,0.05555555555555555,0.25925925925925924,0.0,0.3148148148148148,0.046296296296296294,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.009259259259259259,0.018518518518518517,0.027777777777777776,0.0,0.0,0.0
#nathan,0.015384615384615385,0.007692307692307693,0.12307692307692308,0.046153846153846156,0.06923076923076923,0.18461538461538463,0.16153846153846155,0.0,0.0,0.2923076923076923,0.007692307692307693,0.06923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007692307692307693,0.015384615384615385
#bethsabee,0.0,0.0,0.045454545454545456,0.3181818181818182,0.0,0.045454545454545456,0.045454545454545456,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#maurice,0.038834951456310676,0.0,0.0970873786407767,0.22330097087378642,0.0,0.009708737864077669,0.1262135922330097,0.11650485436893204,0.06796116504854369,0.3106796116504854,0.0,0.0,0.0,0.009708737864077669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#kadidja,0.0,0.0,0.25555555555555554,0.25555555555555554,0.0,0.2,0.022222222222222223,0.0,0.12222222222222222,0.14444444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#saint-aubin,0.07692307692307693,0.0,0.0,0.0,0.0,0.6153846153846154,0.07692307692307693,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#bou-taleb,0.06060606060606061,0.0,0.5303030303030303,0.0,0.0,0.12121212121212122,0.15151515151515152,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0
#lea,0.0,0.0,0.038834951456310676,0.4077669902912621,0.11650485436893204,0.2815533980582524,0.11650485436893204,0.0,0.02912621359223301,0.009708737864077669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-negre,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#premier-rabbin,0.0,0.0,0.2857142857142857,0.42857142857142855,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0
#deuxieme-rabbin,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#choeur,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#les-jeunes-filles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#les-jeunes-gens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-kabyle,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-kaouadji,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#les-kabyles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-kabyle,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#l-officier,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#l-officier,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#l-officier,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#tout-le-monde,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
