VALEUR,#cornelie,#caton,#julie,#sextus,#magnus,#brutus,#statillius,#martia,#portius,#philante,#lucius,#petrole,#cesar
Fréquences (scènes),0.3939393939393939,0.5757575757575758,0.12121212121212122,0.06060606060606061,0.06060606060606061,0.24242424242424243,0.15151515151515152,0.21212121212121213,0.3333333333333333,0.030303030303030304,0.09090909090909091,0.06060606060606061,0.030303030303030304
Fréquences(répliques),0.21726190476190477,0.29811507936507936,0.0496031746031746,0.021825396825396824,0.023313492063492064,0.08085317460317461,0.06845238095238096,0.05654761904761905,0.07886904761904762,0.001488095238095238,0.06845238095238096,0.012896825396825396,0.022321428571428572
Confrontation,0.15384615384615385,0.2230769230769231,0.046153846153846156,0.023076923076923078,0.023076923076923078,0.1076923076923077,0.07692307692307693,0.1076923076923077,0.13076923076923078,0.023076923076923078,0.038461538461538464,0.015384615384615385,0.03076923076923077
Déviations,#cornelie,#caton,#julie,#sextus,#magnus,#brutus,#statillius,#martia,#portius,#philante,#lucius,#petrole,#cesar
#cornelie,12.121212121212121,1.6225003067108335,3.72960372960373,0.057109557109557126,0.057109557109557126,3.1515151515151514,1.9696969696969697,6.526806526806525,2.564102564102564,0.9324009324009325,1.1818181818181819,0.7878787878787878,0.9324009324009325
#caton,1.6225003067108328,5.9393939393939394,2.303030303030303,1.1515151515151516,1.1515151515151516,1.2442185007974478,1.562998405103668,0.2633857370699476,0.0701754385964913,0.5757575757575758,0.3062200956937799,0.019936204146730484,0.3125996810207336
#julie,3.72960372960373,2.303030303030303,25.484848484848484,0.24242424242424243,0.24242424242424243,0.9696969696969697,0.6060606060606061,0.027056277056277046,1.3333333333333333,6.371212121212121,0.36363636363636365,0.24242424242424243,0.12121212121212122
#sextus,0.057109557109557126,1.1515151515151516,0.24242424242424243,29.12121212121212,29.12121212121212,0.48484848484848486,0.30303030303030304,0.4242424242424243,0.6666666666666666,0.06060606060606061,0.18181818181818182,0.12121212121212122,0.06060606060606061
#sextus,0.057109557109557126,1.1515151515151516,0.24242424242424243,29.12121212121212,29.12121212121212,0.48484848484848486,0.30303030303030304,0.4242424242424243,0.6666666666666666,0.06060606060606061,0.18181818181818182,0.12121212121212122,0.06060606060606061
#brutus,3.1515151515151514,1.2442185007974478,0.9696969696969697,0.48484848484848486,0.48484848484848486,18.939393939393938,6.412121212121213,1.6969696969696972,0.1666666666666666,0.24242424242424243,0.10227272727272725,0.48484848484848486,0.24242424242424243
#statillius,1.9696969696969697,1.562998405103668,0.6060606060606061,0.30303030303030304,0.30303030303030304,6.412121212121213,23.757575757575754,1.0606060606060606,0.26666666666666655,0.15151515151515152,0.4545454545454546,0.30303030303030304,0.15151515151515152
#martia,6.526806526806526,0.2633857370699476,0.027056277056277046,0.4242424242424243,0.4242424242424243,1.6969696969696972,1.0606060606060606,20.484848484848488,0.7619047619047616,2.9264069264069263,0.6363636363636364,0.4242424242424243,2.9264069264069263
#portius,2.564102564102564,0.0701754385964911,1.3333333333333335,0.6666666666666667,0.6666666666666667,0.1666666666666668,0.2666666666666667,0.761904761904762,14.66666666666667,0.33333333333333337,4.0,0.16666666666666657,1.333333333333333
#philante,0.9324009324009325,0.5757575757575758,6.371212121212121,0.06060606060606061,0.06060606060606061,0.24242424242424243,0.15151515151515152,2.9264069264069263,0.3333333333333333,31.03030303030303,0.09090909090909091,0.06060606060606061,0.030303030303030304
