VALEUR,#melpomene,#soleil,#melpomene #soleil,#cassiope,#persee,#cephee,#phinee,#le-choeur,#venus,#andromede,#aglante,#cephalie,#page,#liriope,#page #liriope,#timante,#eole,#voix,#cymodoce,#ephyre,#cydippe,#neptune,#ammon,#junon,#phorbas,#mercure,#jupiter
#phinee,0.36666666666666664,0.36666666666666664,0.36666666666666664,0.2647382920110192,1.6030303030303028,0.03030303030303033,12.033333333333335,0.1251082251082252,1.093939393939394,0.5818181818181815,1.1,0.7333333333333333,0.09696969696969701,1.093939393939394,1.093939393939394,0.14848484848484844,1.093939393939394,0.36666666666666664,0.7333333333333333,0.36666666666666664,0.36666666666666664,0.7333333333333333,3.2818181818181813,0.09696969696969701,0.36666666666666664,0.36666666666666664,0.36666666666666664
#le-choeur,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.8004329004329007,0.3857142857142856,0.04761904761904754,0.12510822510822503,17.633333333333336,2.519047619047619,0.014285714285714247,0.7000000000000001,0.4666666666666667,0.6095238095238095,2.519047619047619,2.519047619047619,4.576190476190475,0.23333333333333334,2.519047619047619,0.4666666666666667,0.23333333333333334,0.23333333333333334,0.6095238095238095,0.7000000000000001,0.6095238095238095,0.23333333333333334,2.519047619047619,2.519047619047619
#venus,0.03333333333333333,0.03333333333333333,0.03333333333333333,1.093939393939394,0.3,1.3333333333333337,1.093939393939394,2.519047619047619,28.03333333333333,0.4000000000000001,0.10000000000000002,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.13333333333333333,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.10000000000000002,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333
#andromede,0.4000000000000001,0.4000000000000001,0.4000000000000001,0.44545454545454516,0.7111111111111108,1.0,0.5818181818181823,0.014285714285714311,0.4000000000000001,10.799999999999995,0.533333333333333,1.7999999999999998,1.7999999999999998,0.8999999999999999,0.8999999999999999,1.2249999999999999,0.8999999999999999,0.8999999999999999,0.8000000000000002,0.4000000000000001,0.4000000000000001,0.8000000000000002,1.2000000000000002,0.8000000000000002,0.4000000000000001,0.4000000000000001,0.4000000000000001
#aglante,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.009090909090909068,0.8999999999999999,0.0,1.0999999999999999,0.7,0.10000000000000002,0.533333333333333,24.3,16.2,3.2000000000000006,0.10000000000000002,0.10000000000000002,0.4000000000000001,0.10000000000000002,0.10000000000000002,0.20000000000000004,0.10000000000000002,0.10000000000000002,0.20000000000000004,0.30000000000000004,0.20000000000000004,0.10000000000000002,0.10000000000000002,0.10000000000000002
#cephalie,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.7333333333333333,0.6,0.6666666666666666,0.7333333333333333,0.4666666666666667,0.06666666666666667,1.7999999999999998,16.2,26.133333333333336,5.633333333333334,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.20000000000000004,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667
#page,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.7333333333333333,0.6,0.6666666666666666,0.09696969696969701,0.6095238095238095,0.06666666666666667,1.7999999999999998,3.2000000000000006,5.633333333333334,26.133333333333336,13.066666666666668,13.066666666666668,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.20000000000000004,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667
#liriope,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.36666666666666664,0.3,0.3333333333333333,1.093939393939394,2.519047619047619,0.03333333333333333,0.8999999999999999,0.10000000000000002,0.06666666666666667,13.066666666666668,28.03333333333333,28.03333333333333,0.13333333333333333,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.10000000000000002,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333
#liriope,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.36666666666666664,0.3,0.3333333333333333,1.093939393939394,2.519047619047619,0.03333333333333333,0.8999999999999999,0.10000000000000002,0.06666666666666667,13.066666666666668,28.03333333333333,28.03333333333333,0.13333333333333333,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.10000000000000002,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333
#timante,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.19393939393939402,0.5333333333333334,0.0833333333333333,0.14848484848484844,4.576190476190475,0.13333333333333333,1.2249999999999999,0.4000000000000001,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.13333333333333333,22.533333333333335,0.13333333333333333,5.633333333333334,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.26666666666666666,0.4000000000000001,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.13333333333333333
#eole,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.36666666666666664,0.3,1.3333333333333337,1.093939393939394,0.23333333333333334,0.03333333333333333,0.8999999999999999,0.10000000000000002,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.13333333333333333,28.03333333333333,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.10000000000000002,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333
#voix,0.03333333333333333,0.03333333333333333,0.03333333333333333,1.093939393939394,1.633333333333333,0.3333333333333333,0.36666666666666664,2.519047619047619,0.03333333333333333,0.8999999999999999,0.10000000000000002,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.03333333333333333,5.633333333333334,0.03333333333333333,28.03333333333333,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.10000000000000002,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333
#cymodoce,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.7333333333333333,0.6,0.6666666666666666,0.7333333333333333,0.4666666666666667,0.06666666666666667,0.8000000000000002,0.20000000000000004,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.06666666666666667,26.133333333333336,13.066666666666668,13.066666666666668,5.633333333333334,0.20000000000000004,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667
#ephyre,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.36666666666666664,0.3,0.3333333333333333,0.36666666666666664,0.23333333333333334,0.03333333333333333,0.4000000000000001,0.10000000000000002,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.13333333333333333,0.03333333333333333,0.03333333333333333,13.066666666666668,28.03333333333333,28.03333333333333,0.06666666666666667,0.10000000000000002,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333
#ephyre,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.36666666666666664,0.3,0.3333333333333333,0.36666666666666664,0.23333333333333334,0.03333333333333333,0.4000000000000001,0.10000000000000002,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.13333333333333333,0.03333333333333333,0.03333333333333333,13.066666666666668,28.03333333333333,28.03333333333333,0.06666666666666667,0.10000000000000002,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333
#neptune,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.7333333333333333,0.2666666666666667,0.6666666666666666,0.7333333333333333,0.6095238095238095,0.06666666666666667,0.8000000000000002,0.20000000000000004,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.06666666666666667,5.633333333333334,0.06666666666666667,0.06666666666666667,26.133333333333336,0.20000000000000004,5.633333333333334,0.06666666666666667,0.06666666666666667,13.066666666666668
#ammon,0.10000000000000002,0.10000000000000002,0.10000000000000002,1.0999999999999999,0.8999999999999999,1.0,3.2818181818181826,0.7,0.10000000000000002,1.2000000000000002,0.30000000000000004,0.20000000000000004,0.20000000000000004,0.10000000000000002,0.10000000000000002,0.4000000000000001,0.10000000000000002,0.10000000000000002,0.20000000000000004,0.10000000000000002,0.10000000000000002,0.20000000000000004,24.3,3.2000000000000006,0.10000000000000002,0.10000000000000002,0.10000000000000002
#junon,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.7333333333333333,0.2666666666666667,0.6666666666666666,0.09696969696969701,0.6095238095238095,0.06666666666666667,0.8000000000000002,0.20000000000000004,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,5.633333333333334,3.2000000000000006,26.133333333333336,0.06666666666666667,0.06666666666666667,13.066666666666668
#phorbas,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.36666666666666664,0.3,1.3333333333333337,0.36666666666666664,0.23333333333333334,0.03333333333333333,0.4000000000000001,0.10000000000000002,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.13333333333333333,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.10000000000000002,0.06666666666666667,28.03333333333333,0.03333333333333333,0.03333333333333333
#mercure,0.03333333333333333,0.03333333333333333,0.03333333333333333,1.093939393939394,0.3,0.3333333333333333,0.36666666666666664,2.519047619047619,0.03333333333333333,0.4000000000000001,0.10000000000000002,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.13333333333333333,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.10000000000000002,0.06666666666666667,0.03333333333333333,28.03333333333333,0.03333333333333333
#jupiter,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.36666666666666664,1.633333333333333,0.3333333333333333,0.36666666666666664,2.519047619047619,0.03333333333333333,0.4000000000000001,0.10000000000000002,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.13333333333333333,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.03333333333333333,13.066666666666668,0.10000000000000002,13.066666666666668,0.03333333333333333,0.03333333333333333,28.03333333333333
Successions,#melpomene,#soleil,#melpomene #soleil,#cassiope,#persee,#cephee,#phinee,#le-choeur,#venus,#andromede,#aglante,#cephalie,#page,#liriope,#page #liriope,#timante,#eole,#voix,#cymodoce,#ephyre,#cydippe,#neptune,#ammon,#junon,#phorbas,#mercure,#jupiter
#melpomene,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#soleil,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#melpomene,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#cassiope,0.0,0.029411764705882353,0.0,0.029411764705882353,0.3235294117647059,0.23529411764705882,0.11764705882352941,0.058823529411764705,0.0,0.11764705882352941,0.029411764705882353,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0
#persee,0.0,0.0,0.0,0.52,0.0,0.2,0.04,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0
#cephee,0.0,0.0,0.0,0.16666666666666666,0.2,0.0,0.43333333333333335,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0
#phinee,0.0,0.0,0.0,0.061224489795918366,0.0,0.24489795918367346,0.0,0.0,0.02040816326530612,0.32653061224489793,0.0,0.0,0.02040816326530612,0.0,0.0,0.12244897959183673,0.0,0.0,0.0,0.0,0.0,0.0,0.16326530612244897,0.04081632653061224,0.0,0.0,0.0
#le-choeur,0.0,0.0,0.0,0.3333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.25,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0
#venus,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#andromede,0.0,0.0,0.0,0.1111111111111111,0.1388888888888889,0.027777777777777776,0.3888888888888889,0.027777777777777776,0.0,0.027777777777777776,0.08333333333333333,0.05555555555555555,0.027777777777777776,0.0,0.0,0.08333333333333333,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#aglante,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#cephalie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#page,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#liriope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#page #liriope,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#timante,0.0,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.5,0.21428571428571427,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#eole,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#voix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#cymodoce,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
#ephyre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#cydippe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#neptune,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0
#ammon,0.0,0.0,0.0,0.0,0.0,0.125,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0
#junon,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666
#phorbas,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#mercure,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#voix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
