VALEUR,#ardenville,#badaudin,#monsieur-doucet,#les-records,#le-plaideurs #la-plaideuse,#la-justice,#le-plaideur,#la-plaideuse,#des-records,#monsieur-tousset,#monsieur-fausset,#mousieur-tousset,#l-huissier,#le-greffier,#le-plaideur-parisien,#le-plaideur-picard
Fréquences (scènes),0.9333333333333333,0.9333333333333333,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.4666666666666667,0.4666666666666667,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.0,0.0
Fréquences(répliques),0.11004784688995216,0.11483253588516747,0.028708133971291867,0.0,0.0,0.05741626794258373,0.0,0.0,0.0,0.24880382775119617,0.3253588516746411,0.0,0.028708133971291867,0.004784688995215311,0.0430622009569378,0.03827751196172249
Confrontation,0.1926605504587156,0.1926605504587156,0.0963302752293578,0.013761467889908258,0.03211009174311927,0.05963302752293578,0.03211009174311927,0.03211009174311927,0.03211009174311927,0.11467889908256881,0.11009174311926606,0.013761467889908258,0.05045871559633028,0.027522935779816515,0.0,0.0
Déviations,#ardenville,#badaudin,#monsieur-doucet,#les-records,#le-plaideurs #la-plaideuse,#la-justice,#le-plaideur,#la-plaideuse,#des-records,#monsieur-tousset,#monsieur-fausset,#mousieur-tousset,#l-huissier,#le-greffier,#le-plaideur-parisien,#le-plaideur-picard
#ardenville,0.0666666666666667,0.0003401360544217663,0.0238095238095239,0.00476190476190476,0.00476190476190476,0.00952380952380952,0.00476190476190476,0.00476190476190476,0.00476190476190476,0.03333333333333335,0.04353741496598638,0.00476190476190476,0.00952380952380952,0.00476190476190476,0.0,0.0
#badaudin,0.0003401360544217663,0.0666666666666667,0.0238095238095239,0.00476190476190476,0.00476190476190476,0.00952380952380952,0.00476190476190476,0.00476190476190476,0.00476190476190476,0.04353741496598638,0.03333333333333335,0.00476190476190476,0.00952380952380952,0.00476190476190476,0.0,0.0
#monsieur-doucet,0.023809523809523767,0.023809523809523767,6.666666666666668,1.3333333333333337,1.3333333333333337,0.1666666666666667,1.3333333333333337,1.3333333333333337,1.3333333333333337,0.04761904761904766,0.04761904761904766,0.3333333333333333,0.1666666666666667,0.3333333333333333,0.0,0.0
#les-records,0.00476190476190476,0.00476190476190476,1.3333333333333337,13.066666666666668,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.4666666666666667,0.4666666666666667,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.0,0.0
#le-plaideurs #la-plaideuse,0.00476190476190476,0.00476190476190476,1.3333333333333337,0.06666666666666667,13.066666666666668,5.633333333333334,13.066666666666668,13.066666666666668,13.066666666666668,0.4666666666666667,0.4666666666666667,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.0,0.0
#la-justice,0.00952380952380952,0.00952380952380952,0.1666666666666667,0.13333333333333333,5.633333333333334,11.266666666666667,5.633333333333334,5.633333333333334,5.633333333333334,0.00476190476190476,0.00476190476190476,0.13333333333333333,2.016666666666667,5.633333333333334,0.0,0.0
