VALEUR,#prologue,#l-ombre-d-antoine,#cleopatre,#eras,#le-choeur,#charmium,#choeur-de-femmes-alexandrines,#octavien,#agrippe,#proculee,#seleuque
Fréquences (scènes),0.14285714285714285,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285
Fréquences(répliques),0.03766707168894289,0.06439854191980558,0.19380315917375457,0.022478736330498177,0.264277035236938,0.02187120291616039,0.10692588092345079,0.10024301336573511,0.06257594167679223,0.09659781287970838,0.02916160388821385
Confrontation,0.0,0.0,0.1724137931034483,0.1206896551724138,0.2413793103448276,0.1206896551724138,0.06896551724137931,0.10344827586206896,0.05172413793103448,0.06896551724137931,0.05172413793103448
Déviations,#prologue,#l-ombre-d-antoine,#cleopatre,#eras,#le-choeur,#charmium,#choeur-de-femmes-alexandrines,#octavien,#agrippe,#proculee,#seleuque
#prologue,5.142857142857144,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285
#l-ombre-d-antoine,0.14285714285714285,5.142857142857144,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285
#cleopatre,0.42857142857142855,0.42857142857142855,2.2857142857142865,1.5238095238095237,0.3428571428571429,1.5238095238095237,0.7619047619047619,0.023809523809523826,0.42857142857142855,0.8571428571428571,0.7619047619047619
#eras,0.2857142857142857,0.2857142857142857,1.5238095238095237,3.5714285714285716,0.22857142857142854,3.5714285714285716,1.7857142857142858,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.2857142857142857
#le-choeur,0.7142857142857142,0.7142857142857142,0.3428571428571429,0.22857142857142873,0.5714285714285713,0.22857142857142873,0.11428571428571437,0.22857142857142873,0.11428571428571437,0.22857142857142873,0.11428571428571437
#eras,0.2857142857142857,0.2857142857142857,1.5238095238095237,3.5714285714285716,0.22857142857142854,3.5714285714285716,1.7857142857142858,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.2857142857142857
#choeur-de-femmes-alexandrines,0.14285714285714285,0.14285714285714285,0.7619047619047619,1.7857142857142858,0.11428571428571427,1.7857142857142858,5.142857142857144,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285
#octavien,0.2857142857142857,0.2857142857142857,0.023809523809523826,0.5714285714285714,0.22857142857142854,0.5714285714285714,0.2857142857142857,3.5714285714285716,1.7857142857142858,0.3214285714285715,1.7857142857142858
#agrippe,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.11428571428571427,0.2857142857142857,0.14285714285714285,1.7857142857142858,5.142857142857144,1.7857142857142858,0.14285714285714285
#proculee,0.2857142857142857,0.2857142857142857,0.8571428571428571,0.5714285714285714,0.22857142857142854,0.5714285714285714,0.2857142857142857,0.3214285714285715,1.7857142857142858,3.5714285714285716,0.2857142857142857
#seleuque,0.14285714285714285,0.14285714285714285,0.7619047619047619,0.2857142857142857,0.11428571428571427,0.2857142857142857,0.14285714285714285,1.7857142857142858,0.14285714285714285,0.2857142857142857,5.142857142857144
Successions,#prologue,#l-ombre-d-antoine,#cleopatre,#eras,#le-choeur,#charmium,#choeur-de-femmes-alexandrines,#octavien,#agrippe,#proculee,#seleuque
#prologue,,,,,,,,,,,
#l-ombre-d-antoine,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#cleopatre,0.0,0.027777777777777776,0.0,0.3333333333333333,0.19444444444444445,0.1388888888888889,0.0,0.19444444444444445,0.0,0.0,0.1111111111111111
#eras,0.0,0.0,0.6428571428571429,0.0,0.14285714285714285,0.21428571428571427,0.0,0.0,0.0,0.0,0.0
#le-choeur,0.0,0.0,0.36,0.04,0.0,0.08,0.0,0.04,0.0,0.16,0.32
#charmium,0.0,0.0,0.8,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
#choeur-de-femmes-alexandrines,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#octavien,0.0,0.0,0.5384615384615384,0.0,0.15384615384615385,0.0,0.07692307692307693,0.0,0.23076923076923078,0.0,0.0
#agrippe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0
#proculee,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0
#seleuque,0.0,0.0,0.16666666666666666,0.0,0.75,0.0,0.0,0.08333333333333333,0.0,0.0,0.0
