VALEUR,achille,briseide,alcimede,priam,hecube,polixene,paris,ajax,ulisse,deiphobe,soldat,agamemnon
Fréquences (scènes),0.5454545454545454,0.22727272727272727,0.22727272727272727,0.13636363636363635,0.2727272727272727,0.22727272727272727,0.22727272727272727,0.2727272727272727,0.2727272727272727,0.09090909090909091,0.045454545454545456,0.045454545454545456
Fréquences(répliques),0.2573981016192071,0.07370184254606366,0.051926298157453935,0.07816862088218872,0.10887772194304858,0.0480178671133445,0.05415968732551647,0.14293690675600224,0.15131211613623674,0.006141820212171971,0.002233389168062535,0.02512562814070352
Confrontation,0.18421052631578946,0.07017543859649122,0.06140350877192982,0.07894736842105263,0.13157894736842105,0.09649122807017543,0.11403508771929824,0.08771929824561403,0.08771929824561403,0.05263157894736842,0.017543859649122806,0.017543859649122806
Déviations,achille,briseide,alcimede,priam,hecube,polixene,paris,ajax,ulisse,deiphobe,soldat,agamemnon
achille,4.545454545454547,0.5939393939393942,0.5939393939393942,0.08080808080808087,0.4949494949494948,0.19393939393939383,0.19393939393939383,0.4949494949494948,0.4949494949494948,0.007575757575757562,0.5454545454545454,0.5454545454545454
briseide,0.5939393939393942,13.136363636363638,0.016363636363636334,0.14848484848484855,0.09696969696969691,0.016363636363636334,1.1363636363636362,1.3636363636363635,1.3636363636363635,0.4545454545454546,0.2272727272727273,0.2272727272727273
alcimede,0.5939393939393942,0.016363636363636334,13.136363636363638,0.6818181818181818,1.3636363636363635,1.1363636363636362,0.016363636363636334,1.3636363636363635,1.3636363636363635,0.6545454545454544,0.2272727272727273,0.2272727272727273
priam,0.08080808080808087,0.14848484848484855,0.6818181818181818,16.40909090909091,5.8181818181818175,0.14848484848484855,2.5484848484848492,0.8181818181818181,0.8181818181818181,0.2727272727272727,0.13636363636363635,0.13636363636363635
hecube,0.4949494949494948,0.09696969696969691,1.3636363636363635,5.8181818181818175,11.636363636363635,5.0969696969696985,5.0969696969696985,1.6363636363636362,1.6363636363636362,0.3787878787878789,0.2727272727272727,0.2727272727272727
polixene,0.19393939393939383,0.016363636363636334,1.1363636363636362,0.14848484848484855,5.0969696969696985,13.136363636363638,0.6563636363636366,1.3636363636363635,1.3636363636363635,0.6545454545454544,0.2272727272727273,0.2272727272727273
paris,0.19393939393939383,1.1363636363636362,0.016363636363636334,2.5484848484848492,5.0969696969696985,0.6563636363636366,13.136363636363638,1.3636363636363635,1.3636363636363635,5.254545454545454,0.2272727272727273,0.2272727272727273
ajax,0.4949494949494948,1.3636363636363635,1.3636363636363635,0.8181818181818181,1.6363636363636362,1.3636363636363635,1.3636363636363635,11.636363636363635,11.636363636363635,0.5454545454545454,1.9393939393939397,1.9393939393939397
ajax,0.4949494949494948,1.3636363636363635,1.3636363636363635,0.8181818181818181,1.6363636363636362,1.3636363636363635,1.3636363636363635,11.636363636363635,11.636363636363635,0.5454545454545454,1.9393939393939397,1.9393939393939397
deiphobe,0.007575757575757562,0.45454545454545453,0.6545454545454544,0.2727272727272727,0.3787878787878789,0.6545454545454544,5.254545454545454,0.5454545454545454,0.5454545454545454,18.18181818181818,0.09090909090909091,0.09090909090909091
soldat,0.5454545454545454,0.22727272727272727,0.22727272727272727,0.13636363636363635,0.2727272727272727,0.22727272727272727,0.22727272727272727,1.9393939393939397,1.9393939393939397,0.09090909090909091,20.045454545454547,0.045454545454545456
agamemnon,0.5454545454545454,0.22727272727272727,0.22727272727272727,0.13636363636363635,0.2727272727272727,0.22727272727272727,0.22727272727272727,1.9393939393939397,1.9393939393939397,0.09090909090909091,0.045454545454545456,20.045454545454547
Successions,achille,briseide,alcimede,priam,hecube,polixene,paris,ajax,ulisse,deiphobe,soldat,agamemnon
achille,0.014285714285714285,0.15714285714285714,0.17142857142857143,0.17142857142857143,0.08571428571428572,0.12857142857142856,0.04285714285714286,0.07142857142857142,0.12857142857142856,0.02857142857142857,0.0,0.0
briseide,0.9285714285714286,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcimede,0.7333333333333333,0.0,0.0,0.06666666666666667,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
priam,0.7058823529411765,0.11764705882352941,0.0,0.0,0.058823529411764705,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0
hecube,0.2692307692307692,0.038461538461538464,0.0,0.07692307692307693,0.0,0.23076923076923078,0.3076923076923077,0.0,0.0,0.07692307692307693,0.0,0.0
polixene,0.47058823529411764,0.0,0.0,0.0,0.47058823529411764,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0
paris,0.25,0.0,0.1,0.1,0.35,0.1,0.0,0.0,0.0,0.1,0.0,0.0
ajax,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.5714285714285714,0.0,0.0,0.19047619047619047
ulisse,0.4166666666666667,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.3333333333333333,0.0,0.0,0.041666666666666664,0.16666666666666666
deiphobe,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0
soldat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
agamemnon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0
