VALEUR,#monsieur-destournelles,#madame-destournelles,#un-domestique,#rene
Fréquences (scènes),0.75,0.75,0.25,0.5
Fréquences(répliques),0.2949438202247191,0.4410112359550562,0.0028089887640449437,0.2612359550561798
Confrontation,0.3333333333333333,0.25,0.16666666666666666,0.25
Déviations,#monsieur-destournelles,#madame-destournelles,#un-domestique,#rene
#monsieur-destournelles,0.25,0.027777777777777776,0.08333333333333333,0.16666666666666666
#madame-destournelles,0.027777777777777776,0.25,0.75,0.16666666666666666
#un-domestique,0.08333333333333333,0.75,2.25,0.5
#rene,0.16666666666666666,0.16666666666666666,0.5,1.0
Successions,#monsieur-destournelles,#madame-destournelles,#un-domestique,#rene
#monsieur-destournelles,0.0,0.8333333333333334,0.0,0.16666666666666666
#madame-destournelles,0.3673469387755102,0.04081632653061224,0.0,0.5918367346938775
#un-domestique,0.0,1.0,0.0,0.0
#rene,0.03125,0.9375,0.03125,0.0
