VALEUR,#momus,#venus,#apollon,#arlequin,#le-geometre,#le-petit-maitre,#le-suisse,#le-public-feminin,#l-acteur-français,#le-musicien,#la-danseuse,#ensemble,#silvia,#un-calotin
Fréquences (scènes),0.2,0.2,0.13333333333333333,0.6666666666666666,0.06666666666666667,0.2,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333
Fréquences(répliques),0.11433447098976109,0.033276450511945395,0.032423208191126277,0.2158703071672355,0.043515358361774746,0.07593856655290103,0.05887372013651877,0.19027303754266212,0.059726962457337884,0.042662116040955635,0.04692832764505119,0.0008532423208191126,0.04436860068259386,0.040955631399317405
Confrontation,0.06521739130434782,0.10869565217391304,0.08695652173913043,0.30434782608695654,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.08695652173913043,0.06521739130434782,0.06521739130434782,0.021739130434782608,0.021739130434782608
Déviations,#momus,#venus,#apollon,#arlequin,#le-geometre,#le-petit-maitre,#le-suisse,#le-public-feminin,#l-acteur-français,#le-musicien,#la-danseuse,#ensemble,#silvia,#un-calotin
#momus,9.599999999999998,3.2666666666666657,0.8999999999999999,2.0,0.20000000000000004,0.6000000000000001,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.4000000000000001,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.4000000000000001
#venus,3.2666666666666657,9.599999999999998,6.400000000000001,0.5,0.20000000000000004,0.6000000000000001,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.4000000000000001,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.4000000000000001
#apollon,0.8999999999999999,6.400000000000001,11.266666666666667,0.0833333333333333,0.13333333333333333,0.4000000000000001,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.26666666666666666
#arlequin,2.0,0.5,0.0833333333333333,1.6666666666666672,0.1666666666666667,0.0,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.3333333333333334,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.0833333333333333
#le-geometre,0.20000000000000004,0.20000000000000004,0.13333333333333333,0.1666666666666667,13.066666666666668,0.20000000000000004,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333
#le-petit-maitre,0.6000000000000001,0.6000000000000001,0.4000000000000001,0.0,0.20000000000000004,9.599999999999998,3.2000000000000006,0.20000000000000004,0.20000000000000004,0.4000000000000001,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.4000000000000001
#le-suisse,0.20000000000000004,0.20000000000000004,0.13333333333333333,0.1666666666666667,0.06666666666666667,3.2000000000000006,13.066666666666668,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333
#le-public-feminin,0.20000000000000004,0.20000000000000004,0.13333333333333333,0.1666666666666667,0.06666666666666667,0.20000000000000004,0.06666666666666667,13.066666666666668,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333
#l-acteur-français,0.20000000000000004,0.20000000000000004,0.13333333333333333,0.1666666666666667,0.06666666666666667,0.20000000000000004,0.06666666666666667,0.06666666666666667,13.066666666666668,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333
#le-musicien,0.4000000000000001,0.4000000000000001,0.26666666666666666,0.3333333333333334,0.13333333333333333,0.4000000000000001,0.13333333333333333,0.13333333333333333,0.13333333333333333,11.266666666666667,5.633333333333334,5.633333333333334,0.13333333333333333,0.26666666666666666
#la-danseuse,0.20000000000000004,0.20000000000000004,0.13333333333333333,0.1666666666666667,0.06666666666666667,0.20000000000000004,0.06666666666666667,0.06666666666666667,0.06666666666666667,5.633333333333334,13.066666666666668,13.066666666666668,0.06666666666666667,0.13333333333333333
#la-danseuse,0.20000000000000004,0.20000000000000004,0.13333333333333333,0.1666666666666667,0.06666666666666667,0.20000000000000004,0.06666666666666667,0.06666666666666667,0.06666666666666667,5.633333333333334,13.066666666666668,13.066666666666668,0.06666666666666667,0.13333333333333333
#silvia,0.20000000000000004,0.20000000000000004,0.13333333333333333,0.1666666666666667,0.06666666666666667,0.20000000000000004,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,13.066666666666668,0.13333333333333333
#un-calotin,0.4000000000000001,0.4000000000000001,0.26666666666666666,0.0833333333333333,0.13333333333333333,0.4000000000000001,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.13333333333333333,11.266666666666667
Successions,#momus,#venus,#apollon,#arlequin,#le-geometre,#le-petit-maitre,#le-suisse,#le-public-feminin,#l-acteur-français,#le-musicien,#la-danseuse,#ensemble,#silvia,#un-calotin
#momus,0.0,0.5,0.4375,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#venus,0.47058823529411764,0.0,0.11764705882352941,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#apollon,0.3888888888888889,0.2222222222222222,0.0,0.3888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#arlequin,0.010638297872340425,0.05319148936170213,0.0851063829787234,0.010638297872340425,0.14893617021276595,0.1702127659574468,0.06382978723404255,0.19148936170212766,0.07446808510638298,0.02127659574468085,0.05319148936170213,0.0,0.10638297872340426,0.010638297872340425
#le-geometre,0.0,0.0,0.07142857142857142,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-petit-maitre,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-suisse,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-public-feminin,0.0,0.0,0.0,0.9,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
#l-acteur-français,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0
#le-musicien,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.7272727272727273,0.0,0.0,0.0
#la-danseuse,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.0,0.07142857142857142,0.0,0.0
#ensemble,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
#silvia,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-calotin,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
