VALEUR,#naquart,#le-tabellion,#monsieur-blandineau,#la-greffiere,#lisette,#madame-blandineau,#angelique,#lolive,#le-magister,#l-elue,#madame-carmin,#claudine,#le-comte,#premiere-paysanne,#un-paysan,#la-paysan,#seconde-paysanne
#lolive,0.0,0.0,0.0,0.2,0.2,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
#le-magister,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#l-elue,0.0,0.0,0.0,0.07142857142857142,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,0.0,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0
#madame-carmin,0.0,0.0,0.0,0.29411764705882354,0.17647058823529413,0.23529411764705882,0.0,0.0,0.0,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#claudine,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-comte,0.3,0.0,0.0,0.325,0.075,0.0,0.275,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#premiere-paysanne,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
#un-paysan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
#un-paysan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
#seconde-paysanne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
