VALEUR,#caliste,#rosidor,#lysarque,#dorise,#geronte,#pymante,#lycaste,#cleon,#premier-archer,#second-archer,#floridan,#clitandre,#alcandre,#le-geolier,#premier-veneur,#second-veneur
Fréquences (scènes),0.2571428571428571,0.2,0.11428571428571428,0.34285714285714286,0.02857142857142857,0.34285714285714286,0.02857142857142857,0.11428571428571428,0.02857142857142857,0.02857142857142857,0.22857142857142856,0.2571428571428571,0.08571428571428572,0.05714285714285714,0.02857142857142857,0.02857142857142857
Fréquences(répliques),0.10964649490713002,0.1396045536249251,0.03055721989215099,0.1360095865787897,0.013181545835829839,0.23487118034751348,0.005991611743559017,0.012582384661473937,0.0035949670461354103,0.0017974835230677051,0.10365488316357101,0.1012582384661474,0.08807669263031756,0.013181545835829839,0.004793289394847214,0.0011983223487118035
Confrontation,0.09090909090909091,0.08333333333333333,0.03787878787878788,0.17424242424242425,0.007575757575757576,0.12121212121212122,0.007575757575757576,0.05303030303030303,0.015151515151515152,0.015151515151515152,0.12878787878787878,0.11363636363636363,0.07575757575757576,0.015151515151515152,0.030303030303030304,0.030303030303030304
Déviations,#caliste,#rosidor,#lysarque,#dorise,#geronte,#pymante,#lycaste,#cleon,#premier-archer,#second-archer,#floridan,#clitandre,#alcandre,#le-geolier,#premier-veneur,#second-veneur
#caliste,19.314285714285717,5.68888888888889,1.0285714285714285,0.2708994708994708,0.2571428571428571,3.085714285714286,0.2571428571428571,1.0285714285714285,0.2571428571428571,0.2571428571428571,2.057142857142857,0.7463844797178129,1.9566137566137567,0.5142857142857142,0.2571428571428571,0.2571428571428571
#rosidor,5.688888888888891,22.399999999999995,0.05000000000000004,0.06666666666666664,0.19999999999999998,2.4,0.19999999999999998,0.7999999999999999,0.19999999999999998,0.19999999999999998,1.5999999999999999,0.3555555555555554,3.266666666666666,0.39999999999999997,0.19999999999999998,0.19999999999999998
#lysarque,1.0285714285714285,0.049999999999999975,27.457142857142856,1.3714285714285714,0.11428571428571428,0.10059523809523811,0.11428571428571428,0.6446428571428574,6.864285714285714,6.864285714285714,0.9142857142857143,1.0285714285714285,0.34285714285714286,0.22857142857142856,0.11428571428571428,0.11428571428571428
#dorise,0.27089947089947114,0.06666666666666678,1.3714285714285714,15.114285714285717,0.34285714285714286,0.8642857142857147,0.34285714285714286,0.10059523809523811,0.34285714285714286,0.34285714285714286,0.5761904761904761,0.3820105820105818,0.9174603174603178,0.6857142857142857,1.2595238095238095,1.2595238095238095
#geronte,0.2571428571428571,0.20000000000000004,0.11428571428571428,0.34285714285714286,33.02857142857143,1.2595238095238095,0.02857142857142857,0.11428571428571428,0.02857142857142857,0.02857142857142857,0.22857142857142856,0.2571428571428571,0.08571428571428572,0.05714285714285714,0.02857142857142857,0.02857142857142857
#pymante,3.0857142857142854,2.4000000000000004,0.10059523809523811,0.8642857142857147,1.2595238095238095,15.114285714285717,1.2595238095238095,1.3714285714285714,0.34285714285714286,0.34285714285714286,0.02410714285714285,1.4097883597883594,0.0007936507936507881,0.6857142857142857,1.2595238095238095,1.2595238095238095
#lycaste,0.2571428571428571,0.20000000000000004,0.11428571428571428,0.34285714285714286,0.02857142857142857,1.2595238095238095,33.02857142857143,0.11428571428571428,0.02857142857142857,0.02857142857142857,0.22857142857142856,0.2571428571428571,0.08571428571428572,0.05714285714285714,0.02857142857142857,0.02857142857142857
#cleon,1.0285714285714285,0.8000000000000002,0.6446428571428574,0.10059523809523811,0.11428571428571428,1.3714285714285714,0.11428571428571428,27.457142857142856,0.11428571428571428,0.11428571428571428,4.758035714285715,0.9174603174603178,0.34285714285714286,0.22857142857142856,0.11428571428571428,0.11428571428571428
#premier-archer,0.2571428571428571,0.20000000000000004,6.864285714285714,0.34285714285714286,0.02857142857142857,0.34285714285714286,0.02857142857142857,0.11428571428571428,33.02857142857143,33.02857142857143,0.22857142857142856,0.2571428571428571,0.08571428571428572,0.05714285714285714,0.02857142857142857,0.02857142857142857
#premier-archer,0.2571428571428571,0.20000000000000004,6.864285714285714,0.34285714285714286,0.02857142857142857,0.34285714285714286,0.02857142857142857,0.11428571428571428,33.02857142857143,33.02857142857143,0.22857142857142856,0.2571428571428571,0.08571428571428572,0.05714285714285714,0.02857142857142857,0.02857142857142857
#floridan,2.057142857142857,1.6000000000000003,0.9142857142857143,0.5761904761904761,0.22857142857142856,0.02410714285714285,0.22857142857142856,4.758035714285715,0.22857142857142856,0.22857142857142856,20.82857142857143,1.8349206349206355,0.14404761904761904,0.45714285714285713,2.6035714285714286,2.6035714285714286
#clitandre,0.7463844797178129,0.3555555555555556,1.0285714285714285,0.38201058201058213,0.2571428571428571,1.4097883597883598,0.2571428571428571,0.9174603174603178,0.2571428571428571,0.2571428571428571,1.8349206349206355,19.314285714285717,1.9566137566137567,4.292063492063493,0.2571428571428571,0.2571428571428571
#alcandre,1.956613756613757,3.2666666666666657,0.34285714285714286,0.9174603174603178,0.08571428571428572,0.0007936507936507881,0.08571428571428572,0.34285714285714286,0.08571428571428572,0.08571428571428572,0.14404761904761904,1.956613756613757,29.257142857142863,0.17142857142857143,0.08571428571428572,0.08571428571428572
#le-geolier,0.5142857142857142,0.4000000000000001,0.22857142857142856,0.6857142857142857,0.05714285714285714,0.6857142857142857,0.05714285714285714,0.22857142857142856,0.05714285714285714,0.05714285714285714,0.45714285714285713,4.292063492063493,0.17142857142857143,31.114285714285714,0.05714285714285714,0.05714285714285714
#premier-veneur,0.2571428571428571,0.20000000000000004,0.11428571428571428,1.2595238095238095,0.02857142857142857,1.2595238095238095,0.02857142857142857,0.11428571428571428,0.02857142857142857,0.02857142857142857,2.6035714285714286,0.2571428571428571,0.08571428571428572,0.05714285714285714,33.02857142857143,33.02857142857143
#premier-veneur,0.2571428571428571,0.20000000000000004,0.11428571428571428,1.2595238095238095,0.02857142857142857,1.2595238095238095,0.02857142857142857,0.11428571428571428,0.02857142857142857,0.02857142857142857,2.6035714285714286,0.2571428571428571,0.08571428571428572,0.05714285714285714,33.02857142857143,33.02857142857143
Successions,#caliste,#rosidor,#lysarque,#dorise,#geronte,#pymante,#lycaste,#cleon,#premier-archer,#second-archer,#floridan,#clitandre,#alcandre,#le-geolier,#premier-veneur,#second-veneur
#caliste,0.03333333333333333,0.6333333333333333,0.06666666666666667,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0
#rosidor,0.5625,0.0,0.15625,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.21875,0.0,0.0,0.0
#lysarque,0.0,0.2857142857142857,0.0,0.0,0.0,0.3333333333333333,0.0,0.14285714285714285,0.14285714285714285,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0
#dorise,0.15217391304347827,0.021739130434782608,0.0,0.0,0.0,0.6304347826086957,0.0,0.0,0.0,0.0,0.13043478260869565,0.021739130434782608,0.043478260869565216,0.0,0.0,0.0
#geronte,0.0,0.0,0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#pymante,0.018867924528301886,0.0,0.11320754716981132,0.5849056603773585,0.07547169811320754,0.018867924528301886,0.05660377358490566,0.0,0.0,0.0,0.07547169811320754,0.0,0.03773584905660377,0.018867924528301886,0.0,0.0
#lycaste,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#cleon,0.0,0.0,0.25,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0
#premier-archer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#premier-archer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#floridan,0.0,0.0,0.02857142857142857,0.17142857142857143,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.02857142857142857,0.37142857142857144,0.02857142857142857,0.0,0.05714285714285714,0.02857142857142857
#clitandre,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.05,0.25,0.0,0.0
#alcandre,0.1875,0.3125,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.25,0.0,0.0625,0.0,0.0,0.0
#le-geolier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
#premier-veneur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
#lycaste,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
