VALEUR,#ulysse,#circe,#ulysse #circe,#le-loup,#le-cochon,#la-poule,#le-taureau,#la-linotte,#le-dauphin,#arlequin,#un-musicien,#le-choeur,#une-danseuse
Fréquences (scènes),0.9333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.2,0.06666666666666667,0.06666666666666667,0.06666666666666667
Fréquences(répliques),0.1656441717791411,0.12269938650306748,0.024539877300613498,0.09202453987730061,0.09815950920245399,0.11042944785276074,0.07975460122699386,0.07975460122699386,0.024539877300613498,0.0736196319018405,0.049079754601226995,0.03067484662576687,0.049079754601226995
Confrontation,0.2777777777777778,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.05555555555555555,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333
Déviations,#ulysse,#circe,#ulysse #circe,#le-loup,#le-cochon,#la-poule,#le-taureau,#la-linotte,#le-dauphin,#arlequin,#un-musicien,#le-choeur,#une-danseuse
#ulysse,0.0666666666666667,0.00476190476190476,0.00476190476190476,0.00476190476190476,0.00476190476190476,0.00476190476190476,0.00476190476190476,0.00476190476190476,0.00476190476190476,0.2285714285714287,0.9333333333333333,0.9333333333333333,0.9333333333333333
#circe,0.00476190476190476,13.066666666666668,13.066666666666668,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.20000000000000004,0.06666666666666667,0.06666666666666667,0.06666666666666667
#circe,0.00476190476190476,13.066666666666668,13.066666666666668,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.20000000000000004,0.06666666666666667,0.06666666666666667,0.06666666666666667
#le-loup,0.00476190476190476,0.06666666666666667,0.06666666666666667,13.066666666666668,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.20000000000000004,0.06666666666666667,0.06666666666666667,0.06666666666666667
#le-cochon,0.00476190476190476,0.06666666666666667,0.06666666666666667,0.06666666666666667,13.066666666666668,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.20000000000000004,0.06666666666666667,0.06666666666666667,0.06666666666666667
#la-poule,0.00476190476190476,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,13.066666666666668,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.20000000000000004,0.06666666666666667,0.06666666666666667,0.06666666666666667
#le-taureau,0.00476190476190476,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,13.066666666666668,0.06666666666666667,0.06666666666666667,0.20000000000000004,0.06666666666666667,0.06666666666666667,0.06666666666666667
#la-linotte,0.00476190476190476,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,13.066666666666668,0.06666666666666667,0.20000000000000004,0.06666666666666667,0.06666666666666667,0.06666666666666667
#le-dauphin,0.00476190476190476,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,13.066666666666668,3.2000000000000006,0.06666666666666667,0.06666666666666667,0.06666666666666667
