VALEUR,#lycoris,#le-satyre,#le-satyre #lycoris,#pan,#diane,#ismene,#diane #lycoris,#choeur-de-nymphes,#une-nymphe,#choeur-des-nymphes,#les-nymphes,#la-nymphe,#ensemble,#endymion,#eurilas,#premier-berger,#une-bergere,#une-bergere #un-berger #eurilas,#le-choeur,#endymion #eurilas,#une-dryade,#la-dryade,#une-heure,#danse-des-heures,#choeur-des-heures,#une-des-heures,#troupe-d-amours,#deux-amours,#deux-autres-amours,#diane #endymion,#l-amour,#choeur-des-amours
Fréquences (scènes),0.19230769230769232,0.11538461538461539,0.038461538461538464,0.15384615384615385,0.6538461538461539,0.11538461538461539,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.3076923076923077,0.11538461538461539,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464
Fréquences(répliques),0.059431524547803614,0.016795865633074936,0.00516795865633075,0.07493540051679587,0.27648578811369506,0.056847545219638244,0.00904392764857881,0.0103359173126615,0.011627906976744186,0.002583979328165375,0.002583979328165375,0.002583979328165375,0.00904392764857881,0.19509043927648578,0.04521963824289406,0.006459948320413436,0.00516795865633075,0.00516795865633075,0.05167958656330749,0.0012919896640826874,0.046511627906976744,0.023255813953488372,0.00516795865633075,0.0012919896640826874,0.00516795865633075,0.01808785529715762,0.007751937984496124,0.00516795865633075,0.00516795865633075,0.00516795865633075,0.021963824289405683,0.007751937984496124
Confrontation,0.0425531914893617,0.047872340425531915,0.015957446808510637,0.06914893617021277,0.15425531914893617,0.015957446808510637,0.02127659574468085,0.031914893617021274,0.031914893617021274,0.031914893617021274,0.031914893617021274,0.031914893617021274,0.0425531914893617,0.07446808510638298,0.031914893617021274,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.0425531914893617,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.010638297872340425,0.010638297872340425,0.010638297872340425,0.010638297872340425,0.015957446808510637,0.010638297872340425
Déviations,#lycoris,#le-satyre,#le-satyre #lycoris,#pan,#diane,#ismene,#diane #lycoris,#choeur-de-nymphes,#une-nymphe,#choeur-des-nymphes,#les-nymphes,#la-nymphe,#ensemble,#endymion,#eurilas,#premier-berger,#une-bergere,#une-bergere #un-berger #eurilas,#le-choeur,#endymion #eurilas,#une-dryade,#la-dryade,#une-heure,#danse-des-heures,#choeur-des-heures,#une-des-heures,#troupe-d-amours,#deux-amours,#deux-autres-amours,#diane #endymion,#l-amour,#choeur-des-amours
#lycoris,16.96153846153846,0.3102564102564101,3.3923076923076922,0.0692307692307692,0.1633484162895928,0.576923076923077,0.9846153846153847,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.38461538461538464,1.5384615384615385,0.576923076923077,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.38461538461538464,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.38461538461538464,0.19230769230769232
#le-satyre,0.3102564102564101,20.346153846153843,6.782051282051281,13.96153846153846,1.9615384615384617,0.34615384615384615,0.23076923076923078,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.11538461538461539,2.5641025641025634,0.006410256410256401,1.235042735042735,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.23076923076923078,6.782051282051281,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.23076923076923078,0.11538461538461539
#le-satyre #lycoris,3.3923076923076922,6.782051282051281,24.038461538461537,4.653846153846153,0.6538461538461539,0.11538461538461539,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.3076923076923077,0.11538461538461539,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.038461538461538464
#pan,0.0692307692307692,13.96153846153846,4.653846153846153,18.615384615384613,0.9977375565610861,0.46153846153846156,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,1.5576923076923075,0.04326923076923079,0.6282051282051281,0.15384615384615385,0.15384615384615385,0.15384615384615385,1.5576923076923075,4.653846153846153,4.653846153846153,4.653846153846153,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.3076923076923077,0.15384615384615385
#diane,0.16334841628959257,1.9615384615384617,0.6538461538461539,0.9977375565610861,3.115384615384616,0.000754147812971337,0.3665158371040724,0.1832579185520362,0.1832579185520362,0.1832579185520362,0.1832579185520362,0.1832579185520362,0.07239819004524888,0.9513574660633484,1.9615384615384617,0.6538461538461539,0.6538461538461539,0.6538461538461539,0.07239819004524888,0.6538461538461539,0.1832579185520362,0.1832579185520362,0.1832579185520362,0.1832579185520362,0.1832579185520362,0.1832579185520362,0.6538461538461539,0.6538461538461539,0.6538461538461539,0.1832579185520362,0.3665158371040724,0.1832579185520362
#ismene,0.576923076923077,0.34615384615384615,0.11538461538461539,0.46153846153846156,0.000754147812971337,20.346153846153843,2.5641025641025634,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.23076923076923078,0.9230769230769231,0.34615384615384615,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.23076923076923078,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.23076923076923078,0.11538461538461539
