VALEUR,#carlin,#lise,#le-marquis,#cascaret,#le-chevalier,#oronte,#lucrece,#olimpe,#virgine,#anselme
Fréquences (scènes),0.40425531914893614,0.2127659574468085,0.5106382978723404,0.02127659574468085,0.23404255319148937,0.1702127659574468,0.3829787234042553,0.40425531914893614,0.46808510638297873,0.2127659574468085
Fréquences(répliques),0.09586148648648649,0.040962837837837836,0.3327702702702703,0.0004222972972972973,0.09628378378378379,0.0464527027027027,0.06967905405405406,0.11613175675675676,0.13217905405405406,0.06925675675675676
Confrontation,0.12804878048780488,0.0701219512195122,0.16463414634146342,0.009146341463414634,0.08841463414634146,0.06097560975609756,0.11890243902439024,0.11890243902439024,0.15853658536585366,0.08231707317073171
Déviations,#carlin,#lise,#le-marquis,#cascaret,#le-chevalier,#oronte,#lucrece,#olimpe,#virgine,#anselme
#carlin,16.68085106382979,0.0004479283314669712,0.5442329227323635,0.8779395296752519,0.5425022905426041,0.47088465845464716,3.826303347020032,2.852596216184357,0.08978927008042345,0.0004479283314669712
#lise,0.0004479283314669526,29.127659574468083,0.15638297872340448,2.9127659574468088,0.04951644100580272,0.05212765957446808,0.17978723404255312,4.042553191489361,0.09903288201160544,0.597659574468085
#le-marquis,0.5442329227323643,0.15638297872340448,11.255319148936179,0.46897163120567387,0.06777885235332028,0.28823138297872325,4.170656028368794,3.3512504665920093,0.13555770470664055,4.689716312056739
#cascaret,0.8779395296752519,2.9127659574468088,0.46897163120567387,45.02127659574468,0.23404255319148937,0.1702127659574468,0.38297872340425526,0.40425531914893614,0.46808510638297873,0.21276595744680848
#le-chevalier,0.5425022905426041,0.04951644100580272,0.06777885235332028,0.23404255319148937,27.574468085106393,0.008704061895551252,0.010745755426606454,0.4707319556143743,0.0043080710392122195,0.04951644100580272
#oronte,0.47088465845464716,0.05212765957446808,0.28823138297872325,0.1702127659574468,0.008704061895551252,32.361702127659576,0.2860520094562648,0.016937290033594593,0.812862669245648,0.05212765957446808
#lucrece,3.826303347020032,0.17978723404255326,4.170656028368794,0.38297872340425526,0.010745755426606543,0.2860520094562648,17.893617021276597,4.501741943511262,0.021491510853213085,0.8742316784869978
#olimpe,2.852596216184357,4.042553191489362,3.3512504665920106,0.40425531914893614,0.4707319556143743,0.016937290033594593,4.501741943511262,16.68085106382979,0.49888017917133276,1.0320268756998883
#virgine,0.08978927008042345,0.09903288201160544,0.13555770470664055,0.46808510638297873,0.0043080710392122195,0.812862669245648,0.02149151085321291,0.49888017917133276,13.297872340425535,0.09903288201160544
#anselme,0.0004479283314669526,0.597659574468085,4.689716312056739,0.21276595744680848,0.04951644100580272,0.05212765957446808,0.8742316784869975,1.0320268756998876,0.09903288201160544,29.127659574468083
Successions,#carlin,#lise,#le-marquis,#cascaret,#le-chevalier,#oronte,#lucrece,#olimpe,#virgine,#anselme
#carlin,0.0,0.2087912087912088,0.46153846153846156,0.0,0.06593406593406594,0.0,0.02197802197802198,0.06593406593406594,0.15384615384615385,0.02197802197802198
#lise,0.38181818181818183,0.0,0.2727272727272727,0.0,0.01818181818181818,0.05454545454545454,0.05454545454545454,0.0,0.21818181818181817,0.0
#le-marquis,0.12461059190031153,0.0529595015576324,0.01557632398753894,0.003115264797507788,0.11526479750778816,0.056074766355140186,0.06230529595015576,0.09657320872274143,0.22741433021806853,0.24610591900311526
#cascaret,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-chevalier,0.08433734939759036,0.03614457831325301,0.42168674698795183,0.0,0.012048192771084338,0.060240963855421686,0.07228915662650602,0.25301204819277107,0.04819277108433735,0.012048192771084338
#oronte,0.0,0.08163265306122448,0.30612244897959184,0.0,0.12244897959183673,0.0,0.20408163265306123,0.14285714285714285,0.04081632653061224,0.10204081632653061
#lucrece,0.046511627906976744,0.023255813953488372,0.27906976744186046,0.0,0.09302325581395349,0.09302325581395349,0.0,0.3372093023255814,0.12790697674418605,0.0
#olimpe,0.0390625,0.0,0.2421875,0.0,0.15625,0.0703125,0.2421875,0.0,0.234375,0.015625
#virgine,0.09868421052631579,0.06578947368421052,0.48026315789473684,0.0,0.02631578947368421,0.013157894736842105,0.09210526315789473,0.19736842105263158,0.006578947368421052,0.019736842105263157
#anselme,0.0,0.0,0.851063829787234,0.0,0.0,0.0425531914893617,0.0,0.0425531914893617,0.05319148936170213,0.010638297872340425
