VALEUR,#oronte,#monsieur-de-la-serre,#pimandre,#merlin,#eraste,#isabelle,#catos,#baptiste,#un-dragon,#sans-quartier,#brise-menage,#la-terreur,#sans-raison #marche-a-terre,#toinette,#marche-a-terre,#l-exercice
#sans-quartier,0.23809523809523808,0.23443223443223438,0.23443223443223438,0.7619047619047619,0.09523809523809523,0.7619047619047619,0.42857142857142855,0.14285714285714285,0.047619047619047616,19.047619047619047,19.047619047619047,19.047619047619047,19.047619047619047,0.047619047619047616,0.047619047619047616,0.047619047619047616
#sans-quartier,0.23809523809523808,0.23443223443223438,0.23443223443223438,0.7619047619047619,0.09523809523809523,0.7619047619047619,0.42857142857142855,0.14285714285714285,0.047619047619047616,19.047619047619047,19.047619047619047,19.047619047619047,19.047619047619047,0.047619047619047616,0.047619047619047616,0.047619047619047616
#toinette,0.23809523809523808,0.23443223443223438,0.6190476190476191,0.42857142857142855,0.09523809523809523,0.42857142857142855,0.7619047619047619,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,19.047619047619047,0.047619047619047616,0.047619047619047616
#marche-a-terre,2.438095238095238,0.23443223443223438,0.23443223443223438,0.7619047619047619,8.595238095238097,0.7619047619047619,0.7619047619047619,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,19.047619047619047,19.047619047619047
#marche-a-terre,2.438095238095238,0.23443223443223438,0.23443223443223438,0.7619047619047619,8.595238095238097,0.7619047619047619,0.7619047619047619,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,19.047619047619047,19.047619047619047
Successions,#oronte,#monsieur-de-la-serre,#pimandre,#merlin,#eraste,#isabelle,#catos,#baptiste,#un-dragon,#sans-quartier,#brise-menage,#la-terreur,#sans-raison #marche-a-terre,#toinette,#marche-a-terre,#l-exercice
#oronte,0.0,0.35714285714285715,0.125,0.44642857142857145,0.0,0.05357142857142857,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#monsieur-de-la-serre,0.25609756097560976,0.012195121951219513,0.36585365853658536,0.10975609756097561,0.012195121951219513,0.07317073170731707,0.036585365853658534,0.024390243902439025,0.0,0.0,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.06097560975609756,0.0,0.012195121951219513
#pimandre,0.0759493670886076,0.4050632911392405,0.0,0.4177215189873418,0.0379746835443038,0.05063291139240506,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#merlin,0.25773195876288657,0.13402061855670103,0.28865979381443296,0.0,0.07216494845360824,0.041237113402061855,0.061855670103092786,0.010309278350515464,0.010309278350515464,0.041237113402061855,0.05154639175257732,0.010309278350515464,0.0,0.010309278350515464,0.010309278350515464,0.0
#eraste,0.08333333333333333,0.0,0.5,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#isabelle,0.16666666666666666,0.16666666666666666,0.20833333333333334,0.20833333333333334,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#catos,0.0,0.17647058823529413,0.17647058823529413,0.11764705882352941,0.058823529411764705,0.35294117647058826,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0
#baptiste,0.0,0.5,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-dragon,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-dragon,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-dragon,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-dragon,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-dragon,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#toinette,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-dragon,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#un-dragon,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
