VALEUR,#oronte,#monsieur-de-la-serre,#pimandre,#merlin,#eraste,#isabelle,#catos,#baptiste,#un-dragon,#sans-quartier,#brise-menage,#la-terreur,#sans-raison #marche-a-terre,#toinette,#marche-a-terre,#l-exercice
Fréquences (scènes),0.23809523809523808,0.6190476190476191,0.6190476190476191,0.42857142857142855,0.09523809523809523,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
Fréquences(répliques),0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556
Confrontation,0.06390977443609022,0.13533834586466165,0.14661654135338345,0.12781954887218044,0.03759398496240601,0.13909774436090225,0.12781954887218044,0.03007518796992481,0.018796992481203006,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.007518796992481203,0.03007518796992481,0.03007518796992481
Déviations,#oronte,#monsieur-de-la-serre,#pimandre,#merlin,#eraste,#isabelle,#catos,#baptiste,#un-dragon,#sans-quartier,#brise-menage,#la-terreur,#sans-raison #marche-a-terre,#toinette,#marche-a-terre,#l-exercice
#oronte,12.19047619047619,0.38754578754578756,0.0029304029304029365,0.3428571428571429,0.5761904761904763,0.3428571428571429,0.3428571428571429,0.7142857142857142,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,2.438095238095238,2.438095238095238
#monsieur-de-la-serre,0.38754578754578733,3.047619047619048,0.1363764440687517,0.05860805860805856,0.0457875457875458,0.05860805860805856,0.032967032967033,0.010989010989011016,0.23443223443223438,0.23443223443223438,0.23443223443223438,0.23443223443223438,0.23443223443223438,0.23443223443223438,0.23443223443223438,0.23443223443223438
#pimandre,0.00293040293040291,0.1363764440687517,3.047619047619048,0.032967032967033,0.46886446886446875,0.3663003663003665,0.032967032967033,0.3956043956043955,0.23443223443223438,0.23443223443223438,0.23443223443223438,0.23443223443223438,0.23443223443223438,0.6190476190476191,0.23443223443223438,0.23443223443223438
#merlin,0.3428571428571429,0.05860805860805856,0.032967032967033,6.857142857142859,1.5238095238095237,0.3386243386243389,0.3386243386243389,0.06349206349206343,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.42857142857142855,0.7619047619047619,0.7619047619047619
#eraste,0.5761904761904763,0.0457875457875458,0.46886446886446875,1.5238095238095237,17.190476190476193,0.023809523809523826,0.023809523809523826,0.2857142857142857,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.09523809523809523,8.595238095238097,8.595238095238097
#isabelle,0.3428571428571429,0.05860805860805856,0.3663003663003665,0.3386243386243389,0.023809523809523826,6.857142857142859,2.560846560846562,0.396825396825397,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.42857142857142855,0.7619047619047619,0.7619047619047619
#catos,0.3428571428571429,0.032967032967033,0.032967032967033,0.3386243386243389,0.023809523809523826,2.560846560846562,6.857142857142859,0.396825396825397,0.7619047619047619,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.7619047619047619,0.7619047619047619,0.7619047619047619
#baptiste,0.7142857142857142,0.010989010989010978,0.3956043956043957,0.06349206349206343,0.2857142857142857,0.396825396825397,0.396825396825397,15.428571428571432,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
#un-dragon,0.23809523809523808,0.23443223443223438,0.23443223443223438,0.7619047619047619,0.09523809523809523,0.7619047619047619,0.7619047619047619,0.14285714285714285,19.047619047619047,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616
#sans-quartier,0.23809523809523808,0.23443223443223438,0.23443223443223438,0.7619047619047619,0.09523809523809523,0.7619047619047619,0.42857142857142855,0.14285714285714285,0.047619047619047616,19.047619047619047,19.047619047619047,19.047619047619047,19.047619047619047,0.047619047619047616,0.047619047619047616,0.047619047619047616
#sans-quartier,0.23809523809523808,0.23443223443223438,0.23443223443223438,0.7619047619047619,0.09523809523809523,0.7619047619047619,0.42857142857142855,0.14285714285714285,0.047619047619047616,19.047619047619047,19.047619047619047,19.047619047619047,19.047619047619047,0.047619047619047616,0.047619047619047616,0.047619047619047616
