VALEUR,#le-roi,#timandre,#roselie,#floris,#paris,#argant,#lysanor,#alcandre,#la-reine,#florinee,#le-messager,#ogier,#lysimant,#le-conseiller,#le-page
Fréquences (scènes),0.47619047619047616,0.3333333333333333,0.38095238095238093,0.23809523809523808,0.3333333333333333,0.23809523809523808,0.14285714285714285,0.38095238095238093,0.2857142857142857,0.14285714285714285,0.09523809523809523,0.23809523809523808,0.047619047619047616,0.09523809523809523,0.047619047619047616
Fréquences(répliques),0.17983193277310924,0.08291316526610644,0.18823529411764706,0.031932773109243695,0.1434173669467787,0.03137254901960784,0.024089635854341738,0.1450980392156863,0.10476190476190476,0.004481792717086834,0.0067226890756302525,0.04593837535014006,0.002240896358543417,0.00784313725490196,0.0011204481792717086
Confrontation,0.1183206106870229,0.08396946564885496,0.11068702290076336,0.07251908396946564,0.08778625954198473,0.08015267175572519,0.04961832061068702,0.11450381679389313,0.07251908396946564,0.061068702290076333,0.026717557251908396,0.08396946564885496,0.007633587786259542,0.019083969465648856,0.011450381679389313
Déviations,#le-roi,#timandre,#roselie,#floris,#paris,#argant,#lysanor,#alcandre,#la-reine,#florinee,#le-messager,#ogier,#lysimant,#le-conseiller,#le-page
#le-roi,5.761904761904762,0.8333333333333336,0.3720238095238097,0.16095238095238096,0.03333333333333328,0.060952380952380945,1.7285714285714293,0.3720238095238097,1.2071428571428569,0.12857142857142848,0.0023809523809523864,0.060952380952380945,0.47619047619047616,0.9523809523809523,0.47619047619047616
#timandre,0.8333333333333336,9.333333333333336,0.041666666666666706,1.0666666666666669,0.1904761904761907,0.06666666666666674,0.0,0.1666666666666666,0.5,0.0,0.6666666666666666,0.26666666666666655,0.3333333333333333,0.6666666666666666,0.3333333333333333
#roselie,0.3720238095238097,0.041666666666666706,8.04761904761905,5.029761904761906,0.1666666666666666,0.004761904761904773,0.642857142857143,0.2976190476190477,0.7232142857142856,0.017857142857142842,0.07440476190476193,0.004761904761904773,0.38095238095238093,0.7619047619047619,1.0059523809523812
#floris,0.16095238095238096,1.0666666666666669,5.029761904761906,12.19047619047619,0.26666666666666655,0.030476190476190473,0.11428571428571437,0.004761904761904773,0.12857142857142848,0.11428571428571437,0.47619047619047616,0.030476190476190473,0.23809523809523808,0.47619047619047616,0.23809523809523808
#paris,0.03333333333333328,0.1904761904761907,0.1666666666666666,0.26666666666666655,9.333333333333336,6.666666666666668,0.0,1.0416666666666665,0.5,1.0,0.6666666666666666,0.26666666666666655,0.3333333333333333,0.6666666666666666,1.3333333333333337
#argant,0.060952380952380945,0.06666666666666674,0.004761904761904773,0.030476190476190473,6.666666666666668,12.19047619047619,0.11428571428571437,0.4297619047619047,1.7285714285714293,2.314285714285715,0.47619047619047616,0.030476190476190473,0.23809523809523808,0.47619047619047616,2.438095238095238
#lysanor,1.7285714285714293,0.0,0.642857142857143,0.11428571428571437,0.0,0.11428571428571437,15.428571428571432,0.642857142857143,0.8571428571428571,0.42857142857142855,1.7857142857142858,0.11428571428571437,0.14285714285714285,0.2857142857142857,0.14285714285714285
#alcandre,0.3720238095238097,0.1666666666666666,0.2976190476190477,0.004761904761904773,1.0416666666666665,0.4297619047619047,0.642857142857143,8.04761904761905,0.035714285714285685,0.642857142857143,2.0119047619047623,5.029761904761906,1.0059523809523812,0.07440476190476193,0.38095238095238093
#la-reine,1.2071428571428569,0.5,0.7232142857142856,0.12857142857142848,0.5,1.7285714285714293,0.8571428571428571,0.035714285714285685,10.714285714285714,5.357142857142857,0.5714285714285714,0.22857142857142873,0.2857142857142857,3.5714285714285716,0.2857142857142857
#florinee,0.12857142857142848,0.0,0.017857142857142842,0.11428571428571437,1.0,2.314285714285715,0.42857142857142855,0.642857142857143,5.357142857142857,15.428571428571432,0.2857142857142857,2.314285714285715,0.14285714285714285,1.7857142857142858,0.14285714285714285
#le-messager,0.0023809523809523864,0.6666666666666666,0.07440476190476193,0.47619047619047616,0.6666666666666666,0.47619047619047616,1.7857142857142858,2.0119047619047623,0.5714285714285714,0.2857142857142857,17.190476190476193,4.876190476190476,0.09523809523809523,0.19047619047619047,0.09523809523809523
#ogier,0.060952380952380945,0.26666666666666655,0.004761904761904773,0.030476190476190473,0.26666666666666655,0.030476190476190473,0.11428571428571437,5.029761904761906,0.22857142857142873,2.314285714285715,4.876190476190476,12.19047619047619,2.438095238095238,0.5761904761904763,0.23809523809523808
#lysimant,0.47619047619047616,0.3333333333333333,0.38095238095238093,0.23809523809523808,0.3333333333333333,0.23809523809523808,0.14285714285714285,1.0059523809523812,0.2857142857142857,0.14285714285714285,0.09523809523809523,2.438095238095238,19.047619047619047,0.09523809523809523,0.047619047619047616
#le-conseiller,0.9523809523809523,0.6666666666666666,0.7619047619047619,0.47619047619047616,0.6666666666666666,0.47619047619047616,0.2857142857142857,0.07440476190476193,3.5714285714285716,1.7857142857142858,0.19047619047619047,0.5761904761904763,0.09523809523809523,17.190476190476193,0.09523809523809523
#le-page,0.47619047619047616,0.3333333333333333,1.0059523809523812,0.23809523809523808,1.3333333333333337,2.438095238095238,0.14285714285714285,0.38095238095238093,0.2857142857142857,0.14285714285714285,0.09523809523809523,0.23809523809523808,0.047619047619047616,0.09523809523809523,19.047619047619047
Successions,#le-roi,#timandre,#roselie,#floris,#paris,#argant,#lysanor,#alcandre,#la-reine,#florinee,#le-messager,#ogier,#lysimant,#le-conseiller,#le-page
#le-roi,0.023255813953488372,0.13953488372093023,0.16279069767441862,0.0,0.23255813953488372,0.06976744186046512,0.023255813953488372,0.20930232558139536,0.09302325581395349,0.023255813953488372,0.023255813953488372,0.0,0.0,0.0,0.0
#timandre,0.3103448275862069,0.0,0.41379310344827586,0.0,0.1724137931034483,0.0,0.0,0.0,0.10344827586206896,0.0,0.0,0.0,0.0,0.0,0.0
#roselie,0.1746031746031746,0.1746031746031746,0.0,0.20634920634920634,0.06349206349206349,0.015873015873015872,0.015873015873015872,0.2698412698412698,0.047619047619047616,0.0,0.0,0.015873015873015872,0.0,0.0,0.015873015873015872
#floris,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#paris,0.24324324324324326,0.21621621621621623,0.08108108108108109,0.02702702702702703,0.0,0.13513513513513514,0.05405405405405406,0.0,0.21621621621621623,0.02702702702702703,0.0,0.0,0.0,0.0,0.0
#argant,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.5714285714285714,0.0,0.0,0.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0
#lysanor,0.25,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#alcandre,0.15,0.025,0.525,0.0,0.0,0.025,0.0,0.0,0.1,0.0,0.025,0.15,0.0,0.0,0.0
#la-reine,0.13333333333333333,0.06666666666666667,0.1,0.0,0.26666666666666666,0.06666666666666667,0.0,0.16666666666666666,0.0,0.06666666666666667,0.0,0.13333333333333333,0.0,0.0,0.0
#florinee,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0
#le-messager,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#ogier,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.4666666666666667,0.2,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,0.0
#lysimant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-conseiller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0
#floris,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
