VALEUR,#louise,#genevieve,#nivelet,#rodomont,#basile,#antoine,#françoise,#girard,#eustache,#gentilly,#saucisson,#thomas,#les-sergents,#alix,#perrette,#alphonse
#françoise,0.09302325581395349,0.13953488372093023,0.046511627906976744,0.0,0.38372093023255816,0.046511627906976744,0.0,0.011627906976744186,0.26744186046511625,0.0,0.0,0.0,0.0,0.0,0.0,0.011627906976744186
#girard,0.3793103448275862,0.0,0.011494252873563218,0.11494252873563218,0.011494252873563218,0.0,0.011494252873563218,0.0,0.367816091954023,0.0,0.0,0.0,0.0,0.0,0.0,0.10344827586206896
#eustache,0.04716981132075472,0.0,0.0,0.2358490566037736,0.0,0.009433962264150943,0.2169811320754717,0.29245283018867924,0.0,0.09433962264150944,0.09433962264150944,0.0,0.0,0.0,0.0,0.009433962264150943
#gentilly,0.26666666666666666,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#saucisson,0.0,0.0,0.0,0.05555555555555555,0.2222222222222222,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0
#thomas,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
#les-sergents,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0
#alix,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0
#perrette,0.0,0.0,0.0,0.0,0.23529411764705882,0.7647058823529411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#alphonse,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
