VALEUR,#ligdamon,#silvie,#alcidor,#lidias,#aronthe,#amerine,#aegide,#nicandre,#merovee,#clidamant,#la-mere,#juge-i,#juge-ii,#juge-iii,#heraut,#sacrificateur,#le-mire
Fréquences (scènes),0.5333333333333333,0.3333333333333333,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.3333333333333333,0.4,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667
Fréquences(répliques),0.26329113924050634,0.11181434599156118,0.03755274261603375,0.07932489451476793,0.002531645569620253,0.10886075949367088,0.07383966244725738,0.004641350210970464,0.07805907172995781,0.07552742616033756,0.04430379746835443,0.026582278481012658,0.023206751054852322,0.019831223628691982,0.006329113924050633,0.036286919831223625,0.008016877637130802
Confrontation,0.125,0.07211538461538461,0.014423076923076924,0.0673076923076923,0.009615384615384616,0.10096153846153846,0.10576923076923077,0.009615384615384616,0.014423076923076924,0.014423076923076924,0.09134615384615384,0.08173076923076923,0.08173076923076923,0.08173076923076923,0.03365384615384615,0.04807692307692308,0.04807692307692308
Déviations,#ligdamon,#silvie,#alcidor,#lidias,#aronthe,#amerine,#aegide,#nicandre,#merovee,#clidamant,#la-mere,#juge-i,#juge-ii,#juge-iii,#heraut,#sacrificateur,#le-mire
#ligdamon,3.266666666666667,0.1666666666666666,0.004166666666666665,0.6020833333333333,0.5333333333333333,0.1666666666666666,2.4499999999999997,0.4083333333333334,0.004166666666666665,0.004166666666666665,0.00833333333333333,0.8166666666666668,0.8166666666666668,0.8166666666666668,0.4083333333333334,0.4083333333333334,0.4083333333333334
#silvie,0.1666666666666666,6.666666666666668,2.6666666666666674,2.083333333333334,0.3333333333333333,0.26666666666666655,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0833333333333333,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.3333333333333333,1.3333333333333337,1.3333333333333337
#alcidor,0.004166666666666665,2.6666666666666674,11.266666666666667,0.5333333333333333,0.13333333333333333,0.6666666666666666,0.8000000000000002,0.13333333333333333,0.26666666666666666,0.26666666666666666,0.5333333333333333,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.13333333333333333
#lidias,0.6020833333333333,2.083333333333334,0.5333333333333333,8.066666666666668,2.016666666666667,0.3333333333333334,0.22500000000000006,0.26666666666666666,0.5333333333333333,0.5333333333333333,0.004166666666666665,0.4083333333333334,0.4083333333333334,0.4083333333333334,0.26666666666666666,2.016666666666667,2.016666666666667
#aronthe,0.5333333333333333,0.3333333333333333,0.13333333333333333,2.016666666666667,13.066666666666668,1.3333333333333337,0.4000000000000001,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667
#amerine,0.1666666666666666,0.26666666666666655,0.6666666666666666,0.3333333333333334,1.3333333333333337,6.666666666666668,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,5.333333333333335,2.6666666666666674,2.6666666666666674,2.6666666666666674,1.3333333333333337,1.3333333333333337,1.3333333333333337
#aegide,2.4499999999999997,0.5,0.8000000000000002,0.22500000000000006,0.4000000000000001,0.0,5.399999999999998,0.8999999999999999,0.8000000000000002,0.8000000000000002,0.09999999999999995,1.7999999999999998,1.7999999999999998,1.7999999999999998,0.8999999999999999,0.8999999999999999,0.8999999999999999
#nicandre,0.4083333333333334,0.3333333333333333,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.3333333333333333,0.8999999999999999,13.066666666666668,0.13333333333333333,0.13333333333333333,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667
#merovee,0.004166666666666665,0.6666666666666666,0.26666666666666666,0.5333333333333333,0.13333333333333333,0.6666666666666666,0.8000000000000002,0.13333333333333333,11.266666666666667,11.266666666666667,0.5333333333333333,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.13333333333333333
#merovee,0.004166666666666665,0.6666666666666666,0.26666666666666666,0.5333333333333333,0.13333333333333333,0.6666666666666666,0.8000000000000002,0.13333333333333333,11.266666666666667,11.266666666666667,0.5333333333333333,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.13333333333333333
#la-mere,0.00833333333333333,0.0833333333333333,0.5333333333333333,0.004166666666666665,0.26666666666666666,5.333333333333335,0.09999999999999995,0.26666666666666666,0.5333333333333333,0.5333333333333333,8.066666666666668,4.033333333333334,4.033333333333334,4.033333333333334,2.016666666666667,2.016666666666667,2.016666666666667
#juge-i,0.8166666666666668,0.1666666666666667,0.26666666666666666,0.4083333333333334,0.13333333333333333,2.6666666666666674,1.7999999999999998,0.13333333333333333,0.26666666666666666,0.26666666666666666,4.033333333333334,11.266666666666667,11.266666666666667,11.266666666666667,5.633333333333334,5.633333333333334,5.633333333333334
#juge-i,0.8166666666666668,0.1666666666666667,0.26666666666666666,0.4083333333333334,0.13333333333333333,2.6666666666666674,1.7999999999999998,0.13333333333333333,0.26666666666666666,0.26666666666666666,4.033333333333334,11.266666666666667,11.266666666666667,11.266666666666667,5.633333333333334,5.633333333333334,5.633333333333334
#juge-i,0.8166666666666668,0.1666666666666667,0.26666666666666666,0.4083333333333334,0.13333333333333333,2.6666666666666674,1.7999999999999998,0.13333333333333333,0.26666666666666666,0.26666666666666666,4.033333333333334,11.266666666666667,11.266666666666667,11.266666666666667,5.633333333333334,5.633333333333334,5.633333333333334
#heraut,0.4083333333333334,0.3333333333333333,0.13333333333333333,0.26666666666666666,0.06666666666666667,1.3333333333333337,0.8999999999999999,0.06666666666666667,0.13333333333333333,0.13333333333333333,2.016666666666667,5.633333333333334,5.633333333333334,5.633333333333334,13.066666666666668,0.06666666666666667,0.06666666666666667
#sacrificateur,0.4083333333333334,1.3333333333333337,0.13333333333333333,2.016666666666667,0.06666666666666667,1.3333333333333337,0.8999999999999999,0.06666666666666667,0.13333333333333333,0.13333333333333333,2.016666666666667,5.633333333333334,5.633333333333334,5.633333333333334,0.06666666666666667,13.066666666666668,13.066666666666668
#sacrificateur,0.4083333333333334,1.3333333333333337,0.13333333333333333,2.016666666666667,0.06666666666666667,1.3333333333333337,0.8999999999999999,0.06666666666666667,0.13333333333333333,0.13333333333333333,2.016666666666667,5.633333333333334,5.633333333333334,5.633333333333334,0.06666666666666667,13.066666666666668,13.066666666666668
Successions,#ligdamon,#silvie,#alcidor,#lidias,#aronthe,#amerine,#aegide,#nicandre,#merovee,#clidamant,#la-mere,#juge-i,#juge-ii,#juge-iii,#heraut,#sacrificateur,#le-mire
#ligdamon,0.04201680672268908,0.20168067226890757,0.09243697478991597,0.01680672268907563,0.0,0.15966386554621848,0.25210084033613445,0.03361344537815126,0.0,0.12605042016806722,0.008403361344537815,0.03361344537815126,0.0,0.008403361344537815,0.0,0.01680672268907563,0.008403361344537815
#silvie,0.3253012048192771,0.024096385542168676,0.21686746987951808,0.3855421686746988,0.0,0.012048192771084338,0.0,0.0,0.012048192771084338,0.0,0.012048192771084338,0.0,0.0,0.0,0.0,0.012048192771084338,0.0
#alcidor,0.3793103448275862,0.6206896551724138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#lidias,0.0,0.6078431372549019,0.0,0.0,0.0392156862745098,0.2549019607843137,0.058823529411764705,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0196078431372549,0.0
#aronthe,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#amerine,0.425531914893617,0.0425531914893617,0.0,0.2127659574468085,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.2127659574468085,0.0425531914893617,0.0,0.0,0.0,0.0425531914893617,0.0
#aegide,0.6444444444444445,0.08888888888888889,0.0,0.044444444444444446,0.0,0.044444444444444446,0.0,0.0,0.0,0.0,0.08888888888888889,0.044444444444444446,0.022222222222222223,0.022222222222222223,0.0,0.0,0.0
#nicandre,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#merovee,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#clidamant,0.3611111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#la-mere,0.05263157894736842,0.05263157894736842,0.0,0.05263157894736842,0.0,0.42105263157894735,0.21052631578947367,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.05263157894736842,0.0,0.05263157894736842,0.05263157894736842
#juge-i,0.16666666666666666,0.05555555555555555,0.0,0.1111111111111111,0.0,0.16666666666666666,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.1111111111111111,0.05555555555555555,0.05555555555555555
#juge-ii,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.1111111111111111
#juge-iii,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0
#heraut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
#sacrificateur,0.3333333333333333,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.2222222222222222,0.0,0.0,0.0
#le-mire,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0
