VALEUR,#tronchet,#lamoignon,#deseze,#garran-de-coulon,#barrere,#robespierre,#philippe-d-orleans,#lequinio,#kersaint,#charles-vilette,#marat,#manuel,#premier-commissaire,#deuxieme-commissaire,#louis-xvi,#le-dauphin,#le-ministre,#marie-antoinette,#elisabeth,#le-confesseur,#la-princesse,#santerre
Fréquences (scènes),0.05555555555555555,0.16666666666666666,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.2222222222222222,0.16666666666666666,0.5555555555555556,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.05555555555555555
Fréquences(répliques),0.011568123393316195,0.06426735218508997,0.14395886889460155,0.014138817480719794,0.007712082262210797,0.02442159383033419,0.05912596401028278,0.005141388174807198,0.005141388174807198,0.04113110539845758,0.008997429305912597,0.07712082262210797,0.02570694087403599,0.02699228791773779,0.3393316195372751,0.02956298200514139,0.008997429305912597,0.08997429305912596,0.0038560411311053984,0.0012853470437017994,0.002570694087403599,0.008997429305912597
Confrontation,0.015151515151515152,0.045454545454545456,0.045454545454545456,0.05303030303030303,0.05303030303030303,0.06818181818181818,0.06818181818181818,0.03787878787878788,0.03787878787878788,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.05303030303030303,0.030303030303030304,0.12878787878787878,0.05303030303030303,0.007575757575757576,0.06060606060606061,0.06060606060606061,0.045454545454545456,0.045454545454545456,0.045454545454545456
Déviations,#tronchet,#lamoignon,#deseze,#garran-de-coulon,#barrere,#robespierre,#philippe-d-orleans,#lequinio,#kersaint,#charles-vilette,#marat,#manuel,#premier-commissaire,#deuxieme-commissaire,#louis-xvi,#le-dauphin,#le-ministre,#marie-antoinette,#elisabeth,#le-confesseur,#la-princesse,#santerre
#tronchet,16.055555555555557,4.166666666666668,2.7222222222222223,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.2222222222222222,0.16666666666666666,0.5555555555555556,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.05555555555555555
#lamoignon,4.166666666666668,12.5,2.6666666666666674,0.3333333333333333,0.3333333333333333,0.5,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.1666666666666667,0.5,0.06666666666666664,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666
#deseze,2.7222222222222223,2.6666666666666674,10.88888888888889,0.4444444444444444,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.013888888888888902,0.6666666666666666,0.02222222222222224,0.4444444444444444,0.2222222222222222,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.2222222222222222
#garran-de-coulon,0.1111111111111111,0.3333333333333333,0.4444444444444444,14.222222222222221,14.222222222222221,1.3333333333333337,1.3333333333333337,7.111111111111111,7.111111111111111,7.111111111111111,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.3333333333333333,1.1111111111111112,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111
#garran-de-coulon,0.1111111111111111,0.3333333333333333,0.4444444444444444,14.222222222222221,14.222222222222221,1.3333333333333337,1.3333333333333337,7.111111111111111,7.111111111111111,7.111111111111111,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.3333333333333333,1.1111111111111112,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111
#robespierre,0.16666666666666666,0.5,0.6666666666666666,1.3333333333333337,1.3333333333333337,12.5,12.5,4.166666666666668,4.166666666666668,0.16666666666666666,4.166666666666668,4.166666666666668,0.6666666666666666,0.5,1.6666666666666667,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666
