VALEUR,#flore,#choeur,#vertumne,#palaemon,#vertumne #palaemon,#venus,#aegiale,#phaene,#l-amour,#aglaure,#cidippe,#cleomene,#agenor,#psyche,#lycas,#femme-desolee,#premier-homme-afflige,#second-homme-afflige,#trois-affliges,#le-roi,#vulcain,#zephyr,#zephyr #l-amour,#le-dieu-du-fleuve,#jupiter,#apollon,#divinites,#muses,#bacchus,#mome,#mars
Fréquences (scènes),0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.13333333333333333,0.03333333333333333,0.03333333333333333,0.26666666666666666,0.26666666666666666,0.23333333333333334,0.13333333333333333,0.13333333333333333,0.5333333333333333,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0
Fréquences(répliques),0.01270772238514174,0.013685239491691105,0.0039100684261974585,0.0039100684261974585,0.0009775171065493646,0.10361681329423265,0.002932551319648094,0.002932551319648094,0.1652003910068426,0.12463343108504399,0.05278592375366569,0.05327468230694037,0.04349951124144673,0.2541544477028348,0.008308895405669599,0.0039100684261974585,0.0019550342130987292,0.003421309872922776,0.002932551319648094,0.05278592375366569,0.0,0.036656891495601175,0.011730205278592375,0.0039100684261974585,0.009775171065493646,0.002932551319648094,0.003421309872922776,0.007820136852394917,0.00635386119257087,0.0039100684261974585,0.0019550342130987292
Confrontation,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.07627118644067797,0.03389830508474576,0.03389830508474576,0.0847457627118644,0.0635593220338983,0.059322033898305086,0.046610169491525424,0.046610169491525424,0.11016949152542373,0.00847457627118644,0.012711864406779662,0.012711864406779662,0.012711864406779662,0.012711864406779662,0.00423728813559322,0.0,0.00423728813559322,0.0,0.00423728813559322,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.0
Déviations,#flore,#choeur,#vertumne,#palaemon,#vertumne #palaemon,#venus,#aegiale,#phaene,#l-amour,#aglaure,#cidippe,#cleomene,#agenor,#psyche,#lycas,#femme-desolee,#premier-homme-afflige,#second-homme-afflige,#trois-affliges,#le-roi,#vulcain,#zephyr,#zephyr #l-amour,#le-dieu-du-fleuve,#jupiter,#apollon,#divinites,#muses,#bacchus,#mome,#mars
#flore,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,5.633333333333334,28.03333333333333,28.03333333333333,2.016666666666667,0.26666666666666666,0.23333333333333334,0.13333333333333333,0.13333333333333333,0.5333333333333333,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0
#flore,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,5.633333333333334,28.03333333333333,28.03333333333333,2.016666666666667,0.26666666666666666,0.23333333333333334,0.13333333333333333,0.13333333333333333,0.5333333333333333,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0
#flore,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,5.633333333333334,28.03333333333333,28.03333333333333,2.016666666666667,0.26666666666666666,0.23333333333333334,0.13333333333333333,0.13333333333333333,0.5333333333333333,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0
#flore,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,5.633333333333334,28.03333333333333,28.03333333333333,2.016666666666667,0.26666666666666666,0.23333333333333334,0.13333333333333333,0.13333333333333333,0.5333333333333333,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0
#flore,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,5.633333333333334,28.03333333333333,28.03333333333333,2.016666666666667,0.26666666666666666,0.23333333333333334,0.13333333333333333,0.13333333333333333,0.5333333333333333,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0
#venus,5.633333333333334,5.633333333333334,5.633333333333334,5.633333333333334,5.633333333333334,22.533333333333335,5.633333333333334,5.633333333333334,3.5041666666666664,1.0666666666666667,0.9333333333333333,0.5333333333333333,0.5333333333333333,0.00833333333333333,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.0,0.13333333333333333,5.633333333333334,5.633333333333334,5.633333333333334,5.633333333333334,5.633333333333334,5.633333333333334,0.0
#flore,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,5.633333333333334,28.03333333333333,28.03333333333333,2.016666666666667,0.26666666666666666,0.23333333333333334,0.13333333333333333,0.13333333333333333,0.5333333333333333,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0
#flore,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,5.633333333333334,28.03333333333333,28.03333333333333,2.016666666666667,0.26666666666666666,0.23333333333333334,0.13333333333333333,0.13333333333333333,0.5333333333333333,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0
#l-amour,2.016666666666667,2.016666666666667,2.016666666666667,2.016666666666667,2.016666666666667,3.5041666666666664,2.016666666666667,2.016666666666667,16.133333333333336,2.1333333333333333,1.8666666666666667,1.0666666666666667,1.0666666666666667,0.37604166666666666,0.5333333333333333,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,2.016666666666667,0.0,0.26666666666666666,2.016666666666667,2.016666666666667,2.016666666666667,2.016666666666667,2.016666666666667,2.016666666666667,0.0
#aglaure,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,1.0666666666666667,0.26666666666666666,0.26666666666666666,2.1333333333333333,16.133333333333336,14.116666666666664,0.8166666666666668,0.8166666666666668,0.37604166666666666,0.4083333333333334,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.0
#cidippe,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.9333333333333333,0.23333333333333334,0.23333333333333334,1.8666666666666667,14.116666666666664,17.633333333333336,1.219047619047619,1.219047619047619,0.1440476190476191,0.4666666666666667,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.0,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.0
#cleomene,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.5333333333333333,0.13333333333333333,0.13333333333333333,1.0666666666666667,0.8166666666666668,1.219047619047619,22.533333333333335,22.533333333333335,0.35208333333333336,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.0
#cleomene,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.5333333333333333,0.13333333333333333,0.13333333333333333,1.0666666666666667,0.8166666666666668,1.219047619047619,22.533333333333335,22.533333333333335,0.35208333333333336,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.0
#psyche,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.00833333333333333,0.5333333333333333,0.5333333333333333,0.37604166666666666,0.37604166666666666,0.1440476190476191,0.35208333333333336,0.35208333333333336,6.533333333333334,0.004166666666666665,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.4083333333333334,0.5333333333333333,0.5333333333333333,0.0,0.4083333333333334,0.4083333333333334,0.4083333333333334,0.4083333333333334,0.4083333333333334,0.4083333333333334,0.4083333333333334,0.0
#lycas,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.5333333333333333,0.4083333333333334,0.4666666666666667,0.26666666666666666,0.26666666666666666,0.004166666666666665,26.133333333333336,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0
#femme-desolee,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.13333333333333333,0.03333333333333333,0.03333333333333333,0.26666666666666666,0.26666666666666666,0.23333333333333334,0.13333333333333333,0.13333333333333333,0.5333333333333333,0.06666666666666667,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0
#femme-desolee,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.13333333333333333,0.03333333333333333,0.03333333333333333,0.26666666666666666,0.26666666666666666,0.23333333333333334,0.13333333333333333,0.13333333333333333,0.5333333333333333,0.06666666666666667,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0
#femme-desolee,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.13333333333333333,0.03333333333333333,0.03333333333333333,0.26666666666666666,0.26666666666666666,0.23333333333333334,0.13333333333333333,0.13333333333333333,0.5333333333333333,0.06666666666666667,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0
#femme-desolee,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.13333333333333333,0.03333333333333333,0.03333333333333333,0.26666666666666666,0.26666666666666666,0.23333333333333334,0.13333333333333333,0.13333333333333333,0.5333333333333333,0.06666666666666667,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0
#le-roi,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.13333333333333333,0.03333333333333333,0.03333333333333333,0.26666666666666666,0.26666666666666666,0.23333333333333334,0.13333333333333333,0.13333333333333333,0.4083333333333334,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,28.03333333333333,0.03333333333333333,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0
#vulcain,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.13333333333333333,0.03333333333333333,0.03333333333333333,0.26666666666666666,0.26666666666666666,0.23333333333333334,0.13333333333333333,0.13333333333333333,0.5333333333333333,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,28.03333333333333,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0
#zephyr,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.13333333333333333,0.03333333333333333,0.03333333333333333,2.016666666666667,0.26666666666666666,0.23333333333333334,0.13333333333333333,0.13333333333333333,0.5333333333333333,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,28.03333333333333,0.0,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0
#zephyr #l-amour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#le-dieu-du-fleuve,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.13333333333333333,0.03333333333333333,0.03333333333333333,0.26666666666666666,0.26666666666666666,0.23333333333333334,0.13333333333333333,0.13333333333333333,0.4083333333333334,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,28.03333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0
#jupiter,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,5.633333333333334,0.03333333333333333,0.03333333333333333,2.016666666666667,0.26666666666666666,0.23333333333333334,0.13333333333333333,0.13333333333333333,0.4083333333333334,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.03333333333333333,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,0.0
#jupiter,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,5.633333333333334,0.03333333333333333,0.03333333333333333,2.016666666666667,0.26666666666666666,0.23333333333333334,0.13333333333333333,0.13333333333333333,0.4083333333333334,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.03333333333333333,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,0.0
#jupiter,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,5.633333333333334,0.03333333333333333,0.03333333333333333,2.016666666666667,0.26666666666666666,0.23333333333333334,0.13333333333333333,0.13333333333333333,0.4083333333333334,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.03333333333333333,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,0.0
