VALEUR,#moliere,#mademoiselle-moliere,#le-marquis
Fréquences (scènes),1.0,0.6666666666666666,0.3333333333333333
Fréquences(répliques),0.9015544041450777,0.07253886010362694,0.025906735751295335
Confrontation,0.375,0.375,0.25
Déviations,#moliere,#mademoiselle-moliere,#le-marquis
#moliere,0.0,0.0,0.0
#mademoiselle-moliere,0.0,0.3333333333333334,0.1666666666666667
#le-marquis,0.0,0.1666666666666667,1.3333333333333337
Successions,#moliere,#mademoiselle-moliere,#le-marquis
#moliere,0.125,0.75,0.125
#mademoiselle-moliere,0.7142857142857143,0.0,0.2857142857142857
#le-marquis,0.6666666666666666,0.3333333333333333,0.0
