VALEUR,#pales,#melisse,#pales #melisse,#le-choeur,#pan,#choeurs,#l-envie,#le-soleil,#pales #melisse #pan,#archas,#premier-prince-tyrien,#les-deux-princes-tyriens,#cadmus,#deuxieme-prince-tyrien,#arbas,#hermione,#aglante,#charite,#la-nourrice,#arbas #africains,#premier-africain,#deuxieme-africain,#le-geant,#junon,#pallas,#charite #arbas,#hermione #cadmus,#l-amour,#les-deux-princes #arbas,#les-deux-africains,#le-grand-sacrificateur,#le-choeur-des-sacrificateurs,#mars,#l-amour #cadmus,#echion,#tous-ensemble,#jupiter,#tous-les-choeurs,#l-hymen,#les-choeurs,#venus,#arbas #la-nourrice
Fréquences (scènes),0.03333333333333333,0.03333333333333333,0.03333333333333333,0.1,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.13333333333333333,0.13333333333333333,0.43333333333333335,0.13333333333333333,0.3,0.23333333333333334,0.03333333333333333,0.13333333333333333,0.1,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.1,0.1,0.13333333333333333,0.03333333333333333,0.06666666666666667,0.1,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
Fréquences(répliques),0.010067114093959731,0.007829977628635347,0.005592841163310962,0.03467561521252797,0.010067114093959731,0.006711409395973154,0.03691275167785235,0.013422818791946308,0.020134228187919462,0.017897091722595078,0.030201342281879196,0.011185682326621925,0.1621923937360179,0.01901565995525727,0.14205816554809844,0.08165548098434004,0.005592841163310962,0.06711409395973154,0.040268456375838924,0.015659955257270694,0.007829977628635347,0.006711409395973154,0.029082774049217,0.020134228187919462,0.03355704697986577,0.0044742729306487695,0.010067114093959731,0.03355704697986577,0.0044742729306487695,0.0011185682326621924,0.02796420581655481,0.006711409395973154,0.013422818791946308,0.0022371364653243847,0.0044742729306487695,0.0011185682326621924,0.008948545861297539,0.008948545861297539,0.008948545861297539,0.011185682326621925,0.0011185682326621924,0.015659955257270694
Confrontation,0.025280898876404494,0.025280898876404494,0.025280898876404494,0.033707865168539325,0.025280898876404494,0.025280898876404494,0.025280898876404494,0.025280898876404494,0.025280898876404494,0.025280898876404494,0.03651685393258427,0.03651685393258427,0.05898876404494382,0.03651685393258427,0.03932584269662921,0.03932584269662921,0.008426966292134831,0.0449438202247191,0.014044943820224719,0.011235955056179775,0.011235955056179775,0.011235955056179775,0.019662921348314606,0.03932584269662921,0.03932584269662921,0.0056179775280898875,0.011235955056179775,0.03651685393258427,0.011235955056179775,0.0028089887640449437,0.0056179775280898875,0.0056179775280898875,0.03089887640449438,0.0056179775280898875,0.0028089887640449437,0.0056179775280898875,0.028089887640449437,0.028089887640449437,0.028089887640449437,0.028089887640449437,0.028089887640449437,0.028089887640449437
Déviations,#pales,#melisse,#pales #melisse,#le-choeur,#pan,#choeurs,#l-envie,#le-soleil,#pales #melisse #pan,#archas,#premier-prince-tyrien,#les-deux-princes-tyriens,#cadmus,#deuxieme-prince-tyrien,#arbas,#hermione,#aglante,#charite,#la-nourrice,#arbas #africains,#premier-africain,#deuxieme-africain,#le-geant,#junon,#pallas,#charite #arbas,#hermione #cadmus,#l-amour,#les-deux-princes #arbas,#les-deux-africains,#le-grand-sacrificateur,#le-choeur-des-sacrificateurs,#mars,#l-amour #cadmus,#echion,#tous-ensemble,#jupiter,#tous-les-choeurs,#l-hymen,#les-choeurs,#venus,#arbas #la-nourrice
#pales,28.03333333333333,28.03333333333333,28.03333333333333,8.1,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,0.13333333333333333,0.13333333333333333,0.43333333333333335,0.13333333333333333,0.3,0.23333333333333334,0.03333333333333333,0.13333333333333333,0.10000000000000002,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.10000000000000002,0.10000000000000002,0.13333333333333333,0.03333333333333333,0.06666666666666667,0.10000000000000002,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
#pales,28.03333333333333,28.03333333333333,28.03333333333333,8.1,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,0.13333333333333333,0.13333333333333333,0.43333333333333335,0.13333333333333333,0.3,0.23333333333333334,0.03333333333333333,0.13333333333333333,0.10000000000000002,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.10000000000000002,0.10000000000000002,0.13333333333333333,0.03333333333333333,0.06666666666666667,0.10000000000000002,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
#pales,28.03333333333333,28.03333333333333,28.03333333333333,8.1,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,0.13333333333333333,0.13333333333333333,0.43333333333333335,0.13333333333333333,0.3,0.23333333333333334,0.03333333333333333,0.13333333333333333,0.10000000000000002,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.10000000000000002,0.10000000000000002,0.13333333333333333,0.03333333333333333,0.06666666666666667,0.10000000000000002,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
#le-choeur,8.1,8.1,8.1,24.3,8.1,8.1,8.1,8.1,8.1,8.1,0.4000000000000001,0.4000000000000001,1.3,0.4000000000000001,0.8999999999999999,0.7,0.10000000000000002,0.4000000000000001,0.30000000000000004,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.30000000000000004,0.30000000000000004,0.4000000000000001,0.10000000000000002,0.20000000000000004,0.30000000000000004,0.10000000000000002,0.10000000000000002,8.1,8.1,3.2000000000000006,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002
#pales,28.03333333333333,28.03333333333333,28.03333333333333,8.1,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,0.13333333333333333,0.13333333333333333,0.43333333333333335,0.13333333333333333,0.3,0.23333333333333334,0.03333333333333333,0.13333333333333333,0.10000000000000002,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.10000000000000002,0.10000000000000002,0.13333333333333333,0.03333333333333333,0.06666666666666667,0.10000000000000002,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
#pales,28.03333333333333,28.03333333333333,28.03333333333333,8.1,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,28.03333333333333,0.13333333333333333,0.13333333333333333,0.43333333333333335,0.13333333333333333,0.3,0.23333333333333334,0.03333333333333333,0.13333333333333333,0.10000000000000002,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.10000000000000002,0.10000000000000002,0.13333333333333333,0.03333333333333333,0.06666666666666667,0.10000000000000002,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
