VALEUR,#eraste,#soliman,#herminie,#pirrus,#achmat,#perside,#alcomire,#haly,#ormane
Fréquences (scènes),0.12121212121212122,0.5757575757575758,0.48484848484848486,0.15151515151515152,0.3939393939393939,0.3333333333333333,0.12121212121212122,0.09090909090909091,0.06060606060606061
Fréquences(répliques),0.18202633085289066,0.28048082427017745,0.12650257584430452,0.0206067544361763,0.12936462507155122,0.18317115054378935,0.061820263308528904,0.010875787063537493,0.005151688609044075
Confrontation,0.056338028169014086,0.24647887323943662,0.19014084507042253,0.07042253521126761,0.1619718309859155,0.15492957746478872,0.02112676056338028,0.056338028169014086,0.04225352112676056
Déviations,#eraste,#soliman,#herminie,#pirrus,#achmat,#perside,#alcomire,#haly,#ormane
#eraste,25.484848484848484,0.21092503987240818,0.0018939393939393905,0.6060606060606061,0.21037296037296035,0.3333333333333334,0.48484848484848486,0.36363636363636365,0.24242424242424243
#soliman,0.21092503987240818,5.9393939393939394,0.06738437001594884,0.005103668261562989,0.03545577229787762,0.0701754385964913,2.303030303030303,0.9377990430622009,0.019936204146730484
#herminie,0.0018939393939393905,0.06738437001594884,8.757575757575758,0.07424242424242426,0.014568764568764544,0.020833333333333297,0.4550189393939394,1.4545454545454546,0.0009469696969696953
#pirrus,0.6060606060606061,0.005103668261562989,0.07424242424242426,23.757575757575754,0.47738927738927744,0.26666666666666655,0.25606060606060604,0.6545454545454544,1.6030303030303032
#achmat,0.21037296037296035,0.0354557722978775,0.014568764568764544,0.47738927738927744,12.121212121212121,0.025641025641025595,0.21037296037296035,0.5664335664335663,0.7878787878787878
#perside,0.33333333333333315,0.0701754385964911,0.020833333333333405,0.2666666666666667,0.025641025641025595,14.66666666666667,1.3333333333333335,0.0,2.666666666666666
#alcomire,0.48484848484848486,2.303030303030303,0.4550189393939394,0.25606060606060604,0.21037296037296035,1.3333333333333333,25.484848484848484,0.36363636363636365,0.24242424242424243
#haly,0.36363636363636365,0.9377990430622005,1.4545454545454546,0.6545454545454544,0.5664335664335667,0.0,0.36363636363636365,27.272727272727277,3.681818181818181
#ormane,0.24242424242424243,0.019936204146730484,0.0009469696969696953,1.6030303030303032,0.7878787878787878,2.6666666666666674,0.24242424242424243,3.681818181818181,29.12121212121212
Successions,#eraste,#soliman,#herminie,#pirrus,#achmat,#perside,#alcomire,#haly,#ormane
#eraste,0.0,0.5909090909090909,0.045454545454545456,0.0,0.045454545454545456,0.3181818181818182,0.0,0.0,0.0
#soliman,0.12222222222222222,0.07777777777777778,0.2777777777777778,0.03333333333333333,0.12222222222222222,0.2777777777777778,0.0,0.08888888888888889,0.0
#herminie,0.029411764705882353,0.36764705882352944,0.0,0.08823529411764706,0.19117647058823528,0.11764705882352941,0.16176470588235295,0.0,0.04411764705882353
#pirrus,0.0,0.2,0.4,0.0,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.0,0.0
#achmat,0.0,0.2894736842105263,0.3157894736842105,0.05263157894736842,0.02631578947368421,0.05263157894736842,0.23684210526315788,0.02631578947368421,0.0
#perside,0.21739130434782608,0.43478260869565216,0.21739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.0
#alcomire,0.0,0.0,0.48,0.12,0.36,0.0,0.0,0.04,0.0
#haly,0.0,0.7692307692307693,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.15384615384615385
#ormane,0.0,0.2,0.2,0.0,0.0,0.4,0.0,0.2,0.0
