VALEUR,#mardi-gras,#lord-careme
Fréquences (scènes),1.0,1.0
Fréquences(répliques),0.38,0.62
Confrontation,0.5,0.5
Déviations,#mardi-gras,#lord-careme
#mardi-gras,0.0,0.0
#mardi-gras,0.0,0.0
Successions,#mardi-gras,#lord-careme
#mardi-gras,0.0,1.0
#lord-careme,1.0,0.0
