VALEUR,#amarille,#lucile,#don-philippe,#don-juan,#don-alvaros,#philipin,#phlippin,#don-pedre,#le-prevot,#archer,#un-pelerin,#le-pelerin,#philemon,#belinde,#oriane,#l-ombre
Fréquences (scènes),0.18181818181818182,0.030303030303030304,0.15151515151515152,0.48484848484848486,0.06060606060606061,0.6666666666666666,0.030303030303030304,0.030303030303030304,0.06060606060606061,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.21212121212121213,0.06060606060606061,0.09090909090909091,0.09090909090909091
Fréquences(répliques),0.059837728194726165,0.01977687626774848,0.06592292089249494,0.26419878296146043,0.0552738336713996,0.27586206896551724,0.0005070993914807302,0.008620689655172414,0.03803245436105477,0.0035496957403651115,0.017241379310344827,0.02079107505070994,0.051217038539553755,0.02484787018255578,0.04208924949290061,0.052231237322515216
Confrontation,0.08620689655172414,0.008620689655172414,0.04310344827586207,0.2413793103448276,0.02586206896551724,0.28448275862068967,0.0,0.02586206896551724,0.034482758620689655,0.034482758620689655,0.0,0.017241379310344827,0.06896551724137931,0.034482758620689655,0.04310344827586207,0.05172413793103448
Déviations,#amarille,#lucile,#don-philippe,#don-juan,#don-alvaros,#philipin,#phlippin,#don-pedre,#le-prevot,#archer,#un-pelerin,#le-pelerin,#philemon,#belinde,#oriane,#l-ombre
#amarille,22.090909090909093,3.681818181818181,4.809090909090908,0.2840909090909091,0.36363636363636365,2.25,0.18181818181818182,3.681818181818181,1.1136363636363635,1.1136363636363635,0.18181818181818182,0.18181818181818182,1.2727272727272727,0.36363636363636365,0.5454545454545454,0.5454545454545454
#lucile,3.681818181818181,31.03030303030303,0.15151515151515152,0.48484848484848486,0.06060606060606061,0.6666666666666666,0.030303030303030304,0.030303030303030304,0.06060606060606061,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.21212121212121215,0.06060606060606061,0.09090909090909091,0.09090909090909091
#don-philippe,4.809090909090908,0.15151515151515152,23.757575757575754,0.07424242424242426,0.30303030303030304,3.333333333333333,0.15151515151515152,0.15151515151515152,0.30303030303030304,0.30303030303030304,0.15151515151515152,0.15151515151515152,1.0606060606060606,0.30303030303030304,0.4545454545454546,0.4545454545454546
#don-juan,0.2840909090909091,0.48484848484848486,0.07424242424242426,8.757575757575758,0.0009469696969696953,1.041666666666667,0.48484848484848486,0.5473484848484849,0.9696969696969697,0.9696969696969697,0.48484848484848486,0.5473484848484849,0.5725108225108225,0.0009469696969696953,0.14204545454545456,1.6420454545454544
#don-alvaros,0.36363636363636365,0.06060606060606061,0.30303030303030304,0.0009469696969696953,29.12121212121212,0.3333333333333334,0.06060606060606061,0.06060606060606061,0.12121212121212122,0.12121212121212122,0.06060606060606061,0.06060606060606061,0.4242424242424243,0.12121212121212122,0.18181818181818182,0.18181818181818182
#philipin,2.25,0.6666666666666667,3.3333333333333335,1.0416666666666659,0.33333333333333315,3.6666666666666674,0.6666666666666667,0.16666666666666657,0.0833333333333334,0.0833333333333334,0.6666666666666667,0.16666666666666657,0.38095238095238076,0.0833333333333334,0.0,0.5
#phlippin,0.18181818181818182,0.030303030303030304,0.15151515151515152,0.48484848484848486,0.06060606060606061,0.6666666666666666,31.03030303030303,0.030303030303030304,0.06060606060606061,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.21212121212121215,0.06060606060606061,0.09090909090909091,0.09090909090909091
