VALEUR,#naïade,#eraste,#la-montagne,#lisandre,#orphise,#alcandre,#alcippe,#orante,#climene,#dorante,#caritides,#ormin,#filinte,#damis,#la-riviere,#l-epine
Fréquences (scènes),0.05263157894736842,0.9473684210526315,0.3157894736842105,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.05263157894736842
Fréquences(répliques),0.04081632653061224,0.3952738990332975,0.06766917293233082,0.034371643394199784,0.0322234156820623,0.00966702470461869,0.04189044038668099,0.04940923737916219,0.0397422126745435,0.11493018259935553,0.05800214822771214,0.05155746509129968,0.021482277121374866,0.036519871106337275,0.004296455424274973,0.0021482277121374865
Confrontation,0.0,0.39285714285714285,0.125,0.017857142857142856,0.08928571428571429,0.03571428571428571,0.017857142857142856,0.03571428571428571,0.03571428571428571,0.017857142857142856,0.017857142857142856,0.017857142857142856,0.017857142857142856,0.08928571428571429,0.03571428571428571,0.05357142857142857
Déviations,#naïade,#eraste,#la-montagne,#lisandre,#orphise,#alcandre,#alcippe,#orante,#climene,#dorante,#caritides,#ormin,#filinte,#damis,#la-riviere,#l-epine
#naïade,17.05263157894737,0.9473684210526315,0.3157894736842105,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.05263157894736842
#eraste,0.9473684210526315,0.052631578947368654,0.017543859649122816,0.0029239766081871404,0.008771929824561408,0.0029239766081871404,0.0029239766081871404,0.0029239766081871404,0.0029239766081871404,0.0029239766081871404,0.0029239766081871404,0.0029239766081871404,0.0029239766081871404,0.005847953216374281,0.0029239766081871404,0.0029239766081871404
#la-montagne,0.3157894736842105,0.017543859649122816,8.894736842105264,0.3157894736842105,0.9473684210526315,1.4824561403508774,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.631578947368421,0.3157894736842105,0.3157894736842105
#lisandre,0.05263157894736842,0.0029239766081871404,0.3157894736842105,17.05263157894737,0.15789473684210525,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.05263157894736842
#orphise,0.15789473684210525,0.008771929824561408,0.9473684210526315,0.15789473684210525,13.473684210526315,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,1.4824561403508774,0.15789473684210525,4.491228070175438
#alcandre,0.05263157894736842,0.0029239766081871404,1.4824561403508774,0.05263157894736842,0.15789473684210525,17.05263157894737,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.05263157894736842
#alcippe,0.05263157894736842,0.0029239766081871404,0.3157894736842105,0.05263157894736842,0.15789473684210525,0.05263157894736842,17.05263157894737,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.05263157894736842
#orante,0.05263157894736842,0.0029239766081871404,0.3157894736842105,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.05263157894736842,17.05263157894737,17.05263157894737,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.05263157894736842
