Play Name,First closest,Average distance,First distance,Cast Matching 1,Second closest,Cast Matching 2
Acis et Galatée,Daphné,0.14122190394179573,5.916666666666666,"[('aminte1', ('aminte2', 1.0)), ('le-choeur1', ('le-choeur2', 1.0)), ('apollon1', ('apollon2', 1.0)), ('diane1', ('diane2', 1.0)), ('un-sylvain1', ('un-sylvain2', 1.0)), ('comus1', ('momus2', 0.9166666666666666)), ('tircis1', ('un-poete-satirique2', 0)), ('le-pretre1', ('daphnis2', 0)), ('une-dryade1', ('jupiter2', 0)), ('neptune1', ('philis2', 0)), ('galatee1', ('le-mechant-poete2', 0)), ('teleme1', ('mercure2', 0)), ('deux-naïades1', ('heures2', 0)), ('acis1', ('une-muse-lyrique2', 0)), ('l-abondance1', ('autre-muse-lyrique2', 0)), ('une-naïade1', ('un-poete-heroïque2', 0)), ('scylla1', ('thalie2', 0)), ('polipheme1', ('philis-et-daphnis2', 0)), ('choeur-de-divinites1', ('melpomene2', 0))]",Isis,"(3.9523809523809526, [('le-choeur1', ('le-choeur2', 1.0)), ('apollon1', ('apollon2', 1.0)), ('neptune1', ('neptune2', 1.0)), ('choeur-de-divinites1', ('choeur-des-divinites2', 0.9523809523809523)), ('un-sylvain1', ('egypte2', 0)), ('comus1', ('choeur_divinites2', 0)), ('le-pretre1', ('les-maladies-violentes2', 0)), ('acis1', ('furie2', 0)), ('l-abondance1', ('peuples2', 0)), ('teleme1', ('parques2', 0)), ('galatee1', ('les-parques2', 0)), ('scylla1', ('suite-des-parques2', 0)), ('tircis1', ('choeur2', 0)), ('deux-naïades1', ('l-inondation2', 0)), ('diane1', ('la-renommee2', 0)), ('une-naïade1', ('ensemble2', 0)), ('aminte1', ('tous-ensemble2', 0)), ('une-dryade1', ('jupiter_junon2', 0)), ('polipheme1', ('les-maladies-languissantes2', 0))])"
Adrien,Le Véritable Saint Genest,0.04892507132019987,3.8831168831168834,"[('sergeste1', ('sergeste2', 1.0)), ('valerie1', ('valerie2', 1.0)), ('diocletien1', ('diocletian2', 0.9545454545454546)), ('adrien1', ('adrian2', 0.9285714285714286)), ('sebaste1', ('albin2', 0)), ('marcellin1', ('octave2', 0)), ('julie1', ('camille2', 0))]",La Mort des Enfants de Brute,"(2.0, [('julie1', ('julie2', 1.0)), ('marcellin1', ('marcellin2', 1.0)), ('brute1', ('diocletien2', 0)), ('tullie1', ('sebaste2', 0)), ('tibere1', ('sergeste2', 0)), ('vitelle1', ('adrien2', 0)), ('tite1', ('valerie2', 0))])"
Aétius,Andronic,0.024314952638700947,2.0,"[('eudoxe1', ('eudoxe2', 1.0)), ('leon1', ('leon2', 1.0)), ('flavian1', ('irene2', 0)), ('aetius1', ('aspar2', 0)), ('valentinian1', ('gelas2', 0)), ('maxime1', ('narcee2', 0)), ('flavie1', ('marcene2', 0))]",Maximian,"(2.0, [('flavie1', ('flavie2', 1.0)), ('maxime1', ('maxime2', 1.0)), ('aetius1', ('constance2', 0)), ('flavian1', ('severe2', 0)), ('eudoxe1', ('licine2', 0)), ('leon1', ('constantin2', 0)), ('valentinian1', ('lucie2', 0))])"
Alcibiade,Xercès,0.02065464230552187,3.0,"[('barsine1', ('barsine2', 1.0)), ('amestris1', ('amestris2', 1.0)), ('artaxerce1', ('artaxerce2', 1.0)), ('palmis1', ('merodate2', 0)), ('memnon1', ('phenice2', 0)), ('artemise1', ('arsace2', 0)), ('alcibiade1', ('darius2', 0)), ('amintas1', ('cleone2', 0)), ('pharnabaze1', ('tysapherne2', 0))]",Darius,"(2.0, [('barsine1', ('barsine2', 1.0)), ('amestris1', ('amestris2', 1.0)), ('amintas1', ('statira2', 0)), ('alcibiade1', ('darius2', 0)), ('memnon1', ('oropaste2', 0)), ('artaxerce1', ('ochus2', 0)), ('pharnabaze1', ('megabise2', 0)), ('artemise1', ('bagoas2', 0))])"
Andronic,Pulchérie,0.03343079450995554,4.0,"[('irene1', ('irene2', 1.0)), ('martian1', ('martian2', 1.0)), ('aspar1', ('aspar2', 1.0)), ('leon1', ('leon2', 1.0)), ('marcene1', ('pulcherie2', 0)), ('crispe1', ('justine2', 0))]","Héraclius, Empereur d'Orient","(3.0, [('crispe1', ('crispe2', 1.0)), ('martian1', ('martian2', 1.0)), ('eudoxe1', ('eudoxe2', 1.0)), ('marsene1', ('page2', 0)), ('andronic1', ('exupere2', 0)), ('leonce1', ('leontine2', 0)), ('l-empereur1', ('heraclius2', 0)), ('irene1', ('pulcherie2', 0)), ('marcene1', ('phocas2', 0)), ('leon1', ('amyntas2', 0))])"
Arminius,Arminius ou Les Frères Ennemis,0.018267929634641408,2.0,"[('segeste1', ('segeste2', 1.0)), ('arminius1', ('arminius2', 1.0)), ('barsine1', ('segimire2', 0)), ('sunnon1', ('cecina2', 0)), ('varus1', ('emile2', 0)), ('sigismond1', ('agrippine2', 0)), ('ismenie1', ('flavian2', 0)), ('polixene1', ('hercinie2', 0)), ('sinorix1', ('germanicus2', 0))]",Polixène,"(1.0, [('polixene1', ('polixene2', 1.0)), ('calchas1', ('barsine2', 0)), ('ulysse1', ('sigismond2', 0)), ('pyrrhus1', ('segeste2', 0)), ('hecube1', ('arminius2', 0)), ('phenix1', ('tullus2', 0)), ('idas1', ('sinorix2', 0))])"
"Juba, Roi de Mauritanie",Mérope,0.016436303885559635,1.9285714285714286,"[('merope1', ('merope2', 1.0)), ('narbal1', ('narbas2', 0.9285714285714286)), ('juba1', ('erox2', 0)), ('theocle1', ('ismenie2', 0)), ('oppius1', ('eurycles2', 0)), ('barce1', ('egisthe2', 0)), ('petreius1', ('polyphonte2', 0))]",Aristodème,"(1.0, [('merope1', ('merope2', 1.0)), ('tisis1', ('barce2', 0)), ('epebole1', ('petreius2', 0)), ('aristodeme1', ('oppius2', 0)), ('alcidamas1', ('juba2', 0)), ('le-roi1', ('theocle2', 0)), ('argie1', ('narbal2', 0))])"
Phocion,"Argélie, Reine de Thessalie",0.06517816869643667,3.0,"[('arcas1', ('arcas2', 1.0)), ('cleon1', ('cleon2', 1.0)), ('dione1', ('dione2', 1.0)), ('timagene1', ('alcinous2', 0)), ('clytie1', ('phocion2', 0)), ('ismene1', ('agnonide2', 0)), ('phoenix1', ('clitus2', 0)), ('argelie1', ('chrisis2', 0))]",Esope à la Cour,"(2.0, [('cleon1', ('cleon2', 1.0)), ('licas1', ('licas2', 1.0)), ('esope1', ('agnonide2', 0)), ('tirrene1', ('arcas2', 0)), ('iphis1', ('clitus2', 0)), ('cresus1', ('alcinous2', 0)), ('arsinoe1', ('dione2', 0)), ('trasibule1', ('phocion2', 0)), ('un-petit-genie1', ('chrisis2', 0))])"
Pompeia,Polyeucte Martyr,0.053055931438881376,2.0,"[('felix1', ('felix2', 1.0)), ('albin1', ('albin2', 1.0)), ('messala1', ('severe2', 0)), ('philla1', ('nearque2', 0)), ('plotine1', ('polyeucte2', 0)), ('rufus1', ('fabian2', 0)), ('julie1', ('stratonice2', 0)), ('clodius1', ('pauline2', 0)), ('pompeia1', ('cleon2', 0))]",Geta,"(2.0, [('julie1', ('julie2', 1.0)), ('albin1', ('albin2', 1.0)), ('clodius1', ('justine2', 0)), ('pompeia1', ('emilie2', 0)), ('rufus1', ('pauline2', 0)), ('messala1', ('arcas2', 0)), ('philla1', ('antonin2', 0)), ('felix1', ('geta2', 0))])"
Tachmas,Hercule,0.02355982988594626,1.9166666666666665,"[('phenice1', ('phenice2', 1.0)), ('lycan1', ('lycas2', 0.9166666666666666)), ('soliman1', ('dejanire2', 0)), ('tachmas1', ('dirce2', 0)), ('negare1', ('hercule2', 0)), ('ismaël1', ('iole2', 0))]",Mustapha et Zéangir,"(1.0, [('soliman1', ('soliman2', 1.0)), ('lycan1', ('le-prince2', 0)), ('phenice1', ('ali2', 0)), ('negare1', ('osman2', 0)), ('tachmas1', ('achmet2', 0)), ('ismaël1', ('felime2', 0))])"
Tiridate,Xercès,0.022096569796163836,3.0,"[('barsine1', ('barsine2', 1.0)), ('arsace1', ('arsace2', 1.0)), ('artaban1', ('artaban2', 1.0)), ('talestris1', ('phenice2', 0)), ('orasie1', ('merodate2', 0)), ('tiridate1', ('darius2', 0)), ('timagene1', ('cleone2', 0)), ('erinice1', ('artaxerce2', 0)), ('abradate1', ('tysapherne2', 0)), ('mitrane1', ('amestris2', 0))]",Sémiramis,"(2.0, [('mitrane1', ('mitrane2', 1.0)), ('arsace1', ('arsace2', 1.0)), ('oroes1', ('artaban2', 0)), ('assur1', ('orasie2', 0)), ('azema1', ('tiridate2', 0)), ('semiramis1', ('timagene2', 0)), ('cedar1', ('barsine2', 0)), ('ninias1', ('abradate2', 0)), ('otane1', ('erinice2', 0)), ('l-ombre1', ('talestris2', 0))])"
Virginie,Polyeucte Martyr,0.024947913310565544,2.0,"[('severe1', ('severe2', 1.0)), ('fabian1', ('fabian2', 1.0)), ('camille1', ('stratonice2', 0)), ('clodius1', ('nearque2', 0)), ('appius1', ('cleon2', 0)), ('virginie1', ('felix2', 0)), ('icile1', ('pauline2', 0)), ('fulvie1', ('polyeucte2', 0)), ('plautie1', ('albin2', 0))]",Manlius,"(2.0, [('pison1', ('pison2', 1.0)), ('camille1', ('camille2', 1.0)), ('plautie1', ('phenice2', 0)), ('fabian1', ('manlius2', 0)), ('clodius1', ('torquatus2', 0)), ('virginie1', ('omphale2', 0)), ('appius1', ('junius2', 0))])"
Le Mari Directeur ou Le Déménagement du Couvent,Le Moulin de Javelle.,0.03478574875733197,2.0,"[('la-fleur1', ('la-fleur2', 1.0)), ('nicolas1', ('nicolas2', 1.0)), ('gabriel1', ('la-comtesse2', 0)), ('petronille1', ('tous-les-acteurs-et-actrices2', 0)), ('agnes1', ('les-filles-de-la-noce2', 0)), ('theotime1', ('la-mere2', 0)), ('l-abbesse1', ('tous-les-acteurs2', 0)), ('la-tourriere1', ('les-mitrons-et-les-mitronnes2', 0)), ('appoline1', ('les-mitrons2', 0)), ('dorval1', ('la-mariee2', 0)), ('madame-dorval1', ('ganivet2', 0)), ('eudalie1', ('le-marie2', 0)), ('seraphin1', ('le-chœur2', 0))]",Le Français en Huronie,"(2.0, [('la-fleur1', ('la-fleur2', 1.0)), ('dorval1', ('dorval2', 1.0)), ('l-abbesse1', ('le-sauvage2', 0)), ('gabriel1', ('frontin2', 0)), ('seraphin1', ('zamire2', 0)), ('petronille1', ('valcour2', 0))])"
Le Réveil d'Epiménide à Paris.,La Diligence de Lyon,0.08065869628792498,2.0,"[('le-notaire1', ('le-notaire2', 1.0)), ('le-tailleur1', ('le-tailleur2', 1.0)), ('crisante1', ('v2', 0)), ('gorgi1', ('la-baronne2', 0)), ('l-abbe1', ('la-presidente2', 0)), ('josephine1', ('le-prince2', 0)), ('cabriole1', ('le-maitre-d-hotel2', 0)), ('fatras1', ('le-pirnce2', 0)), ('madame-brochure1', ('mmoron2', 0)), ('nicolas1', ('mademoiselle-pouf2', 0)), ('damon1', ('le-coiffeur2', 0)), ('rature1', ('milady2', 0)), ('epimenide1', ('tous-les-acteurs2', 0)), ('dharcourt1', ('l-hotesse2', 0)), ('un-tailleur1', ('la-servante2', 0)), ('le-procureur1', ('milord2', 0)), ('d-harcourt1', ('un-officier-de-justice2', 0)), ('ariste1', ('l-officier-de-justice2', 0))]",La Foire de Besons,"(2.0, [('le-notaire1', ('le-notaire2', 1.0)), ('l-abbe1', ('l-abbe2', 1.0)), ('d-harcourt1', ('le-marinier2', 0)), ('madame-brochure1', ('monsieur-griffard2', 0)), ('rature1', ('mariane2', 0)), ('le-tailleur1', ('eraste2', 0)), ('un-tailleur1', ('madame-argante2', 0)), ('le-procureur1', ('l-olive2', 0)), ('fatras1', ('chouchette2', 0)), ('josephine1', ('clitandre2', 0)), ('gorgi1', ('le-nourricier2', 0)), ('crisante1', ('le-chevalier2', 0)), ('damon1', ('frosine2', 0)), ('epimenide1', ('le-tabellion2', 0)), ('ariste1', ('tous2', 0)), ('cabriole1', ('cidalise2', 0)), ('nicolas1', ('monsieur-guillemin2', 0)), ('dharcourt1', ('madame-guillemin2', 0))])"
Le Compliment,Les Corbeaux Drame en Quatre Actes et en Prose,0.01573071718538566,1.0,"[('marie1', ('marie2', 1.0)), ('auguste1', ('renee2', 0)), ('blanche1', ('bonne-maman2', 0)), ('judith1', ('alice2', 0)), ('madame-vigneron1', ('gabrielle2', 0)), ('vigneron1', ('madame-de-lucet2', 0))]","Ma Soeur Claire, Comédie","(1.0, [('alice1', ('alice2', 1.0)), ('madame-bernier1', ('madame-de-lucet2', 0)), ('nanon1', ('gabrielle2', 0)), ('claire1', ('bonne-maman2', 0))])"
La Dame en Noir,Les Fées ou Les Contes de ma Mère L'Oye.,0.013531799729364006,1.0,"[('la-dame1', ('la-dame2', 1.0)), ('pierrot1', ('pierre2', 0)), ('octave1', ('andre2', 0))]",Docteur Cornibus,"(1.0, [('la-dame1', ('la-dame2', 1.0)), ('guignol1', ('andre2', 0)), ('le-docteur1', ('pierre2', 0))])"
Le Docteur Sourabaya,Arlequin Misanthrope,0.026877152786320583,1.0,"[('le-docteur1', ('le-docteur2', 1.0)), ('octave1', ('l-un-des-aides2', 0)), ('scaramouche1', ('l-aide-de-gauche2', 0)), ('une-espagnolette1', ('felix2', 0)), ('colombine1', ('l-autre-aide2', 0)), ('arlequin1', ('roger2', 0)), ('monsieur-disanvray1', ('l-aide-de-droite2', 0)), ('leandre1', ('une-bonne2', 0)), ('un-espagnol1', ('bonne-maman2', 0))]",Pasquin et Marforio.,"(1.0, [('le-docteur1', ('le-docteur2', 1.0)), ('angelique1', ('l-aide-de-gauche2', 0)), ('leonor1', ('l-aide-de-droite2', 0)), ('marforio1', ('l-autre-aide2', 0)), ('la-medisance1', ('felix2', 0)), ('la-verite1', ('bonne-maman2', 0)), ('le-cuisinier1', ('l-un-des-aides2', 0)), ('pierrot1', ('une-bonne2', 0)), ('pasquin1', ('roger2', 0))])"
Le Mariage des Fleurs,Don Juan ou Le Festin de Pierre,0.0006765899864682003,1.0,"[('la-violette1', ('la-violette2', 1.0)), ('la-paquerette1', ('ragotin2', 0)), ('la-giroflee1', ('mathurine2', 0)), ('le-cyclamen1', ('don-alonse2', 0)), ('la-marguerite1', ('francisque2', 0)), ('les-fleurs1', ('le-spectre2', 0)), ('l-eglantine1', ('don-carlos2', 0)), ('l-oeillet1', ('la-ramee2', 0)), ('le-bluet1', ('la-statue2', 0)), ('le-liseron1', ('pierrot2', 0)), ('l-aubepine1', ('dona-elvire2', 0)), ('monsieur-printemps1', ('don-juan2', 0)), ('la-rose1', ('gusman2', 0)), ('l-oranger1', ('sganarelle2', 0)), ('le-myosotis1', ('don-louis2', 0)), ('le-coquelicot1', ('charlotte2', 0)), ('la-pensee1', ('monsieur-dimanche2', 0))]","Argélie, Reine de Thessalie","(0, [('argelie1', ('le-ver-luisant2', 0)), ('clytie1', ('la-rosee2', 0)), ('timagene1', ('le-zephir2', 0)), ('phoenix1', ('le-rossignol2', 0)), ('arcas1', ('la-rose2', 0)), ('ismene1', ('le-printemps2', 0)), ('dione1', ('le-papillon2', 0)), ('cleon1', ('monsieur-printemps2', 0))])"
Le Petit Prétentieux,"Un Garçon de Dix-Huit Ans, Saynète",0.012122237257555252,1.0,"[('albert1', ('albert2', 1.0)), ('prosper1', ('georges2', 0)), ('eugenie1', ('monsieur-constant2', 0))]",L'Homme qui A Tué la Mort,"(1.0, [('le-directeur1', ('le-directeur2', 1.0)), ('l-aumonier1', ('marcel2', 0)), ('bricard1', ('georges2', 0)), ('morales1', ('albert2', 0)), ('le-juge1', ('jean2', 0)), ('benoit1', ('monsieur-constant2', 0)), ('gauvain1', ('lucienne2', 0))])"
Le Rondeau,Les Corbeaux Drame en Quatre Actes et en Prose,0.01618983181906051,1.0,"[('blanche1', ('blanche2', 1.0)), ('auguste1', ('jeanne2', 0)), ('judith1', ('antoinette2', 0)), ('vigneron1', ('les-jeunes-filles2', 0)), ('madame-vigneron1', ('berthe2', 0)), ('marie1', ('amelie2', 0))]",L'Enlèvement Comédie en Trois Actes,"(1.0, [('antoinette1', ('antoinette2', 1.0)), ('de-la-rouvre1', ('les-jeunes-filles2', 0)), ('adele1', ('blanche2', 0)), ('raoul1', ('jeanne2', 0)), ('emma1', ('berthe2', 0)), ('madame-de-sainte-croix1', ('amelie2', 0))])"
Les Défauts de Paul,"L'Ecole du Piston, Comédie",0.010825439783491205,1.0,"[('lucie1', ('lucie2', 1.0)), ('adrien1', ('etienne2', 0)), ('l-adjudant1', ('gilberte2', 0)), ('robert1', ('paul2', 0)), ('madame-pruneau1', ('la-femme-de-chambre2', 0))]",Le Comte de Neuilly,"(1.0, [('lucie1', ('lucie2', 1.0)), ('le-marquis1', ('paul2', 0)), ('nelton1', ('gilberte2', 0)), ('la-marquise1', ('etienne2', 0)), ('le-comte1', ('la-femme-de-chambre2', 0))])"
Les Heures,Le Gora,0.007442489851150203,1.0,"[('gustave1', ('gustave2', 1.0)), ('helene1', ('bobechotte2', 0))]",Eux ! Saynète,"(1.0, [('helene1', ('helene2', 1.0)), ('gustave1', ('achille2', 0))])"
Roi et Reine,Molière et ses Amis ou La Soirée d'Auteuil,0.05277401894451962,1.0,"[('isabelle1', ('isabelle2', 1.0)), ('laforet1', ('louis2', 0))]",Le Prix d'un Moment,"(1.0, [('louis1', ('louis2', 1.0)), ('le-vieillard1', ('isabelle2', 0))])"
Rose et Rosette,L'Amour Quêteur,0.009320027063599459,1.0,"[('rosette1', ('rosette2', 1.0)), ('l-amour1', ('madame-de-lancy2', 0)), ('mercure1', ('rose2', 0))]",Les Amours de Calotin,"(1.0, [('rosette1', ('rosette2', 1.0)), ('rose1', ('le-marquis2', 0)), ('madame-de-lancy1', ('boniface2', 0))])"
Un Duel,Le Jeu d'Esmorée,0.011502029769959404,1.0,"[('robert1', ('robert2', 1.0)), ('l-astrologue1', ('charles2', 0)), ('damiette1', ('rorert2', 0)), ('la-reine1', ('rolland2', 0)), ('esmoree1', ('clement2', 0)), ('le-roi-chretien1', ('francis2', 0)), ('le-roi-maure1', ('le-maitre-d-etudes2', 0))]",Le Prix d'un Moment,"(1.0, [('louis1', ('louis2', 1.0)), ('va-le-galop1', ('le-maitre-d-etudes2', 0)), ('le-vieillard1', ('charles2', 0)), ('dumont1', ('francis2', 0)), ('serre-fort1', ('rorert2', 0))])"
A Bon Chat Bon Rat,On ne Connait pas le Vin au Cercle,0.062415426251691476,1.9,"[('le-chevalier1', ('le-chevalier2', 1.0)), ('mademoiselle-dupin1', ('mademoiselle-dumeny2', 0.9)), ('monsieur-de-montire1', ('madame-dumeny2', 0)), ('madame-de-montire1', ('le-maitre-a-danser2', 0))]",Les Trois Spectacles Prologue,"(1.0, [('le-chevalier1', ('le-chevalier2', 1.0)), ('le-commandeur1', ('mademoiselle-dupin2', 0)), ('julie1', ('monsieur-de-montire2', 0)), ('la-marquise1', ('madame-de-montire2', 0))])"
"A Trompeur, Trompeur et Demi",La Veuve Avare ou A Trompeur Trompeur et Demi,0.06206021650879567,4.0,"[('monsieur-du-bouloir1', ('monsieur-du-bouloir2', 1.0)), ('madame-de-rupert1', ('madame-de-rupert2', 1.0)), ('lapierre1', ('lapierre2', 1.0)), ('le-chevalier1', ('le-chevalier2', 1.0))]",L'Egoïsme,"(1.9, [('le-chevalier1', ('le-chevalier2', 1.0)), ('la-pierre1', ('lapierre2', 0.9)), ('durand1', ('monsieur-du-bouloir2', 0)), ('clermon1', ('madame-de-rupert2', 0))])"
L'Abbé de Coure-Dîner.,Le Portrait,0.1292794316644114,3.0,"[('la-france1', ('la-france2', 1.0)), ('champagne1', ('champagne2', 1.0)), ('l-abbe1', ('l-abbe2', 1.0)), ('monsieur-de-monfort1', ('germain2', 0)), ('le-president1', ('la-presidente2', 0)), ('julie1', ('le-comte2', 0)), ('la-marquise1', ('comtois2', 0)), ('monsieur-de-montfort1', ('le-baron2', 0)), ('flamand1', ('monsieur-durbain2', 0)), ('monsieur-bournin1', ('la-comtesse2', 0)), ('dame-anne1', ('monsieur-bernard2', 0)), ('beaulieu1', ('le-chevalier2', 0))]",L'Esprit des Moeurs au Dix-Huitième Siécle,"(3.0, [('le-president1', ('le-president2', 1.0)), ('la-marquise1', ('la-marquise2', 1.0)), ('l-abbe1', ('l-abbe2', 1.0)), ('dame-anne1', ('kilacare2', 0)), ('champagne1', ('l-exempt2', 0)), ('monsieur-de-monfort1', ('le-marquis2', 0)), ('beaulieu1', ('la-verdure2', 0)), ('madame-bertrand1', ('le-baron2', 0)), ('babet1', ('le-vicomte2', 0)), ('monsieur-bournin1', ('pamene2', 0)), ('flamand1', ('germon2', 0)), ('monsieur-de-montfort1', ('chanteurs-du-cantique2', 0)), ('julie1', ('ensemble2', 0)), ('la-france1', ('adeline2', 0))])"
L'Abbé de Plâtre,L'Ecole des Bourgeois,0.01575085379212578,1.0,"[('le-commissaire1', ('le-commissaire2', 1.0)), ('benjamine1', ('un-archer2', 0)), ('damis1', ('mademoiselle-agathe2', 0)), ('le-marquis1', ('laurent2', 0)), ('monsieur-mathieu1', ('monsieur-l-echalas2', 0)), ('madame-abraham1', ('monsieur-de-saint-ival2', 0)), ('monsieur-pot-de-vin1', ('labrie2', 0)), ('marthon1', ('monsieur-de-saint-ival-pere2', 0)), ('le-laquais1', ('monsieur-de-leurmont2', 0))]","On Fait ce qu'on Peut, Non pas ce qu'on Veut","(1.0, [('le-commissaire1', ('le-commissaire2', 1.0)), ('le-soufleur1', ('un-archer2', 0)), ('madame-pointu1', ('monsieur-de-leurmont2', 0)), ('l-abbe1', ('labrie2', 0)), ('franville1', ('monsieur-de-saint-ival2', 0)), ('en-dedans1', ('laurent2', 0)), ('le-valet1', ('monsieur-de-saint-ival-pere2', 0)), ('leandre1', ('monsieur-l-echalas2', 0)), ('pointu1', ('mademoiselle-agathe2', 0))])"
Alménorade,"Agon, Sultan de Bantam",0.008405329447278027,1.0,"[('hassan1', ('hassan2', 1.0)), ('orcanor1', ('stenvic2', 0)), ('elmire1', ('saint-martin2', 0)), ('almenorade1', ('ibrahim2', 0)), ('le-souffleur1', ('sadi2', 0)), ('le-sultan1', ('agon2', 0))]",Le Tartuffe ou L'Hypocrite,"(1.0, [('elmire1', ('elmire2', 1.0)), ('le-souffleur1', ('orgon2', 0)), ('orcanor1', ('damis2', 0)), ('almenorade1', ('cleante2', 0)), ('hassan1', ('tartuffe2', 0)), ('le-sultan1', ('madame-pernelle2', 0))])"
L'Après-Dinée,L'Actrice Nouvelle,0.12509542310794,3.0,"[('le-laquais1', ('le-laquais2', 1.0)), ('l-abbe1', ('l-abbe2', 1.0)), ('le-chevalier1', ('le-chevalier2', 1.0)), ('rosalie1', ('tous-les-hommes2', 0)), ('monsieur-de-vernant1', ('le-financier2', 0)), ('madame-de-vernant1', ('lisette2', 0))]",La Critique de la Tragédie Charles Ix de Chénier,"(2.909090909090909, [('l-abbe1', ('l-abbe2', 1.0)), ('le-chevalier1', ('le-chevalier2', 1.0)), ('le-laquais1', ('le-laqauis2', 0.9090909090909091)), ('rosalie1', ('dorimon2', 0)), ('monsieur-de-vernant1', ('la-marquise2', 0)), ('madame-de-vernant1', ('la-vidame2', 0))])"
L'Auteur Avantageux.,L'Après-Dinée,0.07983761840324763,2.0,"[('l-abbe1', ('l-abbe2', 1.0)), ('le-chevalier1', ('le-chevalier2', 1.0)), ('madame-de-vernant1', ('le-comedien2', 0))]",Le Portrait,"(2.0, [('l-abbe1', ('l-abbe2', 1.0)), ('le-chevalier1', ('le-chevalier2', 1.0)), ('le-comedien1', ('monsieur-bernard2', 0))])"
L'Aveugle Avare,Le Retour des Officiers,0.0012291384754172304,0.9166666666666666,"[('monsieur-savoneau1', ('monsieur-rapineau2', 0.9166666666666666)), ('janneton1', ('maturin2', 0)), ('tatonet1', ('mademoiselle-lolotte2', 0))]",Les Promenades de Paris,"(0.9, [('janneton1', ('jeanneton2', 0.9)), ('monsieur-savoneau1', ('octave2', 0)), ('tatonet1', ('le-choeur2', 0))])"
L'Avocat Chansonnier.,La Comédie sans Titre,0.00751759939429087,1.0,"[('monsieur-de-la-motte1', ('monsieur-de-la-motte2', 1.0)), ('merlin1', ('madame-poursuit2', 0)), ('monsieur-michaut1', ('la-pierre2', 0)), ('oronte1', ('monsieur-de-la-barre2', 0))]",L'Egoïsme,"(1.0, [('la-pierre1', ('la-pierre2', 1.0)), ('marton1', ('monsieur-de-la-motte2', 0)), ('durand1', ('monsieur-de-la-barre2', 0)), ('clermon1', ('madame-poursuit2', 0))])"
L'Avocat Consultant.,"L'Etrangleuse, Pièce en un Acte",0.0025964140730717184,1.0,"[('benoit1', ('benoit2', 1.0)), ('une-voix1', ('monsieur-de-saint-hilaire2', 0)), ('florestine1', ('monsieur-galand2', 0)), ('la-comtesse1', ('monsieur-de-cachant2', 0))]",L'Homme qui A Tué la Mort,"(1.0, [('benoit1', ('benoit2', 1.0)), ('le-directeur1', ('monsieur-galand2', 0)), ('le-juge1', ('monsieur-de-saint-hilaire2', 0)), ('bricard1', ('monsieur-de-cachant2', 0))])"
Le Bal,Les Fonds Perdus,0.23617925180897797,3.0,"[('lisette1', ('lisette2', 1.0)), ('merlin1', ('merlin2', 1.0)), ('valere1', ('valere2', 1.0)), ('monsieur-grasset1', ('angelique2', 0)), ('sotencour1', ('monsieur-oronte2', 0)), ('monsieur-la-montagne1', ('le-notaire2', 0)), ('gillette1', ('le-begue2', 0)), ('mathieu-crochet1', ('madame-gerante2', 0))]",L'Usurier Gentilhomme,"(3.0, [('le-baron1', ('le-baron2', 1.0)), ('le-choeur1', ('le-choeur2', 1.0)), ('lisette1', ('lisette2', 1.0)), ('monsieur-grasset1', ('crispin2', 0)), ('monsieur-la-montagne1', ('troisieme-musicien2', 0)), ('mathieu-crochet1', ('fontaubin2', 0)), ('merlin1', ('henriette2', 0)), ('leonore1', ('monsieur-mananville2', 0)), ('une-bergere1', ('ragotin2', 0)), ('geronte1', ('jasmin2', 0)), ('les-masques1', ('listte2', 0)), ('sotencour1', ('premier-musicien2', 0)), ('valere1', ('colas2', 0)), ('gillette1', ('second-musicien2', 0))])"
Les Bons,Le Chapon au Gros Sel.,0.0327986235089435,2.0,"[('monsieur-dupont1', ('monsieur-dupont2', 1.0)), ('monsieur-despres1', ('monsieur-despres2', 1.0)), ('l-abbe1', ('claude2', 0)), ('delisle1', ('monsieur-guarini2', 0)), ('monsieur-degrantier1', ('madame-minot2', 0))]",Le Portier du Parnasse,"(1.0, [('l-abbe1', ('l-abbe2', 1.0)), ('tomverd1', ('monsieur-demerin2', 0)), ('tranchet1', ('monsieur-dupont2', 0)), ('apollon1', ('monsieur-degrantier2', 0)), ('thalie1', ('lafond2', 0)), ('barbaro1', ('monsieur-despres2', 0)), ('des-accents1', ('delisle2', 0)), ('apolllon1', ('madame-devillemare2', 0)), ('melpomene1', ('monsieur-hochepot2', 0)), ('terpsicore1', ('dubois2', 0))])"
Le Boudoir.,"La Cloison, Comédie",0.07092417180373879,2.0,"[('le-chevalier1', ('le-chevalier2', 1.0)), ('sophie1', ('sophie2', 1.0)), ('monsieur-de-bourval1', ('le-baron2', 0)), ('mademoiselle-de-saint-edme1', ('un-laquais2', 0)), ('monsieur-d-orsant1', ('lindor2', 0))]",Les Trois Spectacles Prologue,"(1.0, [('le-chevalier1', ('le-chevalier2', 1.0)), ('le-vicomte1', ('monsieur-d-orsant2', 0)), ('le-commandeur1', ('sophie2', 0)), ('julie1', ('monsieur-de-bourval2', 0)), ('la-marquise1', ('mademoiselle-de-saint-edme2', 0))])"
