Play,Closest play Spacy,Closest distance Spacy,Closest play Manual,Closest distance Manual,Closest play Doc_embedding,Closest distance Doc_embedding
dancourt-parisienne,dufresny-faux-honnete-homme,0.0075,dancourt-foire-de-besons,0.0153,dancourt-folle-enchere,0.0026
dancourt-prix-arquebuse,lesage-turcaret,0.009,dancourt-impromptu-de-garnison,0.0147,regnard-coquette,0.0031
dancourt-renaud-armide,dancourt-colin-maillard,0.0054,dancourt-colin-maillard,0.0093,dancourt-colin-maillard,0.0024
dancourt-retour-des-officiers,dancourt-foire-de-besons,0.0063,dancourt-vendanges-de-suresnes,0.0134,dancourt-gazette,0.0028
dancourt-sancho,grevin-tresoriere,0.0115,guerin-de-bouscal-dom-quixote-2,0.0203,barquebois-rapiniere,0.0048
dancourt-trahison-punie,corneillet-dom-cesar-d-avalos,0.0082,corneillet-dom-cesar-d-avalos,0.0123,dancourt-enfants-de-paris,0.0032
dancourt-tuteur,dancourt-bourgeoises-a-la-mode,0.0064,dancourt-foire-de-besons,0.0123,dancourt-parisienne,0.0029
dancourt-vacances,dancourt-curieux,0.0084,dancourt-femme-d-intrigues,0.0142,dancourt-curieux,0.002
dancourt-vendanges-de-suresnes,dancourt-moulin-de-javelle,0.007,dancourt-charivari,0.0087,dancourt-renaud-armide,0.0026
dancourt-vendanges,dancourt-colin-maillard,0.011,dancourt-tuteur,0.0198,dancourt-mari-retrouve,0.0039
dancourt-vert-galant,dancourt-gazette,0.0126,dancourt-agioteurs,0.0181,dancourt-vendanges-de-suresnes,0.0033
de-caux-marius,henault-marius-a-cirte,0.0,henault-marius-a-cirte,0.0,henault-marius-a-cirte,0.0
delavigne-comediens,cubieres-palmezeaux-mort-de-moliere-4a,0.0088,cailhava-egoisme,0.0101,cailhava-egoisme,0.0025
delavigne-famille-temps-luther,scribe-conversion,0.0141,saurin-beverlei,0.0162,bouchor-michel-lando,0.0068
delavigne-vepres-siciliennes,colardeau-astarbe,0.006,voltaire-orphelin-de-la-chine,0.008,poinsinet-ajax,0.0031
depret-le-marquis-ernest,biez-le-premier-billet,0.0169,biez-le-premier-billet,0.0215,piron-arlequin-decalion,0.0087
depret-monsieur-cambrefort,flaubert-le-candidat,0.0122,flaubert-le-candidat,0.0172,scribe-tete-a-tete,0.0037
des-essarts-illustre-theatre,fabie-moliere-montespan,0.0215,delavigne-comediens,0.0235,fabie-moliere-montespan,0.0108
desfontaines-belisaire,desfontaines-perside,0.0034,desfontaines-perside,0.0034,la-calprenede-bradamante,0.0037
desfontaines-dupin-voyage-de-chambord,dupaty-luce-salverte-bievre,0.0167,harny-petit-maitre-province,0.0355,barre-radet-candide,0.0094
desfontaines-eurimedon,desfontaines-veritable-semiramis,0.0034,desfontaines-veritable-semiramis,0.0046,baro-parthenie,0.0027
desfontaines-perside,desfontaines-belisaire,0.0034,desfontaines-belisaire,0.0034,corneillep-veuve-34,0.0045
desfontaines-saint-genest,baro-saint-eustache,0.0041,montgaudier-natalie,0.0074,anonyme-melisse,0.0049
desfontaines-veritable-semiramis,desfontaines-eurimedon,0.0034,desfontaines-eurimedon,0.0046,desjardins-manlius,0.0033
deshoulieres-genseric,crebillon-semiramis,0.0042,crebillon-semiramis,0.006,lagrange-chancel-meleagre,0.0026
deshoulieres-mort-de-cochon,favard-voisenon-la-petite-iphigenie,0.0239,quinault-amadis,0.0365,barre-radet-candide,0.0095
desjardins-favori,du-ryer-anaxandre,0.0075,du-ryer-anaxandre,0.0069,desjardins-manlius,0.0033
desjardins-manlius,boyer-mort-enfants-brute,0.0052,boyer-mort-enfants-brute,0.0068,crebillon-triumvirat,0.0027
deslisle-arlequin-sauvage,moliere-avare,0.01,moliere-avare,0.0168,cubieres-palmezeaux-bracelets,0.0043
desmares-merlin-dragon,regnard-serenade,0.0099,balzac-vautrin,0.031,dancourt-maison-de-campagne,0.0042
desmares-roxelane,magnon-josaphat,0.0073,mairet-athenais,0.011,du-ryer-lisandre-caliste,0.005
desmarest-mirame,chevreau-la-lucrece-romaine,0.0058,corneillep-cid,0.0098,boissy-vie-est-un-songe,0.0051
desmarets-visionnaires,beys-celine,0.0077,corneillet-berger-extravagant,0.0115,corneillet-berger-extravagant,0.0061
desportes-veuve-coquette,regnard-distrait,0.0072,moliere-malade-imaginaire,0.013,moliere-medecin-volant,0.0041
deville-pierre-bagnolet-et-claude-bagnolet-son-fils,aude-ecole-tragique,0.0183,aicard-smilis,0.0346,corneillet-festin-pierre,0.0104
diderot-entretien-d-alembert-diderot,diderot-reve-d-alembert,0.0128,diderot-reve-d-alembert,0.0498,diderot-reve-d-alembert,0.0056
diderot-est-il-bon-est-il-mechant,diderot-piece-prologue,0.0009,diderot-piece-prologue,0.013,diderot-piece-prologue,0.0023
diderot-fils-naturel,mercier-jenneval,0.0085,mercier-jenneval,0.0116,sacy-vive-la-vie,0.0049
diderot-paradoxe-comedien,cubieres-palmezeaux-dialogue,0.0162,robinet-panegyrique-ecole-des-femmes,0.0308,diderot-entretien-d-alembert-diderot,0.0088
diderot-pere-de-famille,beaunoir-libellistes,0.0168,voltaire-originaux,0.0276,genlis-mere-rivale,0.0069
diderot-piece-prologue,diderot-est-il-bon-est-il-mechant,0.0009,diderot-est-il-bon-est-il-mechant,0.013,diderot-est-il-bon-est-il-mechant,0.0023
diderot-reve-d-alembert,diderot-entretien-d-alembert-diderot,0.0128,cubieres-palmezeaux-dialogue,0.047,diderot-entretien-d-alembert-diderot,0.0056
discret-noces-de-vaugirard,corneillep-illusion-comique,0.0053,sallebray-l-amante-ennemie,0.0082,sallebray-l-amante-ennemie,0.0035
doigny-du-ponceau-antigone,legouve-polixene,0.0087,voltaire-semiramis,0.0157,marmontel-hercule-mourant,0.0071
donnay-eux,musset-badine,0.0169,regnard-coquette,0.0251,mons-dernier-klephte,0.0052
donneau-de-vise-amours-du-soleil,boyer-amours-jupiter-semele,0.01,donneau-de-vise-delie,0.0129,rotrou-l-heureuse-constance,0.0038
donneau-de-vise-cocue-imaginaire,moliere-sganarelle,0.0041,moliere-depit-amoureux,0.0074,chevreau-avocat-dupe,0.0033
donneau-de-vise-corneille-devineresse,sedaine-manteau-ecarlate,0.0093,lesage-turcaret,0.0209,marivaux-legs,0.006
donneau-de-vise-dames-vengees,rousseau-narcisse,0.0068,rousseau-narcisse,0.0113,moliere-malade-imaginaire,0.0034
donneau-de-vise-delie,donneau-de-vise-mere-coquette,0.0087,donneau-de-vise-mere-coquette,0.0108,moliere-misanthrope,0.0041
donneau-de-vise-embarras-de-godard,donneau-de-vise-gentil-homme-guepin,0.0144,legrand-famille-extravagante,0.0165,donneau-de-vise-intrigues-de-la-loterie,0.0069
donneau-de-vise-gentil-homme-guepin,chevalier-amours-de-calotin,0.0099,boursault-deux-freres-gemeaux,0.0184,dufresny-negligent,0.0069
donneau-de-vise-intrigues-de-la-loterie,artaud-centenaire-moliere,0.0114,boursault-comedie-sans-titre,0.0142,regnard-vendanges,0.0048
donneau-de-vise-mere-coquette,corneillet-baron-d-albikrac,0.0075,moliere-depit-amoureux,0.0092,moliere-ecole-des-femmes,0.003
donneau-de-vise-vengeance-des-marquis,donneau-de-vise-zelinde,0.0106,bouilly-descartes,0.0276,donneau-de-vise-zelinde,0.0084
donneau-de-vise-veuve-a-la-mode,la-motte-matrone-d-ephese,0.0091,legrand-famille-extravagante,0.0138,anseaume-tableau-parlant,0.0045
donneau-de-vise-zelinde,donneau-de-vise-vengeance-des-marquis,0.0106,crebillonf-nuit-et-le-moment,0.0247,la-croix-guerre-comique,0.0079
dorat-celibataire,vade-canadienne,0.0063,boursault-comedie-sans-titre,0.0135,dorat-la-feinte-par-amour,0.0029
dorat-la-feinte-par-amour,piron-metromanie,0.0048,cheron-homme-a-bonnes-fortunes,0.0093,dorat-celibataire,0.0029
dorat-les-proneurs,pesselier-esope-au-parnasse,0.0071,pesselier-esope-au-parnasse,0.0122,carbon-de-flins-reveil-epimenide,0.0054
dorat-regulus,delavigne-vepres-siciliennes,0.0071,voltaire-orphelin-de-la-chine,0.0098,voltaire-alzire,0.004
dorimond-amours-de-trapolin,dorimond-ecole-des-cocus,0.0129,dorimond-femme-industrieuse,0.0247,regnard-folies-amoureuses,0.0067
dorimond-comedie-de-la-comedie,somaize-precieuses-ridicules,0.0171,jeannet-moliere-en-menage,0.0287,dancourt-fees,0.0121
dorimond-ecole-des-cocus,dorimond-femme-industrieuse,0.0087,dorimond-femme-industrieuse,0.0159,dorimond-amours-de-trapolin,0.0071
dorimond-femme-industrieuse,quinault-comedie-sans-comedie,0.008,quinault-comedie-sans-comedie,0.0149,donneau-de-vise-mere-coquette,0.0047
dorneval-fuzelier-lesage-arlequin-roi-des-ogres,lesage-dorneval-ile-gougou,0.0164,tristan-parasite,0.0316,fievre-moliere-a-quebec,0.0112
dorneval-jugement-de-paris,dorneval-lesage-reine-de-barostan,0.0321,rochefort-dupeuty-livry-madame-gregoire,0.044,roy-compliment-14-mars-1750,0.0126
dorneval-lesage-amours-de-nanterre,fuzelier-lesage-tableau-du-mariage,0.0355,lesage-mariages-de-canada,0.0266,vade-poirier,0.0056
dorneval-lesage-couplets-en-proces,poinsinet-fra-maconnes,0.05,poinsinet-fra-maconnes,0.0603,poinsinet-fra-maconnes,0.0164
dorneval-lesage-opera-comique,dorneval-lesage-reine-de-barostan,0.0544,lafont-lesage-querelle-des-theatres,0.0473,lafont-lesage-querelle-des-theatres,0.0147
dorneval-lesage-reine-de-barostan,anseaume-cendrillon,0.0211,biancollelli-romagnesi-bonne-femme,0.0257,biancollelli-romagnesi-bonne-femme,0.0078
doruxigne-alzate,deshoulieres-genseric,0.0101,la-motte-ines-de-castro,0.0112,la-thuilerie-hercule,0.0041
dorvo-lamentin,boursault-comedie-sans-titre,0.0091,nivelle-amour-pour-amour,0.0221,cheron-homme-a-bonnes-fortunes,0.0058
drault-la-boucle-d-oreille-de-josephine,bernardt-etrangleuse,0.037,bizet-boites,0.0755,moinaux-l-homme-qui-bat-les-femmes,0.0216
drault-la-voleuse-du-bon-marche,duflot-desarbres-deux-hommes-pour-un-placard,0.0231,verconsin-rideau,0.0331,busnach-la-claque-la-claque,0.012
drault-le-chapeau-de-monsieur-poiret,moissy-poupee,0.347,boniface-obelixe,0.2055,feydeau-trop-vieux,0.1515
drault-le-mouchoir-de-chapuzot,beissier-guignol-et-la-cabaretiere,0.0421,feydeau-homme-qui-n-aimait-pas-les-monologues,0.058,bonnetain-ma-poupee,0.012
dreyfus-la-gifle,flaubert-le-candidat,0.0154,dorvo-lamentin,0.0353,feydeau-gibier-de-potence,0.0095
dreyfus-un-crane-sous-une-tempete,normand-les-petits-cadeaux,0.0148,musset-le-chandelier,0.022,dorneval-fuzelier-lesage-arlequin-roi-des-ogres,0.0142
dreyfus-un-homme-en-habit-noir,biez-le-premier-billet,0.0171,chauvin-commencement-de-la-fin,0.0179,mousset-zut,0.0115
du-pont-de-veyle-somnanbule,palaprat-le-muet,0.008,brueys-l-opiniatre,0.0204,sedaine-le-philosophe-sans-le-savoir,0.0048
du-ryer-alcimedon,cinq-auteurs-aveugle-de-smyrne,0.0054,cinq-auteurs-aveugle-de-smyrne,0.0065,baro-clorise,0.0034
du-ryer-alcionee,du-ryer-dynamis,0.0029,du-ryer-dynamis,0.0052,du-ryer-cleomedon,0.0023
du-ryer-anaxandre,du-ryer-nitocris,0.0053,du-ryer-nitocris,0.0054,du-ryer-nitocris,0.0023
du-ryer-argenis-poliarque,puget-de-la-serre-pandoste-i,0.0068,montchretien-lacenes,0.0121,guerin-de-bouscal-la-mort-de-brute-et-de-porcie,0.0059
du-ryer-berenice,corneillep-agesilas,0.0075,puget-de-la-serre-climene,0.0215,puget-de-la-serre-thesee,0.0039
du-ryer-clarigene,pacaroni-bajazet-premier,0.0063,corneillep-theodore,0.0071,du-ryer-cleomedon,0.0016
du-ryer-cleomedon,desfontaines-veritable-semiramis,0.0048,desfontaines-eurimedon,0.0057,du-ryer-clarigene,0.0016
du-ryer-clitophon,du-ryer-lisandre-caliste,0.004,rotrou-belle-alphrede,0.0055,du-ryer-lisandre-caliste,0.0037
du-ryer-dynamis,du-ryer-alcionee,0.0029,du-ryer-themistocle,0.005,du-ryer-lucrece,0.0022
du-ryer-esther,du-ryer-themistocle,0.007,du-ryer-themistocle,0.007,du-ryer-saul,0.0029
du-ryer-lisandre-caliste,du-ryer-clitophon,0.004,du-ryer-clitophon,0.0062,baro-saint-eustache,0.002
du-ryer-lucrece,mairet-sophonisbe,0.005,desfontaines-veritable-semiramis,0.0075,du-ryer-dynamis,0.0022
du-ryer-nitocris,du-ryer-themistocle,0.0048,du-ryer-anaxandre,0.0054,du-ryer-themistocle,0.0021
du-ryer-saul,du-ryer-scevole,0.0066,du-ryer-esther,0.0087,du-ryer-dynamis,0.0025
du-ryer-scevole,corneillep-cinna-43,0.0059,du-ryer-themistocle,0.0067,du-ryer-clitophon,0.0038
du-ryer-themistocle,du-ryer-dynamis,0.004,du-ryer-dynamis,0.005,du-ryer-nitocris,0.0021
du-ryer-vendanges-de-suresnes,corneillep-suite-menteur,0.004,corneillep-galerie-du-palais,0.0052,gillet-francion,0.0029
dubosc-balance-d-etat,tristan-mort-seneque,0.0143,tristan-mort-seneque,0.0176,guerin-de-bouscal-la-mort-de-brute-et-de-porcie,0.006
duche-absalon,campistron-arminiusc,0.0065,de-caux-marius,0.0082,genest-penelope,0.0035
duflot-desarbres-deux-hommes-pour-un-placard,siraudin-delacour-choler-apres-le-bal,0.0116,siraudin-delacour-choler-apres-le-bal,0.0107,about-risette,0.0057
dufresny-adieux-des-officiers,gillet-campagnard,0.0121,mareschala-railleur,0.0218,bouilly-descartes,0.0044
dufresny-chevalier-joueur,poinsinet-cercle,0.0072,saint-just-petite-maison,0.0201,lesage-turcaret,0.0025
dufresny-coquette-du-village,deville-pierre-bagnolet-et-claude-bagnolet-son-fils,0.0205,dufresny-mariage-fait-et-rompu,0.0246,quinault-mere-coquette,0.0071
dufresny-dedit,cheron-homme-a-bonnes-fortunes,0.0075,cheron-homme-a-bonnes-fortunes,0.0112,legrand-famille-extravagante,0.0052
dufresny-depart-des-comediens,barante-arlequin-misanthrope,0.0102,dufresny-regnard-chinois,0.0165,giraudoux-impromptu-de-paris,0.0068
dufresny-double-veuvage,desportes-veuve-coquette,0.008,genlis-tendresse-maternelle,0.0243,dancourt-parisienne,0.0049
dufresny-esprit-de-contradiction,marivaux-prejuge-vaincu,0.0123,marivaux-mere-confidente,0.0174,marivaux-meprise,0.0055
dufresny-faux-honnete-homme,dancourt-madame-artus,0.0074,dufresny-joueuse,0.0175,dufresny-jaloux-honteux,0.0021
dufresny-faux-instinct,dufresny-joueuse,0.0118,brohan-qui-femme-a-guerre-a,0.0306,montalembert-statue,0.0062
dufresny-faux-sincere,nericault-glorieux,0.0063,nericault-glorieux,0.0095,pg-amour,0.0029
dufresny-jaloux-honteux,marivaux-joie-imprevue,0.0101,marivaux-fausse-suivante,0.0144,dufresny-faux-honnete-homme,0.0021
dufresny-joueuse,desportes-veuve-coquette,0.0077,rousseaujb-cafe,0.0157,dufresny-faux-honnete-homme,0.0033
dufresny-mal-assortis,regnard-coquette,0.006,regnard-arlequin-bonnes-fortunes,0.0206,dancourt-foire-de-besons,0.0033
dufresny-malade-sans-maladie,rousseau-narcisse,0.0068,marivaux-prince-travesti,0.0171,alain-legrand-epreuve-reciproque,0.0034
dufresny-mariage-fait-et-rompu,dufresny-reconciliation-normande,0.0093,racine-plaideurs-69,0.0244,dufresny-reconciliation-normande,0.0029
dufresny-negligent,poinsinet-cercle,0.0067,dancourt-foire-saint-germain,0.0173,dufresny-chevalier-joueur,0.003
dufresny-noce-interrompue,regnard-serenade,0.0117,marivaux-fausse-suivante,0.023,lesage-turcaret,0.0034
dufresny-reconciliation-normande,nericault-glorieux,0.0068,vade-canadienne,0.013,dufresny-mariage-fait-et-rompu,0.0029
dufresny-regnard-augmentation-baguette,dufresny-regnard-baguette-vulcain,0.0164,dufresny-regnard-suite-foire-saint-germain,0.0261,dufresny-regnard-chinois,0.0047
dufresny-regnard-baguette-vulcain,dufresny-regnard-augmentation-baguette,0.0164,dufresny-regnard-naissance-d-amadis,0.0276,dufresny-mal-assortis,0.0058
dufresny-regnard-chinois,barante-arlequin-misanthrope,0.0091,dufresny-depart-des-comediens,0.0165,fatouville-arlequin-empereur-dans-la-lune,0.0039
dufresny-regnard-naissance-d-amadis,musset-barberine,0.0106,musset-barberine,0.0222,regnard-coquette,0.0046
dufresny-regnard-suite-foire-saint-germain,barante-dufresny-pasquin-marforio,0.0119,regnard-coquette,0.0152,audiffret-comedie-au-chateau,0.0043
dugazon-modere,barquebois-rapiniere,0.0132,regnard-menechmes,0.0186,regnard-folies-amoureuses,0.0047
duhomme-chapelle-boileau,chevalier-disgrace-des-domestiques,0.0218,hervilly-moliere-en-prison,0.0251,voltaire-indiscret,0.0056
dumaniant-belle-esclave,scribe-les-dervis,0.0178,biancolleli-enfants-trouves,0.0195,scribe-les-dervis,0.0045
dumaniant-dragon-de-thionville,armand-cri-nature,0.0147,dufresny-chevalier-joueur,0.0282,dufresny-chevalier-joueur,0.0075
dumaniant-francais-en-huronie-1787,dumaniant-francais-en-huronie,0.0047,dumaniant-francais-en-huronie,0.005,dumaniant-francais-en-huronie,0.0014
dumaniant-francais-en-huronie,dumaniant-francais-en-huronie-1787,0.0047,dumaniant-francais-en-huronie-1787,0.005,dumaniant-francais-en-huronie-1787,0.0014
dumaniant-henri-et-perrine,nericault-glorieux,0.0104,nivelle-prejuge-a-la-mode,0.0196,gueullette-arlequin-pluton,0.0053
dumaniant-jodelet,rousseau-narcisse,0.0093,duvert-xavier-odeina,0.0231,guyot-de-merville-consentement-force,0.0044
dumas-don-juan,hugo-hernani,0.0234,hugo-hernani,0.042,pixerecourt-victor,0.0078
dupaty-arlequin-tout-seul,bizet-simonot-gilles-tout-seul,0.0161,bizet-simonot-gilles-tout-seul,0.0171,bizet-simonot-gilles-tout-seul,0.0085
dupaty-luce-salverte-bievre,gouges-moliere-ninon,0.0137,delavigne-comediens,0.0165,regnard-joueur,0.0039
durant-a-bon-chat-bon-rat,graffigny-phaza,0.0071,durant-on-ne-connait-pas-le-vin,0.0289,durant-on-ne-connait-pas-le-vin,0.0091
durant-a-laver-la-tete,nericault-glorieux,0.0132,durant-on-ne-connait-pas-le-vin,0.0344,garniert-bon-pere,0.0055
durant-bonne-renommee,dancourt-fees,0.0177,anomyme-dialogue-de-la-prude-et-de-la-coquette,0.0382,durant-jours-se-suivent,0.0086
durant-jours-se-suivent,gouges-moliere-ninon,0.0093,durant-a-laver-la-tete,0.0355,moissy-prejuges,0.0059
durant-oisivete,moliere-precieuses-ridicules,0.0165,moissy-petit-paysan,0.051,durant-tel-maitre-tel-valet,0.0089
durant-on-ne-connait-pas-le-vin,moissy-petite-verole,0.0105,durant-voyage-de-campagne,0.0289,garniert-vocation-forcee,0.0077
durant-pour-un-plaisir-mille-douleurs,becque-enlevement,0.014,moissy-petite-verole,0.0246,durant-jours-se-suivent,0.0068
durant-qui-court-deux-lievres,durant-jours-se-suivent,0.0137,boissy-francais-a-londres,0.0302,anonyme-matinee-comedien-francais,0.0086
durant-tel-maitre-tel-valet,dufresny-negligent,0.0136,turnebe-contents,0.0325,marivaux-prince-travesti,0.0069
durant-voyage-de-campagne,gueullette-arlequin-pluton,0.0173,durant-on-ne-connait-pas-le-vin,0.0289,saint-foix-colonie,0.008
durval-agarite,discret-noces-de-vaugirard,0.0067,discret-noces-de-vaugirard,0.0085,moliere-princesse-d-elide,0.0045
duvauchel-samedi-soir,banville-feuilleton-d-aristophane,0.0413,scheler-aiguilleur,0.0525,blemont-visite-a-corneille,0.0198
duvaucuel-chapeau-bleu,corneillep-menteur,0.0135,onhet-aux-avants-postes,0.0163,anonyme-zelamire,0.0088
duvert-huron,vigny-quitte-pour-la-peur,0.0135,beaumarchais-barbier-de-seville,0.0198,feydeau-gibier-de-potence,0.0069
duvert-xavier-odeina,cailhava-egoisme,0.0107,armand-cri-nature,0.0223,ancelot-auger-une-seduction,0.0067
ecker-franc-macon-prisonnier,la-calprenede-hermenegilde,0.0243,puget-de-la-serre-martyre-sainte-catherine,0.044,anonyme-ouverture-de-la-seance,0.0101
eschyle-agamemnon,eschyle-eumenides,0.0077,eschyle-khoephores,0.0099,eschyle-khoephores,0.008
eschyle-eumenides,eschyle-agamemnon,0.0077,eschyle-khoephores,0.0105,eschyle-khoephores,0.0037
eschyle-khoephores,sophocle-antigone,0.0072,eschyle-agamemnon,0.0099,eschyle-eumenides,0.0037
eschyle-sept-contre-thebes,eschyle-agamemnon,0.0139,eschyle-agamemnon,0.0144,seneque-agamemnon,0.011
euripide-andromaque,euripide-electre,0.0039,euripide-hercule-furieux,0.0101,euripide-electre,0.0035
euripide-cyclope,champrepus-ulysse,0.0213,aristophane-guepes,0.0351,euripide-helene,0.0071
euripide-electre,euripide-andromaque,0.0039,euripide-andromaque,0.0103,euripide-helene,0.0028
euripide-helene,euripide-andromaque,0.0078,euripide-electre,0.0107,euripide-electre,0.0028
euripide-heraclides,sophocle-oedipe-a-colone,0.0116,euripide-hercule-furieux,0.0203,sophocle-antigone,0.0051
euripide-hercule-furieux,euripide-andromaque,0.0075,euripide-andromaque,0.0101,euripide-electre,0.004
euripide-hippolyte,sophocle-antigone,0.0078,sophocle-antigone,0.0104,euripide-helene,0.0032
fabie-moliere-montespan,billard-pleureur-malgre-lui,0.0153,hervilly-moliere-en-prison,0.0278,lesguillon-saint-yves-protege-de-moliere,0.0078
fabre-d-eglantine-augusta,desjardins-manlius,0.0063,nadal-herode,0.0083,nadal-mariamne,0.0027
fabre-d-eglantine-philinte-de-moliere,nivelle-ecole-des-amis,0.0092,dancourt-cephale-procris,0.0174,dancourt-cephale-procris,0.0039
fagan-isabelle-arlequin,panard-le-reve,0.0126,andrieux-le-reve-du-mari,0.0199,taconet-epoux-par-chicane,0.0055
fagan-momus-a-paris,panard-le-magasin-des-modernes,0.0165,fagan-sylphe-suppose,0.0272,boissy-frivolite,0.008
fagan-pupille,cerou-amant-auteur,0.0071,colle-l-amant-anonyme,0.0135,cerou-amant-auteur,0.0028
fagan-sylphe-suppose,panard-le-magasin-des-modernes,0.0125,fagan-momus-a-paris,0.0272,panard-le-magasin-des-modernes,0.0069
fatouville-arlequin-empereur-dans-la-lune,barante-dufresny-pasquin-marforio,0.009,musset-nuit-venitienne,0.0209,barante-dufresny-pasquin-marforio,0.0034
