play_name,doc_word_1,doc_word_2,doc_word_3,spacy_word_1,spacy_word_2,spacy_word_3,manual_word_1,manual_word_2,manual_word_3
abeille-argelie.xml_raw.txt,mais,toujours,Évidemment,désespérement,ressentiment,heureusement,Mais,malheureuse,Pourtout
abeille-coriolan.xml_raw.txt,Évidemment,toujours,mais,désespérement,ressentiment,heureusement,Mais,Pourtout,Pourtant
abeille-lyncee.xml_raw.txt,toujours,Évidemment,mais,désespérement,ressentiment,heureusement,malheureux,malheureuse,Malheureux
about-risette.xml_raw.txt,mais,vraiment,toujours,heureusement,vraiment,toujours,Mais,Maintenant,Pourtout
adenis-diogene-et-scapin.xml_raw.txt,mais,vraiment,sourtout,désespérement,heureusement,décidément,Mais,Pourtout,Pourtant
adenis-gaiete-marseillaise.xml_raw.txt,mais,Évidemment,toujours,chatouillement,tranquillement,heureusement,Mais,Pourtout,Pourtant
adenis-homme-qui-ne-peut-pas-siffler.xml_raw.txt,mais,sourtout,toujours,chatouillement,heureusement,paresseusement,Mais,Pourtant,Pourtout
adenis-le-nouveau-ne.xml_raw.txt,mais,sourtout,Pourtant,chatouillement,heureusement,toujours,Mais,Pourtant,Il
adenisj-la-double-meprise.xml_raw.txt,mais,Évidemment,toujours,heureusement,gentillement,malheureusement,Pourtout,vraiment,Maintenant
aicard-au-clair-de-la-lune.xml_raw.txt,mais,sourtout,vraiment,chatouillement,amoureusement,heureusement,Mais,vraiment,Pourtout
aicard-mascarille.xml_raw.txt,toujours,sourtout,Pourtant,décidément,amoureusement,Émerveillement,Pourtant,Mais,Pourtout
aicard-moliere-a-shakespeare.xml_raw.txt,",",grandfather,strange,bother,praying,another,bother,praying,another
aicard-pygmalion.xml_raw.txt,sourtout,mais,toujours,amoureusement,enchantement,rêveusement,amoureusement,inconnaissable,merveilleusement
aicard-smilis.xml_raw.txt,mais,vraiment,toujours,heureusement,toujours,malheureusement,Mais,inquiette,Malheureuse
aignan-polyxene.xml_raw.txt,Malheureusement,Évidemment,toujours,tourment,courageusement,désespérement,Malheureusement,malheureux,Malheureux
aigueberre-avare-amoureux.xml_raw.txt,mais,Évidemment,toujours,vraiment,honnêtement,décidément,vraiment,Mais,Malheureuse
aigueberre-pan-et-doris.xml_raw.txt,toujours,Évidemment,Malheureusement,ressentiment,Émerveillement,incommensurablement,Ressentiment,compliment,ressentiment
aigueberre-polixene.xml_raw.txt,Évidemment,toujours,quelquefois,désespérement,tourment,ressentiment,malheureux,désespéremment,Mais
aigueberre-prologue.xml_raw.txt,Évidemment,Evidemment,toujours,décidément,heureusement,justement,décidément,compliment,vraiment
alain-legrand-epreuve-reciproque.xml_raw.txt,mais,Évidemment,toujours,heureusement,décidément,vraiment,vraiment,compliment,Evidemment
allainval-ecole-des-bourgeois.xml_raw.txt,mais,toujours,Évidemment,compliment,décidément,gentiment,Mais,Pourtout,Malheureuse
allainval-hiver.xml_raw.txt,Évidemment,mais,toujours,amoureusement,heureusement,Émerveillement,Pourtout,Mais,Vraiment
allais-bon-bougre.xml_raw.txt,mais,vraiment,toujours,heureusement,vraiment,braiment,LE,PETIT,MABILLE
allais-mecontent.xml_raw.txt,mais,toujours,sourtout,heureusement,précipitemment,chatouillement,heureusement,Heureusement,Malheureusement
allais-une-idee-lumineuse.xml_raw.txt,mais,vraiment,Évidemment,simplement,heureusement,chatouillement,vraiment,braiment,compliment
allary-les-lilas-blancs.xml_raw.txt,mais,toujours,sourtout,heureusement,chatouillement,paresseusement,vraiment,braiment,chatouillement
ancelot-arago-papillotes.xml_raw.txt,mais,Évidemment,toujours,heureusement,compliment,toujours,Mais,Pourtout,vraiment
ancelot-auger-une-seduction.xml_raw.txt,mais,toujours,Évidemment,heureusement,décidément,honnêtement,vraiment,compliment,Pourtout
andrieux-anaximandre.xml_raw.txt,mais,vraiment,toujours,vraiment,toujours,décidément,Mais,Pourtout,vraiment
andrieux-la-comedienne.xml_raw.txt,mais,vraiment,Évidemment,vraiment,honnêtement,heureusement,Mais,Maintenant,Pourtout
andrieux-le-reve-du-mari.xml_raw.txt,mais,Évidemment,vraiment,vraiment,heureusement,décidément,Mais,Maintenant,Pourtout
andrieux-les-etourdis.xml_raw.txt,mais,Évidemment,toujours,heureusement,malheureusement,vraiment,Mais,Maintenant,Pourtout
andrieux-moliere-et-ses-amis.xml_raw.txt,mais,toujours,Évidemment,heureusement,décidément,toujours,Mais,Pourtout,Maintenant
anomyme-dialogue-de-la-prude-et-de-la-coquette.xml_raw.txt,Évidemment,Evidemment,toujours,justement,honnêtement,simplement,honnêtement,justement,compliment
anonyme-adam.xml_raw.txt,mais,Évidemment,toujours,éternellement,Éternellement,Eternellement,Mais,Maintenant,Pourtant
anonyme-aventures-de-ninette.xml_raw.txt,mais,toujours,Évidemment,chatouilleuse,chatouillement,souricette,chatouilleuse,Nounouille,bisouille
anonyme-bonnes-gens.xml_raw.txt,Évidemment,mais,toujours,heureusement,malheureusement,toujours,Pourtout,Mais,Maintenant
anonyme-chapelain-decoiffe-2.xml_raw.txt,mais,toujours,Évidemment,heureusement,décidément,malheureusement,Pourtout,Mais,Pourtant
anonyme-chapelain-decoiffe.xml_raw.txt,mais,toujours,Évidemment,heureusement,décidément,malheureusement,Pourtout,Malheureuse,compliment
anonyme-club-des-dames.xml_raw.txt,Évidemment,Evidemment,toujours,justement,honnêtement,heureusement,compliment,Simplement,justement
anonyme-d-alcippe-et-de-drionice.xml_raw.txt,Évidemment,réellement,toujours,honnêtement,simplement,justement,merveillement,simplement,ressentiment
anonyme-deroute-des-precieuses.xml_raw.txt,Évidemment,Evidemment,toujours,heureusement,amoureusement,justement,Vraiment,Pourtout,plaisanter
anonyme-dialogue-des-yeux-et-de-la-bouche.xml_raw.txt,Évidemment,réellement,Evidemment,incommensurablement,justement,simplement,justement,Simplement,certainement
anonyme-dialogue-rousseau-voltaire.xml_raw.txt,Évidemment,Evidemment,toujours,incommensurablement,honnêtement,justement,assentiment,ressentiment,sincèrement
anonyme-dialogue-sur-les-vacances.xml_raw.txt,Évidemment,toujours,Evidemment,heureusement,justement,malheureusement,Evidemment,Pourtout,Évidemment
anonyme-jeu-d-esmoree.xml_raw.txt,toujours,mais,Évidemment,amoureusement,enfantement,heureusement,malheureuse,bienheureuse,amoureusement
anonyme-jus-du-pelerin.xml_raw.txt,mais,toujours,Évidemment,heureusement,peut-être,toujours,bienheureux,bien-entendu,Malheureux
anonyme-la-complainte-de-la-femme-coupee.xml_raw.txt,Pourtant,Malheureusement,paradoxalement,heureusement,chatouillement,paresseusement,Pourtant,Mais,Pourtout
anonyme-le-normand-et-le-gascon.xml_raw.txt,Évidemment,Evidemment,toujours,heureusement,bellement,orgueilleusement,Pourtout,Vraiment,Décidément
anonyme-matinee-comedien-francais.xml_raw.txt,mais,Évidemment,Evidemment,heureusement,honnêtement,malheureusement,Evidemment,vraiment,Évidemment
anonyme-melisse.xml_raw.txt,Évidemment,toujours,Malheureusement,désespérement,heureusement,incommensurablement,Pourtout,vraiment,Pourtant
anonyme-ouverture-de-la-seance.xml_raw.txt,véritablement,perpétuellement,paradoxalement,justement,certainement,souverainement,certainement,justement,souverainement
anonyme-pardonneur.xml_raw.txt,mais,Évidemment,Evidemment,bellement,sacramentellement,heureusement,Et,Mais,Maintenant
anonyme-pont-aux-anes.xml_raw.txt,mais,Évidemment,Evidemment,amoureusement,heureusement,bellement,LE,PETIT,JOELLE
anonyme-portier-du-parnasse.xml_raw.txt,Évidemment,toujours,Evidemment,heureusement,décidément,justement,compliment,Heureusement,Malheureusement
anonyme-prix-d-un-moment.xml_raw.txt,Évidemment,toujours,Malheureusement,heureusement,compliment,décidément,compliment,Heureusement,Malheureusement
anonyme-reception-argenson.xml_raw.txt,véritablement,perpétuellement,certainement,Eternellement,courageusement,Éternellement,Émerveillement,Eternellement,Éternellement
