play_name,doc_word_1,doc_word_2,doc_word_3,spacy_word_1,spacy_word_2,spacy_word_3,manual_word_1,manual_word_2,manual_word_3
anonyme-resurrection-du-sauveur.xml_raw.txt,mais,Évidemment,toujours,précipitemment,sacramentellement,miséricordieusement,bienheureux,miséricordieusement,précipitemment
anonyme-resurrection-jenin-landore.xml_raw.txt,mais,Évidemment,Evidemment,peut-être,heureusement,désespérement,Mais,Et,Alors
anonyme-sauvages-civilises.xml_raw.txt,perpétuellement,Malheureusement,discernant,éternellement,Eternellement,glorieusement,Désespérant,tourment,ressentiment
anonyme-serail-de-de-lys.xml_raw.txt,mais,vraiment,sourtout,surprendrait,ressentirait,regarderait,Mais,Surtout,vraiment
anonyme-sermon-joyeux.xml_raw.txt,mais,Évidemment,Evidemment,bellement,heureusement,compliment,Et,Mais,Pourquoi
anonyme-theatre-de-la-societe-de-la-rue-du-perron.xml_raw.txt,véritablement,Malheureusement,Évidemment,heureusement,Émerveillement,emerveillement,Malheureusement,Émerveillement,Emerveillement
anonyme-vierges-folles-vierges-sages.xml_raw.txt,Malheureusement,Évidemment,toujours,miséricordieusement,Eternellement,sacramentellement,bienheureux,miséricordieusement,Eternellement
anonyme-voila-bien-le-diable.xml_raw.txt,Évidemment,mais,toujours,heureusement,gentillement,compliment,Pourtout,Maintenant,Mais
anonyme-zelamire.xml_raw.txt,mais,toujours,sourtout,désespérement,décidément,heureusement,Mais,Pourtout,vraiment
anseaume-cendrillon.xml_raw.txt,mais,Évidemment,Evidemment,décidément,heureusement,compliment,Maintenant,-Comme,Bien-entendu
anseaume-chinois.xml_raw.txt,mais,Évidemment,toujours,honnêtement,heureusement,compliment,Maintenant,Pourtout,Puisque
anseaume-ressource-comique.xml_raw.txt,mais,Évidemment,toujours,heureusement,décidément,honnêtement,Pourtout,vraiment,Maintenant
anseaume-tableau-parlant.xml_raw.txt,mais,toujours,Évidemment,heureusement,vraiment,toujours,Mais,Pourtout,Maintenant
arago-mademoiselle-lange.xml_raw.txt,mais,toujours,Évidemment,heureusement,compliment,amoureusement,Mais,Malheureuse,malheureuse
archambault-ce-n-est-pas.xml_raw.txt,mais,vraiment,car,penserais,vraiment,pardonnerais,Mais,vraiment,Maintenant
archambault-comedie-a-l-impromptu.xml_raw.txt,mais,Évidemment,toujours,vraiment,honnêtement,compliment,Mais,Pourtout,Malheureuse
archambault-etrennes.xml_raw.txt,mais,Évidemment,toujours,amoureusement,heureusement,compliment,Mais,Pourtout,Malheureuse
archambault-hurlubrelu.xml_raw.txt,mais,vraiment,Evidemment,vraiment,penserais,pardonnerais,Maintenant,Mais,vraiment
archambault-janot-battus.xml_raw.txt,mais,vraiment,car,vraiment,penserais,braiment,Mais,Maintenant,Alors
archambault-janot-degraisseur.xml_raw.txt,mais,vraiment,car,vraiment,penserais,braiment,inquiette,Maintenant,vraiment
archambault-jocrisse-change.xml_raw.txt,mais,vraiment,car,vraiment,penserais,surprendrais,Mais,Maintenant,vraiment
archambault-on-fait-ce-qu-on-peut.xml_raw.txt,mais,Évidemment,toujours,compliment,vraiment,heureusement,vraiment,compliment,Pourtout
arene-naze.xml_raw.txt,inséparablement,Semblablement,perpétuellement,chatouillement,agenouillement,paresseusement,chatouillement,tressaillement,agenouillement
aristophane-guepes.xml_raw.txt,Évidemment,mais,toujours,heureusement,malheureusement,désespérement,compliment,heureusement,Malheureusement
armand-cri-nature.xml_raw.txt,mais,Évidemment,toujours,heureusement,malheureusement,décidément,Mais,Pourtout,Maintenant
arnault-horatius-cocles.xml_raw.txt,rependant,Malheureusement,véritablement,glorieusement,courageusement,héroïquement,Pourtant,Malheureux,Désespérant
arnault-lucrece.xml_raw.txt,Évidemment,toujours,Malheureusement,ressentiment,désespérement,incommensurablement,Pourtant,ressentiment,Malheureusement
artaud-centenaire-moliere.xml_raw.txt,Évidemment,mais,Evidemment,heureusement,honnêtement,compliment,Mais,Pourtout,Maintenant
aubignac-pucelle-prose.xml_raw.txt,Évidemment,toujours,Malheureusement,incommensurablement,justement,courageusement,désespérement,justement,souverainement
aubignac-pucelle.xml_raw.txt,Évidemment,toujours,Evidemment,incommensurablement,désespérement,heureusement,Pourtant,Mais,Malheureusement
aubryet-hommage-a-racine.xml_raw.txt,perpétuellement,véritablement,paradoxalement,orgueilleusement,glorieusement,tourment,tourment,Émerveillement,Emerveillement
aude-ecole-tragique.xml_raw.txt,mais,Évidemment,toujours,heureusement,compliment,désespérement,compliment,vraiment,gentiment
audiffret-albert-durer.xml_raw.txt,Évidemment,toujours,mais,heureusement,Émerveillement,justement,compliment,Toutant,présentiment
audiffret-comedie-au-chateau.xml_raw.txt,Évidemment,mais,Evidemment,heureusement,compliment,justement,Evidemment,compliment,Pourtout
audiffret-epreuve.xml_raw.txt,mais,toujours,Évidemment,heureusement,précipitemment,décidément,Pourtant,Malheureusement,Heureusement
audinot-musicomanie.xml_raw.txt,mais,Évidemment,toujours,compliment,heureusement,vraiment,vraiment,Vraiment,Pourtout
auger-mort-de-caton.xml_raw.txt,Malheureusement,Évidemment,toujours,incommensurablement,désespérement,ressentiment,Malheureusement,Pourtant,désespérement
aure-dipne.xml_raw.txt,mais,Évidemment,toujours,heureusement,incommensurablement,désespérement,Pourtout,Pourtant,Maintenant
aure-genevieve-69.xml_raw.txt,Évidemment,mais,toujours,désespérement,heureusement,incommensurablement,Pourtout,Pourtant,Malheureusement
aure-genevieve-70.xml_raw.txt,Évidemment,mais,toujours,heureusement,malheureusement,incommensurablement,Pourtant,Pourtout,Malheureusement
baculard-coligni.xml_raw.txt,Évidemment,Malheureusement,quelquefois,courageusement,éternellement,tourment,ressentiment,assentiment,Furieusement
balzac-vautrin.xml_raw.txt,mais,Évidemment,toujours,heureusement,décidément,malheureusement,compliment,Pourtout,Malheureusement
banville-ancien-pierrot.xml_raw.txt,mais,Malheureusement,sourtout,chatouillement,amoureusement,rêveusement,chatouilleux,Pourtout,Malheureux
banville-feuilleton-d-aristophane.xml_raw.txt,toujours,Évidemment,sourtout,amoureusement,Émerveillement,enchantement,Pourtout,Pourtant,Toutant
banville-la-perle.xml_raw.txt,mais,sourtout,toujours,amoureusement,chatouillement,tressaillement,sourtout,Mais,Pourtout
banville-le-beau-leandre.xml_raw.txt,mais,toujours,Évidemment,heureusement,amoureusement,bellement,Mais,Pourtout,Maintenant
banville-les-fourberies-de-nerine.xml_raw.txt,mais,sourtout,toujours,amoureusement,chatouillement,paresseusement,sourtout,Pourtout,Mais
baptiste-du-moutier-mascara-de-foire-saint-germain.xml_raw.txt,Évidemment,Evidemment,toujours,gaiment,vaiment,amoureusement,Maintenant,Pourtout,Surtout
barante-arlequin-misanthrope.xml_raw.txt,Évidemment,toujours,Evidemment,heureusement,amoureusement,honnêtement,compliment,vraiment,Vraiment
barante-dufresny-fees.xml_raw.txt,mais,toujours,Évidemment,amoureusement,heureusement,chatouillement,Malheureuse,malheureuse,pleureuse
barante-dufresny-pasquin-marforio.xml_raw.txt,Évidemment,mais,toujours,amoureusement,heureusement,compliment,Pourtout,compliment,vraiment
barante-la-fontaine-de-sapience.xml_raw.txt,Évidemment,mais,toujours,heureusement,amoureusement,malheureusement,vraiment,toujours,Evidemment
barbier-faucon.xml_raw.txt,mais,vraiment,toujours,heureusement,vraiment,toujours,Mais,vraiment,Pourtout
barbier-mort-de-cesar.xml_raw.txt,mais,Évidemment,toujours,désespérement,décidément,assentiment,Mais,Pourtant,Pourtout
barbier-ombre-de-moliere.xml_raw.txt,mais,toujours,sourtout,heureusement,amoureusement,désespérement,Pourtant,Mais,Pourtout
baro-celinde.xml_raw.txt,Évidemment,toujours,Evidemment,incommensurablement,heureusement,malheureusement,incommensurablement,ressentiment,désespérement
baro-clarimonde.xml_raw.txt,mais,Évidemment,toujours,désespérement,incommensurablement,ressentiment,désespérement,Malheureusement,ressentiment
baro-clorise.xml_raw.txt,mais,toujours,Évidemment,désespérement,incommensurablement,heureusement,vraiment,Malheureusement,Pourtant
baro-parthenie.xml_raw.txt,mais,Évidemment,toujours,désespérement,incommensurablement,ressentiment,Malheureusement,Pourtant,ressentiment
baro-prince-fugitif.xml_raw.txt,Évidemment,mais,toujours,incommensurablement,ressentiment,désespérement,Pourtant,Mais,Pourtout
baro-saint-eustache.xml_raw.txt,Évidemment,Malheureusement,toujours,incommensurablement,désespérement,ressentiment,Malheureusement,ressentiment,désespérement
barquebois-rapiniere.xml_raw.txt,Évidemment,Evidemment,mais,honnêtement,heureusement,justement,Pourtout,Maintenant,Mais
barre-despres-piis-resnier-l-opera-de-province.xml_raw.txt,mais,Évidemment,toujours,heureusement,décidément,Émerveillement,Pourtout,Mais,Maintenant
barre-radet-candide.xml_raw.txt,Évidemment,mais,toujours,heureusement,amoureusement,compliment,Pourtout,Maintenant,Mais
barre-radet-desfontaines-colombine-mannequin.xml_raw.txt,mais,toujours,Évidemment,heureusement,vraiment,amoureusement,Mais,Pourtout,vraiment
barre-radet-desfontaines-marige-de-scarron.xml_raw.txt,mais,Évidemment,Evidemment,compliment,heureusement,honnêtement,Mais,Pourtout,compliment
barriere-le-bout-d-elan-de-l-amour.xml_raw.txt,mais,toujours,Évidemment,heureusement,toujours,malheureusement,Mais,vraiment,sourtout
barriere-le-jardinier-et-son-seigneur.xml_raw.txt,mais,vraiment,sourtout,braiment,vraiment,sourrire,Mais,Et,sourrire
barthe-amateur.xml_raw.txt,mais,Évidemment,toujours,décidément,vraiment,toujours,Mais,Pourtout,Pourtant
bary-de-l-adresse.xml_raw.txt,Évidemment,Evidemment,évidemment,honnêtement,justement,simplement,honnêtement,justement,certainement
bary-de-l-ajustement.xml_raw.txt,Évidemment,mais,Evidemment,honnêtement,justement,compliment,compliment,Evidemment,vraiment
bary-de-l-art-de-se-faire-aimer.xml_raw.txt,Évidemment,réellement,paradoxalement,justement,honnêtement,vaiment,justement,honnêtement,vaiment
bary-de-l-entrevue-amoureuse.xml_raw.txt,Évidemment,Evidemment,évidemment,honnêtement,heureusement,justement,compliment,honnêtement,sincèrement
bary-de-l-entrevue-politique.xml_raw.txt,véritablement,perpétuellement,impérieusement,souverainement,duement,confessionnellement,présentiment,souverainement,Incontestablement
bary-de-l-exhortation.xml_raw.txt,Évidemment,réellement,Evidemment,incommensurablement,justement,honnêtement,justement,assentiment,présentiment
bary-de-l-exil.xml_raw.txt,Évidemment,paradoxalement,réellement,incommensurablement,justement,malheureusement,incommensurablement,justement,pressentiment
bary-de-l-inclination-bizarre.xml_raw.txt,Évidemment,Evidemment,réellement,honnêtement,justement,vaiment,amoureusement,Amoureusement,compliment
bary-de-l-indulgence.xml_raw.txt,Évidemment,Evidemment,toujours,honnêtement,incommensurablement,justement,certainement,incommensurablement,ressentiment
bary-de-la-belle-resistance.xml_raw.txt,Évidemment,Evidemment,évidemment,honnêtement,justement,incommensurablement,Évidemment,justement,honnêtement
bary-de-la-belle-taille.xml_raw.txt,Évidemment,Evidemment,évidemment,honnêtement,justement,certainement,certainement,honnêtement,justement
bary-de-la-campagne.xml_raw.txt,Évidemment,certainement,Evidemment,merveillement,emerveillement,Émerveillement,merveillement,Émerveillement,emerveillement
bary-de-la-ceremonie.xml_raw.txt,Évidemment,Evidemment,évidemment,justement,honnêtement,Simplement,LE,COMPAGNON,SENTIER
bary-de-la-colere.xml_raw.txt,Évidemment,Evidemment,toujours,incommensurablement,semblablement,visiblement,pressentiment,incommensurablement,justement
bary-de-la-contrariete.xml_raw.txt,Évidemment,Evidemment,évidemment,honnêtement,justement,incommensurablement,honnêtement,justement,compliment
bary-de-la-curiosite.xml_raw.txt,Évidemment,Evidemment,toujours,honnêtement,malheureusement,certainement,honnêtement,certainement,justement
bary-de-la-danse.xml_raw.txt,Évidemment,Evidemment,évidemment,honnêtement,justement,Simplement,honnêtement,compliment,sincèrement
bary-de-la-discretion.xml_raw.txt,Évidemment,Evidemment,évidemment,honnêtement,simplement,heureusement,honnêtement,désespérement,simplement
bary-de-la-dissimulation.xml_raw.txt,paradoxalement,illusoirement,véritablement,justement,incommensurablement,incompréhensiblement,justement,incommensurablement,certainement
bary-de-la-feintise.xml_raw.txt,Évidemment,Evidemment,réellement,certainement,incommensurablement,honnêtement,honnêtement,sincèrement,certainement
bary-de-la-guerre.xml_raw.txt,Évidemment,Evidemment,toujours,gaiment,valeureusement,courageusement,courament,assentiment,valeureusement
bary-de-la-memoire.xml_raw.txt,Évidemment,Evidemment,évidemment,justement,simplement,certainement,certainement,justement,honnêtement
bary-de-la-pudeur.xml_raw.txt,Évidemment,certainement,justement,simplement,incommensurablement,honnêtement,simplement,Simplement,incommensurablement
bary-de-la-raillerie.xml_raw.txt,Évidemment,Evidemment,mais,honnêtement,malheureusement,heureusement,Évidemment,honnêtement,Evidemment
bary-de-la-roture.xml_raw.txt,Évidemment,Evidemment,réellement,honnêtement,justement,certainement,assentiment,honnêtement,certainement
bary-de-la-simplicite-des-habits.xml_raw.txt,Évidemment,Evidemment,évidemment,visiblement,justement,semblablement,certainement,justement,merveillement
bary-de-libre-abord.xml_raw.txt,Évidemment,Evidemment,toujours,honnêtement,justement,certainement,honnêtement,sincèrement,justement
bary-des-beaux-cheveux.xml_raw.txt,Évidemment,Evidemment,réellement,honnêtement,compliment,maleureusement,compliment,honnêtement,tellement
bary-des-beaux-yeux.xml_raw.txt,Évidemment,Evidemment,forcément,honnêtement,désespérement,malheureusement,vraiment,justement,malheureusement
bary-des-belles-mains.xml_raw.txt,Évidemment,réellement,toujours,honnêtement,maleureusement,valeureusement,honnêtement,Simplement,simplement
bary-des-fleurs.xml_raw.txt,mais,toujours,Evidemment,heureusement,malheureusement,merveillement,ressentiment,pressentiment,malheureusement
bary-des-fontaines-et-des-ruisseaux.xml_raw.txt,Évidemment,Evidemment,toujours,incommensurablement,semblablement,pressentiment,merveillement,incommensurablement,certainement
bary-des-tailles-contestees.xml_raw.txt,véritablement,paradoxalement,réellement,incommensurablement,justement,certainement,certainement,incommensurablement,justement
bary-des-vendanges.xml_raw.txt,Évidemment,Evidemment,évidemment,honnêtement,certainement,heureusement,honnêtement,Simplement,justement
bary-du-badinage.xml_raw.txt,Évidemment,Evidemment,évidemment,heureusement,assentiment,malheureusement,assentiment,désespérement,incommensurablement
bary-du-bal.xml_raw.txt,Évidemment,Evidemment,évidemment,honnêtement,justement,malheureusement,sincèrement,honnêtement,compliment
bary-du-beau-rendezvous.xml_raw.txt,Évidemment,Evidemment,mais,honnêtement,certainement,justement,certainement,honnêtement,vaiment
bary-du-beau-sein.xml_raw.txt,Évidemment,mais,Evidemment,honnêtement,simplement,sincèrement,vraiment,Pourtout,connaissable
bary-du-bel-esprit.xml_raw.txt,Évidemment,Evidemment,évidemment,honnêtement,justement,compliment,honnêtement,sincèrement,Évidemment
bary-du-bon-office.xml_raw.txt,Évidemment,réellement,infailliblement,incommensurablement,semblablement,visiblement,justement,incommensurablement,honnêtement
bary-du-comperage.xml_raw.txt,Évidemment,Evidemment,Malheureusement,compliment,justement,décidément,complimente,compliment,connaisser
bary-du-compliment.xml_raw.txt,Évidemment,toujours,Evidemment,certainement,désintéressement,justement,compliment,honnêtement,présentiment
bary-du-cours.xml_raw.txt,Évidemment,Evidemment,évidemment,honnêtement,compliment,simplement,compliment,vraiment,bien-entendu
bary-du-duel.xml_raw.txt,réellement,Évidemment,paradoxalement,justement,incommensurablement,courageusement,assentiment,justement,certainement
bary-du-festin.xml_raw.txt,véritablement,perpétuellement,indiscutablement,savoureusement,heureusement,généreusement,savoureusement,merveilleusement,merveillement
bary-du-mauvais-choix.xml_raw.txt,Évidemment,mais,Evidemment,ressentirait,malheureusement,penserait,honnêtement,ressentiment,compliment
bary-du-proces.xml_raw.txt,Évidemment,Evidemment,certainement,certainement,honnêtement,procurement,honnêtement,personnellement,justement
bary-du-retour-des-esprits.xml_raw.txt,paradoxalement,véritablement,illusoirement,incommensurablement,semblablement,pressentiment,incommensurablement,assentiment,pressentiment
bary-du-roman.xml_raw.txt,certainement,perpétuellement,véritablement,particuli?rement,pressentiments,particulèrement,interressent,particulièrment,sûrment
bayart-romieu-moliere-au-theatre.xml_raw.txt,mais,vraiment,toujours,décidément,heureusement,toujours,Mais,Maintenant,Pourtout
beaumarchais-autre-tartuffe.xml_raw.txt,mais,toujours,Évidemment,heureusement,décidément,désespérement,compliment,Malheureusement,Pourtant
beaumarchais-barbier-de-seville.xml_raw.txt,mais,Évidemment,toujours,heureusement,compliment,décidément,Mais,Pourtout,vraiment
beaunoir-amour-queteur.xml_raw.txt,mais,Évidemment,toujours,honnêtement,vraiment,compliment,',complimente,quelqu
beaunoir-cacophonie.xml_raw.txt,mais,vraiment,Evidemment,vraiment,penserais,peut-être,Mais,Maintenant,vraiment
beaunoir-libellistes.xml_raw.txt,mais,toujours,Évidemment,heureusement,compliment,décidément,compliment,vraiment,gentiment
beaunoir-prince-ramoneur.xml_raw.txt,mais,Évidemment,toujours,heureusement,compliment,honnêtement,Mais,vraiment,Pourtout
beaunoir-sculpteur.xml_raw.txt,mais,Évidemment,toujours,heureusement,honnêtement,compliment,vraiment,Vraiment,compliment
beaunoir-venus.xml_raw.txt,Évidemment,toujours,Evidemment,compliment,honnêtement,heureusement,compliment,Vraiment,complimente
becque-corbeaux.xml_raw.txt,Évidemment,mais,toujours,heureusement,malheureusement,honnêtement,compliment,sincèrement,Evidemment
becque-domino-a-quatre.xml_raw.txt,mais,Évidemment,Evidemment,heureusement,malheureusement,vraiment,Maintenant,Mais,vraiment
becque-enlevement.xml_raw.txt,mais,Évidemment,toujours,heureusement,malheureusement,justement,compliment,sincèrement,honnêtement
becque-execution.xml_raw.txt,mais,Évidemment,Evidemment,heureusement,malheureusement,honnêtement,Maintenant,Pourquoi,LE
becque-les-honnetes-femmes.xml_raw.txt,mais,Évidemment,toujours,heureusement,amoureusement,toujours,vraiment,Pourtout,compliment
becque-veuve.xml_raw.txt,mais,Évidemment,toujours,heureusement,malheureusement,toujours,Malheureuse,Maintenant,Malheureusment
beissier-antigone.xml_raw.txt,sourtout,mais,désespérant,tourment,précipitemment,tressaillement,malheureuse,immortelle,Malheureuse
beissier-chasseurs-et-l-ours.xml_raw.txt,mais,car,vraiment,heureusement,chatouillement,braiment,Mais,Maintenant,Alors
beissier-docteur-cornibus.xml_raw.txt,mais,vraiment,car,vraiment,heureusement,braiment,Mais,Et,Maintenant
beissier-guignol-en-enfer.xml_raw.txt,mais,vraiment,car,heureusement,vraiment,braiment,Mais,Maintenant,Surtout
beissier-guignol-et-la-cabaretiere.xml_raw.txt,mais,vraiment,car,heureusement,vraiment,assomment,Mais,Maintenant,Alors
beissier-l-oiseau-bleu.xml_raw.txt,mais,toujours,sourtout,heureusement,braiment,chatouillement,vraiment,sourtout,braiment
beissier-la-nuit-de-noel.xml_raw.txt,mais,toujours,Évidemment,heureusement,gentillement,toujours,pleureuse,inquiette,gentiment
beissier-le-bapteme-d-une-rose.xml_raw.txt,",",Semblablement,inséparablement,chatouillement,rêveusement,paresseusement,Toutant,Pourtout,Pourtant
beissier-les-deux-pigeonnes.xml_raw.txt,mais,toujours,Évidemment,heureusement,malheureusement,décidément,vraiment,sourrire,Malheureuse
beissier-les-noces-de-guignol.xml_raw.txt,mais,vraiment,toujours,heureusement,décidément,gentillement,Mais,Alors,Maintenant
beissier-locataire.xml_raw.txt,mais,vraiment,car,vraiment,heureusement,assomment,LE,PETIT,MABILLE
beissier-ma-soeur-claire.xml_raw.txt,mais,toujours,vraiment,heureusement,vraiment,toujours,Malheureuse,vraiment,pleureuse
beissier-proprietaire-et-locataire.xml_raw.txt,mais,vraiment,car,vraiment,heureusement,assomment,LE,PETIT,MABILLE
beissier-un-bon-placement.xml_raw.txt,mais,vraiment,toujours,vraiment,heureusement,toujours,vraiment,Mais,Maintenant
benserade-cleopatre.xml_raw.txt,mais,toujours,Évidemment,désespérement,incommensurablement,courageusement,Pourtant,Mais,malheureuse
