Id,Title,Closest_Title,Closest_id,Closest_similarity
fre000541,Le Double Veuvage,Le Bon Soldat,fre000428,0.97884
fre000903,"Zénobie, Reine de Palmire","Camma, Reine de Galatie",fre000364,0.97882
fre001323,Le Mariage de Julie,Le Coupe Enchantée,fre000290,0.97881
fre000624,Le Billet de Mille,Le Mariage de Julie,fre001323,0.97875
fre001075,Le Glorieux,Le Pédant Joué,fre000424,0.97874
fre000301,Les Amours de Calotin,Les Amours de Trapolin,fre000517,0.9787
fre000517,Les Amours de Trapolin,Les Amours de Calotin,fre000301,0.9787
fre000519,L'Ecole des Cocus,L'Ecole des Pères,fre001118,0.97867
fre000414,Les Bracelets,Les Nouvellistes,fre001289,0.97862
fre000171,Champagne le Coiffeur,Le Railleur,fre000918,0.97859
fre001224,Le Plaisir de Rompre,Le Gascon Joué,fre001278,0.97858
fre001000,Le Dépit Amoureux,Le Faux Noble,fre000286,0.97855
fre001059,Carmosine,Polixène,fre000007,0.97855
fre000087,Le Mariage de Scarron,Le Devin du Village,fre001260,0.97852
fre001260,Le Devin du Village,Le Mariage de Scarron,fre000087,0.97852
fre001385,Osman,Saül,fre000589,0.97849
fre000452,Le Galant Jardinier,Le Paradis Terrestre,fre001069,0.97844
fre000223,Tachmas,Agis,fre000721,0.97843
fre000504,Les Amours du Soleil,Les Amours de Calotin,fre000301,0.97832
fre000975,Le Duel,Le Tempérament,fre000728,0.97832
fre001338,La Conversion,La Répétition,fre001291,0.97809
fre001522,Les Défauts de Paul,Les Vendanges,fre000474,0.97806
fre000842,Une Collaboration,La Répétition,fre001291,0.97806
fre001386,Le Parasite,Le Duel,fre000975,0.97805
fre000033,La Résurrection du Sauveur,La Mort de Pompée,fre000339,0.97799
fre000945,Le Petit Maître Corrigé,Le Diable Boiteux,fre000438,0.9779
fre000752,Les Filles à Marier,Les Mots à la Mode,fre000182,0.97784
fre001040,Le Rhumatisme,Le Fanatisme,fre001422,0.97784
fre001422,Le Fanatisme,Le Rhumatisme,fre001040,0.97784
fre000652,La Fille de Molière,La Soubrette de Molière,fre000795,0.97771
fre000795,La Soubrette de Molière,La Fille de Molière,fre000652,0.97771
fre000271,Le Seigneur Auteur,Le Prince Déguisé,fre001351,0.9776
fre000423,La Mort d'Agrippine,La Matrone d'Ephèse,fre000849,0.97756
fre000849,La Matrone d'Ephèse,La Mort d'Agrippine,fre000423,0.97756
fre000873,Guillaume Tell,Dorothée,fre000065,0.97755
fre001403,Le Clown,Le Potache,fre000639,0.97754
fre001542,La Première Leçon,Le Bon Mari,fre001534,0.97751
fre000515,Le Célibataire,Le Bélissaire,fre001242,0.97751
fre000004,L'Homme qui ne Peut pas Siffler,L'Homme qui A Tué la Mort,fre000118,0.97744
fre000118,L'Homme qui A Tué la Mort,L'Homme qui ne Peut pas Siffler,fre000004,0.97744
fre000933,Félicie,Dorothée,fre000065,0.97737
fre000883,Le Protégé de Molière,Le Souper de Molière,fre000207,0.97735
fre000698,Le Retour du Jeune Tobie,Le Gascon Joué,fre001278,0.97734
fre001109,A la Monaco,Le Faux Sincère,fre000545,0.97734
fre001240,Antigone,Mérope,fre001431,0.9773
fre000677,Les Soeurs de Lait,Les Filles à Marier,fre000752,0.97722
fre000112,"Les Plaisirs du Dimanche, Comédie","La Nuit de Noël, Comédie",fre001515,0.9772
fre000802,Un Coup de Rasoir,Le Cibisme,fre000875,0.97717
fre000025,Le Jeu d'Esmorée,Le Verre d'Eau,fre001126,0.97716
fre001126,Le Verre d'Eau,Le Jeu d'Esmorée,fre000025,0.97716
fre000561,Jodelet,Armide,fre001165,0.97715
fre001015,Le Mariage Forcé,Le Bon Mari,fre001534,0.97715
fre000354,Tite et Bérénice,Lisandre et Caliste,fre000586,0.97713
fre000807,Edouard,Ondine,fre000715,0.97709
fre000158,Le Français à Londres,Le Railleur,fre000918,0.97698
fre000058,Le Centenaire de Molière,Le Souper de Molière,fre000207,0.97696
fre001324,Les Moeurs du Temps,Les Etrennes,fre000672,0.97693
fre001510,"Les Deux Pigeonnes, Comédie","Les Plaisirs du Dimanche, Comédie",fre000112,0.9769
fre000383,La Mort d'Achille,La Mort d'Agrippine,fre000423,0.9769
fre000108,"Un Mystère sans Importance, Comédie","Un Bon Placement, Comédie",fre001509,0.97688
fre000238,Le Boudoir.,Le Boiteux.,fre001533,0.97681
fre001533,Le Boiteux.,Le Boudoir.,fre000238,0.97681
fre000506,Les Dames Vengées,Les Nouvellistes,fre001289,0.97681
fre000828,La Joueuse Dupée,La Soeur Valeureuse,fre000919,0.97681
fre000919,La Soeur Valeureuse,La Joueuse Dupée,fre000828,0.97681
fre000743,La Chaste Isabelle,La Mère Coquette,fre000511,0.97678
fre000151,Les Rivaux Amis,Les Fausses Confidences,fre000931,0.97677
fre000292,Ulysse,Oreste,fre001436,0.97677
fre001553,Au Déclin,Le Sourd,fre000273,0.97672
fre000150,Cassandre,Pandore,fre001439,0.97669
fre001220,"La Sérénade, Comédie","La Mère Rivale, Comédie",fre000697,0.97664
fre000215,Adrien,Amélie,fre001239,0.97663
fre000012,Le Pauvre Bougre et le Bon Génie,Le Diable Boiteux,fre000438,0.97662
fre000358,L'Amour à la Mode,Le Préjugé à la Mode,fre001080,0.97658
fre000804,La Bradamante,La Boîte de Pandore,fre001136,0.97655
fre001302,La Cabale,La Quine,fre001290,0.97655
fre000255,Les Fous,Les Lois,fre001281,0.97647
fre000744,La Confiance des Cocus,La Désolation des Joueuses,fre000437,0.97646
fre001171,Le Docteur de Verre,Le Plaisir de Rompre,fre001224,0.97642
fre001142,Les Charmes de Félicie,Les Amours de Calotin,fre000301,0.97637
fre000294,Le Commencement de la Fin,Le Retour des Officiers,fre000469,0.97635
fre000389,Timocrate,Agis,fre000721,0.9763
fre000443,L'Eté des Coquettes,L'Epouse du Cantique,fre001064,0.97627
fre001064,L'Epouse du Cantique,L'Eté des Coquettes,fre000443,0.97627
fre001356,Le Fou par Amour,Les Filles à Marier,fre000752,0.97624
fre000111,Les Pieds Nickelés,Les Druides,fre000139,0.9762
fre000245,Les Deux Amis,Les Trois Ivrognes,fre001299,0.97611
fre001299,Les Trois Ivrognes,Les Deux Amis,fre000245,0.97611
fre000748,Léandre Hongre,Laure Persécutée,fre001468,0.97605
fre001468,Laure Persécutée,Léandre Hongre,fre000748,0.97605
fre001056,Barberine,Armide,fre001165,0.97603
fre001423,La Femme qui A Raison,La Fausse Apparence,fre001329,0.97598
fre000760,Marius à Cirte,Guignol en Enfer,fre001513,0.97591
fre001377,Les Epoux par Chicane,Les Mots à la Mode,fre000182,0.97585
fre001398,Caquire,La Quine,fre001290,0.97584
fre001202,"Arlequin aux Enfers, Comédie","La Nuit de Noël, Comédie",fre001515,0.97582
fre000449,La Foire Saint Germain,La Fièvre de Palmerin,fre001309,0.97572
fre001354,Le Manteau Ecarlate,Le Railleur,fre000918,0.97568
fre001010,Les Fourberies de Scapin,Les Charmes de Félicie,fre001142,0.97567
fre000122,L'Ecole Galante,L'Ecole de la Raison,fre000831,0.97566
fre000831,L'Ecole de la Raison,L'Ecole Galante,fre000122,0.97566
fre000690,La Colombe,La Fièvre de Palmerin,fre001309,0.97564
fre000117,A la Mer !,Veuve !,fre000100,0.97563
fre001216,"La Critique du Légataire, Comédie en un Acte","La Naissance d'Amadis, Comédie en un Acte",fre000534,0.97562
fre000801,Les Deux Timides,Les Flacons,fre000693,0.97555
fre000821,Le Florentin,Le Potache,fre000639,0.97554
fre000384,La Mort de l'Empereur Commode,La Mort de Cochon,fre000488,0.97553
fre000880,Les Mariages de Canada,Les Gourmandes,fre000976,0.9755
fre000599,Les Euménides Traduction Nouvelle de Leconte de Lisle,Les Khoèphores Traduction Nouvelle de Leconte de Lisle,fre000600,0.97547
fre000600,Les Khoèphores Traduction Nouvelle de Leconte de Lisle,Les Euménides Traduction Nouvelle de Leconte de Lisle,fre000599,0.97547
fre000758,La Sybille,La Chaste Isabelle,fre000743,0.97544
fre001227,Les Compliments,Les Sincères,fre000952,0.97544
fre000663,Le Bienfait Récompensé,Le Déniaisé,fre000711,0.97539
fre000484,Perside,Agis,fre000721,0.97538
fre001209,"Le Distrait, Comédie","La Mère Rivale, Comédie",fre000697,0.97536
fre000198,Porus,Mirame,fre000492,0.97534
fre000642,Un Coup de Tête,La Joueuse,fre000547,0.97533
fre001500,Le Deuil,Le Joueur,fre001214,0.97532
fre000178,Le Jaloux Endormi,Le Galant Jardinier,fre000452,0.97519
fre001410,Alzire,Aricie,fre001114,0.97516
fre000365,Le Charme de la Voix,La Mort de Pompée,fre000339,0.97499
fre001512,Guignol et la Cabaretière,La Fièvre de Palmerin,fre001309,0.97498
fre000265,Le Petit Poucet,Le Coupe Enchantée,fre000290,0.97496
fre001458,Hercule,Amélie,fre001239,0.97489
fre000053,Mon Ami Naze,Mon Futur,fre000892,0.97488
fre000687,La Belle et la Bête,La Saignée,fre000676,0.97488
fre001154,Pandoste ou La Princesse Malheureuse,Pandoste [ii] ou La Princesse Malheureuse,fre001155,0.97474
fre001155,Pandoste [ii] ou La Princesse Malheureuse,Pandoste ou La Princesse Malheureuse,fre001154,0.97474
fre001529,Le Rondeau,Le Chapeau Bleu,fre000594,0.97473
fre000228,L'Abbé de Plâtre,L'Aululaire,fre000958,0.97473
fre000594,Le Chapeau Bleu,Le Rondeau,fre001529,0.97473
fre000958,L'Aululaire,L'Abbé de Plâtre,fre000228,0.97473
fre000246,Les Deux Anglais,Les Deux Dumas,fre001035,0.97466
fre000621,Une Larme d'Auvergnat,La Ferme Partagée,fre000212,0.97465
fre000703,Le Voyageur,Le Retour des Officiers,fre000469,0.97462
fre000754,Le Consentement Forcé,Le Parasite,fre001386,0.97457
fre000309,L'Avocat Dupé,L'Amant Déguisé,fre000615,0.97456
fre000615,L'Amant Déguisé,L'Avocat Dupé,fre000309,0.97456
fre001550,Prologue,Saül,fre000589,0.97453
fre001074,Le Proverbe Manqué,La Mort des Enfants de Brute,fre000195,0.97453
fre000091,L'Amour Quêteur,L'Amour Pris aux Cheveux,fre000660,0.97447
fre000410,Le Hareng Saur,Le Principal Témoin,fre001488,0.9744
fre000010,L'Ecole des Bourgeois,L'Ecole des Mufles,fre001481,0.97438
fre001481,L'Ecole des Mufles,L'Ecole des Bourgeois,fre000010,0.97438
fre000188,Aristodème,Hérode,fre001066,0.97437
fre000391,Arlequin Jaloux,Arlequin Mahomet,fre000878,0.97437
fre000878,Arlequin Mahomet,Arlequin Jaloux,fre000391,0.97437
fre000162,Le Médecin par Occasion,Le Médecin Volant,fre000180,0.97428
fre000165,La Vie Est un Songe,Un Monsieur qui ne Veut Plus Fumer,fre000406,0.97427
fre000018,Les Aventures de Ninette,Les Défauts de Paul,fre001522,0.97425
fre000557,Le Dragon de Thionvile,Le Coupe Enchantée,fre000290,0.97423
fre000965,Le Libérateur,Le Voyageur,fre000703,0.97423
fre001496,Euphémie,Célinde,fre000079,0.97421
fre001252,Le Véritable Saint Genest,Le Galant Jardinier,fre000452,0.97421
fre000174,Les Deux Frères Gémeaux,Les Fausses Vérités,fre001087,0.97418
fre000181,Le Mort Vivant,Le Petit Poucet,fre000265,0.97418
fre000626,C'est une Femme du Monde,La Femme qui A Raison,fre001423,0.97418
fre000649,Les Jumeaux de Bergame,Les Défauts de Paul,fre001522,0.97414
fre001048,Les Lacènes,Les Gourmandes,fre000976,0.97414
fre000713,"Le Marchand Ridicule, Comédie","La Cloison, Comédie",fre000689,0.97413
fre000468,Renaud et Armide,Corneille et Rotrou,fre000803,0.97411
fre000505,La Cocue Imaginaire,Le Malade Imaginaire,fre001014,0.97411
fre000803,Corneille et Rotrou,Renaud et Armide,fre000468,0.97411
fre001014,Le Malade Imaginaire,La Cocue Imaginaire,fre000505,0.97411
fre000159,La Frivolité,La Thébaïde,fre001200,0.97405
fre001269,Le Bavard,Le Rideau,fre001397,0.97404
fre000431,Le Charivari,Le Diamant,fre000249,0.97398
fre000808,La Mort des Enfants d'Hérode,La Mort d'Achille,fre000383,0.97398
fre000940,La Joie Imprévue,La Feinte Heureuse,fre001308,0.97397
fre001212,Les Folies Amoureuses,Les Amours du Soleil,fre000504,0.97397
fre000217,Alcibiade,Clarimonde,fre000080,0.97393
fre001276,La Fausse Paysanne,La Fièvre de Palmerin,fre001309,0.97384
fre000166,L'Obelixe,L'Anglomane,fre001320,0.97375
fre001320,L'Anglomane,L'Obelixe,fre000166,0.97375
fre000654,Les Animaux Raisonnables,Les Rivaux Amis,fre000151,0.97372
fre001044,Aman,Zulime,fre001451,0.97372
fre001451,Zulime,Aman,fre001044,0.97372
fre000550,Le Mariage Fait et Rompu,Le Paradis Terrestre,fre001069,0.97371
fre000934,La Femme Fidèle,La Saignée,fre000676,0.9737
fre000368,La Comtesse d'Orgueil,La Comtesse d'Escarbagnas,fre000998,0.97366
fre000860,La Fleur de Tlemcen,La Mort de Chrispe,fre001383,0.97366
fre000998,La Comtesse d'Escarbagnas,La Comtesse d'Orgueil,fre000368,0.97366
fre001254,Venceslas,Bajazet,fre001189,0.97366
fre001293,La Rivalité Inutile,La Joie Imprévue,fre000940,0.97361
fre000638,Le Petit Ménage,Le Petit Poucet,fre000265,0.97357
fre000946,Le Préjuge Vaincu,Le Lièvre,fre000258,0.97357
fre001479,Les Animaux Malades de la Faim,Les Soeurs de Lait,fre000677,0.97354
fre000201,Compter sans son Hôte,Le Sot Héritier,fre001539,0.97353
fre001539,Le Sot Héritier,Compter sans son Hôte,fre000201,0.97353
fre000476,Le Vert-Galant,Le Galant Jardinier,fre000452,0.97345
fre000124,Arcagambis,Sémiramis,fre000130,0.97343
fre000612,Momus à Paris,Le Manteau Ecarlate,fre001354,0.97339
fre000685,L'Amant Anonyme,L'Amant Déguisé,fre000615,0.97335
fre000089,L'Autre Tartuffe,L'Aululaire,fre000958,0.97334
fre000619,La Fille Mal Gardée,La Folle Enchère,fre000450,0.97333
fre000623,Aux Antipodes,Le Huron,fre000596,0.9733
fre000285,Eudoxie,Aricie,fre001114,0.97325
fre000173,La Comédie sans Titre,La Comédie,fre000973,0.97314
fre000830,Nuit de Noces,Le Mariage de Rien,fre001050,0.97314
fre000973,La Comédie,La Comédie sans Titre,fre000173,0.97314
fre000101,Cléopâtre,Zélamire,fre000041,0.97312
fre001036,L'Enfer des Gens de Lettres,L'Eté des Coquettes,fre000443,0.97312
fre000478,Les Comédiens,Le Départ des Comédiens,fre000540,0.97301
fre000540,Le Départ des Comédiens,Les Comédiens,fre000478,0.97301
fre001339,Le Jeune Docteur,Le Menteur,fre000338,0.97297
fre001277,Le Gascon à Paris,Le Français à Londres,fre000158,0.97287
fre000203,L'Aveugle Clairvoyant,L'Aululaire,fre000958,0.9728
fre001286,Les Morts Vivants,Les Célèbres,fre000625,0.97279
fre000136,Le Pleureur Malgré Lui,Le Médecin Malgré Lui,fre001016,0.97278
fre001016,Le Médecin Malgré Lui,Le Pleureur Malgré Lui,fre000136,0.97278
fre000418,Galathée,Aristodème,fre000188,0.97274
fre000935,L'Héritier de Village,L'Aululaire,fre000958,0.97258
fre000375,Le Galant Doublé,Le Diamant,fre000249,0.97252
fre001485,Un Mois de Prison,Le Diable Boiteux,fre000438,0.97245
fre000312,Valentin,César,fre000730,0.97225
fre000230,Alménorade,Bradamante,fre000363,0.97224
fre001412,Le Brutus,Le Rideau,fre001397,0.97218
fre000328,Clitandre,Aristodème,fre000188,0.97216
fre001103,La Vengeance,La Belle Esclave,fre000556,0.97209
fre000133,Premier Amour,Le Roi Attend,fre001319,0.97207
fre001022,La Princesse d'Elide,La Belle Alphrède,fre001243,0.97203
fre001132,Les Fra-Maçonnes,Les Vendanges,fre000474,0.97203
fre000105,"Un Dramaturge en Plein Labeur, Comédie","Les Plaisirs du Dimanche, Comédie",fre000112,0.97193
fre001558,Mort de Caton,La Mort de Chrispe,fre001383,0.97193
fre000895,Le Souper d'Auteuil,Le Plaisir de Rompre,fre001224,0.97188
fre000708,Téléphonte,Agis,fre000721,0.97182
fre001444,Les Scythes,Les Vendanges,fre000474,0.97181
fre000014,Les Papilllotes,Les Fourberies de Scapin,fre001010,0.97177
fre000877,L'Ile du Gougou,L'Ile des Esclaves,fre000938,0.97175
fre000938,L'Ile des Esclaves,L'Ile du Gougou,fre000877,0.97175
fre000587,Lucrèce,Pandore,fre001439,0.97164
fre000949,La Réunion des Amours,La Mort des Enfants de Brute,fre000195,0.97162
fre001394,La Forte Romaine,La Petite Rosange,fre000143,0.97161
fre001367,Electre Traduction Nouvelle de Leconte de Lisle,Oedipe Roi Traduction Nouvelle de Leconte de Lisle,fre001369,0.97158
fre001369,Oedipe Roi Traduction Nouvelle de Leconte de Lisle,Electre Traduction Nouvelle de Leconte de Lisle,fre001367,0.97158
fre000030,Le Portier du Parnasse,Le Plaisir de Rompre,fre001224,0.97156
fre001141,Le Taciturne,Le Coupe Enchantée,fre000290,0.97156
fre000436,La Déroute du Pharaon,Les Charmes de Félicie,fre001142,0.97155
fre000500,Le Père de Famille,Le Souper d'Auteuil,fre000895,0.97154
fre000357,La Veuve ou Le Traître Trahi,Alzate ou Le Préjugé Détruit,fre000527,0.97148
fre000527,Alzate ou Le Préjugé Détruit,La Veuve ou Le Traître Trahi,fre000357,0.97148
fre000103,La Journée des Dupes,La Mort de Pompée,fre000339,0.97137
fre000093,Les Libellistes,Les Legislatrices,fre001029,0.97132
fre001029,Les Legislatrices,Les Libellistes,fre000093,0.97132
fre001108,Esope au Parnasse,Les Epoux Malheureux,fre001536,0.97131
fre000814,La Guerre Comique,La Ressource Comique,fre000044,0.97129
fre000604,Electre Traduction Nouvelle de Emile Pessonneaux,Electre Traduction Nouvelle de Leconte de Lisle,fre001367,0.97127
fre000835,Oreste et Pylade,Pyrame et Thisbé,fre001400,0.97127
fre000978,L'Habit sans Galons,Le Diable Boiteux,fre000438,0.97127
fre001400,Pyrame et Thisbé,Oreste et Pylade,fre000835,0.97127
fre001174,La Généreuse Ingratitude,La Suivante,fre000351,0.97123
fre000372,Les Engagements du Hasard,Les Défauts de Paul,fre001522,0.97122
fre000909,Le Plaisir,Le Retour du Distrait,fre001292,0.97122
fre000606,Les Héraclides Traduction Nouvelle de Emile Pessonneaux,Hercule Furieux Traduction Nouvelle de Emile Pessonneaux,fre000607,0.9712
fre000607,Hercule Furieux Traduction Nouvelle de Emile Pessonneaux,Les Héraclides Traduction Nouvelle de Emile Pessonneaux,fre000606,0.9712
fre000435,Les Curieux de Compiègne,Les Jumeaux de Bergame,fre000649,0.97096
fre001523,Le Docteur Sourabaya,Le Docteur de Verre,fre001171,0.97093
fre001011,George Dandin,Clarimonde,fre000080,0.97092
fre001301,Vive la Vie,La Malade sans Maladie,fre000548,0.9709
fre001462,La Tableau Parlant,Une Larme d'Auvergnat,fre000621,0.97089
fre001163,Amadis,Cléopâtre,fre000101,0.97084
fre000912,Le Dictateur Romain,Le Libérateur,fre000965,0.97075
fre000115,Brutus,Le Brutus,fre001412,0.97074
fre000185,Caton,Dorothée,fre000065,0.97068
fre000699,La Rosière de Salency,La Fièvre de Palmerin,fre001309,0.97068
fre000800,Il Est de la Police,Le Bienfait Récompensé,fre000663,0.97053
fre001420,L'Enfant Prodigue,L'Héritier de Village,fre000935,0.97046
fre000925,La Commère,La Loterie,fre000458,0.97039
fre000947,Le Prince Travesti,Le Diamant,fre000249,0.97036
fre000107,"L'Etrangleuse, Pièce en un Acte","Le Prétendant, Pièce en un Acte",fre000113,0.97033
fre000219,Arminius,Sertorius,fre000348,0.97026
fre000348,Sertorius,Arminius,fre000219,0.97026
fre000688,La Bonne Mère,La Feinte Heureuse,fre001308,0.97023
fre000822,Galatée,Irène,fre001428,0.97021
fre000221,Phocion,Phèdre,fre000771,0.97011
fre000598,Agamemnon Traduction Nouvelle de Leconte de Lisle,Antigone Traduction Nouvelle de Leconte de Lisle,fre001366,0.9701
fre001366,Antigone Traduction Nouvelle de Leconte de Lisle,Agamemnon Traduction Nouvelle de Leconte de Lisle,fre000598,0.9701
fre000346,Pulchérie,Dorothée,fre000065,0.97003
fre000936,L'Heureux Stratagème,L'Amant Déguisé,fre000615,0.96996
fre001368,Oedipe à Colone Traduction Nouvelle de Leconte de Lisle,Oedipe Roi Traduction Nouvelle de Leconte de Lisle,fre001369,0.96988
fre000939,Le Jeu de l'Amour et du Hasard,Le Jeu d'Esmorée,fre000025,0.96982
fre000168,Ma Poupée,La Malade sans Maladie,fre000548,0.96981
fre000360,Ariane,Natalie,fre001051,0.96981
fre000950,La Seconde Suprise de l'Amour,Le Noeud d'Amour,fre001139,0.96981
fre001139,Le Noeud d'Amour,La Seconde Suprise de l'Amour,fre000950,0.96981
fre000194,Lisimène ou La Jeune Bergère,Lisette ou La Mauvaise Compagne,fre001498,0.96979
fre001498,Lisette ou La Mauvaise Compagne,Lisimène ou La Jeune Bergère,fre000194,0.96979
fre000997,Le Bourgeois Gentilhomme,Le Babillard,fre000154,0.96978
fre000283,Le Cousin Edgard,Le Jeune Homme Blême,fre001124,0.96972
fre001464,L'Enlèvement Comédie en Trois Actes,Les Honnêtes Femmes Comédie en un Acte,fre001507,0.9697
fre001507,Les Honnêtes Femmes Comédie en un Acte,L'Enlèvement Comédie en Trois Actes,fre001464,0.9697
fre001528,Roi et Reine,Rose et Rosette,fre001530,0.96964
fre001530,Rose et Rosette,Roi et Reine,fre001528,0.96964
fre000552,La Noce Interrompue,La Joie Imprévue,fre000940,0.96964
fre000765,Le Malade Réel,Le Consentement Forcé,fre000754,0.96962
fre000398,Catilina,Mélicerte,fre001018,0.96943
fre000785,Molière en Ménage,Molière en Voyage,fre001115,0.96937
fre000953,La Surprise de l'Amour,La Seconde Suprise de l'Amour,fre000950,0.96937
fre001115,Molière en Voyage,Molière en Ménage,fre000785,0.96937
fre000153,L'Auteur Superstitieux,L'Heureux Stratagème,fre000936,0.96935
fre001365,Ajax Traduction Nouvelle de Leconte de Lisle,Oedipe Roi Traduction Nouvelle de Leconte de Lisle,fre001369,0.96932
fre000777,Une Nuit de Molière,La Mort des Enfants de Brute,fre000195,0.96931
fre000239,Le Café Borgne,Le Jaloux Honteux,fre000546,0.96929
fre000576,Alcimedon,Cendrillon,fre000042,0.96916
fre000288,La Jeune Indienne,Le Jeune Marius,fre000192,0.96913
fre000951,Les Serments Indiscrets,Les Faux Indifférents,fre000254,0.96913
fre000242,Le Chasseur et les Joueurs.,Le Suisse de Porte et le Portrait.,fre000275,0.96906
fre000275,Le Suisse de Porte et le Portrait.,Le Chasseur et les Joueurs.,fre000242,0.96906
fre000175,Esope à la Cour,Le Bon Soldat,fre000428,0.96902
fre000768,Silence dans les Rangs !,A la Mer !,fre000117,0.96897
fre001156,Le Sac de Carthage,Le Menteur,fre000338,0.96896
fre001527,Le Petit Prétentieux,Le Proverbe Manqué,fre001074,0.96893
fre000790,Adrienne Legouvreur,Léandre Hongre,fre000748,0.96892
fre000613,La Pupille,La Forte Romaine,fre001394,0.96888
fre001305,L'Ile Sauvage,L'Ile des Esclaves,fre000938,0.96883
fre001330,Le Gardien de Soi-Même,Le Verre d'Eau,fre001126,0.96872
fre001160,Ostorius,Arminius,fre000219,0.96865
fre000277,La Veuve Avare ou A Trompeur Trompeur et Demi,La Fausse Suivante ou Le Fourbe Puni,fre000932,0.96862
fre000932,La Fausse Suivante ou Le Fourbe Puni,La Veuve Avare ou A Trompeur Trompeur et Demi,fre000277,0.96862
fre001335,Le Prince Corsaire.,Le Boudoir.,fre000238,0.9686
fre000543,Le Faux Honnête Homme,Le Retour du Distrait,fre001292,0.9685
fre000608,Hippolyte Traduction Nouvelle de Emile Pessonneaux,Hercule Furieux Traduction Nouvelle de Emile Pessonneaux,fre000607,0.96849
fre000083,Le Prince Fugitif,Le Retour du Distrait,fre001292,0.96846
fre000197,La Porcie Romaine,La Forte Romaine,fre001394,0.96845
fre000282,Le Bordel ou Le Jean-Foutre Puni,La Fausse Suivante ou Le Fourbe Puni,fre000932,0.96838
fre000155,Le Comte de Neuilly,Le Comte d'Essex,fre000367,0.96837
fre001099,Les Philosophes,Les Philosophes de Bois,fre001133,0.96835
fre001133,Les Philosophes de Bois,Les Philosophes,fre001099,0.96835
fre000316,"Alfonse Dit l'Impuissant, Tragédie en un Acte","Le Sot Vengé, Comédie en un Acte",fre001138,0.96833
fre000890,Alzaïde,Cendrillon,fre000042,0.96832
fre000001,"Argélie, Reine de Thessalie","Zénobie, Reine de Palmire",fre000903,0.96828
fre001128,L'Aululaire Traduction Sommer,L'Aveugle Avare,fre001532,0.96827
fre000610,Le Philinte de Molière,Le Centenaire de Molière,fre000058,0.96824
fre000377,Les Illustres Ennemis,Les Faux Indifférents,fre000254,0.9682
fre000163,Le Plagiaire,Le Secrétaire,fre001294,0.96815
fre000967,A Bas Molière,Le Bon Ménage,fre000645,0.96812
fre001152,Climène ou Le Triomphe de la Vertu,Alceste ou Le Triomphe d'Alcide,fre001162,0.96812
fre001162,Alceste ou Le Triomphe d'Alcide,Climène ou Le Triomphe de la Vertu,fre001152,0.96812
fre000509,Le Gentilhomme Guespin,Le Portier du Parnasse,fre000030,0.96809
fre001241,La Bague de l'Oubli,Le Jeu d'Esmorée,fre000025,0.96809
fre000170,Hommage à Racine,Le Diamant,fre000249,0.96804
fre001111,Le Carnaval du Baron de Papaver,Le Carnaval de Venise,fre001206,0.96804
fre001206,Le Carnaval de Venise,Le Carnaval du Baron de Papaver,fre001111,0.96804
fre000603,Le Cyclope Traduction Nouvelle de Emile Pessonneaux,Les Héraclides Traduction Nouvelle de Emile Pessonneaux,fre000606,0.96799
fre000984,La Petite Vérole.,La Poupée.,fre000988,0.96799
fre000988,La Poupée.,La Petite Vérole.,fre000984,0.96799
fre000455,L'Impromptu de Livry,L'Impromptu de Paris,fre000714,0.96793
fre000714,L'Impromptu de Paris,L'Impromptu de Livry,fre000455,0.96793
fre000778,Tyl l'Espiegle,L'Amant Déguisé,fre000615,0.9679
fre001363,Les Véritables Précieuses,Les Vendanges,fre000474,0.96785
fre000160,L'Homme du Jour,L'Auteur Superstitieux,fre000153,0.96784
fre001005,L'Ecole des Maris,L'Ecole des Mères,fre000929,0.96783
fre001093,Les Chouans,Les Guêpes,fre000054,0.96781
fre001272,Contentement Passe Richesse,Compter sans son Hôte,fre000201,0.96777
fre000026,Le Jus du Pelerin,Le Petit Ménage,fre000638,0.96773
fre001089,Bélisaire,Zélamire,fre000041,0.96765
fre000725,Ziman et Zenise,Lisandre et Caliste,fre000586,0.96757
fre000686,L'Aveugle de Spa,L'Héritier de Village,fre000935,0.96746
fre000572,Pour un Plaisir Mille Douleurs,L'Homme qui ne Peut pas Siffler,fre000004,0.96733
fre000049,Janot,Persée,fre001178,0.9673
fre000897,Artaxerxe,Phèdre,fre000771,0.96727
fre000648,Héro et Léandre,Léandre et Héro,fre000853,0.96725
fre000853,Léandre et Héro,Héro et Léandre,fre000648,0.96725
fre001025,Le Sicilien,Le Florentin,fre000821,0.96716
fre001049,L'Impromptu de l'Hôtel de Condé,L'Impromptu de Livry,fre000455,0.96712
fre001042,Le Dernier Klephte,Le Bon Soldat,fre000428,0.96711
fre000694,L'Ile Heureuse,L'Ile Sauvage,fre001305,0.96708
fre000578,Anaxandre,Cléopâtre,fre000101,0.967
fre001083,Les Tentations d'Antoine,Les Charmes de Félicie,fre001142,0.967
fre001158,Thomas Morus,George Dandin,fre001011,0.967
fre000620,Alexandre,Edouard,fre000807,0.96692
fre000657,"Orphée, ou Arlequin aux Enfers","Zelmis, ou La Jeune Sauvage",fre001085,0.96691
fre001085,"Zelmis, ou La Jeune Sauvage","Orphée, ou Arlequin aux Enfers",fre000657,0.96691
fre000422,Oreste et les Furies,La Belle et la Bête,fre000687,0.96687
