Théâtre complet. Tome I - Didon se sacrifiant.html	classiques-garnier.com/hardy-alexandre-theatre-complet-tome-i-didon-se-sacrifiant.html	Didon se sacrifiant	Alexandre Hardy
Théâtre complet. Tome II - La Mort d’Achille - Tragédie.html	https://classiques-garnier.com/hardy-alexandre-theatre-complet-tome-ii-la-mort-d-achille.html	La Mort d'Achille	Alexandre Hardy
Théâtre complet. Tome III - Félismène.html	https://classiques-garnier.com/hardy-alexandre-theatre-complet-tome-iii-felismene.html	Félismène	Alexandre Hardy
