Id,Title,Closest_Title,Closest_id,Closest_similarity
fre000213,Achille et Polixène,Polixène,fre000007,0.46942
fre000214,Acis et Galatée,L'Enfer Galant,fre000656,0.47518
fre000215,Adrien,David,fre001046,0.99999
fre000216,Aétius,Ostorius,fre001160,0.74045
fre000217,Alcibiade,Alcibiade,fre001625,1.0
fre000218,Andronic,Le Plagiaire,fre000163,0.36645
fre000219,Arminius,Arminius ou Les Frères Ennemis,fre001344,0.61984
fre000220,"Juba, Roi de Mauritanie",Ubu Roi,fre000784,0.4749
fre000221,Phocion,Stratonice,fre001181,0.66634
fre000222,Pompeia,Horace,fre000332,0.9891
fre000223,Tachmas,Soliman,fre000425,0.51797
fre001454,Tiridate,Tyridate,fre000199,0.92559
fre000224,Virginie,David,fre001046,0.99999
fre000225,Le Mari Directeur ou Le Déménagement du Couvent,Candide Marié,fre000086,0.44252
fre000226,Le Réveil d'Epiménide à Paris.,Le Jaloux Endormi,fre000178,0.41948
fre001520,Le Compliment,Du Compliment,fre001813,0.98935
fre001626,En Chine,Le Chapeau Chinois,fre001404,0.56564
fre001521,La Dame en Noir,La Bonne Femme,fre000125,0.52738
fre001523,Le Docteur Sourabaya,Le Boudoir.,fre000238,0.33543
fre001526,Le Mariage des Fleurs,Des Fleurs,fre001843,0.74619
fre001527,Le Petit Prétentieux,Thésée ou Le Prince Reconnu,fre001157,0.4562
fre001529,Le Rondeau,Des Fontaines et des Ruisseaux,fre001588,0.44834
fre001522,Les Défauts de Paul,Les Défauts Supposés,fre001353,0.48233
fre001525,Les Heures,Les Nuits,fre001772,0.42111
fre001528,Roi et Reine,Jeanne Reine d'Angleterre,fre000810,0.7305
fre001530,Rose et Rosette,Le Pot au Noir et le Pot aux Roses,fre001315,0.49413
fre001524,Un Duel,Le Duel,fre000975,0.99347
fre000229,A Bon Chat Bon Rat,A Bon Chat Bon Rat,fre000566,1.0
fre000232,"A Trompeur, Trompeur et Demi",La Veuve Avare ou A Trompeur Trompeur et Demi,fre000277,0.57152
fre000227,L'Abbé de Coure-Dîner.,Dialogue entre l'Illustre Don Mardi-Gras et Carême l'Abstinent,fre001798,0.51349
fre000228,L'Abbé de Plâtre,Cléopâtre,fre000101,0.5003
fre000230,Alménorade,La Véritable Sémiramis,fre000486,0.45464
fre000231,L'Après-Dinée,L'Abbé de Coure-Dîner.,fre000227,0.39969
fre000233,L'Auteur Avantageux.,Thésée ou Le Prince Reconnu,fre001157,0.46861
fre001532,L'Aveugle Avare,L'Aveugle de Smyrne,fre000310,0.61637
fre000234,L'Avocat Chansonnier.,Le Poète Basque,fre001780,0.51327
fre000235,L'Avocat Consultant.,Chez l'Avocat,fre001660,0.74609
fre000236,Le Bal,Le Bal,fre001205,1.0
fre000237,Les Bons,Sermon Joyeux de Bien Boire,fre000037,0.47678
fre000238,Le Boudoir.,Bois-Rosé,fre001271,0.37163
fre000239,Le Café Borgne,Le Café,fre001256,0.54874
fre000240,Le Chanteur Italien,L'Avocat Chansonnier.,fre000234,0.48029
fre000241,Le Chapon au Gros Sel.,Le Rosier du Cinquième,fre001616,0.37833
fre000242,Le Chasseur et les Joueurs.,La Chasse,fre001882,0.50133
fre000243,Condamner sans Entendre. ou La Statue.,Corine ou Le Silence,fre001884,0.43823
fre000244,Les Désespérés de l'Opéra,La Disgrâce des Domestiques Comédie Représentée sur le Théâtre Royal du Marais.,fre000305,0.50072
fre000245,Les Deux Amis,Ecole des Amis,fre001076,0.76584
fre000246,Les Deux Anglais,Premier en Anglais,fre001670,0.50275
fre000247,Les Deux Auteurs,Les Deux Billets,fre000647,0.55235
fre000248,Les Deux Chapeaux,Les Deux Billets,fre000647,0.59709
fre000249,Le Diamant,La Perle,fre001826,0.48634
fre000250,L'Ecrivain des Charniers.,Le Charivari,fre000431,0.47382
fre000251,L'Enragé,La Généreuse Ingratitude,fre001174,0.45964
fre000252,L'Etranger,La Magicienne Etrangère,fre000959,0.48044
fre000253,Le Faux Empoisonnement,Le Faux Instinct,fre000544,0.44116
fre000254,Les Faux Indifférents,Le Faux Instinct,fre000544,0.44083
fre000255,Les Fous,Le Fou par Amour,fre001356,0.65703
fre000256,L'Histoire.,Madeleine,fre001559,0.45015
fre000257,L'Important,L'Oublieux.,fre001905,0.55466
fre001531,L'Auteur et l'Amateur,L'Amant Auteur et Valet,fre000284,0.72709
fre001630,L'Homme qui Craint d'Aimer,De l'Art de se Faire Aimer,fre001830,0.54439
fre001535,Le Chanoine de Reims,Le Chandelier,fre001767,0.47243
fre001537,Le Fripon Orgueilleux,La Comtesse d'Orgueil,fre000368,0.59504
fre001631,La Médaille d'Othon,Othon,fre000342,0.55142
fre001538,La Permission de Chasse,La Chasse,fre001882,0.53033
fre001632,La Rose Rouge,La Lettre Rose,fre001891,0.59698
fre001540,La Veste Brodée.,Les Bracelets,fre000414,0.39542
fre001627,Le Bavard,Le Bavard,fre001269,1.0
fre001533,Le Boiteux.,Le Diable Boiteux,fre000438,0.80908
fre001534,Le Bon Mari,Candide Marié,fre000086,0.63652
fre001628,Le Chien de la Foire,Cyrano à la Foire,fre001933,0.61696
fre001629,Le Distrait,Le Retour du Distrait,fre001292,0.73711
fre001539,Le Sot Héritier,"Le Légataire Universel, Comédie",fre001215,0.39471
fre001633,Le Veuf,La Veuve,fre000356,0.54193
fre001536,Les Epoux Malheureux,Les Epoux par Chicane,fre001377,0.53745
fre000258,Le Lièvre,Qui Court Deux Lièvres n'en Prend Point,fre000573,0.44271
fre000259,Le Maître de Ballets,De la Danse,fre001837,0.48822
fre000260,Le Mari Absent,Le Bon Mari,fre001534,0.607
fre000261,L'Officier du Gobelet,Le Retour des Officiers,fre000469,0.45915
fre000262,Le Pari,Le Candidat,fre001688,0.45373
fre000263,Le Peintre en Cul-de-sac.,Le Portrait du Peintre,fre000183,0.55752
fre000264,Le Petit Maître par Philosophie,Le Petit Maître Corrigé,fre000945,0.62343
fre000265,Le Petit Poucet,Ma Poupée,fre000168,0.56364
fre000266,Les Pleureurs d'Homère,L'Amour Platonique,fre001268,0.43092
fre000267,Le Portrait,Le Suisse de Porte et le Portrait.,fre000275,0.66757
fre000268,Le Poulet,L'Huître et les Plaideurs,fre001926,0.37893
fre000269,La Recommandation,La Critique,fre000156,0.50139
fre000270,"Les Secondes Loges de l'Opéra, le Dimanche.",Critique à L'Opéra-Comique,fre001901,0.53865
fre000271,Le Seigneur Auteur,Les Deux Auteurs,fre000247,0.50852
fre000272,Sortie de la Comédie Française,La Comédie de la Comédie,fre000518,0.82667
fre000273,Le Sourd,Les Etourdis,fre001572,0.60679
fre000274,La Statue.,La Statue,fre001043,0.97358
fre000275,Le Suisse de Porte et le Portrait.,Le Portrait,fre000267,0.66757
fre000276,Le Suisse Malade,Carnot Malade !,fre001716,0.57454
fre000277,La Veuve Avare ou A Trompeur Trompeur et Demi,"A Trompeur, Trompeur et Demi",fre000232,0.57152
fre000278,Les Voyageurs,Le Voyageur,fre000703,0.84493
fre001634,Dame Jeanne,Jeanne de Naples,fre000898,0.45598
fre001636,Le Choix d'un Mari,Le Bon Mari,fre001534,0.62165
fre001638,L'Emeraude,L'Ile Déserte ou Le Naufrage,fre001920,0.44759
fre001640,La Prostituée,La Belle Egyptienne,fre001316,0.45348
fre001635,Le Camélia,La Céliane,fre001245,0.65426
fre001637,Le Divorce,Après le Divorce,fre000167,0.92793
fre001639,Maison à Louer,L'Appartement à Louer.,fre001094,0.78709
fre001641,Vingt Minutes D'Arrêt... Buffet,Le Jugement Dernier des Rois,fre000910,0.37813
fre000279,Le Café Littéraire ou La Folie du Jour,Les Prôneurs ou Le Tartuffe Littéraire,fre001681,0.43906
fre000280,La Journée de Titus ou Le Bon Prince,Le Chapeau de Fortunatus,fre000742,0.43699
fre001642,Dialogue entre le Maire de Rodez et un Marguillier,De l'Entrevue Amoureuse,fre001839,0.32472
fre001643,Pierre le Grand,Alexandre le Grand,fre001185,0.99315
fre000281,L'Appareilleuse,La Mère Coquette,fre000511,0.40605
fre000282,Le Bordel ou Le Jean-Foutre Puni,"Pradon, Sifflé, Battu et Content",fre000782,0.38799
fre000283,Le Cousin Edgard,Adam et Eve,fre001379,0.38356
fre000284,L'Amant Auteur et Valet,L'Auteur et l'Amateur,fre001531,0.72709
fre000285,Eudoxie,Artaxerce,fre000189,0.58218
fre000286,Le Faux Noble,La Fausse Alarme,fre001119,0.54884
fre000287,La Toison D'Or.,"Jason, ou La Toison d'or",fre001258,0.86585
fre001644,A Jean Racine,Hommage à Racine,fre000170,0.75466
fre001648,A Molière,Une Nuit de Molière,fre000777,0.83231
fre001646,Dans Brelans de Prologues,Chansons et Monologues,fre001859,0.51293
fre001645,Clermont-Royat,Bois-Rosé,fre001271,0.49699
fre001647,La Bourboule,Le Comte de Boursoufle,fre001415,0.48114
fre001649,La Mort c'est la Vie !,Le Mort Vivant,fre000181,0.70019
fre000288,La Jeune Indienne,L'Examen de Conscience d'une Jeune Fille,fre001072,0.43698
fre000289,Mustapha et Zéangir,Omphale,fre000850,0.50872
fre000290,Le Coupe Enchantée,Le Magnifique,fre000848,0.51554
fre000291,Les Fragments de Molière.,Un Trait de Molière,fre001145,0.90588
fre000292,Ulysse,Jocrisse Changé de Condition,fre000051,0.55416
fre000293,Armetzar ou Les Amis Ennemis,Arminius ou Les Frères Ennemis,fre001344,0.59231
fre001476,Genève Délivrée,Quelques Livres,fre001490,0.41512
fre001860,Le Tir au Pistolet,La Pêche à la Ligne,fre000732,0.47245
fre000294,Le Commencement de la Fin,M...Onsieur Fin de Siècle,fre001666,0.50252
fre000295,Ruses et Trucs,Les Fourberies de Nérine,fre001583,0.38634
fre000296,Molière chez Ninon ou La Lecture de Tartuffe,La Critique du Tartuffe,fre001405,0.622
fre000297,Arlequin Journaliste,Arlequin Deucalion,fre001117,0.58923
fre000298,"Finot, ou L'Ancien Portier de M. de Bièvre.",Le Lièvre,fre000258,0.33508
fre000299,Charles Ix ou L'Ecole des Rois,Ubu Roi,fre000784,0.39481
fre001650,En Express,Christophe Colomb,fre001895,0.49021
fre000300,L'Homme à Sentiments,L'Homme qui Craint d'Aimer,fre001630,0.45933
fre000301,Les Amours de Calotin,Les Folies Amoureuses,fre001212,0.57152
fre000302,Les Barbons Amoureux et Rivaux de leurs Fils.,Les Rivaux Amis,fre000151,0.61545
fre000303,Le Cartel de Guillot,Le Chapeau Bleu,fre000594,0.42196
fre000304,La Désolation des Filous sur la Défense des Armes,L'Intrigue des Filous,fre000885,0.4847
fre000305,La Disgrâce des Domestiques Comédie Représentée sur le Théâtre Royal du Marais.,"La Sérénade, Comédie",fre001220,0.54259
fre000306,Les Galants Ridicules,Les Précieuses Ridicules,fre001021,0.55231
fre000307,L'Intrigue des Carosses à Cinq sous,L'Intrigue des Filous,fre000885,0.4318
fre000308,Le Pédagogue Amoureux,Le Fantome Amoureux,fre001172,0.63134
fre000309,L'Avocat Dupé,Chez l'Avocat,fre001660,0.64946
fre001861,Coriolan,Coriolan,fre000002,1.0
fre001862,La Lucrèce Romaine,Lucrèce,fre001581,0.52851
fre000310,L'Aveugle de Smyrne,L'Aveugle de Spa,fre000686,0.62815
fre000311,La Comédie des Thuileries,La Comédie de la Comédie,fre000518,0.51887
fre001863,La Société du Doigt dans l'Oeil,Dialogue des Yeux et de la Bouche,fre001503,0.45979
fre000312,Valentin,Amélie,fre001239,0.99998
fre001651,Le Voile du Bonheur,L'Ile Heureuse,fre000694,0.4359
fre000313,Astarbe,Phalante,fre000812,0.67205
fre000315,"Les Accidents ou Les Abbés, Comédie.","Les Vendanges, ou Le Bailli d'Anières, Comédie en un Acte",fre001222,0.47758
fre000316,"Alfonse Dit l'Impuissant, Tragédie en un Acte","Le Prétendant, Pièce en un Acte",fre000113,0.54573
fre000317,"Cocatrix, Tragédie Amphigourique.","Sapor, Tragédie",fre001219,0.62193
fre000318,"L'Espérance, Prologue, en Vaudevilles et en Prose.",La Pièce et le Prologue,fre000501,0.49747
fre000319,"L'Ile Sonnante, Opéra Comique en Trois Actes.",L'Enlèvement Comédie en Trois Actes,fre001464,0.57532
fre001653,"L'Amant Anonyme, Comédie",L'Amant Anonyme,fre000685,0.84635
fre001864,Scènes Détachées de la Guinguette,Annibal,fre000922,0.43834
fre001865,"Tanzai et Neadarné, Tragi-Comédie","Sapor, Tragédie",fre001219,0.48398
fre001652,L'Ile Déserte,L'Ile Déserte ou Le Naufrage,fre001920,0.72044
fre000314,Sophie et Derville,Tyr et Sydon,fre001336,0.39111
fre000320,Wallstein,Osman,fre001385,0.99663
fre000321,Agésilas,Arcagambis,fre000124,0.38879
fre000322,Andromède,Tancrède,fre001448,0.83666
fre000323,Attila,Absalon,fre000530,0.98304
fre000325,Le Cid,Le Cid,fre000324,1.0
fre000324,Le Cid,Le Cid,fre000325,1.0
fre000327,Cinna,Attila,fre000323,0.84201
fre000326,Cinna (1682),Médée (1682),fre000334,0.83312
fre000328,Clitandre,Anaxandre,fre000578,0.55377
fre000329,Don Sanche d'Aragon,Merlin Dragon ou La Dragonne,fre000493,0.41401
fre000330,La Galerie du Palais,Esope au Parnasse,fre001108,0.45753
fre000331,"Héraclius, Empereur d'Orient",Régulus,fre000516,0.45256
fre000332,Horace,Hérode,fre001066,0.99706
fre000333,L'Illusion Comique,L'Impromptu du Coeur,fre001390,0.49701
fre000335,Médée,Médée,fre000381,1.0
fre000334,Médée (1682),Cinna (1682),fre000326,0.83312
fre000337,Mélite ou Les Fausses Lettres,Les Fausses Vérités,fre001087,0.53851
fre000336,Mélite,Agis,fre000721,0.9955
fre000338,Le Menteur,Le Menteur,fre001922,1.0
fre000339,La Mort de Pompée,La Mort de César,fre000077,0.50041
fre000340,Nicomède,Phalante,fre000812,0.72353
fre000341,Oedipe,Oedipe,fre001434,1.0
fre000342,Othon,La Médaille d'Othon,fre001631,0.55142
fre000343,Pertharite,Le Clarionte,fre000805,0.43504
fre000344,La Place Royale,Roi et Reine,fre001528,0.51357
fre000345,Polyeucte Martyr,Saint Eustache Martyr,fre000084,0.6733
fre000346,Pulchérie,Phalante,fre000812,0.76562
fre000347,"Rodogune, Princesse des Parthes","Arsace, Roi des Parthes",fre001146,0.54544
fre000348,Sertorius,Ostorius,fre001160,0.72252
fre000349,Sophonisbe,Sophonisbe,fre000907,1.0
fre000350,La Suite du Menteur,Le Menteur,fre000338,0.72705
fre000351,La Suivante,Geta,fre001104,0.51724
fre000352,Suréna,Canente,fre000844,0.99345
fre000353,Théodore Vierge et Martyre,Le Martyre de Sainte Catherine,fre001153,0.62296
fre000354,Tite et Bérénice,Bérénice,fre000361,0.4623
fre000355,La Conquête de la Toison d'or,"Jason, ou La Toison d'or",fre001258,0.69352
fre000357,La Veuve ou Le Traître Trahi,La Veuve,fre000356,0.52802
fre000356,La Veuve,La Veuve à la Mode,fre000513,0.79121
fre000358,L'Amour à la Mode,Premier Amour,fre000133,0.67939
fre000359,Antiochus,Antiochus,fre001063,1.0
fre000360,Ariane,César,fre000730,0.99999
fre001477,Le Baron d'Albikrac,Le Baron d'Otrante,fre001411,0.42815
fre000361,Bérénice,Bérénice,fre000580,1.0
fre000362,Le Berger Extravagant,La Famille Extravagante,fre000867,0.40442
fre000363,Bradamante,Bradamante,fre000680,1.0
fre000364,"Camma, Reine de Galatie","Vasta, Reine de Bordélie",fre001123,0.49908
fre000365,Le Charme de la Voix,Le Cri de la Nature,fre000055,0.57451
fre000366,Circé,Régulus,fre000516,0.57964
fre000367,Le Comte d'Essex,Le Comte d'Essex,fre000806,1.0
fre000368,La Comtesse d'Orgueil,Le Fripon Orgueilleux,fre001537,0.59504
fre000369,Darius,Phèdre,fre000771,0.99245
fre000370,Don Bertran de Cigarral,Don Bernard de Cabrere,fre001249,0.4639
fre000371,Don César d'Avalos,La Mort de César,fre000077,0.46635
fre000372,Les Engagements du Hasard,Le Jeu de l'Amour et du Hasard,fre000939,0.61439
fre000373,Le Feint Astrologue,Cassandre Astrologue,fre001116,0.5416
fre000374,Le Festin de Pierre,Le Festin de Pierre,fre001406,1.0
fre000375,Le Galant Doublé,Le Miracle Raté,fre001718,0.41066
fre000376,Le Geôlier de Soi-Même,Le Gardien de Soi-Même,fre001330,0.64087
fre000377,Les Illustres Ennemis,Arminius ou Les Frères Ennemis,fre001344,0.52545
fre000378,L'Inconnu,L'Indiscret,fre001427,0.73543
fre000379,"Laodice, Reine de Cappadoce","Laodamie, Reine D'Epire.",fre000116,0.4725
fre000380,Maximian,Nanine,fre001433,0.99818
fre000381,Médée,Médée,fre000335,1.0
fre000382,La Mort d'Annibal,Annibal,fre000922,0.32442
fre000383,La Mort d'Achille,La Mort d'Achille et la Dispute de ses Armes,fre000102,0.59219
fre000384,La Mort de l'Empereur Commode,La Mort de César,fre000077,0.46591
fre000385,Persée et Démétrius,Phèdre et Hippolyte,fre001148,0.45545
fre000386,"Pyrrhus, Roi d'Epire",Pyrrhus,fre000401,0.61183
fre000387,Stilicon,Stratonice,fre001181,0.47516
fre000388,Théodat,Théodat,fre000723,1.0
fre000389,Timocrate,Thémistocle,fre000591,0.51055
fre000391,Arlequin Jaloux,Le Jaloux Honteux,fre000546,0.60057
fre000390,Hommage du Petit Vaudeville au Grand Racine.,Hommage à Racine,fre000170,0.4711
fre001654,A Huitaine,Le Baron d'Otrante,fre001411,0.4641
fre001478,Allo,Dialogue,fre001307,0.99998
fre001479,Les Animaux Malades de la Faim,Les Animaux Raisonnables,fre000654,0.55764
fre001480,A l'Atelier,Scipion l'Africain,fre001150,0.42343
fre001660,Chez l'Avocat,L'Avocat d'un Grec,fre001713,0.78392
fre001661,Cochon de Cocher !,Le Cocher Supposé,fre000759,0.63262
fre000392,La Conversion d'Alceste,La Conversion,fre001338,0.48933
fre001481,L'Ecole des Mufles,L'Ecole des Femmes,fre001004,0.57482
fre001482,Ferme ta Malle !,Muselé !,fre001667,0.4718
fre001483,Le Gora,"Juba, Roi de Mauritanie",fre000220,0.39181
fre001662,Grandeur d'Ame,L'Amateur,fre001586,0.59794
fre001541,Gros Chagrins,Anicroche,fre001855,0.43563
fre001484,L'Incendie,L'Incendie,fre001603,1.0
fre001655,L'Article 330,La Célimène,fre001911,0.36057
fre001663,L'Impoli,L'Impromptu de Livry,fre000455,0.46874
fre001664,L'Invité,Une Fausse Invite,fre001112,0.48779
fre001542,La Première Leçon,Du Cours,fre001836,0.63378
fre001671,La Présentation,Amélie,fre001239,0.59584
fre001675,La Voix d'Anatole,Les Khoèphores Traduction Nouvelle de Leconte de Lisle,fre000600,0.3395
fre001658,Le Bout de l'An,Le Bout de l'An de l'Amour,fre001828,0.77295
fre001659,Le Buis,Judith,fre000193,0.57759
fre001668,Le Nez du General Suif,Le Fils Naturel,fre000498,0.36671
fre001656,Les Balances,La Balance d'Etat,fre000529,0.672
fre001657,Les Bienfaits de l'Education,Dialogue sur les Vacances et les Ennuis de l'Ecole,fre001575,0.48629
fre001485,Un Mois de Prison,Molière en Prison,fre000766,0.56188
fre001665,Mon Petit Frère,Le Bon Papa,fre000664,0.46806
fre000393,Monsieur Badin,Du Badinage,fre001831,0.67845
fre001666,M...Onsieur Fin de Siècle,Le Commencement de la Fin,fre000294,0.50252
fre001667,Muselé !,Veuve !,fre000100,0.7228
fre001486,L'Ours,Les Chasseurs et l'Ours,fre001929,0.65642
fre001487,Panthéon - Courcelles,Les Deux Pucelles,fre001248,0.5199
fre001669,Pétin Contre Bougnasse,Esope au Parnasse,fre001108,0.50893
fre001670,Premier en Anglais,Le Français à Londres,fre000158,0.52283
fre001488,Le Principal Témoin,Esther,fre000585,0.44988
fre001489,Le Prix d'une Gifle,La Gifle,fre001683,0.68544
fre001672,Quand on Plaide en Divorce,Après le Divorce,fre000167,0.81727
fre001490,Quelques Livres,Un Livre Leste,fre001037,0.64977
fre000394,Roland,Roland,fre001180,1.0
fre001491,La Rue de la Pompe,Le Naufrage ou La Pompe Funèbre de Crispin,fre000826,0.44247
fre000395,Théodore Cherche des Allumettes,Les Bonnes Gens,fre000019,0.32119
fre001673,Une Messe,La Messe de Gnide,fre000796,0.70436
fre001674,Vieux Ménages,Vieux Ménage,fre001726,0.90803
fre000397,Atrée et Thyeste,Les Pélopides ou Atrée et Thyeste,fre001440,0.56697
fre000398,Catilina,Casina,fre001129,0.48628
fre000399,Electre,Amélie,fre001239,0.58812
fre000400,Idoménée,Idoménée,fre001466,1.0
fre000401,Pyrrhus,"Pyrrhus, Roi d'Epire",fre000386,0.61183
fre000402,Rhadamisthe et Zénobie,"Zénobie, Reine de Palmire",fre000903,0.57345
fre000403,Sémiramis,Sémiramis,fre000130,1.0
fre000404,Le Triumvirat,Le Double Veuvage,fre000541,0.4673
fre000405,Xercès,Artaxerce,fre000189,0.44455
fre000396,La Nuit et le Moment ou Les Matines de Cythère,Les Nuits,fre001772,0.49312
fre000406,Un Monsieur qui ne Veut Plus Fumer,L'Amant qui ne Flatte Point,fre001499,0.37667
fre001676,L'Air de la Mer,A la Mer !,fre000117,0.64061
fre001677,Le Chevalier d'Alsace,Le Chevalier à la Mode,fre000432,0.45704
fre000407,L'Affaire de la Rue Beaubourg,Les Promenades de Paris,fre001032,0.39523
fre000408,Autrefois,Roland,fre000394,0.99997
fre000409,Le Capitaliste,Le Cibisme,fre000875,0.35584
fre000410,Le Hareng Saur,Les Frères Hareng,fre001743,0.63672
fre000411,Le Maître d'Armes,Le Maître de Ballets,fre000259,0.41256
fre000412,L'Obsession,L'Album,fre001593,0.47546
fre000413,Le Voyage à Trois-Etoiles,Acis et Galatée,fre000214,0.35134
fre000414,Les Bracelets,La Ceinture Magique,fre001257,0.47993
fre000415,Dialogue entre l'Auteur et un Homme de Goût dans Théâtre Moral ou Pièces Dramatiques Nouvelles,"Les Souhaits, Comédie en un Acte",fre001221,0.58062
fre000416,La Diligence de Lyon,Après le Divorce,fre000167,0.34985
fre000417,La Fête Séculaire de Corneille,Pierre Corneille,fre001691,0.72419
fre000418,Galathée,La Thébaïde,fre001200,0.57
fre000419,La Lacrymanie,Mithridate,fre001194,0.39395
fre000420,La Mort de Molière,La Mort de Molière,fre000421,1.0
fre000421,La Mort de Molière,La Mort de Molière,fre000420,1.0
fre000422,Oreste et les Furies,Oreste,fre001436,0.53703
fre000423,La Mort d'Agrippine,La Mort d'Achille,fre000383,0.42775
fre000424,Le Pédant Joué,La Joueuse,fre000547,0.56219
fre001866,Le Torrismon du Tasse,Astrée,fre000817,0.47551
fre000425,Soliman,Soliman,fre000783,1.0
fre001678,"Camille, Reine des Volsques",Roi et Reine,fre001528,0.55691
fre000426,Les Agioteurs,Cartouche ou Les Voleurs,fre000866,0.45878
fre000427,"Nouveau Prologue, et Nouveaux Divertissements","Nouveau Prologue, et Nouveaux Divertissements",fre000457,1.0
fre000428,Le Bon Soldat,Infanterie et Cavalerie,fre001944,0.39739
fre000429,Les Bourgeoises à la Mode.,Les Dames Vengées,fre000506,0.51061
fre000430,Céphale et Procris,Euphémie,fre001496,0.437
fre000431,Le Charivari,L'Ecrivain des Charniers.,fre000250,0.47382
fre000432,Le Chevalier à la Mode,La Noblesse,fre001288,0.52391
fre000433,Colin-Maillard.,Soliman,fre000425,0.52347
fre000434,La Comédie des Comédiens,La Comédie des Comédiens,fre001345,1.0
fre000435,Les Curieux de Compiègne,La Curieuse,fre000691,0.46541
fre000436,La Déroute du Pharaon,La Déroute des Précieuses,fre000023,0.40877
fre000437,La Désolation des Joueuses,La Joueuse,fre000547,0.49748
fre000439,Second Chapitre du Diable Boiteux,Le Diable Boiteux,fre000438,0.82599
fre000438,Le Diable Boiteux,Second Chapitre du Diable Boiteux,fre000439,0.82599
fre000440,Divertissement de Sceaux,Le Conte du Garde,fre001774,0.49628
fre000441,Les Eaux de Bourbon,Des Fontaines et des Ruisseaux,fre001588,0.4213
fre000442,Les Enfants de Paris,Le Siège de Paris,fre000146,0.62447
fre000443,L'Eté des Coquettes,La Veuve Coquette,fre000496,0.51505
fre000444,Les Fées.,Les Fées ou Les Contes de ma Mère L'Oye.,fre000073,0.58223
fre000445,La Femme D'Intrigues.,La Bonne Femme,fre000125,0.49429
fre000446,La Fête de Village.,Une Fête de Famille.,fre001741,0.50007
fre000447,Les Fêtes Noctunes du Cours,Le Soir des Fiançailles,fre001943,0.48178
fre000448,La Foire de Besons,Cyrano à la Foire,fre001933,0.34387
fre000449,La Foire Saint Germain,Mascarade de la Foire Saint-Germain,fre000072,0.67939
fre000450,La Folle Enchère,La Voleuse du Bon Marché,fre001873,0.4422
fre000451,Les Fonds Perdus,Les Occasions Perdues,fre001918,0.65328
fre000452,Le Galant Jardinier,Le Jardinier et son Seigneur,fre001829,0.51632
fre000453,La Gazette,Electre,fre000399,0.43414
fre000454,L'Impromptu de Garnison.,L'Impromptu du Coeur,fre001390,0.59229
fre000455,L'Impromptu de Livry,L'Impromptu de Paris,fre000714,0.74036
fre000456,L'Impromptu de Suresnes,L'Impromptu de Paris,fre000714,0.73339
fre000457,"Nouveau Prologue, et Nouveaux Divertissements","Nouveau Prologue, et Nouveaux Divertissements",fre000427,1.0
fre000458,La Loterie,Les Intrigues de la Loterie,fre000510,0.72786
fre000459,Madame Artus,Le Brutus,fre001412,0.56182
fre000460,La Maison de Campagne,De la Campagne,fre001811,0.6342
fre000461,Le Mari Retrouvé,Le Bon Mari,fre001534,0.57692
fre000462,La Métempsycose,Le Mauzolée,fre000917,0.40148
fre000463,Le Moulin de Javelle.,La Femme Industrieuse,fre000520,0.31909
fre000464,L'Opéra de Village,L'Opéra de Province,fre001585,0.52704
fre000465,L'Opérateur Barry,Le Menteur,fre000338,0.4212
fre000466,La Parisienne,Printemps Parisien,fre001788,0.73698
fre000467,Le Prix de l'Arquebuse,Isabelle Arlequin,fre000611,0.36773
fre000468,Renaud et Armide,Paul et Pauline,fre001546,0.44492
fre000469,Le Retour des Officiers,Les Adieux des Officiers,fre000536,0.70764
fre000470,"Sancho Pança, Gouverneur",Le Fat de Province,fre001275,0.48145
fre000471,La Trahison Punie,La Vanité Punie,fre001605,0.53008
fre000472,Le Tuteur,Plutus,fre000869,0.63281
fre000473,Les Vacances,Dialogue sur les Vacances et les Ennuis de l'Ecole,fre001575,0.51656
fre000475,Les Vendanges de Suresnes,Les Vendanges de Suresnes,fre000592,1.0
fre000474,Les Vendanges,Des Vendanges,fre001591,0.98473
fre000476,Le Vert-Galant,L'Ecole Galante,fre000122,0.44937
fre000477,Marius,Ariane,fre000360,0.99999
fre000478,Les Comédiens,La Comédie des Comédiens,fre000434,0.89795
fre000479,Une Famille au Temps de Luther,Une Fête de Famille.,fre001741,0.50491
fre000480,Les Vêpres Siciliennes,Le Sicilien,fre001025,0.47465
fre001867,Le Marquis Ernest,Le Marquis Ridicule,fre001334,0.39318
fre001932,Monsieur Cambrefort,Crispin Bel Esprit,fre001457,0.40618
fre000481,L'Illustre Théâtre,Molière au Théâtre,fre000088,0.66958
fre001868,Bélisaire,Bélisaire,fre001089,1.0
fre000482,Le Voyage de Chambord,Le Divertissement de Chambord,fre001001,0.75728
fre000483,Eurimédon ou L'Illustre Pirate.,L'Illustre Corsaire,fre000906,0.46229
fre000484,Perside,Agis,fre000721,0.99621
fre000485,L'Illustre Comédien ou Le Martyre de Saint-Genest.,L'Illustre Théâtre,fre000481,0.64023
fre000486,La Véritable Sémiramis,Le Séducteur,fre000131,0.51057
fre000487,Genseric,Fédéric,fre000191,0.89817
fre000488,La Mort de Cochon,La Mort du Boeuf Gras,fre001941,0.41758
fre000489,Le Favori,Le Rival Favorable,fre000164,0.47369
fre000490,Manlius,Tibère,fre001105,0.9937
fre000491,"Arlequin Sauvage, Comédie.",Le Sauvage en France,fre001081,0.56512
fre000493,Merlin Dragon ou La Dragonne,Don Sanche d'Aragon,fre000329,0.41401
