Nom,Genre,Date,Nombre actes,Nombre de scenes,Acte 1,Acte 2,Acte 3,Acte 4,Acte 5,Piece,Personnages
La Belle Egyptienne,Tragi-comédie,1640,5,33,"[{'#la-vieille', '#precieuse'}, {'#le-poete', '#la-vieille', '#precieuse'}, {'#le-poete', '#precieuse'}, {'#la-vieille', '#precieuse'}, {'#don-jean'}, {'#don-jean', '#la-vieille', '#precieuse'}, {'#la-vieille', '#precieuse'}]","[{'#don-jean'}, {'#don-jean', '#le-capitaine', '#la-vieille', '#precieuse'}, {'#andres', '#precieuse'}]","[{'#le-poete', '#l-egyptien'}, {'#l-egyptien', '#precieuse', '#le-poete', '#la-vieille', '#andres'}, {'#le-poete', '#la-vieille', '#andres'}, {'#la-vieille', '#andres'}, {'#andres', '#precieuse'}, {'#la-vieille', '#andres', '#precieuse'}, {'#andres', '#precieuse'}, {'#andres'}, {'#le-poete', '#andres'}]","[{'#andres', '#precieuse'}, {'#hipolite', '#andres', '#precieuse'}, {'#hipolite', '#andres'}, {'#andres', '#precieuse'}, {'#hipolite', '#le-prevot'}, {'#hipolite'}, {'#le-capitaine', '#la-vieille', '#andres', '#precieuse'}, {'#hipolite', '#un-archer', '#le-prevot', '#precieuse', '#le-capitaine', '#la-vieille', '#andres'}]","[{'#ferdinand', '#isabelle'}, {'#ferdinand', '#isabelle', '#precieuse'}, {'#isabelle', '#la-vieille', '#precieuse'}, {'#ferdinand', '#isabelle', '#la-vieille', '#precieuse'}, {'#precieuse', '#isabelle', '#ferdinand', '#la-vieille', '#andres'}, {'#le-prevot', '#un-de-la-troupe', '#le-senechal', '#le-capitaine', '#ferdinand'}]","[{'#la-vieille', '#precieuse'}, {'#le-poete', '#la-vieille', '#precieuse'}, {'#le-poete', '#precieuse'}, {'#la-vieille', '#precieuse'}, {'#don-jean'}, {'#don-jean', '#la-vieille', '#precieuse'}, {'#la-vieille', '#precieuse'}, {'#don-jean'}, {'#don-jean', '#le-capitaine', '#la-vieille', '#precieuse'}, {'#andres', '#precieuse'}, {'#le-poete', '#l-egyptien'}, {'#l-egyptien', '#precieuse', '#le-poete', '#la-vieille', '#andres'}, {'#le-poete', '#la-vieille', '#andres'}, {'#la-vieille', '#andres'}, {'#andres', '#precieuse'}, {'#la-vieille', '#andres', '#precieuse'}, {'#andres', '#precieuse'}, {'#andres'}, {'#le-poete', '#andres'}, {'#andres', '#precieuse'}, {'#hipolite', '#andres', '#precieuse'}, {'#hipolite', '#andres'}, {'#andres', '#precieuse'}, {'#hipolite', '#le-prevot'}, {'#hipolite'}, {'#le-capitaine', '#la-vieille', '#andres', '#precieuse'}, {'#hipolite', '#un-archer', '#le-prevot', '#precieuse', '#le-capitaine', '#la-vieille', '#andres'}, {'#ferdinand', '#isabelle'}, {'#ferdinand', '#isabelle', '#precieuse'}, {'#isabelle', '#la-vieille', '#precieuse'}, {'#ferdinand', '#isabelle', '#la-vieille', '#precieuse'}, {'#precieuse', '#isabelle', '#ferdinand', '#la-vieille', '#andres'}, {'#le-prevot', '#un-de-la-troupe', '#le-senechal', '#le-capitaine', '#ferdinand'}]","{'#hipolite', '#un-archer', '#le-prevot', '#un-de-la-troupe', '#le-senechal', '#don-jean', '#l-egyptien', '#precieuse', '#le-poete', '#le-capitaine', '#isabelle', '#ferdinand', '#la-vieille', '#andres'}"
La Belle Invisible,Tragi-comédie,1656,5,37,"[{'#don-pedre', '#don-carlos'}, {'#don-alexis', '#alfonce', '#olympe'}, {'#don-alexis', '#don-leonard', '#olympe'}]","[{'#marcelle', '#don-leonard'}, {'#marcelle', '#don-alexis'}, {'#marcelle', '#don-alexis', '#don-alvare'}, {'#don-alexis', '#don-alvare'}, {'#marcelle', '#don-alexis'}, {'#marcelle', '#don-alexis', '#don-alvare'}]","[{'#marcelle', '#olympe'}, {'#don-alvare', '#olympe'}, {'#marcelle', '#don-alvare'}, {'#don-pedre', '#don-carlos'}, {'#la-vice-reine', '#don-carlos'}, {'#la-vice-reine', '#lucille'}, {'#la-vice-reine', '#lucille', '#don-pedre', '#don-carlos'}, {'#don-pedre', '#don-carlos'}, {'#olympe', '#don-carlos'}, {'#les-quatre-hommes-masques', '#olympe', '#don-carlos'}]","[{'#le-masque', '#don-carlos'}, {'#la-dame', '#don-carlos', '#la-premiere-dame', '#la-seconde-dame'}, {'#le-page', '#olympe', '#don-carlos'}, {'#la-dame', '#don-carlos'}, {'#le-garde', '#don-carlos'}, {'#le-garde', '#don-carlos'}, {'#une-dame', '#don-carlos', '#olympe', '#la-dame'}]","[{'#don-carlos', '#don-pedre'}, {'#la-dame', '#don-carlos'}, {'#don-pedre', '#don-carlos'}, {'#lucille', '#don-pedre', '#don-carlos'}, {'#alfonce', '#don-carlos'}, {'#don-leonard', '#don-alvare', '#don-carlos'}, {'#don-alvare', '#don-leonard'}, {'#marcelle', '#don-leonard', '#don-alvare'}, {'#la-vice-reine', '#olympe'}, {'#la-vice-reine', '#le-page', '#don-leonard', '#don-alvare'}, {'#la-vice-reine', '#olympe', '#don-carlos'}]","[{'#don-pedre', '#don-carlos'}, {'#don-alexis', '#alfonce', '#olympe'}, {'#don-alexis', '#don-leonard', '#olympe'}, {'#marcelle', '#don-leonard'}, {'#marcelle', '#don-alexis'}, {'#marcelle', '#don-alexis', '#don-alvare'}, {'#don-alexis', '#don-alvare'}, {'#marcelle', '#don-alexis'}, {'#marcelle', '#don-alexis', '#don-alvare'}, {'#marcelle', '#olympe'}, {'#don-alvare', '#olympe'}, {'#marcelle', '#don-alvare'}, {'#don-pedre', '#don-carlos'}, {'#la-vice-reine', '#don-carlos'}, {'#la-vice-reine', '#lucille'}, {'#la-vice-reine', '#lucille', '#don-pedre', '#don-carlos'}, {'#don-pedre', '#don-carlos'}, {'#olympe', '#don-carlos'}, {'#les-quatre-hommes-masques', '#olympe', '#don-carlos'}, {'#le-masque', '#don-carlos'}, {'#la-dame', '#don-carlos', '#la-premiere-dame', '#la-seconde-dame'}, {'#le-page', '#olympe', '#don-carlos'}, {'#la-dame', '#don-carlos'}, {'#le-garde', '#don-carlos'}, {'#le-garde', '#don-carlos'}, {'#une-dame', '#don-carlos', '#olympe', '#la-dame'}, {'#don-carlos', '#don-pedre'}, {'#la-dame', '#don-carlos'}, {'#don-pedre', '#don-carlos'}, {'#lucille', '#don-pedre', '#don-carlos'}, {'#alfonce', '#don-carlos'}, {'#don-leonard', '#don-alvare', '#don-carlos'}, {'#don-alvare', '#don-leonard'}, {'#marcelle', '#don-leonard', '#don-alvare'}, {'#la-vice-reine', '#olympe'}, {'#la-vice-reine', '#le-page', '#don-leonard', '#don-alvare'}, {'#la-vice-reine', '#olympe', '#don-carlos'}]","{'#lucille', '#la-premiere-dame', '#le-garde', '#don-pedre', '#le-page', '#don-carlos', '#la-dame', '#une-dame', '#les-quatre-hommes-masques', '#don-leonard', '#don-alvare', '#olympe', '#la-vice-reine', '#marcelle', '#don-alexis', '#alfonce', '#la-seconde-dame', '#le-masque'}"
La Bradamante,Tragi-comédie,1637,5,25,"[{'#leon', '#roger'}, {'#roger'}, {'#bradamante'}, {'#hipalque', '#bradamante'}, {'#renaud', '#aymon', '#charles'}, {'#leon', '#charles'}, {'#marphise', '#renaud', '#bradamante', '#aymon', '#leon', '#charles'}]","[{'#leon', '#roger'}, {'#roger'}, {'#renaud', '#aymon', '#bradamante'}, {'#hipalque', '#bradamante'}, {'#marphise', '#bradamante'}, {'#renaud', '#aymon', '#naymes', '#charles'}, {'#marphise', '#renaud', '#naymes', '#aymon', '#roger', '#zenon', '#bradamante', '#charles'}]","[{'#marphise', '#bradamante'}, {'#marphise', '#renaud', '#bradamante'}, {'#roger'}, {'#marphise', '#renaud', '#bradamante', '#aymon', '#leon', '#charles'}]","[{'#leon', '#zenon'}, {'#roger'}, {'#leon', '#roger'}]","[{'#marphise', '#aymon', '#charles'}, {'#marphise', '#renaud', '#aymon', '#roger', '#leon', '#charles'}, {'#renaud', '#aymon', '#roger', '#ambassadeurs', '#leon', '#charles'}, {'#marphise', '#renaud', '#bradamante', '#aymon', '#roger', '#leon', '#charles'}]","[{'#leon', '#roger'}, {'#roger'}, {'#bradamante'}, {'#hipalque', '#bradamante'}, {'#renaud', '#aymon', '#charles'}, {'#leon', '#charles'}, {'#marphise', '#renaud', '#bradamante', '#aymon', '#leon', '#charles'}, {'#leon', '#roger'}, {'#roger'}, {'#renaud', '#aymon', '#bradamante'}, {'#hipalque', '#bradamante'}, {'#marphise', '#bradamante'}, {'#renaud', '#aymon', '#naymes', '#charles'}, {'#marphise', '#renaud', '#naymes', '#aymon', '#roger', '#zenon', '#bradamante', '#charles'}, {'#marphise', '#bradamante'}, {'#marphise', '#renaud', '#bradamante'}, {'#roger'}, {'#marphise', '#renaud', '#bradamante', '#aymon', '#leon', '#charles'}, {'#leon', '#zenon'}, {'#roger'}, {'#leon', '#roger'}, {'#marphise', '#aymon', '#charles'}, {'#marphise', '#renaud', '#aymon', '#roger', '#leon', '#charles'}, {'#renaud', '#aymon', '#roger', '#ambassadeurs', '#leon', '#charles'}, {'#marphise', '#renaud', '#bradamante', '#aymon', '#roger', '#leon', '#charles'}]","{'#marphise', '#renaud', '#naymes', '#hipalque', '#bradamante', '#aymon', '#roger', '#zenon', '#ambassadeurs', '#leon', '#charles'}"
La Céliane,Tragi-comédie,1637,5,19,"[{'#pamphile', '#florimant'}, {'#pamphile', '#nise'}, {'#florimant', '#philidor'}]","[{'#florimant', '#celiane'}, {'#pamphile', '#nise'}, {'#pamphile', '#florimant', '#philidor', '#celiane'}]","[{'#celiane', '#la-nourrice'}, {'#pamphile', '#florimant', '#nise'}]","[{'#celiane', '#florimant'}, {'#pamphile', '#florimant', '#nise'}, {'#celiane', '#julie', '#philidor'}, {'#nise'}, {'#celiane', '#julie', '#nise'}]","[{'#florimant'}, {'#florimant', '#julie'}, {'#celiane', '#florimant', '#julie', '#nise'}, {'#celiane', '#julie', '#philidor', '#nise'}, {'#pamphile', '#florimant'}, {'#philidor', '#nise', '#pamphile', '#celiane', '#florimant', '#julie'}]","[{'#pamphile', '#florimant'}, {'#pamphile', '#nise'}, {'#florimant', '#philidor'}, {'#florimant', '#celiane'}, {'#pamphile', '#nise'}, {'#pamphile', '#florimant', '#philidor', '#celiane'}, {'#celiane', '#la-nourrice'}, {'#pamphile', '#florimant', '#nise'}, {'#celiane', '#florimant'}, {'#pamphile', '#florimant', '#nise'}, {'#celiane', '#julie', '#philidor'}, {'#nise'}, {'#celiane', '#julie', '#nise'}, {'#florimant'}, {'#florimant', '#julie'}, {'#celiane', '#florimant', '#julie', '#nise'}, {'#celiane', '#julie', '#philidor', '#nise'}, {'#pamphile', '#florimant'}, {'#philidor', '#nise', '#pamphile', '#celiane', '#florimant', '#julie'}]","{'#philidor', '#nise', '#celiane', '#pamphile', '#florimant', '#la-nourrice', '#julie'}"
La Clorise,Tragi-comédie,1634,5,27,"[{'#phedon'}, {'#nicandre', '#phedon'}, {'#nicandre', '#eraste'}, {'#alidor', '#philidan'}, {'#eliante', '#philidan', '#alidor'}]","[{'#clorise'}, {'#philidan', '#clorise'}, {'#eliante', '#clorise'}, {'#philidan', '#eliante', '#alidor', '#clorise'}, {'#philidan', '#alidor', '#dorilas'}]","[{'#alidor'}, {'#eliante', '#alidor'}, {'#eliante', '#clorise'}, {'#philidan', '#eliante', '#clorise'}, {'#alidor', '#clorise'}, {'#eliante', '#philidan', '#alidor', '#clorise'}]","[{'#philidan', '#eliante'}, {'#clorise', '#phedon'}, {'#nicandre', '#clorise', '#phedon', '#eraste'}, {'#alidor', '#clorise'}]","[{'#alidor'}, {'#alidor', '#clorise'}, {'#alidor', '#clorise', '#eraste'}, {'#eliante', '#philidan', '#clorise', '#eraste'}, {'#alidor'}, {'#philidan', '#alidor', '#eraste'}, {'#philidan', '#alidor', '#eraste', '#nicandre', '#clorise', '#phedon', '#eliante'}]","[{'#phedon'}, {'#nicandre', '#phedon'}, {'#nicandre', '#eraste'}, {'#alidor', '#philidan'}, {'#eliante', '#philidan', '#alidor'}, {'#clorise'}, {'#philidan', '#clorise'}, {'#eliante', '#clorise'}, {'#philidan', '#eliante', '#alidor', '#clorise'}, {'#philidan', '#alidor', '#dorilas'}, {'#alidor'}, {'#eliante', '#alidor'}, {'#eliante', '#clorise'}, {'#philidan', '#eliante', '#clorise'}, {'#alidor', '#clorise'}, {'#eliante', '#philidan', '#alidor', '#clorise'}, {'#philidan', '#eliante'}, {'#clorise', '#phedon'}, {'#nicandre', '#clorise', '#phedon', '#eraste'}, {'#alidor', '#clorise'}, {'#alidor'}, {'#alidor', '#clorise'}, {'#alidor', '#clorise', '#eraste'}, {'#eliante', '#philidan', '#clorise', '#eraste'}, {'#alidor'}, {'#philidan', '#alidor', '#eraste'}, {'#philidan', '#alidor', '#eraste', '#nicandre', '#clorise', '#phedon', '#eliante'}]","{'#philidan', '#alidor', '#eraste', '#nicandre', '#clorise', '#phedon', '#dorilas', '#eliante'}"
La Cour Bergère,Tragi-comédie,1640,5,37,"[{'#pyrocle', '#calander', '#lyzidor'}, {'#dametas', '#bazyle', '#pamele'}, {'#pyrocle'}, {'#dametas', '#pyrocle'}, {'#dametas', '#bazyle', '#pyrocle'}, {'#dametas', '#gynecie', '#phyloclee', '#pamele', '#bazyle', '#pyrocle'}]","[{'#lyzidor'}, {'#lyzidor', '#zelmane'}, {'#amphyale'}, {'#gynecie', '#pamele', '#phyloclee'}, {'#dametas', '#lycas', '#zelmane', '#gynecie', '#phyloclee', '#pamele'}, {'#dametas', '#lycas', '#zelmane', '#gynecie', '#phyloclee', '#pamele', '#bazyle'}]","[{'#pamele', '#phyloclee'}, {'#pamele', '#phyloclee', '#lycas', '#zelmane'}, {'#gynecie', '#zelmane'}, {'#gynecie', '#bazyle', '#zelmane'}, {'#cecropie', '#amphyale'}, {'#phyloclee', '#zelmane'}, {'#soldats', '#pamele', '#phyloclee', '#zelmane'}]","[{'#cecropie', '#amphyale'}, {'#phyloclee', '#cecropie'}, {'#lyzidor'}, {'#soldats', '#amphyale', '#lyzidor'}, {'#phyloclee', '#zelmane'}, {'#pamele', '#phyloclee', '#le-prevot', '#zelmane'}, {'#amphyale'}, {'#cecropie', '#amphyale'}, {'#lyzidor'}, {'#pamele', '#phyloclee', '#lyzidor', '#zelmane'}]","[{'#gynecie', '#zelmane'}, {'#bazyle'}, {'#phyloclee'}, {'#phyloclee', '#pyrocle'}, {'#gynecie', '#bazyle'}, {'#bazyle', '#pyrocle', '#lyzidor'}, {'#courrier', '#calander', '#gynecie', '#phyloclee', '#lyzidor', '#pamele', '#bazyle', '#pyrocle'}, {'#dametas', '#calander', '#gynecie', '#phyloclee', '#lyzidor', '#pamele', '#bazyle'}]","[{'#pyrocle', '#calander', '#lyzidor'}, {'#dametas', '#bazyle', '#pamele'}, {'#pyrocle'}, {'#dametas', '#pyrocle'}, {'#dametas', '#bazyle', '#pyrocle'}, {'#dametas', '#gynecie', '#phyloclee', '#pamele', '#bazyle', '#pyrocle'}, {'#lyzidor'}, {'#lyzidor', '#zelmane'}, {'#amphyale'}, {'#gynecie', '#pamele', '#phyloclee'}, {'#dametas', '#lycas', '#zelmane', '#gynecie', '#phyloclee', '#pamele'}, {'#dametas', '#lycas', '#zelmane', '#gynecie', '#phyloclee', '#pamele', '#bazyle'}, {'#pamele', '#phyloclee'}, {'#pamele', '#phyloclee', '#lycas', '#zelmane'}, {'#gynecie', '#zelmane'}, {'#gynecie', '#bazyle', '#zelmane'}, {'#cecropie', '#amphyale'}, {'#phyloclee', '#zelmane'}, {'#soldats', '#pamele', '#phyloclee', '#zelmane'}, {'#cecropie', '#amphyale'}, {'#phyloclee', '#cecropie'}, {'#lyzidor'}, {'#soldats', '#amphyale', '#lyzidor'}, {'#phyloclee', '#zelmane'}, {'#pamele', '#phyloclee', '#le-prevot', '#zelmane'}, {'#amphyale'}, {'#cecropie', '#amphyale'}, {'#lyzidor'}, {'#pamele', '#phyloclee', '#lyzidor', '#zelmane'}, {'#gynecie', '#zelmane'}, {'#bazyle'}, {'#phyloclee'}, {'#phyloclee', '#pyrocle'}, {'#gynecie', '#bazyle'}, {'#bazyle', '#pyrocle', '#lyzidor'}, {'#courrier', '#calander', '#gynecie', '#phyloclee', '#lyzidor', '#pamele', '#bazyle', '#pyrocle'}, {'#dametas', '#calander', '#gynecie', '#phyloclee', '#lyzidor', '#pamele', '#bazyle'}]","{'#dametas', '#courrier', '#amphyale', '#calander', '#lycas', '#cecropie', '#zelmane', '#gynecie', '#le-prevot', '#phyloclee', '#lyzidor', '#soldats', '#pamele', '#bazyle', '#pyrocle'}"
La Généreuse Allemande,Tragi-comédie,1630,5,20,"[{'#aristandre'}, {'#aristandre', '#adraste'}, {'#camille'}]","[{'#aristandre', '#camille', '#adraste'}, {'#camille'}, {'#aristandre', '#camille', '#adraste'}]","[{'#roseline'}, {'#aristandre', '#roseline', '#cloriande'}, {'#cloriande', '#coryleon'}, {'#aristandre', '#cloriande', '#coryleon'}]","[{'#aristandre', '#roseline'}, {'#mironte', '#camille'}, {'#cloriande'}, {'#cloriande', '#coryleon'}, {'#coryleon', '#cloriande', '#vachles'}]","[{'#aristandre', '#le-page', '#gylas', '#le-turc'}, {'#roseline'}, {'#le-soldat', '#vachles', '#le-page', '#le-turc', '#aristandre', '#gylas'}, {'#camille'}, {'#citoyen-ii', '#autre-citoyen', '#camille', '#citoyen', '#aristandre', '#citoyen-i', '#gylas'}]","[{'#aristandre'}, {'#aristandre', '#adraste'}, {'#camille'}, {'#aristandre', '#camille', '#adraste'}, {'#camille'}, {'#aristandre', '#camille', '#adraste'}, {'#roseline'}, {'#aristandre', '#roseline', '#cloriande'}, {'#cloriande', '#coryleon'}, {'#aristandre', '#cloriande', '#coryleon'}, {'#aristandre', '#roseline'}, {'#mironte', '#camille'}, {'#cloriande'}, {'#cloriande', '#coryleon'}, {'#coryleon', '#cloriande', '#vachles'}, {'#aristandre', '#le-page', '#gylas', '#le-turc'}, {'#roseline'}, {'#le-soldat', '#vachles', '#le-page', '#le-turc', '#aristandre', '#gylas'}, {'#camille'}, {'#citoyen-ii', '#autre-citoyen', '#camille', '#citoyen', '#aristandre', '#citoyen-i', '#gylas'}]","{'#le-soldat', '#vachles', '#citoyen-ii', '#autre-citoyen', '#camille', '#roseline', '#le-page', '#citoyen', '#le-turc', '#aristandre', '#cloriande', '#coryleon', '#citoyen-i', '#mironte', '#gylas', '#adraste'}"
La Généreuse Allemande,Tragi-comédie,1631,5,31,"[{'#cloriande', '#coryleon'}, {'#cloriande', '#roseline', '#un-ecuyer', '#coryleon'}, {'#aristandre', '#l-exempt'}, {'#felismon', '#camille', '#menipe'}]","[{'#aristandre'}, {'#le-geolier', '#aristandre'}, {'#roseline', '#cloriande', '#coryleon'}, {'#le-geolier', '#camille'}, {'#aristandre', '#camille', '#le-geolier'}, {'#le-geolier', '#camille', '#cloriande', '#aristandre'}, {'#felismon', '#adraste'}]","[{'#camille', '#le-medecin'}, {'#camille', '#menipe', '#le-medecin'}, {'#camille', '#menipe', '#garde-i', '#l-exempt'}, {'#camille', '#elyse', '#garde-i', '#l-exempt'}]","[{'#roseline'}, {'#felismon', '#camille', '#elyse', '#garde-i'}, {'#cloriande'}, {'#coryleon', '#l-exempt'}, {'#camille', '#elyse', '#garde-i', '#felismon'}, {'#garde-i', '#camille', '#l-exempt', '#elyse'}, {'#camille', '#elyse', '#garde-i', '#l-exempt'}, {'#aristandre'}]","[{'#coryleon', '#felismon', '#menipe', '#adraste'}, {'#aristandre', '#camille', '#felismon'}, {'#aristandre', '#camille', '#cloriande', '#adraste'}, {'#coryleon'}, {'#cloriande', '#coryleon'}, {'#camille', '#roseline', '#aristandre', '#cloriande', '#coryleon'}, {'#felismon', '#cloriande', '#adraste'}, {'#roseline', '#camille', '#menipe', '#aristandre', '#cloriande', '#coryleon', '#adraste'}]","[{'#cloriande', '#coryleon'}, {'#cloriande', '#roseline', '#un-ecuyer', '#coryleon'}, {'#aristandre', '#l-exempt'}, {'#felismon', '#camille', '#menipe'}, {'#aristandre'}, {'#le-geolier', '#aristandre'}, {'#roseline', '#cloriande', '#coryleon'}, {'#le-geolier', '#camille'}, {'#aristandre', '#camille', '#le-geolier'}, {'#le-geolier', '#camille', '#cloriande', '#aristandre'}, {'#felismon', '#adraste'}, {'#camille', '#le-medecin'}, {'#camille', '#menipe', '#le-medecin'}, {'#camille', '#menipe', '#garde-i', '#l-exempt'}, {'#camille', '#elyse', '#garde-i', '#l-exempt'}, {'#roseline'}, {'#felismon', '#camille', '#elyse', '#garde-i'}, {'#cloriande'}, {'#coryleon', '#l-exempt'}, {'#camille', '#elyse', '#garde-i', '#felismon'}, {'#garde-i', '#camille', '#l-exempt', '#elyse'}, {'#camille', '#elyse', '#garde-i', '#l-exempt'}, {'#aristandre'}, {'#coryleon', '#felismon', '#menipe', '#adraste'}, {'#aristandre', '#camille', '#felismon'}, {'#aristandre', '#camille', '#cloriande', '#adraste'}, {'#coryleon'}, {'#cloriande', '#coryleon'}, {'#camille', '#roseline', '#aristandre', '#cloriande', '#coryleon'}, {'#felismon', '#cloriande', '#adraste'}, {'#roseline', '#camille', '#menipe', '#aristandre', '#cloriande', '#coryleon', '#adraste'}]","{'#un-ecuyer', '#roseline', '#camille', '#menipe', '#elyse', '#aristandre', '#le-geolier', '#cloriande', '#coryleon', '#l-exempt', '#le-medecin', '#garde-i', '#felismon', '#adraste'}"
La Généreuse Ingratitude,Tragi-comédie,1656,5,39,"[{'#ormin'}, {'#zegry', '#ormin'}, {'#ormin', '#zegry', '#alabez'}, {'#fatime', '#charife', '#zegry', '#alabez', '#ormin'}, {'#zegry', '#ormin'}, {'#zegry', '#almansor'}, {'#zegry', '#ormin'}]","[{'#zaïde', '#fatime'}, {'#zaïde', '#medine'}, {'#zaïde', '#almansor'}, {'#zaïde', '#adibar', '#almansor'}, {'#almansor'}, {'#gasul', '#almansor'}, {'#almansor', '#gomelle'}]","[{'#zegry', '#ormin'}, {'#ormin'}, {'#charife', '#ormin', '#fatime'}, {'#charife', '#ormin'}, {'#charife', '#ormin', '#alabez'}, {'#charife', '#alabez'}, {'#charife', '#ormin', '#alabez'}, {'#gasul', '#alabez', '#adibar', '#almansor'}, {'#zegry', '#adibar', '#almansor'}, {'#zegry', '#almansor'}]","[{'#almansor', '#gomelle'}, {'#zegry', '#ormin'}, {'#zaïde', '#zegry'}, {'#zaïde', '#medine'}, {'#zaïde', '#adibar'}, {'#zaïde', '#fatime', '#adibar'}, {'#charife', '#fatime'}, {'#fatime', '#adibar'}, {'#charife', '#fatime'}]","[{'#lindarache', '#almansor', '#gomelle'}, {'#almansor'}, {'#zaïde', '#almansor'}, {'#almansor'}, {'#zegry', '#ormin', '#almansor'}, {'#lindarache', '#fatime', '#zegry', '#adibar', '#gomelle', '#zaïde', '#ormin', '#almansor'}]","[{'#ormin'}, {'#zegry', '#ormin'}, {'#ormin', '#zegry', '#alabez'}, {'#fatime', '#charife', '#zegry', '#alabez', '#ormin'}, {'#zegry', '#ormin'}, {'#zegry', '#almansor'}, {'#zegry', '#ormin'}, {'#zaïde', '#fatime'}, {'#zaïde', '#medine'}, {'#zaïde', '#almansor'}, {'#zaïde', '#adibar', '#almansor'}, {'#almansor'}, {'#gasul', '#almansor'}, {'#almansor', '#gomelle'}, {'#zegry', '#ormin'}, {'#ormin'}, {'#charife', '#ormin', '#fatime'}, {'#charife', '#ormin'}, {'#charife', '#ormin', '#alabez'}, {'#charife', '#alabez'}, {'#charife', '#ormin', '#alabez'}, {'#gasul', '#alabez', '#adibar', '#almansor'}, {'#zegry', '#adibar', '#almansor'}, {'#zegry', '#almansor'}, {'#almansor', '#gomelle'}, {'#zegry', '#ormin'}, {'#zaïde', '#zegry'}, {'#zaïde', '#medine'}, {'#zaïde', '#adibar'}, {'#zaïde', '#fatime', '#adibar'}, {'#charife', '#fatime'}, {'#fatime', '#adibar'}, {'#charife', '#fatime'}, {'#lindarache', '#almansor', '#gomelle'}, {'#almansor'}, {'#zaïde', '#almansor'}, {'#almansor'}, {'#zegry', '#ormin', '#almansor'}, {'#lindarache', '#fatime', '#zegry', '#adibar', '#gomelle', '#zaïde', '#ormin', '#almansor'}]","{'#lindarache', '#fatime', '#medine', '#charife', '#zegry', '#alabez', '#adibar', '#gomelle', '#zaïde', '#gasul', '#ormin', '#almansor'}"
La Journée des Dupes,Tragi-comédie,1790,4,26,"[{'#precheillar', '#bimeaura'}, {'#les-poissardes', '#une-poissarde', '#bimeaura', '#deux-sentinelles', '#les-deux-sentinelles', '#une-autre-poissarde', '#un-homme-de-la-troupe', '#toutes-les-poissardes'}, {'#un-homme-du-peuple', '#la-peyrouse'}, {'#le-peuple', '#un-grenadier', '#monsieur-garde-rue', '#la-peyrouse'}, {'#o-paria'}]","[{'#yetafet'}, {'#yetafet', '#laibil'}, {'#laibil'}, {'#le-peuple', '#laibil', '#la-peyrouse'}, {'#le-peuple', '#laibil', '#le-confident'}, {'#yetafet', '#le-peuple', '#laibil'}]","[{'#la-peyrouse'}, {'#le-peuple', '#la-maitresse', '#la-peyrouse'}, {'#guillaume', '#la-peyrouse', '#un-de-la-troupe', '#le-peuple', '#un-homme-du-peuple', '#la-maitresse'}, {'#la-maitresse'}, {'#la-maitresse', '#bimeaura'}, {'#bimeaura'}, {'#bimeaura', '#catepane', '#mola', '#almenandre', '#montmici'}, {'#mola', '#almenandre', '#catepane', '#montmici'}]","[{'#precheillar', '#bimeaura'}, {'#bimeaura', '#mounier'}, {'#yetafet', '#mounier'}, {'#yetafet'}, {'#yetafet', '#la-peyrouse'}, {'#la-peyrouse'}, {'#la-peyrouse', '#o-paria'}]",[],"[{'#precheillar', '#bimeaura'}, {'#les-poissardes', '#une-poissarde', '#bimeaura', '#deux-sentinelles', '#les-deux-sentinelles', '#une-autre-poissarde', '#un-homme-de-la-troupe', '#toutes-les-poissardes'}, {'#un-homme-du-peuple', '#la-peyrouse'}, {'#le-peuple', '#un-grenadier', '#monsieur-garde-rue', '#la-peyrouse'}, {'#o-paria'}, {'#yetafet'}, {'#yetafet', '#laibil'}, {'#laibil'}, {'#le-peuple', '#laibil', '#la-peyrouse'}, {'#le-peuple', '#laibil', '#le-confident'}, {'#yetafet', '#le-peuple', '#laibil'}, {'#la-peyrouse'}, {'#le-peuple', '#la-maitresse', '#la-peyrouse'}, {'#guillaume', '#la-peyrouse', '#un-de-la-troupe', '#le-peuple', '#un-homme-du-peuple', '#la-maitresse'}, {'#la-maitresse'}, {'#la-maitresse', '#bimeaura'}, {'#bimeaura'}, {'#bimeaura', '#catepane', '#mola', '#almenandre', '#montmici'}, {'#mola', '#almenandre', '#catepane', '#montmici'}, {'#precheillar', '#bimeaura'}, {'#bimeaura', '#mounier'}, {'#yetafet', '#mounier'}, {'#yetafet'}, {'#yetafet', '#la-peyrouse'}, {'#la-peyrouse'}, {'#la-peyrouse', '#o-paria'}]","{'#une-autre-poissarde', '#un-homme-de-la-troupe', '#un-de-la-troupe', '#catepane', '#o-paria', '#les-deux-sentinelles', '#mounier', '#laibil', '#un-grenadier', '#montmici', '#les-poissardes', '#precheillar', '#bimeaura', '#une-poissarde', '#la-peyrouse', '#monsieur-garde-rue', '#mola', '#almenandre', '#yetafet', '#guillaume', '#le-peuple', '#deux-sentinelles', '#un-homme-du-peuple', '#toutes-les-poissardes', '#la-maitresse', '#le-confident'}"
