,"Argélie, Reine de Thessalie",Coriolan,Lyncée,Risette ou Les Millions de la Mansarde,L'Homme qui ne Peut pas Siffler,L'Avare Amoureux,Pan et Doris Pastorale,Polixène,Les Trois Spectacles Prologue,L'Epreuve Réciproque,L'Ecole des Bourgeois,L'Hiver,Le Pauvre Bougre et le Bon Génie,Un Mécontent,Les Papilllotes,Une Séduction,"Anaximandre, Comédie.",Molière et ses Amis ou La Soirée d'Auteuil,Dialogue de la Prude et de la Coquette,Adam,Les Aventures de Ninette,Les Bonnes Gens,Fragment d'une Comédie Intitulée Chapelain Décoiffé [2],Fragment d'une Comédie Intitulée Chapelain Décoiffé.,Le Club des Dames ou Le Retour de Descartes,Dialogue d'Alcippe et de Dionice,La Déroute des Précieuses,Dialogue des Yeux et de la Bouche,Dialogue entre Voltaire et Rousseau,Le Jeu d'Esmorée,Le Jus du Pelerin,La Matinée du Comédien Français,Farce Nouvelle Tres Bonne et Fort Joyeuse à Trois Personnages d'un Pardonneur d'un Triacleur et d'une Tavernière,Farce Nouvelle Fort Joyeuse du Pont aux Anes,Le Portier du Parnasse,Le Prix d'un Moment,La Réception de Monseigneur le Vicomte d'Argenson,La Résurrection du Sauveur,Farce Nouvelle Très Bonne et Fort Joyeuse de la Resurrection de Jenin Landore,Les Sauvages ou Le Roi Bienfaisant.,Le Sérail de de Lys,Sermon Joyeux de Bien Boire,Les Vierges Sages et les Vierges Folles,Oh ! Voilà Bien le Diable !,Zélamire,Cendrillon,Le Chinois Poli en France,La Ressource Comique,La Tableau Parlant,Mademoiselle Lange,Ca n'en Est pas ou Tout ce qui Reluit n'est pas or,La Comédie à l'Impromptu,"Les Etrennes de l'Amitié, de l'Amour et de la Nature",Hurlubrelu,Janot,Janot chez le Dégraisseur,Jocrisse Changé de Condition,"On Fait ce qu'on Peut, Non pas ce qu'on Veut",Mon Ami Naze,Les Guêpes,Le Cri de la Nature,Horatius Coclès.,Le Centenaire de Molière,La Pucelle d'Orléans,La Pucelle d'Orléans,Hommage à Racine vers Dits par Madame Provost-Ponsin au Théâtre Français Représentation du 21 Décembre 1871 232ème Anniversaire de la Naissance de Racine,L'Ecole Tragique ou Cadet Roussel Maitre de Déclamation,Albert Durer,La Comédie au Chateau,L'Epreuve,La Musicomanie,"Dipné, Infante D'Irlande. Tragédie",Geneviève ou L'Innocence Reconnue Tragédie Chrétienne,Geneviève ou L'Innocence Reconnue Tragédie,Le Coligny,Ancien Pierrot,Mascarade de la Foire Saint-Germain,Arlequin Misanthrope,Les Fées ou Les Contes de ma Mère L'Oye.,Pasquin et Marforio.,Le Faucon,La Mort de César,L'Ombre de Molière,Célinde,Clarimonde,La Clorise,La Parthénie,Le Prince Fugitif,Saint Eustache Martyr,La Rapinière,"Candide Marié, ou Il Faut Cultiver son Jardin.",Le Mariage de Scarron,Molière au Théâtre,L'Autre Tartuffe,Le Barbier de Séville ou La Précaution Inutile,L'Amour Quêteur,La Cacophonie,Les Libellistes,"Le Ramoneur Prince, et le Prince Ramoneur",Le Sculpteur
Geneviève ou L'Innocence Reconnue Tragédie,,,,,0.9998343846918214,,,,,,,,,0.9998627929376211,,,,,,,,,,,,0.9979376450667395,0.9971322702017311,,,,,,,,,,0.9992334010073975,,,,0.9977929746892402,,,,,,,,,,,,,,,,,,0.9997605154351594,,,,,,,0.9994036912564354,,,,0.9977899328183704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Coligny,,,,,0.999974452930948,,,,,,,,,1.0002779146158918,,,,,,,,,,,,1.0033311979000612,0.9917631874913755,,,,,,,,,,1.0006688202019804,,,,0.9920829282784314,,,,,,,,,,,,,,,,,,0.999395239427223,,,,,,,0.9975245843022507,,,,0.9934225608103023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancien Pierrot,,,,,0.8861854076385498,,,,,,,,,1.0657269954681396,,,,,,,,,,,,0.9872968355814616,0.9736365228891373,,,,,,,,,,0.9947091870837741,,,,0.9754605076529763,,,,,,,,,,,,,,,,,,0.856229305267334,,,,,,,0.6939882040023804,,,,0.9748566320964268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mascarade de la Foire Saint-Germain,,,,,1.0107243537902832,,,,,,,,,1.0277785122394563,,,,,,,,,,,,1.1374979972839356,1.1057149350643158,,,,,,,,,,1.0647079646587372,,,,1.2011889544400303,,,,,,,,,,,,,,,,,,1.0196952104568482,,,,,,,0.9901271343231202,,,,1.0334283053874969,,,,,,0.973542320728302,,,,,,,,,,,,,,,,,,,,,,,,
Arlequin Misanthrope,,,,,0.9999096626104053,,,,,,,,,1.0000998904437823,,,,,,,,,,,,0.9976629302491267,0.9982385432355789,,,,,,,,,,1.0007673342328578,,,,0.9982794990012045,,,,,,,,,,,,,,,,,,0.9997523545871829,,,,,,,0.9995208543113919,,,,0.9983021116326123,,,,,,0.9996804687827608,0.9994533422038371,,,,,,,,,,,,,,,,,,,,,,,
Les Fées ou Les Contes de ma Mère L'Oye.,,,,,1.0001576903102163,,,,,,,,,1.0004904054023407,,,,,,,,,,,,1.0202778433705424,0.9992604294976035,,,,,,,,,,1.0378546783557305,,,,1.0045727740277302,,,,,,,,,,,,,,,,,,0.999327533847683,,,,,,,0.9990898593441471,,,,0.9934125156192989,,,,,,0.9982806457268013,1.0130744039357364,,,,,,,,,,,,,,,,,,,,,,,
Pasquin et Marforio.,,,,,0.9989117733155838,,,,,,,,,1.0001944506208504,,,,,,,,,,,,1.0004584634745564,0.9973744972787723,,,,,,,,,,1.0054213699668344,,,,0.997451678068951,,,,,,,,,,,,,,,,,,0.9996884671927301,,,,,,,0.9995512071281972,,,,0.9971236018620757,,,,,,0.9991649702341869,1.0008616808689001,,,,,,,,,,,,,,,,,,,,,,,
Le Faucon,,,,,0.9993506840297154,,,,,,,,,1.0005319265146104,,,,,,,,,,,,0.9957643633797055,0.9936886997449965,,,,,,,,,,1.0041731021233968,,,,0.9949705811246993,,,,,,,,,,,,,,,,,,0.9998349930558886,,,,,,,0.9985319139465453,,,,0.9956042293518309,,,,,,0.9987884258467054,1.0013532981513038,,,,,,,,,,,,,,,,,,,,,,,
La Mort de César,,,,,0.9999129479248776,,,,,,,,,0.9997866113031276,,,,,,,,,,,,0.9931452101408011,0.9948723301952609,,,,,,,,,,0.9963247519711179,,,,0.9936904492231766,,,,,,,,,,,,,,,,,,0.9995036060085882,,,,,,,0.9986973659170365,,,,0.9940584889857842,,,,,,0.9989684527237668,0.9975358890592034,,,,,,,,,,,,,,,,,,,,,,,
L'Ombre de Molière,,,,,0.996973806498002,,,,,,,,,1.0016129406131045,,,,,,,,,,,,1.0141373945742238,0.9799653364687549,,,,,,,,,,1.0471785114127763,,,,0.9940715176718575,,,,,,,,,,,,,,,,,,0.9960574373906973,,,,,,,0.9900462262484492,,,,0.98412836571129,,,,,,0.9924336793471356,1.0149333148586506,,,,,,,,,,,,,,,,,,,,,,,
Célinde,,,,,0.9999643098772242,,,,,,,,,1.0000503972340167,,,,,,,,,,,,0.9926726664050242,0.9953596514932225,,,,,,,,,,0.9982327902584933,,,,0.9950172829159191,,,,,,,,,,,,,,,,,,0.9998442239305946,,,,,,,0.9989750700050526,,,,0.9949673621842031,,,,,,0.9993353321980895,0.9985251676165656,,,,,,,,,,,,,,,,,,,,,,,
Clarimonde,,,,,0.9999313147171683,,,,,,,,,1.0001056105889323,,,,,,,,,,,,0.9955595275935005,0.9952279489363551,,,,,,,,,,0.9969823764413214,,,,0.9939783726201947,,,,,,,,,,,,,,,,,,0.9997879477108226,,,,,,,0.9989987858725936,,,,0.9960281351948028,,,,,,0.9989991956354712,0.9984926183510314,,,,,,,,,,,,,,,,,,,,,,,
La Clorise,,,,,0.9998576587560225,,,,,,,,,1.0001833983830044,,,,,,,,,,,,0.9960327485386207,0.9963930247997751,,,,,,,,,,0.9990869306179941,,,,0.9954947197923855,,,,,,,,,,,,,,,,,,0.999824469430106,,,,,,,0.9993233184425199,,,,0.996565094529366,,,,,,0.9992605374783886,0.9997378095072142,,,,,,,,,,,,,,,,,,,,,,,
La Parthénie,,,,,0.9996129611442829,,,,,,,,,1.0001865676764785,,,,,,,,,,,,0.9944386959075928,0.9937642712017586,,,,,,,,,,0.9954742099704413,,,,0.9928044442472787,,,,,,,,,,,,,,,,,,0.999539801992219,,,,,,,0.9986509216242823,,,,0.9947415417638318,,,,,,0.9986016166621241,0.9977718279279512,,,,,,,,,,,,,,,,,,,,,,,
Le Prince Fugitif,,,,,0.9997418859111729,,,,,,,,,1.00002409433251,,,,,,,,,,,,0.9940668036688619,0.9949400467659111,,,,,,,,,,0.997849445111716,,,,0.9940550051518341,,,,,,,,,,,,,,,,,,0.9995633716013894,,,,,,,0.9987273643265909,,,,0.9957413755246063,,,,,,0.9990764304773131,0.9982104393973279,,,,,,,,,,,,,,,,,,,,,,,
Saint Eustache Martyr,,,,,0.999967963421712,,,,,,,,,0.9997784747462981,,,,,,,,,,,,0.9962061388151986,0.9954952332152038,,,,,,,,,,0.9966152165116382,,,,0.9943543736006365,,,,,,,,,,,,,,,,,,0.9996378495245755,,,,,,,0.9989599446956517,,,,0.9958687793640864,,,,,,0.999031556754553,0.9988723143476064,,,,,,,,,,,,,,,,,,,,,,,
La Rapinière,,,,,1.000036067609648,,,,,,,,,0.9998889477218239,,,,,,,,,,,,0.9975879134483707,0.9983725523919735,,,,,,,,,,0.9998438725410734,,,,0.9978881996233486,,,,,,,,,,,,,,,,,,0.9999236457266854,,,,,,,0.9997389770827247,,,,0.9980754619373858,,,,,,0.9996822592124198,0.9992004363137541,,,,,,,,,,,,,,,,,,,,,,,
"Candide Marié, ou Il Faut Cultiver son Jardin.",,,,,0.9994345925472401,,,,,,,,,1.0001625519843749,,,,,,,,,,,,0.9967635884697055,0.9969654359199382,,,,,,,,,,1.0075422609109936,,,,0.9992211393000167,,,,,,,,,,,,,,,,,,0.9997900176195451,,,,,,,0.9992618641735594,,,,0.9981162448724111,,,,,,0.9993193929578051,1.0013285759422514,,,,,,,,,,,,,,,,,,,,,,,
Le Mariage de Scarron,,,,,0.9994455160096635,,,,,,,,,0.9999453477073169,,,,,,,,,,,,0.9978333324761017,0.9982550846093805,,,,,,,,,,1.0041404331209292,,,,0.9996133912945399,,,,,,,,,,,,,,,,,,0.9999307855239126,,,,,,,0.9993635844478648,,,,0.9981504129304947,,,,,,0.9996598112154713,1.0003332927917576,,,,,,,,,,,,,,,,,,,,,,,
Molière au Théâtre,,,,,0.9994441915960873,,,,,,,,,0.9999129951000214,,,,,,,,,,,,0.9990511967855341,0.9965814143419266,,,,,,,,,,1.0050076498704799,,,,0.9970714129069272,,,,,,,,,,,,,,,,,,0.9995868051753325,,,,,,,0.9989100203794592,,,,0.9960340727778042,,,,,,0.9987382366376765,1.0007941675536773,,,,,,,,,,,,,,,,,,,,,,,
L'Autre Tartuffe,,,,,0.9998605918819313,,,,,,,,,0.9998276893059629,,,,,,,,,,,,0.9979725856871956,0.9984845824397552,,,,,,,,,,1.0001844729649598,,,,0.9986338433517747,,,,,,,,,,,,,,,,,,0.9998947092882619,,,,,,,0.9997081824804197,,,,0.9981441276924486,,,,,,0.999739524778943,1.0004306543587989,,,,,,,,,,,,,,,,,,,,,,,
Le Barbier de Séville ou La Précaution Inutile,,,,,0.9999444873582392,,,,,,,,,0.9999891801143256,,,,,,,,,,,,0.9989013036270914,0.9988030824806076,,,,,,,,,,1.0013593806056527,,,,0.9991579690719751,,,,,,,,,,,,,,,,,,0.999866201048895,,,,,,,0.9998212124821305,,,,0.9984103706743908,,,,,,0.9996923043301457,0.9999965329406232,,,,,,,,,,,,,,,,,,,,,,,
L'Amour Quêteur,,,,,0.9994699512209211,,,,,,,,,1.000242851461683,,,,,,,,,,,,1.000309292759214,0.9996424066168922,,,,,,,,,,1.011711118050984,,,,1.001829969244344,,,,,,,,,,,,,,,,,,0.9997774158205305,,,,,,,0.9993697451693672,,,,0.9985464832612446,,,,,,0.999114544902529,1.003661725137915,,,,,,,,,,,,,,,,,,,,,,,
La Cacophonie,,,,,1.0001652469838642,,,,,,,,,1.0001499232872526,,,,,,,,,,,,1.0030572660452954,1.0024800567864522,,,,,,,,,,1.0128627682495797,,,,0.9999516848143309,,,,,,,,,,,,,,,,,,1.0002930066763718,,,,,,,1.0004262249664904,,,,0.9995148184036445,,,,,,0.9997191819431943,1.0043940228075319,,,,,,,,,,,,,,,,,,,,,,,
Les Libellistes,,,,,0.9997826772076743,,,,,,,,,0.9999518364059682,,,,,,,,,,,,0.9984748794564179,0.9989587847067385,,,,,,,,,,1.0011130772455006,,,,0.9994987945775596,,,,,,,,,,,,,,,,,,0.9998287643705096,,,,,,,0.9997865676271672,,,,0.9988441835252606,,,,,,0.9997205980578248,1.0002087030027593,,,,,,,,,,,,,,,,,,,,,,,
"Le Ramoneur Prince, et le Prince Ramoneur",,,,,0.9995966314081338,,,,,,,,,0.9996623786976964,,,,,,,,,,,,1.0022262188287272,0.9995839833421168,,,,,,,,,,1.0065843548093523,,,,0.999077592181209,,,,,,,,,,,,,,,,,,0.999797829361849,,,,,,,0.999781917495981,,,,0.9975953195182192,,,,,,0.9995250634576791,1.0037000531770066,,,,,,,,,,,,,,,,,,,,,,,
Le Sculpteur,,,,,0.9997452458498195,,,,,,,,,1.000097089913544,,,,,,,,,,,,0.997320241854236,0.9985428394015603,,,,,,,,,,1.0029613638293517,,,,0.9985601139766214,,,,,,,,,,,,,,,,,,0.9997635236500463,,,,,,,0.9996254011193569,,,,0.9983072580445859,,,,,,0.9997572804482177,1.0005997594785772,,,,,,,,,,,,,,,,,,,,,,,
fre000096,,,,,1.0002998421523746,,,,,,,,,1.0005214115641765,,,,,,,,,,,,1.0032834688954007,1.002171389511879,,,,,,,,,,1.0141879405999026,,,,1.0020723066582584,,,,,,,,,,,,,,,,,,1.0005096118181747,,,,,,,1.0000433536949536,,,,1.0010490861554808,,,,,,0.9997119812775921,1.0043716541189232,,,,,,,,,,,,,,,,,,,,,,,
fre001463,,,,,0.9999820895871432,,,,,,,,,0.9999690108040377,,,,,,,,,,,,0.9990683190668109,1.0004337077174212,,,,,,,,,,1.0022277780620938,,,,1.000249175338528,,,,,,,,,,,,,,,,,,1.000037810900583,,,,,,,1.0000068053681461,,,,0.9995366796825061,,,,,,0.9999200272685383,1.000690853846261,,,,,,,,,,,,,,,,,,,,,,,
fre000097,,,,,1.001482032631573,,,,,,,,,1.0011490599105233,,,,,,,,,,,,1.0286486439014737,1.017258777626251,,,,,,,,,,1.0522420495552451,,,,1.0228243674102582,,,,,,,,,,,,,,,,,,1.0015742951317836,,,,,,,1.0017739593198425,,,,1.0146815678790997,,,,,,1.0013227094160884,1.023568443953991,,,,,,,,,,,,,,,,,,,,,,,
fre001464,,,,,0.9999087216066462,,,,,,,,,0.9999191510890212,,,,,,,,,,,,0.999094437142568,0.9991733547566193,,,,,,,,,,1.0053855728224985,,,,0.9998393199805703,,,,,,,,,,,,,,,,,,0.9996005621339593,,,,,,,0.9996883294412068,,,,0.9979076361549752,,,,,,0.9995930027216673,1.0020597728767566,,,,,,,,,,,,,,,,,,,,,,,
fre000098,,,,,1.0021951019123037,,,,,,,,,1.0015568438396658,,,,,,,,,,,,1.0562181809256155,1.0227384374987694,,,,,,,,,,1.0822455966344444,,,,1.0278210537407988,,,,,,,,,,,,,,,,,,1.0014308178296654,,,,,,,1.0009646787438342,,,,1.0107636099220605,,,,,,1.0009043434614777,1.0353943420353757,,,,,,,,,,,,,,,,,,,,,,,
fre001507,,,,,,,,,,,,,,1.0004379016487566,,,,,,,,,,,,1.0023385251629842,1.0016936943547365,,,,,,,,,,1.0179078870848433,,,,1.0038835945194715,,,,,,,,,,,,,,,,,,1.000004623850731,,,,,,,0.9999289880060169,,,,0.9997176360594083,,,,,,1.0001171978369152,1.0055807343084517,,,,,,,,,,,,,,,,,,,,,,,
fre000100,,,,,,,,,,,,,,0.998674974512698,,,,,,,,,,,,1.0741289293588097,1.0352472485001407,,,,,,,,,,1.128470010944267,,,,1.0553516643260843,,,,,,,,,,,,,,,,,,0.9996481635677281,,,,,,,1.0022324928596837,,,,1.0222707195068472,,,,,,1.0008526506708628,1.058308857145594,,,,,,,,,,,,,,,,,,,,,,,
fre001511,,,,,,,,,,,,,,0.9998203501643905,,,,,,,,,,,,1.022015011095139,1.009914890111211,,,,,,,,,,1.0427572807992798,,,,1.0134418692933507,,,,,,,,,,,,,,,,,,1.0015731927860214,,,,,,,1.0002033595579216,,,,1.0053298545170979,,,,,,1.0002577161214439,1.0172410242887864,,,,,,,,,,,,,,,,,,,,,,,
fre001513,,,,,,,,,,,,,,1.0000061668918632,,,,,,,,,,,,1.0222511559219685,1.0097308579811268,,,,,,,,,,1.032128455948695,,,,1.0078521343947804,,,,,,,,,,,,,,,,,,1.0003010761939872,,,,,,,1.0002498468436765,,,,1.0032686018674386,,,,,,0.999776430049185,1.01484259441074,,,,,,,,,,,,,,,,,,,,,,,
fre001512,,,,,,,,,,,,,,1.0016881275821377,,,,,,,,,,,,1.0273629934401125,1.0128595200744834,,,,,,,,,,1.0438376717470788,,,,1.00613511091954,,,,,,,,,,,,,,,,,,1.0012458409812,,,,,,,1.002067347636094,,,,1.0038873319690291,,,,,,1.0003300164196942,1.0146587849468798,,,,,,,,,,,,,,,,,,,,,,,
fre001516,,,,,,,,,,,,,,1.0008316941849598,,,,,,,,,,,,1.01455656816433,1.0035562642983027,,,,,,,,,,1.0285443512650279,,,,1.0091270564438461,,,,,,,,,,,,,,,,,,0.9998999067715236,,,,,,,0.9990522288656855,,,,1.0041662559106752,,,,,,0.9990435203948578,1.013616340888011,,,,,,,,,,,,,,,,,,,,,,,
fre001515,,,,,,,,,,,,,,1.0002788240406788,,,,,,,,,,,,1.0225482749290207,1.0116427500231737,,,,,,,,,,1.0406213114861729,,,,1.0165565678862487,,,,,,,,,,,,,,,,,,1.000006079673767,,,,,,,0.9994428587608597,,,,1.0057382190308604,,,,,,1.0001850505264438,1.0177111321566057,,,,,,,,,,,,,,,,,,,,,,,
fre001508,,,,,,,,,,,,,,1.1264851093292236,,,,,,,,,,,,0.9837450504302978,0.9828240126371384,,,,,,,,,,0.9882644679811265,,,,0.9911648251793601,,,,,,,,,,,,,,,,,,1.101456105709076,,,,,,,0.9600660800933838,,,,0.9704553399767194,,,,,,0.916921854019165,0.971645736694336,,,,,,,,,,,,,,,,,,,,,,,
fre001510,,,,,,,,,,,,,,1.0002371956562173,,,,,,,,,,,,1.018629985122845,1.0100344506831005,,,,,,,,,,1.0461328011648408,,,,1.0138524195243572,,,,,,,,,,,,,,,,,,0.9991630531590561,,,,,,,1.0000613568157986,,,,1.0051833278146283,,,,,,0.9994317395933743,1.0223361294845055,,,,,,,,,,,,,,,,,,,,,,,
fre001514,,,,,,,,,,,,,,,,,,,,,,,,,,1.0160293742304756,1.0055872822801273,,,,,,,,,,1.033653783656302,,,,1.0136201619392349,,,,,,,,,,,,,,,,,,1.0011889618777094,,,,,,,1.0004966752160163,,,,1.0035478298862774,,,,,,0.999751586999212,1.0131025669120608,,,,,,,,,,,,,,,,,,,,,,,
fre001509,,,,,,,,,,,,,,,,,,,,,,,,,,1.0135856769979,1.0053836837410928,,,,,,,,,,1.0386488649994134,,,,1.0095292925834656,,,,,,,,,,,,,,,,,,1.0018195822834968,,,,,,,1.0010295554995536,,,,1.0040840297937392,,,,,,1.000173281133175,1.0131613802164794,,,,,,,,,,,,,,,,,,,,,,,
fre000101,,,,,,,,,,,,,,,,,,,,,,,,,,0.9914691248605417,0.9923030642575996,,,,,,,,,,0.9945152582817299,,,,0.9932336405266163,,,,,,,,,,,,,,,,,,0.9991905955381172,,,,,,,0.9979723131933878,,,,0.9921047582182774,,,,,,0.9983742092930994,0.9978535585625227,,,,,,,,,,,,,,,,,,,,,,,
fre000102,,,,,,,,,,,,,,,,,,,,,,,,,,0.9944169667251872,0.9928671138909843,,,,,,,,,,0.9974537603093381,,,,0.9923290417402117,,,,,,,,,,,,,,,,,,0.9992137093761649,,,,,,,0.9987386994342091,,,,0.993646371414058,,,,,,0.9985441488843736,0.9979075969996789,,,,,,,,,,,,,,,,,,,,,,,
fre000103,,,,,,,,,,,,,,,,,,,,,,,,,,1.000368848166058,0.9982808429512393,,,,,,,,,,1.0035392658639575,,,,0.9985181270478827,,,,,,,,,,,,,,,,,,0.9998930830051465,,,,,,,0.999008791154202,,,,0.9973198334966894,,,,,,0.9992587677165035,1.0005247717010044,,,,,,,,,,,,,,,,,,,,,,,
fre000115,,,,,,,,,,,,,,,,,,,,,,,,,,0.9894789816414724,0.9934510583760309,,,,,,,,,,0.9979566360106233,,,,0.9915701790911252,,,,,,,,,,,,,,,,,,0.9995886917974128,,,,,,,0.9985202760970007,,,,0.9930042067512137,,,,,,0.9986126403339574,0.9982186306695469,,,,,,,,,,,,,,,,,,,,,,,
fre000116,,,,,,,,,,,,,,,,,,,,,,,,,,0.9900986293528943,0.992507338270228,,,,,,,,,,0.9964608142984674,,,,0.9922919121194393,,,,,,,,,,,,,,,,,,0.9997461141423977,,,,,,,0.9984460800252062,,,,0.9925849605113902,,,,,,0.9986548804222269,0.9981013904226587,,,,,,,,,,,,,,,,,,,,,,,
fre000104,,,,,,,,,,,,,,,,,,,,,,,,,,0.9980978156085563,0.9995407853770045,,,,,,,,,,1.0028796828294222,,,,0.9995614759689939,,,,,,,,,,,,,,,,,,0.9996349094188319,,,,,,,0.9995926605389182,,,,0.9977754955798124,,,,,,0.9996255506983901,1.001007502057911,,,,,,,,,,,,,,,,,,,,,,,
fre001471,,,,,,,,,,,,,,,,,,,,,,,,,,1.0304539287090302,1.017509132027626,,,,,,,,,,1.0644856102764606,,,,1.0246695137023927,,,,,,,,,,,,,,,,,,1.0016070342063903,,,,,,,0.9997892022132874,,,,1.0033847081661225,,,,,,0.999564493894577,1.028191913962364,,,,,,,,,,,,,,,,,,,,,,,
fre000105,,,,,,,,,,,,,,,,,,,,,,,,,,1.3225382044911385,1.184997732937336,,,,,,,,,,1.5623835697770119,,,,1.2009897977113724,,,,,,,,,,,,,,,,,,1.0158457815647126,,,,,,,1.0060515344142913,,,,1.0846154391765594,,,,,,1.008035171031952,1.2142208337783813,,,,,,,,,,,,,,,,,,,,,,,
fre000106,,,,,,,,,,,,,,,,,,,,,,,,,,1.0112634538204077,1.0072496531393704,,,,,,,,,,1.0209165980551866,,,,1.0083306691790588,,,,,,,,,,,,,,,,,,1.000647154830446,,,,,,,1.0005587875443016,,,,1.0030110280385753,,,,,,1.0001628434898069,1.0086346363661274,,,,,,,,,,,,,,,,,,,,,,,
fre000107,,,,,,,,,,,,,,,,,,,,,,,,,,1.031617675581549,1.0102221527670183,,,,,,,,,,1.051386654122263,,,,1.0153384962652483,,,,,,,,,,,,,,,,,,1.0012290126238115,,,,,,,0.9999000211047311,,,,1.0058370874478266,,,,,,0.9999234554095145,1.021890990754478,,,,,,,,,,,,,,,,,,,,,,,
fre001472,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0241603658893916,,,,,,,,,,1.0727840195021292,,,,1.0287217270201585,,,,,,,,,,,,,,,,,,1.0009850146263604,,,,,,,1.0026218083899792,,,,1.015484185669366,,,,,,1.002053205891857,1.0394249126667112,,,,,,,,,,,,,,,,,,,,,,,
fre001473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0754029578887498,,,,1.0286198487648597,,,,,,,,,,,,,,,,,,1.002745332298698,,,,,,,1.0027846032446557,,,,1.0066351209368025,,,,,,1.0001066562893626,1.0337747138935132,,,,,,,,,,,,,,,,,,,,,,,
fre001517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3666122374790055,,,,1.152655575956617,,,,,,,,,,,,,,,,,,1.0016430871827262,,,,,,,0.9976614202771869,,,,1.0643226844923837,,,,,,0.9957716550145831,1.1369310979332243,,,,,,,,,,,,,,,,,,,,,,,
fre001474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5280916433442722,,,,1.197494768283584,,,,,,,,,,,,,,,,,,1.0124544474211605,,,,,,,1.0111985748464412,,,,1.1311658512462268,,,,,,1.0124595029787584,1.208533908833157,,,,,,,,,,,,,,,,,,,,,,,
fre000108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0633942067854165,,,,1.0248873783636463,,,,,,,,,,,,,,,,,,1.0020728296087693,,,,,,,1.0021571595539418,,,,1.0098153930301814,,,,,,1.0015543505202893,1.0242544541987337,,,,,,,,,,,,,,,,,,,,,,,
fre000109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0552785512473848,,,,1.019170122428073,,,,,,,,,,,,,,,,,,1.0017299697630935,,,,,,,1.0016305272777875,,,,1.007880587544706,,,,,,1.0015319743090205,1.025494700918595,,,,,,,,,,,,,,,,,,,,,,,
fre001475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0572538566589356,,,,1.0219101672172546,,,,,,,,,,,,,,,,,,1.0016888904571533,,,,,,,1.0026235065460205,,,,1.0065698533058167,,,,,,1.0008246169090271,1.0226686573028565,,,,,,,,,,,,,,,,,,,,,,,
fre000110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.072938911958572,,,,1.0319724495804639,,,,,,,,,,,,,,,,,,1.0013846738622822,,,,,,,1.0026592038093356,,,,1.0189444477405023,,,,,,1.0021693526058022,1.0358538004236484,,,,,,,,,,,,,,,,,,,,,,,
fre000111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0150825230132543,,,,1.0033046707382858,,,,,,,,,,,,,,,,,,1.000502498238681,,,,,,,1.0004398699817822,,,,1.0011987850112696,,,,,,1.0001859883524284,1.0058169062636302,,,,,,,,,,,,,,,,,,,,,,,
fre000112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0312595536311469,,,,1.0095430953162057,,,,,,,,,,,,,,,,,,1.000669994524547,,,,,,,1.001357688790276,,,,1.0047599630696433,,,,,,1.0005537072817485,1.0141303428581783,,,,,,,,,,,,,,,,,,,,,,,
fre000113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0651033623465176,,,,1.0257626165603768,,,,,,,,,,,,,,,,,,1.002003952346999,,,,,,,1.0009121221715007,,,,1.0096589599190087,,,,,,0.9998619864726889,1.0227732257596378,,,,,,,,,,,,,,,,,,,,,,,
fre000114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1447227195553158,,,,,,,,,,,,,,,,,,1.0002711804016777,,,,,,,0.9932372777358346,,,,1.0288888967555503,,,,,,0.9888708539631056,1.147725874963014,,,,,,,,,,,,,,,,,,,,,,,
fre001518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.104024431922219,,,,,,,,,,,,,,,,,,1.0012814619324424,,,,,,,0.9901483817534014,,,,1.0205695141445508,,,,,,0.9944096586920999,1.0976493033495816,,,,,,,,,,,,,,,,,,,,,,,
fre000117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0029764121229,,,,,,,,,,,,,,,,,,1.040235459804535,,,,,,,1.201553463935852,,,,0.9930830512728009,,,,,,0.9334416389465332,1.0124886989593507,,,,,,,,,,,,,,,,,,,,,,,
fre000118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0058778483149915,,,,,,,,,,,,,,,,,,1.000797773108763,,,,,,,1.000296739764692,,,,1.0032525147121258,,,,,,1.0000368006089155,1.009507841717413,,,,,,,,,,,,,,,,,,,,,,,
