Pair name,Act Number,Distance,Normalized_Distance,Input_1,Input_2,Renaming,Input 1 renamed,Input 1 length,Input 2 length,Computing time,Letters_play1,Letters_play2
dama,1,192,0.12,ABACBABABDBDADADEBFDADFAFDAFADAFADAFADBCGCGCGCGCGCDCDGCDCDCDCDCDCDCDCDCDCDCDCDCDGCGCGCGCGCGCGC,ABACBABABABDEBDBDABDBDADADADBEBFGFGFDADAFAFDFADADBFAFADBDGDGDGDEDEDEDEDCHCHCHCDCDCDCDHCDCDCDCDCDCDCDCDHCHCHCHCHCHCHCHCHCFAFADAFABABFBDBABABAFDBDABAFAFBHCHCHCHCHCHCHCHCHCHCHCHCHCHCHCHCHCHCHCHCHCHBFDABFBDAFBABFDABABABABABABABABABABABABABABABABABABABABABABABABABABABABABABABABAB,"[('florestan', '#don-manuel'), ('carrille', '#cosme'), ('angelique', '#doña-ángela'), ('licidas', '#don-luis'), ('ariste', '#rodrigo'), ('lizandre', '#don-juan'), ('isabelle', '#isabel')]",ABACBABABDBDADADEBFDADFAFDAFADAFADAFADBCGCGCGCGCGCDCDGCDCDCDCDCDCDCDCDCDCDCDCDCDGCGCGCGCGCGCGC,94,275,1.3044123649597168,"{'florestan': 'A', 'carrille': 'B', 'angelique': 'C', 'licidas': 'D', 'ariste': 'E', 'lizandre': 'F', 'isabelle': 'G'}","{'#don-manuel': 'A', '#cosme': 'B', '#doña-ángela': 'C', '#don-luis': 'D', '#rodrigo': 'E', '#don-juan': 'F', '#doña-beatriz': 'G', '#isabel': 'H'}"
dama,2,154,0.22,ABABABCBCADCBABDCDBDABABABDDEFEFEFEFEFEFEFFEFEFEFEFEFEFEFEFEFEFDCDBDADADADBCADCBDACBDBDBDBDBDBDBDBDBDBDBDBDBDBDBDBDBDBDBDBDBDBDBDBDBDBDBDBDBDBDGBD,ABABABCBADABDBDADBDBABABABABABABABABABCBAEAEAEAEABEBEFEFEFEFGEGEGEGEGEGEGEGEGEGEGHGHGHGHGHGHCHCHCHCGHGHCGCGHGHCGHGHGHGHGHGHGHGHGHGHGHGHGBCBABABABEABEAEAEABAEAEBDADADBDBDBDBADADAGHGHGHGHGHGHGHGBCBCHGHBHGHGHBHGHBGHGHGHGHGHGHGHGHGHGBHBHBHGHBHGBGBGHBCBGHGHGHGHGHGHGHGHGHGH,"[('angelique', '#doña-beatriz'), ('isabelle', '#doña-ángela'), ('licidas', '#isabel'), ('lizandre', '#don-luis'), ('ariste', '#rodrigo'), ('florestan', '#don-manuel'), ('carrille', '#cosme')]",DFDFDFCFCDGCFDFGCGFGDFDFDFGGBABABABABABABAABABABABABABABABABABAGCGFGDGDGDGFCDGCFGDCFGFGFGFGFGFGFGFGFGFGFGFGFGFGFGFGFGFGFGFGFGFGFGFGFGFGFGFGFGFGEFG,146,268,1.2903788089752197,"{'lizandre': 'A', 'florestan': 'B', 'licidas': 'C', 'carrille': 'D', 'isabelle': 'E', 'angelique': 'F', 'ariste': 'G'}","{'#doña-beatriz': 'A', '#doña-ángela': 'B', '#isabel': 'C', '#don-juan': 'D', '#don-luis': 'E', '#rodrigo': 'F', '#don-manuel': 'G', '#cosme': 'H'}"
dama,3,131,0.25,ABABCBABABCABBABABABABABABABABABACACBADEDEFEEGEGEGEGEGEGCGCGCGGEGEGEGCEGCECEGEGEGEGEGEGEGEGEGEGEGEGEEGEGEGEGECBCABABAB,ABCDCBCBCBCBCBCDCDBECADBCBCAEBECECECECECDCDABABFBFBFBFBFBFBFBFBFBFBFBFAFAFBAFABAFBCDCGFAFCADACDFDFCFCFCFDFCDACHDHCADFAFCHCHDHCHCHCDCDCABHFHFBHBFHBHBHBHBHBHBHBHFHBFHBHBFHBFBHBHBHBHBHBFBECFBFBFBFBFBCBCBFBCBHBHBHBEDEDEFBFAF,"[('lizandre', '#isabel'), ('florestan', '#don-manuel'), ('angelique', '#doña-ángela'), ('lucinde', '#don-juan'), ('carrille', '#cosme'), ('licidas', '#clara'), ('isabelle', '#don-luis')]",DCDCGCDCDCGDCCDCDCDCDCDCDCDCDCDCDGDGCDABABFBBEBEBEBEBEBEGEGEGEEBEBEBEGBEGBGBEBEBEBEBEBEBEBEBEBEBEBEBBEBEBEBEBGCGDCDCDC,118,220,1.0524675846099854,"{'lucinde': 'A', 'angelique': 'B', 'isabelle': 'C', 'lizandre': 'D', 'florestan': 'E', 'licidas': 'F', 'carrille': 'G'}","{'#isabel': 'A', '#don-manuel': 'B', '#doña-ángela': 'C', '#doña-beatriz': 'D', '#don-juan': 'E', '#cosme': 'F', '#clara': 'G', '#don-luis': 'H'}"
