,TD id,Raw Name,Title,Authors,Normalized Author,Normalized Second Author,wikidataId Author,Normalized Year,yearPrinted,dateWriting,datePremiered,Genre,Genre (bis),Type,in_TD,in_Dracor,in_BD,Empty text
1695,TD1696,pierre_corneille-heraclius,Héraclius,Pierre CORNEILLE,Pierre Corneille,,Q747,1646.0,,,7/4/1904,Tragédie,Tragedy,vers,TD1696,fre000331,,False
1696,TD1697,pierre_corneille-horace,Horace,Pierre CORNEILLE,Pierre Corneille,,Q747,1639.0,,,6/26/1904,Tragédie,Tragedy,vers,TD1697,fre000332,,False
1697,TD1698,pierre_corneille-illusion_comique,L’illusion comique,Pierre CORNEILLE,Pierre Corneille,,Q747,1636.0,,,6/22/1904,Comédie,Comedy,vers,TD1698,fre000333,,False
1698,TD1699,pierre_corneille-medee,Médée,Pierre CORNEILLE,Pierre Corneille,,Q747,1834.0,,,6/22/1904,Tragédie,Tragedy,,TD1699,fre001358,,False
1699,TD1700,pierre_corneille-melite_ou_les_fausses_lettres,Mélite,Pierre CORNEILLE,Pierre Corneille,,Q747,1642.0,,,,Comédie,Comedy,vers,TD1700,fre000336,,False
1700,TD1701,pierre_corneille-menteur,Le Menteur,Pierre CORNEILLE,Pierre Corneille,,Q747,1778.0,,,7/1/1904,Comédie,Comedy,vers,TD1701,fre001922,,False
1701,TD1702,pierre_corneille-mort_de_pompee,La Mort de Pompée,Pierre CORNEILLE,Pierre Corneille,,Q747,1642.0,,,,Tragédie,Tragedy,vers,TD1702,fre000339,,False
1702,TD1703,pierre_corneille-nicomede,Nicomède,Pierre CORNEILLE,Pierre Corneille,,Q747,1651.0,,,,Tragédie,Tragedy,vers,TD1703,fre000340,,False
1703,TD1704,pierre_corneille-oedipe,Œdipe,Pierre CORNEILLE,Pierre Corneille,,Q747,1659.0,,,1/24/1659,Tragédie,Tragedy,vers,TD1704,fre000341,,False
1704,TD1705,pierre_corneille-othon,Othon,Pierre CORNEILLE,Pierre Corneille,,Q747,1664.0,,,8/1/1664,Tragédie,Tragedy,vers,TD1705,fre000342,,False
1705,TD1706,pierre_corneille-pertharite_roi_des_lombards,Pertharite,Pierre CORNEILLE,Pierre Corneille,,Q747,1651.0,,,7/8/1904,Tragédie,Tragedy,vers,TD1706,fre000343,,False
1706,TD1707,pierre_corneille-place_royale_ou_l_amoureux_extravagant,La Place Royale,Pierre CORNEILLE,Pierre Corneille,,Q747,1634.0,,,6/21/1904,Comédie,Comedy,vers,TD1707,fre000344,,False
1707,TD1708,pierre_corneille-polyeucte_martyr,Polyeucte,Pierre CORNEILLE,Pierre Corneille,,Q747,1641.0,,,6/30/1904,Tragédie,Tragedy,vers,TD1708,fre000345,,False
1708,TD1709,pierre_corneille-pulcherie,Pulchérie,Pierre CORNEILLE,Pierre Corneille,,Q747,1672.0,,,11/25/1672,Comédie,Comedy,vers,TD1709,fre000346,,False
1709,TD1710,pierre_corneille-rodogune_princesse_de_parthes,Rodogune,Pierre CORNEILLE,Pierre Corneille,,Q747,1645.0,,,7/1/1904,Tragédie,Tragedy,vers,TD1710,fre000706,,False
1710,TD1711,pierre_corneille-sertorius,Sertorius,Pierre CORNEILLE,Pierre Corneille,,Q747,1662.0,,,2/25/1662,Tragédie,Tragedy,vers,TD1711,fre000348,,False
1711,TD1712,pierre_corneille-sophonisbe,Sophonisbe,Pierre CORNEILLE,Pierre Corneille,,Q747,1629.0,,,1/18/1663,Tragédie,Tragedy,vers,TD1712,fre000907,,False
1712,TD1713,pierre_corneille-suite_du_menteur,La suite du Menteur,Pierre CORNEILLE,Pierre Corneille,,Q747,1644.0,,,7/1/1904,Comédie,Comedy,vers,TD1713,fre000350,,False
1713,TD1714,pierre_corneille-suivante,La Suivante,Pierre CORNEILLE,Pierre Corneille,,Q747,1634.0,,,6/21/1904,Comédie,Comedy,vers,TD1714,fre000351,,False
1714,TD1715,pierre_corneille-theodore_vierge_et_martyre,Théodore,Pierre CORNEILLE,Pierre Corneille,,Q747,1645.0,,,7/2/1904,Tragédie,Tragedy,vers,TD1715,fre000353,,False
1715,TD1716,pierre_corneille-tite_et_berenice,Tite et Bérénice,Pierre CORNEILLE,Pierre Corneille,,Q747,1670.0,,,11/28/1670,Comédie,Comedy,vers,TD1716,fre000354,,False
1716,TD1717,pierre_du_ryer-alcimedon,Alcimédon,Pierre DU RYER,Pierre Du Ryer,,Q2633293,1635.0,,,6/19/1904,Comédie,Comedy,vers,TD1717,fre000576,,False
1717,TD1718,pierre_du_ryer-alcionee_ou_le_combat_de_l_honneur_et_de_l_amour,Alcionée,Pierre DU RYER,Pierre Du Ryer,,Q2633293,1639.0,,,6/24/1904,Tragédie,Tragedy,vers,TD1718,fre000577,,False
1718,TD1719,pierre_du_ryer-anaxandre,Anaxandre,Pierre DU RYER,Pierre Du Ryer,,Q2633293,1654.0,,,7/10/1904,Comédie,Comedy,vers,TD1719,fre000578,,False
1719,TD1720,pierre_du_ryer-argenis_et_poliarque_ou_theocrine,Argénis et Poliarque,Pierre DU RYER,Pierre Du Ryer,,Q2633293,1630.0,,,6/16/1904,Comédie,Comedy,vers,TD1720,fre000579,,False
1720,TD1721,pierre_du_ryer-berenice,Bérénice,Pierre DU RYER,Pierre Du Ryer,,Q2633293,1635.0,,,7/1/1904,Comédie,Comedy,prose,TD1721,fre000580,,False
1721,TD1722,pierre_du_ryer-clarigene,Clarigène,Pierre DU RYER,Pierre Du Ryer,,Q2633293,1637.0,,,6/24/1904,Comédie,Comedy,vers,TD1722,fre000581,,False
1722,TD1723,pierre_du_ryer-cleomedon,Cléomédon,Pierre DU RYER,Pierre Du Ryer,,Q2633293,1636.0,,,6/22/1904,Comédie,Tragi-comedy,vers,TD1723,fre000582,61.0,False
1723,TD1724,pierre_du_ryer-clitophon_ou_clitophon_et_leucipe,Clitophon,Pierre DU RYER,Pierre Du Ryer,,Q2633293,1629.0,,,6/16/1904,Comédie,Comedy,vers,TD1724,fre000583,,False
1724,TD1725,pierre_du_ryer-dynamis_reine_de_carie,Dynamis,Pierre DU RYER,Pierre Du Ryer,,Q2633293,1650.0,,,7/7/1904,Comédie,Comedy,vers,TD1725,fre000584,,False
1725,TD1726,pierre_du_ryer-esther,Esther,Pierre DU RYER,Pierre Du Ryer,,Q2633293,1640.0,,,6/29/1904,Tragédie,Tragedy,vers,TD1726,fre000585,,False
1726,TD1727,pierre_du_ryer-lisandre_et_caliste,Lisandre et Caliste,Pierre DU RYER,Pierre Du Ryer,,Q2633293,1632.0,,,6/17/1904,Comédie,Tragi-comedy,vers,TD1727,fre000586,60.0,False
1727,TD1728,pierre_du_ryer-lucrece,Lucrèce,Pierre DU RYER,Pierre Du Ryer,,Q2633293,1638.0,,,6/23/1904,Tragédie,Tragedy,vers,TD1728,fre000587,,False
1728,TD1729,pierre_du_ryer-nitocris_reine_de_babylone,Nitocris,Pierre DU RYER,Pierre Du Ryer,,Q2633293,1639.0,,,7/6/1904,Comédie,Comedy,vers,TD1729,fre000588,,False
1729,TD1730,pierre_du_ryer-saul,Saül,Pierre DU RYER,Pierre Du Ryer,,Q2633293,1731.0,,,6/27/1904,Tragédie,Tragedy,vers,TD1730,fre001070,,False
1730,TD1731,pierre_du_ryer-scevole,Scévole,Pierre DU RYER,Pierre Du Ryer,,Q2633293,1646.0,,,7/3/1904,Tragédie,Tragedy,vers,TD1731,fre000590,,False
1731,TD1732,pierre_du_ryer-themistocle,Thémistocle,Pierre DU RYER,Pierre Du Ryer,,Q2633293,1729.0,,,,Tragédie,Tragedy,vers,TD1732,fre000650,,False
1732,TD1733,pierre_du_ryer-vendanges_de_suresne,Les Vendanges de Suresne,Pierre DU RYER,Pierre Du Ryer,,Q2633293,1636.0,,,6/20/1904,Comédie,Comedy,vers,TD1733,fre000592,,False
1733,TD1734,pierre_lafenestre-farce_du_medecin,La Farce du médecin,Pierre LAFENESTRE,Pierre Lafenestre,,Q108755956,1905.0,,,1/15/1905,Comédie,Comedy,vers,TD1734,,,False
1734,TD1735,pierre_michel_delaporte-parisien,Le Parisien,Pierre Michel DELAPORTE,Pierre Michel Delaporte,,Q959474,1837.0,,,3/20/1837,Comédie,Comedy,,TD1735,,,False
1735,TD1736,pierre_michel_delaporte_adolphe_d_ennery-colin_tampon,Colin-Tampon,Pierre Michel DELAPORTE - Adolphe D’ENNERY,Pierre Michel Delaporte,Adolphe D’Ennery,Q959474,1844.0,,,12/24/1844,Vaudeville,Vaudeville,,TD1736,,,False
1736,TD1737,pierre_michel_delaporte_amable_de_saint_hilaire-henri_iv,Henri IV,Pierre Michel DELAPORTE - Amable de SAINT-HILAIRE,Pierre Michel Delaporte,Amable De Saint-Hilaire,Q959474,1846.0,,,10/17/1846,,,,TD1737,,,False
1737,TD1738,prosper_jolyiot_de_crebillon-idomenee,Idoménée,Prosper Jolyot de CRÉBILLON,Prosper Jolyot De Crébillon,,Q551721,1764.0,,,12/12/1705,Tragédie,Tragedy,vers,TD1738,fre001466,,False
1738,TD1739,prosper_jolyot_de_crebillon-atree_et_thyeste,Atrée et Thyeste,Prosper Jolyot de CRÉBILLON,Prosper Jolyot De Crébillon,,Q551721,1707.0,,,3/14/1707,Tragédie,Tragedy,vers,TD1739,fre000397,,False
1739,TD1740,prosper_jolyot_de_crebillon-catilina,Catilina,Prosper Jolyot de CRÉBILLON,Prosper Jolyot De Crébillon,,Q551721,1748.0,,,12/20/1748,Tragédie,Tragedy,vers,TD1740,fre000398,,False
1740,TD1741,prosper_jolyot_de_crebillon-electre,Électre,Prosper Jolyot de CRÉBILLON,Prosper Jolyot De Crébillon,,Q551721,1708.0,,,12/14/1708,Tragédie,Tragedy,vers,TD1741,fre000399,,False
1741,TD1742,prosper_jolyot_de_crebillon-pyrrhus,Pyrrhus,Prosper Jolyot de CRÉBILLON,Prosper Jolyot De Crébillon,,Q551721,1726.0,,,4/19/1726,Tragédie,Tragedy,vers,TD1742,fre000401,,False
1742,TD1743,prosper_jolyot_de_crebillon-rhadamiste_et_zenobie,Rhadamiste et Zénobie,Prosper Jolyot de CRÉBILLON,Prosper Jolyot De Crébillon,,Q551721,1711.0,,,1/23/1711,Tragédie,Tragedy,vers,TD1743,fre000402,,False
1743,TD1744,prosper_jolyot_de_crebillon-semiramis,Sémiramis,Prosper Jolyot de CRÉBILLON,Prosper Jolyot De Crébillon,,Q551721,1645.0,,,4/10/1717,Tragédie,Tragedy,vers,TD1744,fre000707,,False
1744,TD1745,prosper_jolyot_de_crebillon-triumvirat_ou_la_mort_de_ciceron,Le Triumvirat,Prosper Jolyot de CRÉBILLON,Prosper Jolyot De Crébillon,,Q551721,1754.0,,,12/23/1754,Tragédie,Tragedy,vers,TD1745,fre000404,,False
1745,TD1746,prosper_jolyot_de_crebillon-xerxes,Xerxès,Prosper Jolyot de CRÉBILLON,Prosper Jolyot De Crébillon,,Q551721,1714.0,,,2/7/1714,Tragédie,Tragedy,vers,TD1746,fre000405,,False
1746,TD1747,raimond_deslandes_eugene_labiche-famille_de_l_horloger,La Famille de l’horloger,RAIMOND DESLANDES - Eugène LABICHE,Raimond Deslandes,Eugène Labiche,Q4157023,1860.0,,,9/29/1860,Comédie,Comedy,,TD1747,,,False
1747,TD1748,rene_de_chazet_jean_baptiste_dubois-moliere_chez_ninon_ou_la_lecture_de_tartuffe,Molière chez Ninon,René DE CHAZET - Jean-Baptiste DUBOIS,René De Chazet,Jean-Baptiste Dubois,Q18012095,1802.0,,,11/8/1802,Comédie,Comedy,vers,TD1748,fre000296,,False
1748,TD1749,rene_de_chazet_joseph_desessarts_d_ambreville_jean_toussaint_merle-a_bas_moliere,À bas Molière,René DE CHAZET - Joseph DESESSARTS D’AMBREVILLE - Jean-Toussaint MERLE,René De Chazet,Joseph Desessarts D’Ambreville,Q18012095,1809.0,,,8/21/1809,Comédie,Comedy,,TD1749,,,False
1749,TD1750,robert_alphonse_gautier-moliere_et_son_tartuffe,Molière et son Tartuffe,Robert-Alphonse GAUTIER,Robert Alphonse Gautier,,Q107255164,1839.0,1839.0,,1/12/1905,,,vers,TD1750,,,False
1750,TD1751,theodore_cogniard_hippolyte_cogniard_louis_gabriel_montigny-chanson,Une Chanson,Théodore COGNIARD - Hippolyte COGNIARD - Louis Gabriel MONTIGNY,Théodore Cogniard,Hippolyte Cogniard,Q15631312,1834.0,,,5/8/1834,Vaudeville,Vaudeville,,TD1751,,,False
1751,TD1752,theodore_pernot_de_colombey-amour_de_moliere,Un Amour de Molière,Théodore PERNOT DE COLOMBEY,Théodore Pernot De Colombey,,Q108663998,1838.0,,,7/30/1838,Comédie,Comedy,,TD1752,,,False
1752,TD1753,theophile_marion_dumersan-mort_de_moliere,La Mort de Molière,Théophile Marion DUMERSAN,Théophile Marion Dumersan,,Q2066224,1830.0,,,2/18/1830,,,,TD1753,,,False
1753,TD1754,theophile_marion_dumersan-original_de_pourceaugnac_ou_moliere_et_les_medecins,L’Original de Pourceaugnac,Théophile Marion DUMERSAN,Théophile Marion Dumersan,,Q2066224,1816.0,,,2/22/1816,Vaudeville,Vaudeville,,TD1754,,,False
1754,TD1755,thomas_corneille-amour_a_la_mode,L'Amour à la mode,Thomas CORNEILLE,Thomas Corneille,,Q551787,1651.0,,,7/8/1904,Comédie,Comedy,vers,TD1755,fre000358,,False
1755,TD1756,thomas_corneille-antiochus,Antiochus,Thomas CORNEILLE,Thomas Corneille,,Q551787,1722.0,,,1/9/1666,Comédie,Tragi-comedy,vers,TD1756,fre001063,40.0,False
1756,TD1757,thomas_corneille-ariane,Ariane,Thomas CORNEILLE,Thomas Corneille,,Q551787,1672.0,,,2/26/1672,Tragédie,Tragedy,vers,TD1757,fre000360,,False
1757,TD1758,thomas_corneille-baron_d_albikrac,Le Baron d'Albikrac,Thomas CORNEILLE,Thomas Corneille,,Q551787,1657.0,,,7/24/1904,Comédie,Comedy,vers,TD1758,fre001477,41.0,False
1758,TD1759,thomas_corneille-berenice,Bérénice,Thomas CORNEILLE,Thomas Corneille,,Q551787,1657.0,,,7/14/1904,Tragédie,Tragedy,vers,TD1759,fre000361,,False
1759,TD1760,thomas_corneille-berger_extravagant,Le Berger extravagant,Thomas CORNEILLE,Thomas Corneille,,Q551787,1652.0,,,7/9/1904,Comédie,Comedy,vers,TD1760,fre000362,,False
1760,TD1761,thomas_corneille-camma_reine_de_galatie,Camma,Thomas CORNEILLE,Thomas Corneille,,Q551787,1661.0,,,1/28/1661,Tragédie,Tragedy,vers,TD1761,fre000364,39.0,False
1761,TD1762,thomas_corneille-charme_de_la_voix,Le Charme de la voix,Thomas CORNEILLE,Thomas Corneille,,Q551787,1653.0,,,7/13/1904,Comédie,Comedy,vers,TD1762,fre000365,38.0,False
1762,TD1763,thomas_corneille-comtesse_d_orgueil,La Comtesse d'Orgueil,Thomas CORNEILLE,Thomas Corneille,,Q551787,1653.0,,,1/28/1653,Comédie,Comedy,vers,TD1763,fre000368,44.0,False
1763,TD1764,thomas_corneille-comte_d_essex,Le Comte d'Essex,Thomas CORNEILLE,Thomas Corneille,,Q551787,1678.0,,,1/7/1678,Tragédie,Tragedy,vers,TD1764,fre000367,,False
1764,TD1765,thomas_corneille-darius,Darius,Thomas CORNEILLE,Thomas Corneille,,Q551787,1659.0,,,7/16/1904,Tragédie,Tragedy,vers,TD1765,fre000369,,False
1765,TD1766,thomas_corneille-don_bertran_de_cigarral,Don Bertran de Cigarral,Thomas CORNEILLE,Thomas Corneille,,Q551787,1651.0,,,,Comédie,Comedy,vers,TD1766,fre000370,,False
1766,TD1767,thomas_corneille-don_cesar_d_avalos,Don César d'Avalos,Thomas CORNEILLE,Thomas Corneille,,Q551787,1661.0,,,12/21/1674,Comédie,Comedy,vers,TD1767,fre000371,,False
1767,TD1768,thomas_corneille-engagements_du_hasard,Les Engagements du hasard,Thomas CORNEILLE,Thomas Corneille,,Q551787,1649.0,,,7/6/1904,Comédie,Comedy,vers,TD1768,fre000372,,False
1768,TD1769,thomas_corneille-feint_astrologue,Le Feint astrologue,Thomas CORNEILLE,Thomas Corneille,,Q551787,1648.0,,,7/7/1904,Comédie,Comedy,vers,TD1769,fre000373,36.0,False
1769,TD1770,thomas_corneille-festin_de_pierre,Le Festin de pierre,Thomas CORNEILLE,Thomas Corneille,,Q551787,1677.0,,,2/12/1677,Comédie,Comedy,vers,TD1770,fre000374,,False
1770,TD1771,thomas_corneille-galant_double,Le Galant doublé,Thomas CORNEILLE,Thomas Corneille,,Q551787,1659.0,,,7/16/1904,Comédie,Comedy,vers,TD1771,fre000375,,False
1771,TD1772,thomas_corneille-geolier_de_soi_meme_ou_jodelet_prince,Le Geôlier de soi-même,Thomas CORNEILLE,Thomas Corneille,,Q551787,1655.0,,,7/12/1904,Comédie,Comedy,vers,TD1772,fre000376,,False
1772,TD1773,thomas_corneille-illustres_ennemis,Les Illustres ennemis,Thomas CORNEILLE,Thomas Corneille,,Q551787,1655.0,,,7/11/1904,Comédie,Comedy,vers,TD1773,fre000377,37.0,False
1773,TD1774,thomas_corneille-laodice_reine_de_cappadoce,Laodice,Thomas CORNEILLE,Thomas Corneille,,Q551787,1668.0,,,7/25/1904,Tragédie,Tragedy,vers,TD1774,fre000379,42.0,False
1774,TD1775,thomas_corneille-maximian,Maximian,Thomas CORNEILLE,Thomas Corneille,,Q551787,1662.0,,,,Tragédie,Tragedy,vers,TD1775,fre000380,,False
1775,TD1776,thomas_corneille-mort_de_l_empereur_commode,La mort de l’Empereur Commode,Thomas CORNEILLE,Thomas Corneille,,Q551787,1657.0,,,7/14/1904,Tragédie,Tragedy,vers,TD1776,fre000384,,False
1776,TD1777,thomas_corneille-mort_d_achille,La Mort d'Achille,Thomas CORNEILLE,Thomas Corneille,,Q551787,1673.0,,,12/29/1673,Tragédie,Tragedy,vers,TD1777,fre000383,45.0,False
1777,TD1778,thomas_corneille-mort_d_annibal,La Mort d'Annibal,Thomas CORNEILLE,Thomas Corneille,,Q551787,1669.0,,,11/25/1669,Tragédie,Tragedy,vers,TD1778,fre000382,43.0,False
1778,TD1779,thomas_corneille-persee_et_demetrius,Persée et Démétrius,Thomas CORNEILLE,Thomas Corneille,,Q551787,1662.0,,,,Tragédie,Tragedy,vers,TD1779,fre000385,,False
1779,TD1780,thomas_corneille-pyrrhus_roi_d_epire,Pyrrhus,Thomas CORNEILLE,Thomas Corneille,,Q551787,1661.0,,,7/18/1904,Tragédie,Tragedy,vers,TD1780,fre000386,,False
1780,TD1781,thomas_corneille-stilicon,Stilicon,Thomas CORNEILLE,Thomas Corneille,,Q551787,1660.0,,,1/17/1660,Tragédie,Tragedy,vers,TD1781,fre000387,,False
1781,TD1782,thomas_corneille-theodat,Théodat,Thomas CORNEILLE,Thomas Corneille,,Q551787,1906.0,,,11/18/1672,Tragédie,Tragedy,vers,TD1782,fre000723,46.0,False
1782,TD1783,thomas_corneille-timocrate,Timocrate,Thomas CORNEILLE,Thomas Corneille,,Q551787,1656.0,,,11/24/1656,Tragédie,Tragedy,vers,TD1783,fre000389,,False
1783,TD1784,thomas_corneille_jean_donneau_de_vise-bradamante,Bradamante,Thomas CORNEILLE - Jean DONNEAU DE VISÉ,Thomas Corneille,Jean Donneau De Visé,Q551787,1582.0,,,11/18/1695,Tragédie,Tragedy,vers,TD1784,fre000680,,False
1784,TD1785,thomas_corneille_jean_donneau_de_vise-circe,Circé,Thomas CORNEILLE - Jean DONNEAU DE VISÉ,Thomas Corneille,Jean Donneau De Visé,Q551787,1677.0,,,3/16/1675,Tragédie,Tragedy,vers,TD1785,fre000366,,False
1785,TD1786,thomas_corneille_jean_donneau_de_vise-devineresse_ou_les_faux_enchantements_ou_madame_jobin,La Devineresse,Thomas CORNEILLE - Jean DONNEAU DE VISÉ,Thomas Corneille,Jean Donneau De Visé,Q551787,1679.0,,,11/19/1679,Comédie,Comedy,,TD1786,,,False
1786,TD1787,thomas_corneille_jean_donneau_de_vise-inconnu,L'Inconnu,Thomas CORNEILLE - Jean DONNEAU DE VISÉ,Thomas Corneille,Jean Donneau De Visé,Q551787,1675.0,,,11/17/1675,Comédie,Comedy,,TD1787,fre000378,,False
1787,TD1788,thomas_corneille_jean_donneau_de_vise-pierre_philosophale,La Pierre philosophale,Thomas CORNEILLE - Jean DONNEAU DE VISÉ,Thomas Corneille,Jean Donneau De Visé,Q551787,1681.0,,,2/23/1681,Comédie,Comedy,,TD1788,,,True
1788,TD1789,thomas_sauvage-cocher_de_napoleon,Le Cocher de Napoléon,Thomas SAUVAGE,Thomas Sauvage,,Q3525549,1830.0,,,10/27/1830,Vaudeville,Vaudeville,,TD1789,,,False
1789,TD1790,thomas_sauvage-conspiration_de_province,Une Conspiration de province,Thomas SAUVAGE,Thomas Sauvage,,Q3525549,1832.0,,,5/19/1832,Comédie,Comedy,,TD1790,,,False
1790,TD1791,thomas_sauvage-enfant_perdu,L’Enfant perdu,Thomas SAUVAGE,Thomas Sauvage,,Q3525549,1812.0,1812.0,,9/10/1836,Vaudeville,Vaudeville,,TD1791,,,False
1791,TD1792,thomas_sauvage-jaspin_ou_le_pere_de_l_enfant_trouve,Jaspin,Thomas SAUVAGE,Thomas Sauvage,,Q3525549,1839.0,,,3/1/1839,Comédie,Comedy,,TD1792,,,False
1792,TD1793,thomas_sauvage-newgate_ou_les_voleurs_de_londres,Newgate,Thomas SAUVAGE,Thomas Sauvage,,Q3525549,1829.0,,,11/20/1829,,,,TD1793,,,False
1793,TD1794,thomas_sauvage-pere_et_citoyen_ou_le_patriote_de_modene,Père et citoyen,Thomas SAUVAGE,Thomas Sauvage,,Q3525549,1832.0,,,5/26/1832,,,,TD1794,,,False
1794,TD1795,thomas_sauvage-petit_ramoneur,Le Petit ramoneur,Thomas SAUVAGE,Thomas Sauvage,,Q3525549,1825.0,,,6/23/1825,,,,TD1795,,,False
1795,TD1796,thomas_sauvage-portefeuille_ou_le_lord_impromptu,Le Portefeuille,Thomas SAUVAGE,Thomas Sauvage,,Q3525549,1819.0,,,12/28/1819,Vaudeville,Vaudeville,,TD1796,,,False
1796,TD1797,thomas_sauvage-premier_debut_de_dazincourt,Premier début de Dazincourt,Thomas SAUVAGE,Thomas Sauvage,,Q3525549,1837.0,,,11/15/1837,Comédie,Comedy,,TD1797,,,False
1797,TD1798,thomas_sauvage-serf_et_le_boyard,Le Serf et le boyard,Thomas SAUVAGE,Thomas Sauvage,,Q3525549,1833.0,,,12/28/1833,,,,TD1798,,,False
1798,TD1799,thomas_sauvage_antoine_de_carrion_nizas-valerien_ou_le_jeune_aveugle,Valérien,Thomas SAUVAGE - Antoine de CARRION-NIZAS,Thomas Sauvage,Antoine De Carrion-Nizas,Q3525549,1823.0,,,4/17/1823,,,,TD1799,,,False
1799,TD1800,thomas_sauvage_armand_d_artois_jean_henri_dupin-perruquier_et_le_coiffeur,Le Perruquier et le coiffeur,Thomas SAUVAGE - Armand D’ARTOIS - Jean-Henri DUPIN,Thomas Sauvage,Armand D’Artois,Q3525549,1824.0,,,2/19/1824,Comédie,Comedy,,TD1800,,,False
1800,TD1801,thomas_sauvage_edouard_mazeres-eligible,L’Éligible,Thomas SAUVAGE - Édouard MAZÈRES,Thomas Sauvage,Édouard Mazères,Q3525549,1825.0,,,1/4/1825,Comédie,Comedy,,TD1801,,,False
1801,TD1802,thomas_sauvage_gabriel_de_lurieu-fich_tong_khan_ou_l_orphelin_de_la_tartarie,Fich-Tong-Khan,Thomas SAUVAGE - Gabriel DE LURIEU,Thomas Sauvage,Gabriel De Lurieu,Q3525549,1835.0,,,3/3/1835,,,,TD1802,,,False
1802,TD1803,thomas_sauvage_gabriel_de_lurieu-gil_blas_de_santillane,Gil Blas de Santillane,Thomas SAUVAGE - Gabriel DE LURIEU,Thomas Sauvage,Gabriel De Lurieu,Q3525549,1836.0,,,3/9/1836,Comédie,Comedy,,TD1803,,,False
1803,TD1804,thomas_sauvage_gabriel_de_lurieu-lazarille_de_tormes_ou_le_loup_et_le_chien,Lazarille de Tormes,Thomas SAUVAGE - Gabriel DE LURIEU,Thomas Sauvage,Gabriel De Lurieu,Q3525549,1836.0,,,6/24/1836,Vaudeville,Vaudeville,,TD1804,,,False
1804,TD1805,thomas_sauvage_gabriel_de_lurieu-marmitons_et_grands_seigneurs,Marmitons et grands seigneurs,Thomas SAUVAGE - Gabriel DE LURIEU,Thomas Sauvage,Gabriel De Lurieu,Q3525549,1835.0,,,2/25/1835,Comédie,Comedy,,TD1805,,,False
1805,TD1806,thomas_sauvage_gabriel_de_lurieu-matelot,Un Matelot,Thomas SAUVAGE - Gabriel DE LURIEU,Thomas Sauvage,Gabriel De Lurieu,Q3525549,1833.0,,,3/6/1833,Comédie,Comedy,,TD1806,,,False
1806,TD1807,thomas_sauvage_gabriel_de_lurieu_max_raoul-dolly_ou_le_coeur_d_une_femme,Dolly,Thomas SAUVAGE - Gabriel DE LURIEU - Max RAOUL,Thomas Sauvage,Gabriel De Lurieu,Q3525549,1835.0,,,1/22/1835,,,,TD1807,,,False
1807,TD1808,thomas_sauvage_gabriel_de_lurieu_michel_nicolas_balisson_de_rougemont-athenes_a_paris_ou_le_nouvel_anacharsis,Athènes à Paris,Thomas SAUVAGE - Gabriel DE LURIEU - Michel-Nicolas Balisson de ROUGEMONT,Thomas Sauvage,Gabriel De Lurieu,Q3525549,1821.0,,,12/1/1821,Comédie,Comedy,,TD1808,,,False
1808,TD1809,thomas_sauvage_georges_ozaneaux-gentilhomme_de_la_chambre_ou_dix_jours_apres,Le Gentilhomme de la chambre,Thomas SAUVAGE - Georges OZANEAUX,Thomas Sauvage,Georges Ozaneaux,Q3525549,1830.0,,,8/19/1830,Vaudeville,Vaudeville,,TD1809,,,False
1809,TD1810,thomas_sauvage_jean_francois_alfred_bayard-roues,Les Roués,Thomas SAUVAGE - Jean-François Alfred BAYARD,Thomas Sauvage,Jean-François Alfred Bayard,Q3525549,1833.0,,,9/10/1833,Comédie,Comedy,,TD1810,,,False
1810,TD1811,thomas_sauvage_jean_henri_dupin-courtisans_ou_la_barbe_de_neptune,Les Courtisans,Thomas SAUVAGE - Jean-Henri DUPIN,Thomas Sauvage,Jean-Henri Dupin,Q3525549,1821.0,,,11/28/1821,Vaudeville,Vaudeville,,TD1811,,,False
1811,TD1812,thomas_sauvage_jean_henri_dupin-deux_capitaines_ou_l_oncle_neveu,Les Deux capitaines,Thomas SAUVAGE - Jean-Henri DUPIN,Thomas Sauvage,Jean-Henri Dupin,Q3525549,1824.0,,,5/4/1824,Comédie,Comedy,,TD1812,,,False
1812,TD1813,thomas_sauvage_jean_henri_dupin-don_quichotte_aux_noces_de_gamache,Don Quichotte aux noces de Gamache,Thomas SAUVAGE - Jean-Henri DUPIN,Thomas Sauvage,Jean-Henri Dupin,Q3525549,1835.0,,,12/26/1835,Vaudeville,Vaudeville,,TD1813,,,False
1813,TD1814,thomas_sauvage_jean_henri_dupin-mademoiselle_hamilton,Mademoiselle Hamilton,Thomas SAUVAGE - Jean-Henri DUPIN,Thomas Sauvage,Jean-Henri Dupin,Q3525549,1817.0,,,7/5/1817,Vaudeville,Vaudeville,,TD1814,,,False
1814,TD1815,thomas_sauvage_jean_henri_dupin-ninette_a_la_cour,Ninette à la cour,Thomas SAUVAGE - Jean-Henri DUPIN,Thomas Sauvage,Jean-Henri Dupin,Q3525549,1822.0,,,11/26/1822,Comédie,Comedy,vers,TD1815,,,False
1815,TD1816,thomas_sauvage_jean_henri_dupin-trois_sultanes,Les Trois sultanes,Thomas SAUVAGE - Jean-Henri DUPIN,Thomas Sauvage,Jean-Henri Dupin,Q3525549,1825.0,,,12/2/1825,Comédie,Comedy,vers,TD1816,,,False
1816,TD1817,thomas_sauvage_merville-favras,Favras,Thomas SAUVAGE - MERVILLE,Thomas Sauvage,Merville,Q3525549,1831.0,,,3/19/1831,,,,TD1817,,,False
