,TD id,Raw Name,Title,Authors,Normalized Author,Normalized Second Author,wikidataId Author,Normalized Year,yearPrinted,dateWriting,datePremiered,Genre,Genre (bis),Type,in_TD,in_Dracor,in_BD,Empty text
681,TD682,eugene_labiche_marc_michel-gendre_en_surveillance,Le Gendre en surveillance,Eugène LABICHE - MARC-MICHEL,Eugène Labiche,Marc-Michel,Q379929,1857.0,,,12/11/1857,Comédie,Comedy,,TD682,,,False
682,TD683,eugene_labiche_marc_michel-grain_de_cafe,Le Grain de Café,Eugène LABICHE - MARC-MICHEL,Eugène Labiche,Marc-Michel,Q379929,1858.0,,,11/3/1858,Comédie,Comedy,,TD683,,,False
683,TD684,eugene_labiche_marc_michel-je_croque_ma_tante,Je croque ma tante,Eugène LABICHE - MARC-MICHEL,Eugène Labiche,Marc-Michel,Q379929,1858.0,,,2/14/1858,Comédie,Comedy,,TD684,,,False
684,TD685,eugene_labiche_marc_michel-j_invite_le_colonel,J’invite le colonel !,Eugène LABICHE - MARC-MICHEL,Eugène Labiche,Marc-Michel,Q379929,1860.0,,,1/16/1860,Comédie,Comedy,,TD685,,,False
685,TD686,eugene_labiche_marc_michel-maman_sabouleux,Maman Sabouleux,Eugène LABICHE - MARC-MICHEL,Eugène Labiche,Marc-Michel,Q379929,1852.0,,,3/13/1852,Comédie,Comedy,,TD686,,,False
686,TD687,eugene_labiche_marc_michel-mam_zelle_fait_ses_dents,Mam’zelle fait ses dents,Eugène LABICHE - MARC-MICHEL,Eugène Labiche,Marc-Michel,Q379929,1851.0,,,4/9/1851,Comédie,Comedy,,TD687,,,False
687,TD688,eugene_labiche_marc_michel-mari_qui_prend_du_ventre,Un Mari qui prend du ventre,Eugène LABICHE - MARC-MICHEL,Eugène Labiche,Marc-Michel,Q379929,1854.0,,,4/8/1854,Comédie,Comedy,,TD688,,,False
688,TD689,eugene_labiche_marc_michel-mesdames_de_montenfriche,Mesdames de Montenfriche,Eugène LABICHE - MARC-MICHEL,Eugène Labiche,Marc-Michel,Q379929,1856.0,,,11/14/1856,Comédie,Comedy,,TD689,,,False
689,TD690,eugene_labiche_marc_michel-monsieur_de_saint_cadenas,Monsieur de Saint-Cadenas,Eugène LABICHE - MARC-MICHEL,Eugène Labiche,Marc-Michel,Q379929,1856.0,,,2/20/1856,Comédie,Comedy,,TD690,,,False
690,TD691,eugene_labiche_marc_michel-monsieur_qui_prend_la_mouche,Un monsieur qui prend la mouche,Eugène LABICHE - MARC-MICHEL,Eugène Labiche,Marc-Michel,Q379929,1852.0,,,3/25/1852,Comédie,Comedy,,TD691,,,False
691,TD692,eugene_labiche_marc_michel-monsieur_votre_fille,Monsieur votre fille,Eugène LABICHE - MARC-MICHEL,Eugène Labiche,Marc-Michel,Q379929,1855.0,,,3/2/1855,Vaudeville,Vaudeville,,TD692,,,False
692,TD693,eugene_labiche_marc_michel-mon_ismenie,Mon Isménie !,Eugène LABICHE - MARC-MICHEL,Eugène Labiche,Marc-Michel,Q379929,1852.0,,,12/17/1852,Comédie,Comedy,,TD693,,,False
693,TD694,eugene_labiche_marc_michel-mystere_de_la_rue_rousselet,Le Mystère de la rue Rousselet,Eugène LABICHE - MARC-MICHEL,Eugène Labiche,Marc-Michel,Q379929,1861.0,,,5/6/1861,Vaudeville,Vaudeville,,TD694,,,False
694,TD695,eugene_labiche_marc_michel-on_demande_des_culottieres,On demande des culottières,Eugène LABICHE - MARC-MICHEL,Eugène Labiche,Marc-Michel,Q379929,1851.0,,,3/2/1851,Vaudeville,Vaudeville,,TD695,,,False
695,TD696,eugene_labiche_marc_michel-otez_votre_fille_s_il_vous_plait,Ôtez votre fille,Eugène LABICHE - MARC-MICHEL,Eugène Labiche,Marc-Michel,Q379929,1854.0,,,11/24/1854,Comédie,Comedy,,TD696,,,False
696,TD697,eugene_labiche_marc_michel-perle_de_la_canebiere,La Perle de la Canebière,Eugène LABICHE - MARC-MICHEL,Eugène Labiche,Marc-Michel,Q379929,1855.0,,,2/10/1855,Comédie,Comedy,,TD697,,,False
697,TD698,eugene_labiche_marc_michel-secretaire_de_madame,Le Secrétaire de Madame,Eugène LABICHE - MARC-MICHEL,Eugène Labiche,Marc-Michel,Q379929,1857.0,,,10/5/1857,Comédie,Comedy,,TD698,,,False
698,TD699,eugene_labiche_marc_michel-si_jamais_je_te_pince,Si jamais je te pince !...,Eugène LABICHE - MARC-MICHEL,Eugène Labiche,Marc-Michel,Q379929,1856.0,,,5/9/1856,Comédie,Comedy,,TD699,,,False
699,TD700,eugene_labiche_marc_michel-soufflez_moi_dans_l_oeil,Soufflez-moi dans l’œil,Eugène LABICHE - MARC-MICHEL,Eugène Labiche,Marc-Michel,Q379929,1852.0,,,5/1/1852,Comédie,Comedy,,TD700,,,False
700,TD701,eugene_labiche_marc_michel-station_champbaudet,La station Champbaudet,Eugène LABICHE - MARC-MICHEL,Eugène Labiche,Marc-Michel,Q379929,1862.0,,,3/7/1862,Comédie,Comedy,,TD701,,,False
701,TD702,eugene_labiche_marc_michel-suites_d_un_premier_lit,Les Suites d’un premier lit,Eugène LABICHE - MARC-MICHEL,Eugène Labiche,Marc-Michel,Q379929,1852.0,,,5/8/1852,Vaudeville,Vaudeville,,TD702,,,False
702,TD703,eugene_labiche_marc_michel_laurencin-bocquet_pere_et_fils_ou_le_chemin_le_plus_long,Bocquet père et fils,Eugène LABICHE - MARC-MICHEL - LAURENCIN,Eugène Labiche,Marc-Michel,Q379929,1840.0,,,8/17/1840,Comédie,Comedy,prose,TD703,,,False
703,TD704,eugene_labiche_paul_siraudin_lubize-misanthrope_et_l_auvergnat,Le Misanthrope et l’Auvergnat,Eugène LABICHE - Paul SIRAUDIN - LUBIZE,Eugène Labiche,Paul Siraudin,Q379929,1852.0,,,8/10/1852,Comédie,Comedy,,TD704,,,False
704,TD705,eugene_labiche_philippe_gille-garanti_dix_ans,Garanti dix ans,Eugène LABICHE - Philippe GILLE,Eugène Labiche,Philippe Gille,Q379929,1874.0,,,2/12/1874,Vaudeville,Vaudeville,,TD705,,,False
705,TD706,eugene_labiche_philippe_gille-trente_millions_de_galdiator,Les Trente Millions de Gladiator,Eugène LABICHE - Philippe GILLE,Eugène Labiche,Philippe Gille,Q379929,1875.0,,,1/22/1875,Comédie,Comedy,,TD706,,,False
706,TD707,eugene_labiche_raymond_delandes-mari_qui_lance_sa_femme,Un mari qui lance sa femme,Eugène LABICHE - Raymond DELANDES,Eugène Labiche,Raymond Delandes,Q379929,1864.0,,,4/24/1864,Comédie,Comedy,,TD707,,,False
707,TD708,eugene_labiche_theodore_barriere-papa_du_prix_d_honneur,Le Papa du Prix d’Honneur,Eugène LABICHE - Théodore BARRIÈRE,Eugène Labiche,Théodore Barrière,Q379929,1868.0,,,2/6/1868,Comédie,Comedy,,TD708,,,False
708,TD709,eugene_labiche_vilmar-madame_est_aux_eaux,Madame est aux eaux,Eugène LABICHE - VILMAR,Eugène Labiche,Vilmar,Q379929,1858.0,,,6/30/1858,Comédie,Comedy,,TD709,,,False
709,TD710,eugene_labiche__albert_monnier_edouard_martin-affaire_de_la_rue_de_lourcine,L’Affaire de la rue de Lourcine,Eugène LABICHE - Albert MONNIER - Édouard MARTIN,Eugène Labiche,Albert Monnier,Q379929,1857.0,,,3/26/1857,Comédie,Comedy,,TD710,,,False
710,TD711,eugene_scribe-ambitieux,L’Ambitieux,Eugène SCRIBE,Eugène Scribe,,Q319261,1834.0,,,11/27/1834,Comédie,Comedy,,TD711,,,False
711,TD712,eugene_scribe-bertrand_et_raton_ou_l_art_de_conspirer,Bertrand et Raton,Eugène SCRIBE,Eugène Scribe,,Q319261,1833.0,,,11/14/1833,Comédie,Comedy,prose,TD712,,,False
712,TD713,eugene_scribe-calomnie,La Calomnie,Eugène SCRIBE,Eugène Scribe,,Q319261,1840.0,,,2/20/1840,Comédie,Comedy,prose,TD713,,,False
713,TD714,eugene_scribe-camaraderie_ou_la_courte_echelle,La Camaraderie,Eugène SCRIBE,Eugène Scribe,,Q319261,1837.0,,,1/19/1837,Comédie,Comedy,prose,TD714,,,False
714,TD715,eugene_scribe-chaine,Une Chaîne,Eugène SCRIBE,Eugène Scribe,,Q319261,1841.0,,,11/29/1841,Comédie,Comedy,prose,TD715,,,False
715,TD716,eugene_scribe-chut,Chut !,Eugène SCRIBE,Eugène Scribe,,Q319261,1836.0,,,3/26/1836,Comédie,Comedy,,TD716,,,False
716,TD717,eugene_scribe-cicily_ou_le_lion_amoureux,Cicily,Eugène SCRIBE,Eugène Scribe,,Q319261,1840.0,,,12/8/1840,Comédie,Comedy,,TD717,,,False
717,TD718,eugene_scribe-czarine,La Czarine,Eugène SCRIBE,Eugène Scribe,,Q319261,1855.0,,,1/15/1855,,,,TD718,,,False
718,TD719,eugene_scribe-d_aranda_ou_les_grandes_passions,D’Aranda,Eugène SCRIBE,Eugène Scribe,,Q319261,1847.0,,,4/6/1847,Comédie,Comedy,,TD719,,,False
719,TD720,eugene_scribe-estelle_ou_le_pere_et_la_fille,Estelle,Eugène SCRIBE,Eugène Scribe,,Q319261,1834.0,,,11/4/1834,Comédie,Comedy,,TD720,,,False
720,TD721,eugene_scribe-famille_riquebourg_ou_le_mariage_mal_assorti,La Famille Riquebourg,Eugène SCRIBE,Eugène Scribe,,Q319261,1831.0,,,1/4/1831,Comédie,Comedy,,TD721,,,False
721,TD722,eugene_scribe-faute,Une Faute,Eugène SCRIBE,Eugène Scribe,,Q319261,1830.0,,,8/17/1830,,,,TD722,,,False
722,TD723,eugene_scribe-favorite,La Favorite,Eugène SCRIBE,Eugène Scribe,,Q319261,1831.0,,,5/16/1831,Comédie,Comedy,,TD723,,,False
723,TD724,eugene_scribe-fils_de_cromwell_ou_une_restauration,Le Fils de Cromwell,Eugène SCRIBE,Eugène Scribe,,Q319261,1842.0,,,11/29/1842,Comédie,Comedy,,TD724,,,False
724,TD725,eugene_scribe-frileuse,La Frileuse,Eugène SCRIBE,Eugène Scribe,,Q319261,1861.0,,,9/6/1861,Vaudeville,Vaudeville,,TD725,,,False
725,TD726,eugene_scribe-genevieve_ou_la_jalousie_paternelle,Geneviève,Eugène SCRIBE,Eugène Scribe,,Q319261,1846.0,,,3/30/1846,Comédie,Comedy,,TD726,,,False
726,TD727,eugene_scribe-grand_mere,La Grand’mère,Eugène SCRIBE,Eugène Scribe,,Q319261,1840.0,,,3/14/1840,Comédie,Comedy,prose,TD727,,,False
727,TD728,eugene_scribe-haine_d_une_femme_ou_le_jeune_homme_a_marier,La Haine d’une femme,Eugène SCRIBE,Eugène Scribe,,Q319261,1824.0,,,12/14/1824,Comédie,Comedy,,TD728,,,False
728,TD729,eugene_scribe-heure_a_port_sainte_marie,Une Heure à Port Sainte-Marie,Eugène SCRIBE,Eugène Scribe,,Q319261,1823.0,,,12/19/1823,Vaudeville,Vaudeville,,TD729,,,False
729,TD730,eugene_scribe-inconsolables,Les Inconsolables,Eugène SCRIBE,Eugène Scribe,,Q319261,1829.0,,,12/8/1829,Comédie,Comedy,,TD730,,,False
730,TD731,eugene_scribe-loi_salique,La Loi salique,Eugène SCRIBE,Eugène Scribe,,Q319261,1845.0,,,12/30/1845,Comédie,Comedy,,TD731,,,False
731,TD732,eugene_scribe-lorgnon,Le Lorgnon,Eugène SCRIBE,Eugène Scribe,,Q319261,1833.0,,,12/23/1833,Comédie,Comedy,,TD732,,,False
732,TD733,eugene_scribe-maitresse_au_logis,La Maîtresse au logis,Eugène SCRIBE,Eugène Scribe,,Q319261,1823.0,,,6/9/1823,Comédie,Comedy,,TD733,,,False
733,TD734,eugene_scribe-malheurs_d_un_amant_heureux,Les Malheurs d’un amant heureux,Eugène SCRIBE,Eugène Scribe,,Q319261,1833.0,,,1/29/1833,Comédie,Comedy,,TD734,,,False
734,TD735,eugene_scribe-malvina_ou_un_mariage_d_inclination,Malvina,Eugène SCRIBE,Eugène Scribe,,Q319261,1828.0,,,12/8/1828,Comédie,Comedy,,TD735,,,False
735,TD736,eugene_scribe-mariage_d_argent,Le Mariage d’argent,Eugène SCRIBE,Eugène Scribe,,Q319261,1827.0,,,12/3/1827,Comédie,Comedy,prose,TD736,,,False
736,TD737,eugene_scribe-menteur_veridique,Le Menteur véridique,Eugène SCRIBE,Eugène Scribe,,Q319261,1823.0,,,4/24/1823,Comédie,Comedy,,TD737,,,False
737,TD738,eugene_scribe-mon_etoile,Mon étoile,Eugène SCRIBE,Eugène Scribe,,Q319261,1851.0,,,2/6/1851,Comédie,Comedy,,TD738,,,False
738,TD739,eugene_scribe-oscar_ou_le_mari_qui_trompe_sa_femme,Oscar,Eugène SCRIBE,Eugène Scribe,,Q319261,1842.0,,,4/21/1842,Comédie,Comedy,prose,TD739,,,False
739,TD740,eugene_scribe-passion_secrete,La Passion secrète,Eugène SCRIBE,Eugène Scribe,,Q319261,1834.0,,,3/13/1834,Comédie,Comedy,,TD740,,,False
740,TD741,eugene_scribe-premiere_amours_ou_les_souvenirs_d_enfance,Les Premières amours,Eugène SCRIBE,Eugène Scribe,,Q319261,1825.0,,,11/12/1825,Comédie,Comedy,,TD741,,,False
741,TD742,eugene_scribe-protegee_sans_le_savoir,La protégée sans le savoir,Eugène SCRIBE,Eugène Scribe,,Q319261,1846.0,,,12/5/1846,Comédie,Comedy,,TD742,,,False
742,TD743,eugene_scribe-puff_ou_mensonge_et_verite,Le Puff,Eugène SCRIBE,Eugène Scribe,,Q319261,1848.0,,,1/22/1848,Comédie,Comedy,prose,TD743,,,False
743,TD744,eugene_scribe-rebecca,Rebecca,Eugène SCRIBE,Eugène Scribe,,Q319261,1844.0,,,12/2/1844,Comédie,Comedy,,TD744,,,False
744,TD745,eugene_scribe-rosiere_de_rosny,La Rosière de Rosny,Eugène SCRIBE,Eugène Scribe,,Q319261,1823.0,,,7/15/1823,Vaudeville,Vaudeville,,TD745,,,False
745,TD746,eugene_scribe-surprises,Les Surprises,Eugène SCRIBE,Eugène Scribe,,Q319261,1841.0,,,7/31/1841,Comédie,Comedy,,TD746,,,False
746,TD747,eugene_scribe-trois_genres,Les Trois genres,Eugène SCRIBE,Eugène Scribe,,Q319261,1824.0,,,4/27/1824,,,,TD747,,,False
747,TD748,eugene_scribe-verre_d_eau_ou_les_effets_et_les_causes,Le Verre d’eau,Eugène SCRIBE,Eugène Scribe,,Q319261,1840.0,,,11/7/1840,Comédie,Comedy,prose,TD748,,,False
748,TD749,eugene_scribe_adrien_perlet-artiste,L’Artiste,Eugène SCRIBE - Adrien PERLET,Eugène Scribe,Adrien Perlet,Q319261,1821.0,,,11/23/1821,Vaudeville,Vaudeville,,TD749,,,False
749,TD750,eugene_scribe_alexis_decomberousse-avis_aux_coquettes_ou_l_amant_singulier,Avis aux coquettes,Eugène SCRIBE - Alexis DECOMBEROUSSE,Eugène Scribe,Alexis Decomberousse,Q319261,1836.0,,,10/29/1836,Comédie,Comedy,,TD750,,,False
750,TD751,eugene_scribe_alphonse_theodore_cerfberr-chaumiere_et_son_coeur,Une Chaumière et son cœur,Eugène SCRIBE - Alphonse-Théodore CERFBERR,Eugène Scribe,Alphonse-Théodore Cerfberr,Q319261,1835.0,,,5/12/1835,Comédie,Comedy,,TD751,,,False
751,TD752,eugene_scribe_antoine_francois_varner-bout_de_l_an_ou_les_deux_ceremonies,Le Bout de l’an,Eugène SCRIBE - Antoine-François VARNER,Eugène Scribe,Antoine-François Varner,Q319261,1837.0,,,6/2/1837,Comédie,Comedy,,TD752,,,False
752,TD753,eugene_scribe_antoine_francois_varner-cesar_ou_le_chien_du_chateau,César,Eugène SCRIBE - Antoine-François VARNER,Eugène Scribe,Antoine-François Varner,Q319261,1561.0,,,3/4/1837,Comédie,Comedy,,TD753,fre000730,,False
753,TD754,eugene_scribe_antoine_francois_varner-charge_a_payer_ou_la_mere_intrigante,La Charge à payer,Eugène SCRIBE - Antoine-François VARNER,Eugène Scribe,Antoine-François Varner,Q319261,1825.0,,,4/13/1825,Comédie,Comedy,,TD754,,,False
754,TD755,eugene_scribe_antoine_francois_varner-comices_d_athenes_ou_les_femmes_orateurs,Les Comices d’Athènes,Eugène SCRIBE - Antoine-François VARNER,Eugène Scribe,Antoine-François Varner,Q319261,1817.0,,,11/7/1817,Vaudeville,Vaudeville,,TD755,,,False
755,TD756,eugene_scribe_antoine_francois_varner-cour_d_assises,La Cour d’assises,Eugène SCRIBE - Antoine-François VARNER,Eugène Scribe,Antoine-François Varner,Q319261,1829.0,,,12/28/1829,Vaudeville,Vaudeville,,TD756,,,False
756,TD757,eugene_scribe_antoine_francois_varner-deux_maris,Les Deux maris,Eugène SCRIBE - Antoine-François VARNER,Eugène Scribe,Antoine-François Varner,Q319261,1819.0,,,2/3/1819,Vaudeville,Vaudeville,,TD757,,,False
757,TD758,eugene_scribe_antoine_francois_varner-jeanne_et_jeanneton,Jeanne et Jeanneton,Eugène SCRIBE - Antoine-François VARNER,Eugène Scribe,Antoine-François Varner,Q319261,1845.0,,,4/29/1845,Comédie,Comedy,,TD758,,,False
758,TD759,eugene_scribe_antoine_francois_varner-madame_schlick,Madame Schlick,Eugène SCRIBE - Antoine-François VARNER,Eugène Scribe,Antoine-François Varner,Q319261,1852.0,,,2/9/1852,Comédie,Comedy,,TD759,,,False
759,TD760,eugene_scribe_antoine_francois_varner-madamede_sainte_agnes,Madame de Sainte-Agnès,Eugène SCRIBE - Antoine-François VARNER,Eugène Scribe,Antoine-François Varner,Q319261,1829.0,,,2/20/1829,Comédie,Comedy,,TD760,,,False
760,TD761,eugene_scribe_antoine_francois_varner-mariage_de_raison,Le Mariage de raison,Eugène SCRIBE - Antoine-François VARNER,Eugène Scribe,Antoine-François Varner,Q319261,1826.0,,,10/10/1826,Comédie,Comedy,,TD761,,,False
761,TD762,eugene_scribe_antoine_francois_varner-moralistes,Les Moralistes,Eugène SCRIBE - Antoine-François VARNER,Eugène Scribe,Antoine-François Varner,Q319261,1828.0,,,11/22/1828,Comédie,Comedy,,TD762,,,False
762,TD763,eugene_scribe_antoine_francois_varner-o_amitie_ou_mes_trois_epoques,Ô amitié !...,Eugène SCRIBE - Antoine-François VARNER,Eugène Scribe,Antoine-François Varner,Q319261,1848.0,,,11/14/1848,Comédie,Comedy,,TD763,,,False
763,TD764,eugene_scribe_antoine_francois_varner-pensionnaire_mariee,La pensionnaire mariée,Eugène SCRIBE - Antoine-François VARNER,Eugène Scribe,Antoine-François Varner,Q319261,1835.0,,,11/3/1835,Comédie,Comedy,,TD764,,,False
764,TD765,eugene_scribe_antoine_francois_varner-plus_beau_jour_de_la_vie,Le plus beau jour de la vie,Eugène SCRIBE - Antoine-François VARNER,Eugène Scribe,Antoine-François Varner,Q319261,1825.0,,,2/22/1825,Comédie,Comedy,,TD765,,,False
765,TD766,eugene_scribe_antoine_francois_varner-protectrice,La Protectrice,Eugène SCRIBE - Antoine-François VARNER,Eugène Scribe,Antoine-François Varner,Q319261,1830.0,,,11/2/1830,Comédie,Comedy,,TD766,,,False
766,TD767,eugene_scribe_antoine_francois_varner-theobald_ou_le_retour_de_russie,Théobald,Eugène SCRIBE - Antoine-François VARNER,Eugène Scribe,Antoine-François Varner,Q319261,1829.0,,,2/12/1829,Comédie,Comedy,,TD767,,,False
767,TD768,eugene_scribe_antoine_francois_varner-toujours_ou_l_avenir_d_un_fils,Toujours,Eugène SCRIBE - Antoine-François VARNER,Eugène Scribe,Antoine-François Varner,Q319261,1832.0,,,11/13/1832,Comédie,Comedy,,TD768,,,False
768,TD769,eugene_scribe_antoine_francois_varner_jean_gilbert_ymbert-homme_automate,L’Homme automate,Eugène SCRIBE - Antoine-François VARNER - Jean-Gilbert YMBERT,Eugène Scribe,Antoine-François Varner,Q319261,1820.0,,,5/10/1820,,,,TD769,,,False
769,TD770,eugene_scribe_antoine_francois_varner_jean_gilbert_ymbert-solliciteur_ou_l_art_d_obtenir_des_places,Le Solliciteur,Eugène SCRIBE - Antoine-François VARNER - Jean-Gilbert YMBERT,Eugène Scribe,Antoine-François Varner,Q319261,1817.0,,,4/7/1817,Comédie,Comedy,,TD770,,,False
770,TD771,eugene_scribe_antoine_francois_varner_jean_gilbert_ymbert-interieur_d_un_bureau_ou_la_chanson,L’intérieur d’un bureau,Eugène SCRIBE - Antoine-François VARNER - Jean-Gilbert YMBERT,Eugène Scribe,Antoine-François Varner,Q319261,1823.0,,,2/25/1823,Comédie,Comedy,,TD771,,,False
771,TD772,eugene_scribe_antoine_francois_varner_jean_henri_dupin-bains_a_la_papa,Les Bains à la papa,Eugène SCRIBE - Antoine-François VARNER - Jean-Henri DUPIN,Eugène Scribe,Antoine-François Varner,Q319261,1819.0,,,10/9/1819,Vaudeville,Vaudeville,,TD772,,,False
772,TD773,eugene_scribe_antoine_francois_varner_jean_henri_dupin-velicipedes_ou_la_poste_aux_chevaux,Les Vélocipèdes,Eugène SCRIBE - Antoine-François VARNER - Jean-Henri DUPIN,Eugène Scribe,Antoine-François Varner,Q319261,1818.0,,,5/2/1818,Vaudeville,Vaudeville,,TD773,,,False
773,TD774,eugene_scribe_brulay-gastronome_sans_argent,Le Gastronome sans argent,Eugène SCRIBE - BRULAY,Eugène Scribe,Brulay,Q319261,1821.0,,,3/10/1821,Vaudeville,Vaudeville,prose,TD774,,,False
774,TD775,eugene_scribe_camille_pillet-mauvais_sujet,Le Mauvais sujet,Eugène SCRIBE - Camille PILLET,Eugène Scribe,Camille Pillet,Q319261,1825.0,,,7/16/1825,,,,TD775,,,False
775,TD776,eugene_scribe_charles_francois_jean_baptiste_moreau_de_commagnyi-philibert_marie,Philibert marié,Eugène SCRIBE - Charles-François-Jean-Baptiste MOREAU DE COMMAGNYI,Eugène Scribe,Charles-François-Jean-Baptiste Moreau De Commagnyi,Q319261,1821.0,,,12/26/1821,Comédie,Comedy,,TD776,,,False
776,TD777,eugene_scribe_charles_francois_jean_baptiste_moreau_de_commagny_a_m_lafortelle-testament_de_polichinelle,Le Testament de Polichinelle,Eugène SCRIBE - Charles-François-Jean-Baptiste MOREAU DE COMMAGNY - A.-M. LAFORTELLE,Eugène Scribe,Charles-François-Jean-Baptiste Moreau De Commagny,Q319261,1826.0,,,2/17/1826,Comédie,Comedy,,TD777,,,False
777,TD778,eugene_scribe_charles_gaspard_delestre_poirson-comte_ory_anectode_du_xie_siecle,Le Comte Ory,Eugène SCRIBE - Charles-Gaspard DELESTRE-POIRSON,Eugène Scribe,Charles-Gaspard Delestre-Poirson,Q319261,1816.0,,,12/16/1816,Vaudeville,Vaudeville,,TD778,,,False
778,TD779,eugene_scribe_charles_gaspard_delestre_poirson-encore_une_nuit_de_la_garde_nationale_ou_le_poste_de_la_barriere,Encore une nuit de la Garde nationale,Eugène SCRIBE - Charles-Gaspard DELESTRE-POIRSON,Eugène Scribe,Charles-Gaspard Delestre-Poirson,Q319261,1815.0,,,12/15/1815,Vaudeville,Vaudeville,,TD779,,,False
779,TD780,eugene_scribe_charles_gaspard_delestre_poirson-flore_et_zephyre,Flore et Zéphyre,Eugène SCRIBE - Charles-Gaspard DELESTRE-POIRSON,Eugène Scribe,Charles-Gaspard Delestre-Poirson,Q319261,1816.0,,,2/8/1816,Vaudeville,Vaudeville,,TD780,,,False
780,TD781,eugene_scribe_charles_gaspard_delestre_poirson-nuit_de_la_garde_nationale,Une nuit de la Garde nationale (Eugène SCRIBE - Charles-Gaspard,Eugène SCRIBE - Charles-Gaspard DELESTRE-POIRSON,Eugène Scribe,Charles-Gaspard Delestre-Poirson,Q319261,1815.0,,,11/4/1815,Vaudeville,Vaudeville,,TD781,,,False
781,TD782,eugene_scribe_charles_gaspard_delestre_poirson-visite_a_bedlam,Une visite à Bedlam,Eugène SCRIBE - Charles-Gaspard DELESTRE-POIRSON,Eugène Scribe,Charles-Gaspard Delestre-Poirson,Q319261,1818.0,,,4/24/1818,Vaudeville,Vaudeville,,TD782,,,False
782,TD783,eugene_scribe_charles_gaspard_delestre_poirson_alphonse_theodore_cerfbeer-mystificateur,Le Mystificateur,Eugène SCRIBE - Charles-Gaspard DELESTRE-POIRSON - Alphonse-Théodore CERFBEER,Eugène Scribe,Charles-Gaspard Delestre-Poirson,Q319261,1819.0,,,2/22/1819,Vaudeville,Vaudeville,,TD783,,,False
783,TD784,eugene_scribe_charles_gaspard_delestre_poirson_jean_henri_dupin-montagnes_russes_ou_le_temple_de_la_mode,Les Montagnes Russes,Eugène SCRIBE - Charles-Gaspard DELESTRE-POIRSON - Jean-Henri DUPIN,Eugène Scribe,Charles-Gaspard Delestre-Poirson,Q319261,1816.0,,,10/31/1816,Vaudeville,Vaudeville,,TD784,,,False
784,TD785,eugene_scribe_charles_gaspard_delestre_poirson_jean_henri_dupin-prince_charmant_ou_les_contes_de_fees,Le Prince charmant,Eugène SCRIBE - Charles-Gaspard DELESTRE-POIRSON - Jean-Henri DUPIN,Eugène Scribe,Charles-Gaspard Delestre-Poirson,Q319261,1828.0,,,2/14/1828,Vaudeville,Vaudeville,,TD785,,,False
785,TD786,eugene_scribe_charles_gaspard_delestre_poirson_jean_henri_dupin-wallace_ou_la_barriere_mont_parnasse,Wallace,Eugène SCRIBE - Charles-Gaspard DELESTRE-POIRSON - Jean-Henri DUPIN,Eugène Scribe,Charles-Gaspard Delestre-Poirson,Q319261,1817.0,,,5/8/1817,Vaudeville,Vaudeville,,TD786,,,False
786,TD787,eugene_scribe_charles_gaspard_delestre_poirson_marc_antoine_madeleine_desaugiers-tous_les_vaudevilles_ou_chacun_chez_soi,Tous les Vaudevilles,Eugène SCRIBE - Charles-Gaspard DELESTRE-POIRSON - Marc-Antoine-Madeleine DÉSAUGIERS,Eugène Scribe,Charles-Gaspard Delestre-Poirson,Q319261,1817.0,,,8/16/1817,Vaudeville,Vaudeville,,TD787,,,False
787,TD788,eugene_scribe_charles_gaspard_deletre_poirson-spleen,Le Spleen,Eugène SCRIBE - Charles-Gaspard DELETRE-POIRSON,Eugène Scribe,Charles-Gaspard Deletre-Poirson,Q319261,1820.0,,,3/20/1820,Vaudeville,Vaudeville,,TD788,,,False
788,TD789,eugene_scribe_charles_potron-feu_lionel_ou_qui_vivre_verra,Feu Lionel,Eugène SCRIBE - Charles POTRON,Eugène Scribe,Charles Potron,Q319261,1858.0,,,1/23/1858,Comédie,Comedy,,TD789,,,False
789,TD790,eugene_scribe_constant_menissier-caroline,Caroline,Eugène SCRIBE - Constant MÉNISSIER,Eugène Scribe,Constant Ménissier,Q319261,1819.0,,,3/5/1819,Vaudeville,Vaudeville,,TD790,,,False
790,TD791,eugene_scribe_dumanoir-etre_aime_ou_mourir,Être aimé ou mourir,Eugène SCRIBE - DUMANOIR,Eugène Scribe,Dumanoir,Q319261,1835.0,,,3/10/1835,Comédie,Comedy,,TD791,,,False
791,TD792,eugene_scribe_edmond_de_bieville-reves_d_amour,Rêves d'amour,Eugène SCRIBE - Edmond DE BIÉVILLE,Eugène Scribe,Edmond De Biéville,Q319261,1859.0,,,3/1/1859,Comédie,Comedy,,TD792,,,False
792,TD793,eugene_scribe_edouard_mazeres-charlatanisme,Le Charlatanisme,Eugène SCRIBE - Édouard MAZÈRES,Eugène Scribe,Édouard Mazères,Q319261,1825.0,,,5/10/1825,Comédie,Comedy,,TD793,,,False
793,TD794,eugene_scribe_edouard_mazeres-independants,Les Indépendants,Eugène SCRIBE - Édouard MAZÈRES,Eugène Scribe,Édouard Mazères,Q319261,1837.0,,,11/20/1837,Comédie,Comedy,,TD794,,,False
794,TD795,eugene_scribe_edouard_mazeres-loge_du_portier,La Loge du portier,Eugène SCRIBE - Édouard MAZÈRES,Eugène Scribe,Édouard Mazères,Q319261,1823.0,,,1/14/1823,Vaudeville,Vaudeville,,TD795,,,False
