Pièce,Perso principal,genre,Première apparition,Fréquence(scène),Fréquence(répliques),Confrontation
108_JODELLE_DIDON,DIDON,Tragédie,TODO,0.8,0.3421940928270042,0.17142857142857143
218_Théâtre complet. Tome I - Didon se sacrifiant.html,énée,Tragédie,TODO,0.45454545454545453,0.1807992202729045,0.10377358490566038
287_benserade_mortachille,achille,Tragédie,TODO,0.5454545454545454,0.2573981016192071,0.18421052631578946
290_guerindebouscal_mortbrute,brute,Tragédie,TODO,0.3333333333333333,0.2986935866983373,0.12698412698412698
294_TRISTAN_MARIANE,HÉRODE,Tragédie,TODO,0.6521739130434783,0.49641478212906787,0.1794871794871795
311_LACALPRENEDE_ENFANTSDHERODE,HÉRODE,Tragédie,TODO,0.5714285714285714,0.2788235294117647,0.22340425531914893
353_CORNEILLEP_RODOGUNE,ANTIOCHUS,Tragédie,TODO,0.46153846153846156,0.235574377977766,0.22972972972972974
