VALEUR,HÉRODE,THARE,PHERORE,SALOME,MARIANE,DINA,L-ÉCHANSON,HUISSIER,PREMIER_JUGE,SECOND_JUGE,LE_GRAND_PRÉVÔT,SOESME,L-EUNUQUE,LE_CONCIERGE,ALEXANDRA,LE-CHEVALIER-D-HONNEUR,NARBAL
Fréquences (scènes),0.6521739130434783,0.21739130434782608,0.2608695652173913,0.391304347826087,0.30434782608695654,0.08695652173913043,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.08695652173913043
Fréquences(répliques),0.49641478212906787,0.009376723662437948,0.06508549365692223,0.12906784335355764,0.14065085493656923,0.026475455046883617,0.02206287920573635,0.002206287920573635,0.0011031439602868175,0.0011031439602868175,0.0011031439602868175,0.01820187534473249,0.001654715940430226,0.0027578599007170436,0.0253723110865968,0.0005515719801434088,0.0568119139547711
Confrontation,0.1794871794871795,0.08974358974358974,0.12179487179487179,0.15384615384615385,0.08974358974358974,0.02564102564102564,0.07692307692307693,0.02564102564102564,0.04487179487179487,0.04487179487179487,0.057692307692307696,0.01282051282051282,0.00641025641025641,0.00641025641025641,0.02564102564102564,0.00641025641025641,0.03205128205128205
Déviations,HÉRODE,THARE,PHERORE,SALOME,MARIANE,DINA,L-ÉCHANSON,HUISSIER,PREMIER_JUGE,SECOND_JUGE,LE_GRAND_PRÉVÔT,SOESME,L-EUNUQUE,LE_CONCIERGE,ALEXANDRA,LE-CHEVALIER-D-HONNEUR,NARBAL
HÉRODE,2.782608695652174,0.020869565217391278,1.1130434782608696,0.21771336553945236,2.784265010351967,1.3043478260869565,0.0009661835748792257,0.18550724637681157,0.18550724637681157,0.18550724637681157,0.37101449275362314,0.18550724637681157,0.18550724637681157,0.6521739130434783,1.3043478260869565,0.6521739130434783,0.37101449275362314
THARE,0.020869565217391344,14.08695652173913,0.37101449275362314,0.0009661835748792257,0.1503105590062111,0.7347826086956523,0.18550724637681157,2.8173913043478267,0.21739130434782608,0.21739130434782608,0.43478260869565216,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.7347826086956523,0.21739130434782608,0.7347826086956523
PHERORE,1.1130434782608696,0.37101449275362314,12.56521739130435,2.995974235104669,0.3737060041407868,0.5217391304347826,0.060386473429951744,0.2608695652173913,2.094202898550724,2.094202898550724,0.43840579710144933,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.5217391304347826,0.2608695652173913,0.43840579710144933
SALOME,0.21771336553945236,0.0009661835748792257,2.9959742351046708,8.52173913043478,0.19944789510006908,0.7826086956521738,2.840579710144928,0.9468599033816427,0.9468599033816427,0.9468599033816427,0.060386473429951744,0.3913043478260869,0.3913043478260869,0.3913043478260869,0.7826086956521738,0.3913043478260869,0.060386473429951744
MARIANE,2.784265010351967,0.1503105590062113,0.3737060041407867,0.19944789510006908,11.130434782608695,3.180124223602484,0.008281573498964814,0.30434782608695654,1.590062111801242,1.590062111801242,0.2515527950310558,0.30434782608695654,0.30434782608695654,1.590062111801242,0.2515527950310558,0.30434782608695654,0.6086956521739131
DINA,1.3043478260869565,0.7347826086956523,0.5217391304347826,0.782608695652174,3.180124223602484,19.17391304347826,0.2608695652173913,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.17391304347826086,0.08695652173913043,0.08695652173913043,0.08695652173913043,3.9239130434782608,0.08695652173913043,0.17391304347826086
L-ÉCHANSON,0.0009661835748792257,0.18550724637681157,0.060386473429951744,2.840579710144927,0.008281573498964792,0.2608695652173913,17.39130434782609,5.797101449275362,5.797101449275362,5.797101449275362,2.094202898550724,0.13043478260869565,0.13043478260869565,0.13043478260869565,0.2608695652173913,0.13043478260869565,0.2608695652173913
HUISSIER,0.18550724637681157,2.8173913043478267,0.2608695652173913,0.9468599033816426,0.30434782608695654,0.08695652173913043,5.797101449275362,21.043478260869566,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.08695652173913043
PREMIER_JUGE,0.18550724637681157,0.21739130434782608,2.094202898550724,0.9468599033816426,1.590062111801242,0.08695652173913043,5.797101449275362,0.043478260869565216,21.043478260869566,21.043478260869566,9.58695652173913,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.08695652173913043
PREMIER_JUGE,0.18550724637681157,0.21739130434782608,2.094202898550724,0.9468599033816426,1.590062111801242,0.08695652173913043,5.797101449275362,0.043478260869565216,21.043478260869566,21.043478260869566,9.58695652173913,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.08695652173913043
LE_GRAND_PRÉVÔT,0.37101449275362314,0.43478260869565216,0.43840579710144933,0.06038647342995167,0.2515527950310558,0.17391304347826086,2.094202898550724,0.08695652173913043,9.58695652173913,9.58695652173913,19.17391304347826,9.58695652173913,0.08695652173913043,0.08695652173913043,0.17391304347826086,0.08695652173913043,0.17391304347826086
SOESME,0.18550724637681157,0.21739130434782608,0.2608695652173913,0.391304347826087,0.30434782608695654,0.08695652173913043,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.043478260869565216,9.58695652173913,21.043478260869566,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.08695652173913043
L-EUNUQUE,0.18550724637681157,0.21739130434782608,0.2608695652173913,0.391304347826087,0.30434782608695654,0.08695652173913043,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.043478260869565216,21.043478260869566,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.08695652173913043
LE_CONCIERGE,0.6521739130434783,0.21739130434782608,0.2608695652173913,0.391304347826087,1.590062111801242,0.08695652173913043,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.043478260869565216,21.043478260869566,0.08695652173913043,0.043478260869565216,0.08695652173913043
ALEXANDRA,1.3043478260869565,0.7347826086956523,0.5217391304347826,0.782608695652174,0.2515527950310558,3.9239130434782608,0.2608695652173913,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.17391304347826086,0.08695652173913043,0.08695652173913043,0.08695652173913043,19.17391304347826,9.58695652173913,0.17391304347826086
LE-CHEVALIER-D-HONNEUR,0.6521739130434783,0.21739130434782608,0.2608695652173913,0.391304347826087,0.30434782608695654,0.08695652173913043,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.043478260869565216,9.58695652173913,21.043478260869566,0.08695652173913043
NARBAL,0.37101449275362314,0.7347826086956523,0.43840579710144933,0.06038647342995167,0.6086956521739131,0.17391304347826086,0.2608695652173913,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.17391304347826086,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.17391304347826086,0.08695652173913043,19.17391304347826
Successions,HÉRODE,THARE,PHERORE,SALOME,MARIANE,DINA,L-ÉCHANSON,HUISSIER,PREMIER_JUGE,SECOND_JUGE,LE_GRAND_PRÉVÔT,SOESME,L-EUNUQUE,LE_CONCIERGE,ALEXANDRA,LE-CHEVALIER-D-HONNEUR,NARBAL
HÉRODE,0.05319148936170213,0.031914893617021274,0.1702127659574468,0.2765957446808511,0.1702127659574468,0.0,0.031914893617021274,0.010638297872340425,0.0,0.010638297872340425,0.02127659574468085,0.06382978723404255,0.010638297872340425,0.0,0.010638297872340425,0.0,0.13829787234042554
THARE,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222
PHERORE,0.5357142857142857,0.03571428571428571,0.0,0.39285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571
SALOME,0.4307692307692308,0.0,0.18461538461538463,0.0,0.3076923076923077,0.0,0.06153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385
MARIANE,0.3148148148148148,0.05555555555555555,0.0,0.35185185185185186,0.0,0.18518518518518517,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.018518518518518517,0.0,0.0
DINA,0.0,0.09090909090909091,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L-ÉCHANSON,0.3333333333333333,0.0,0.0,0.5555555555555556,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUISSIER,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUISSIER,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SECOND_JUGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LE_GRAND_PRÉVÔT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LE_GRAND_PRÉVÔT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LE_GRAND_PRÉVÔT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LE_CONCIERGE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALEXANDRA,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
LE-CHEVALIER-D-HONNEUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NARBAL,0.8333333333333334,0.05555555555555555,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
