id,titre_oeuvre,wikidata_oeuvre,auteur,wikidata_auteur,autres_auteurs,complement_titre,annee_oeuvre,type_oeuvre,url_xml,url_texte_edition,wikidata_edition,titre_edition,complement_editon,lieu_edition,editeur_edition,date_edition,langue_edition,succession_personnages,
trissino-sofonisba,Sofonisba,Q1502106,Trissin,Q436738,,,1524,tragédie,https://dracor.org/api/corpora/ita/play/trissino-sofonisba/tei,https://dracor.org/ita/trissino-sofonisba,,,,,,,italien,"[[['#sofonisba', '#erminia', '#sofonisba', '#erminia', '#sofonisba', '#erminia', '#sofonisba', '#erminia', '#sofonisba', '#erminia', '#sofonisba'], ['#coro'], ['#famiglio', '#coro', '#famiglio', '#coro', '#famiglio', '#coro', '#famiglio', '#sofonisba', '#famiglio', '#coro', '#famiglio', '#sofonisba', '#famiglio', '#sofonisba', '#famiglio', '#sofonisba', '#famiglio', '#coro', '#sofonisba', '#coro', '#sofonisba', '#coro', '#sofonisba', '#coro', '#sofonisba', '#coro', '#sofonisba', '#coro', '#sofonisba', '#coro', '#sofonisba'], ['#messo', '#sofonisba', '#messo', '#sofonisba', '#messo', '#sofonisba', '#messo', '#sofonisba', '#messo', '#coro'], ['#sofonisba', '#coro', '#massinissa', '#coro', '#sofonisba', '#coro', '#massinissa', '#coro', '#sofonisba', '#massinissa', '#sofonisba', '#massinissa', '#sofonisba', '#massinissa', '#sofonisba', '#massinissa', '#sofonisba', '#massinissa', '#sofonisba', '#massinissa', '#sofonisba', '#coro']], [['#lelio', '#coro', '#lelio', '#coro', '#lelio', '#coro', '#lelio', '#coro'], ['#messo', '#lelio', '#messo', '#lelio', '#messo', '#lelio', '#messo', '#lelio', '#messo', '#lelio', '#messo', '#lelio', '#messo', '#lelio', '#messo', '#lelio', '#messo', '#lelio', '#messo', '#lelio', '#messo', '#lelio', '#messo', '#lelio', '#messo', '#lelio', '#messo', '#lelio', '#messo', '#lelio', '#messo', '#lelio', '#messo', '#lelio', '#messo', '#lelio', '#messo', '#lelio', '#messo', '#lelio', '#messo', '#lelio', '#messo', '#lelio', '#messo'], ['#massinissa', '#lelio', '#massinissa', '#lelio', '#massinissa', '#lelio', '#massinissa', '#lelio', '#massinissa', '#lelio', '#massinissa', '#lelio', '#massinissa', '#lelio', '#massinissa', '#lelio', '#massinissa', '#lelio', '#massinissa', '#lelio', '#massinissa', '#lelio', '#massinissa', '#lelio', '#massinissa', '#lelio', '#coro', '#massinissa', '#coro', '#lelio', '#massinissa', '#lelio', '#massinissa'], ['#catone', '#lelio', '#catone', '#massinissa', '#catone', '#lelio', '#massinissa', '#catone', '#lelio', '#massinissa', '#catone', '#lelio', '#coro']], [['#scipione', '#catone', '#scipione', '#catone', '#scipione', '#siface', '#scipione', '#siface', '#scipione', '#siface', '#coro', '#scipione', '#catone', '#scipione', '#catone', '#scipione', '#catone', '#coro'], ['#scipione', '#coro', '#massinissa', '#scipione', '#coro', '#scipione', '#massinissa', '#scipione', '#massinissa', '#scipione', '#massinissa', '#coro']], [['#famiglio', '#coro', '#famiglio', '#coro', '#famiglio', '#coro', '#famiglio', '#coro'], ['#serva', '#coro', '#serva', '#coro', '#serva', '#coro', '#serva', '#coro', '#serva', '#coro', '#serva', '#coro', '#serva', '#coro', '#serva', '#coro', '#serva', '#coro', '#serva', '#coro', '#serva', '#coro']], [['#sofonisba', '#erminia', '#sofonisba', '#coro', '#sofonisba', '#coro', '#sofonisba', '#erminia', '#sofonisba', '#coro', '#erminia', '#sofonisba', '#erminia', '#sofonisba', '#erminia', '#sofonisba', '#erminia', '#sofonisba', '#erminia', '#sofonisba', '#erminia', '#sofonisba', '#erminia', '#sofonisba', '#erminia', '#sofonisba', '#erminia', '#sofonisba', '#erminia', '#sofonisba', '#erminia', '#sofonisba', '#erminia', '#sofonisba', '#erminia', '#sofonisba', '#coro', '#sofonisba', '#erminia', '#sofonisba', '#erminia', '#sofonisba', '#erminia', '#sofonisba', '#erminia', '#coro', '#sofonisba', '#coro', '#sofonisba', '#erminia', '#coro', '#erminia', '#coro', '#erminia', '#coro', '#erminia', '#coro', '#erminia', '#coro', '#erminia', '#coro', '#erminia', '#coro', '#erminia', '#coro', '#erminia', '#coro'], ['#massinissa', '#coro', '#massinissa', '#coro', '#massinissa', '#coro', '#massinissa', '#coro', '#massinissa', '#coro', '#massinissa', '#coro', '#massinissa', '#coro', '#massinissa', '#coro', '#massinissa', '#coro', '#erminia', '#massinissa', '#coro', '#massinissa', '#erminia', '#massinissa', '#coro', '#massinissa', '#erminia', '#massinissa', '#erminia', '#massinissa', '#erminia', '#coro']]]",1
tasso-re_torrismondo,Il re Torrismondo,Q1658238,Le Tasse,Q168962,,,1587,tragédie,https://dracor.org/api/corpora/ita/play/tasso-re-torrismondo/tei,https://dracor.org/ita/tasso-re-torrismondo,,,,,,,italien,"[[['#nutrice', '#alvida', '#nutrice', '#alvida', '#nutrice', '#alvida', '#nutrice', '#regina', '#nutrice'], ['#nutrice'], ['#torrismondo', '#consigliero', '#torrismondo', '#consigliero', '#torrismondo', '#consigliero', '#torrismondo', '#consigliero', '#torrismondo', '#consigliero', '#torrismondo', '#consigliero', '#torrismondo', '#consigliero', '#torrismondo', '#consigliero', '#torrismondo', '#consigliero', '#torrismondo', '#consigliero', '#torrismondo', '#consigliero', '#torrismondo', '#consigliero', '#torrismondo']], [['#messaggero', '#coro', '#messaggero', '#torrismondo', '#messaggero', '#torrismondo', '#coro', '#messaggero', '#torrismondo', '#messaggero', '#torrismondo'], ['#torrismondo'], ['#rosmonda'], ['#regina', '#rosmonda', '#regina', '#rosmonda', '#regina', '#rosmonda', '#regina', '#rosmonda', '#regina', '#rosmonda', '#regina', '#rosmonda', '#regina', '#rosmonda', '#regina', '#rosmonda', '#regina', '#rosmonda', '#regina', '#rosmonda', '#regina'], ['#regina'], ['#regina', '#torrismondo', '#regina', '#torrismondo']], [['#consigliero'], ['#rosmonda'], ['#torrismondo', '#germondo', '#torrismondo', '#germondo'], ['#torrismondo', '#alvida', '#torrismondo', '#alvida', '#torrismondo'], ['#cameriera', '#regina', '#cameriera', '#alvida', '#cameriera'], ['#alvida', '#nutrice', '#alvida', '#nutrice', '#alvida', '#nutrice', '#alvida', '#nutrice', '#alvida', '#nutrice', '#alvida', '#nutrice', '#alvida'], ['#alvida', '#regina', '#alvida', '#regina']], [['#consigliero', '#germondo', '#consigliero', '#germondo', '#consigliero', '#germondo', '#consigliero', '#germondo', '#consigliero', '#germondo'], ['#germondo'], ['#rosmonda', '#torrismondo', '#rosmonda', '#torrismondo', '#rosmonda', '#torrismondo', '#rosmonda', '#torrismondo', '#rosmonda', '#torrismondo', '#rosmonda', '#torrismondo', '#rosmonda', '#torrismondo', '#rosmonda', '#torrismondo', '#rosmonda', '#torrismondo', '#rosmonda', '#torrismondo', '#rosmonda', '#torrismondo', '#rosmonda', '#torrismondo', '#rosmonda', '#torrismondo', '#rosmonda', '#torrismondo', '#rosmonda', '#torrismondo', '#rosmonda', '#torrismondo', '#rosmonda', '#torrismondo', '#rosmonda', '#torrismondo', '#rosmonda', '#torrismondo', '#rosmonda', '#torrismondo', '#rosmonda', '#torrismondo', '#rosmonda', '#torrismondo', '#rosmonda', '#torrismondo', '#rosmonda', '#torrismondo', '#rosmonda', '#torrismondo', '#rosmonda', '#torrismondo', '#rosmonda', '#torrismondo', '#rosmonda', '#torrismondo'], ['#torrismondo', '#coro', '#torrismondo', '#indovino', '#torrismondo', '#indovino', '#torrismondo', '#indovino', '#torrismondo', '#indovino', '#torrismondo', '#indovino', '#torrismondo', '#indovino', '#torrismondo', '#indovino', '#torrismondo', '#indovino', '#coro', '#torrismondo', '#indovino'], ['#frontone', '#torrismondo', '#frontone', '#torrismondo', '#frontone', '#torrismondo', '#frontone', '#torrismondo', '#frontone', '#torrismondo', '#frontone', '#torrismondo', '#frontone', '#torrismondo', '#frontone', '#torrismondo', '#frontone', '#torrismondo', '#frontone', '#torrismondo', '#frontone', '#torrismondo', '#frontone'], ['#messaggero', '#coro', '#messaggero', '#torrismondo', '#messaggero', '#torrismondo', '#messaggero', '#torrismondo', '#messaggero', '#torrismondo', '#messaggero', '#torrismondo', '#messaggero', '#torrismondo', '#messaggero', '#torrismondo', '#messaggero', '#frontone', '#torrismondo', '#frontone', '#messaggero', '#frontone', '#messaggero', '#frontone', '#messaggero', '#torrismondo', '#messaggero', '#torrismondo'], ['#germondo', '#torrismondo', '#germondo', '#torrismondo', '#germondo', '#torrismondo']], [['#alvida', '#nutrice', '#alvida', '#nutrice', '#alvida', '#nutrice', '#alvida', '#nutrice', '#regina', '#nutrice', '#alvida', '#nutrice'], ['#regina'], ['#rosmonda'], ['#cameriero', '#coro', '#cameriero', '#coro', '#cameriero', '#coro', '#cameriero', '#coro', '#cameriero', '#coro', '#cameriero', '#coro', '#cameriero', '#coro', '#cameriero'], ['#germondo', '#cameriero', '#germondo', '#cameriero', '#germondo', '#cameriero', '#germondo', '#cameriero', '#germondo', '#cameriero', '#germondo', '#cameriero', '#germondo'], ['#regina', '#cameriero', '#regina', '#cameriero', '#regina', '#cameriero', '#regina', '#cameriero', '#regina', '#cameriero', '#germondo', '#regina', '#germondo', '#rosmonda', '#coro', '#regina', '#germondo', '#regina', '#germondo', '#regina', '#germondo']]]",1
mairet-sophonisbe,Sophonisbe,Q20107145,"Mairet, Jean",Q1404434,,,1634,tragédie,http://www.theatre-classique.fr/pages/documents/MAIRET_SOPHONISBE.xml,http://www.theatre-classique.fr/pages/documents/MAIRET_SOPHONISBE.xml,,,,,,,français,"[[[""#syphax"", ""#sophonisbe"", ""#syphax"", ""#sophonisbe"", ""#syphax"", ""#sophonisbe"", ""#syphax"", ""#sophonisbe"", ""#syphax"", ""#sophonisbe"", ""#syphax"", ""#sophonisbe"", ""#syphax""], [""#philon"", ""#syphax"", ""#philon"", ""#syphax"", ""#philon"", ""#syphax"", ""#philon"", ""#syphax"", ""#philon"", ""#syphax"", ""#philon"", ""#syphax"", ""#philon"", ""#syphax""], [""#sophonisbe"", ""#phenice"", ""#sophonisbe"", ""#phenice"", ""#sophonisbe"", ""#phenice"", ""#sophonisbe"", ""#corisbe"", ""#sophonisbe""]], [[""#phenice"", ""#sophonisbe"", ""#corisbe"", ""#sophonisbe"", ""#corisbe"", ""#sophonisbe"", ""#phenice"", ""#corisbe"", ""#sophonisbe"", ""#corisbe"", ""#sophonisbe"", ""#phenice"", ""#sophonisbe""], [""#caliodore"", ""#phenice"", ""#caliodore"", ""#sophonisbe"", ""#caliodore"", ""#sophonisbe"", ""#caliodore"", ""#sophonisbe"", ""#caliodore"", ""#sophonisbe"", ""#phenice"", ""#sophonisbe""], [""#caliodore"", ""#sophonisbe"", ""#corisbe"", ""#sophonisbe"", ""#caliodore"", ""#sophonisbe"", ""#phenice"", ""#sophonisbe"", ""#phenice"", ""#sophonisbe""]], [[""#massinisse"", ""#philippe"", ""#massinisse"", ""#philippe"", ""#massinisse""], [""#sophonisbe"", ""#phenice"", ""#corisbe"", ""#sophonisbe"", ""#corisbe"", ""#sophonisbe"", ""#phenice""], [""#caliodore"", ""#sophonisbe"", ""#phenice""], [""#massinisse"", ""#sophonisbe"", ""#phenice"", ""#massinisse"", ""#sophonisbe"", ""#phenice"", ""#sophonisbe"", ""#massinisse"", ""#sophonisbe"", ""#massinisse"", ""#sophonisbe"", ""#massinisse"", ""#sophonisbe"", ""#massinisse"", ""#sophonisbe"", ""#massinisse"", ""#corisbe"", ""#massinisse"", ""#sophonisbe"", ""#massinisse"", ""#sophonisbe"", ""#massinisse"", ""#sophonisbe"", ""#massinisse"", ""#sophonisbe"", ""#massinisse"", ""#sophonisbe"", ""#phenice"", ""#sophonisbe"", ""#phenice"", ""#sophonisbe"", ""#corisbe"", ""#sophonisbe""]], [[""#massinisse"", ""#sophonisbe"", ""#massinisse"", ""#sophonisbe"", ""#massinisse"", ""#sophonisbe"", ""#massinisse"", ""#ariston"", ""#massinisse"", ""#ariston"", ""#massinisse"", ""#sophonisbe"", ""#massinisse"", ""#sophonisbe"", ""#massinisse"", ""#sophonisbe"", ""#massinisse"", ""#sophonisbe"", ""#massinisse"", ""#sophonisbe"", ""#massinisse"", ""#sophonisbe"", ""#massinisse"", ""#sophonisbe""], [""#scipion"", ""#lelie"", ""#scipion"", ""#lelie"", ""#scipion""], [""#scipion"", ""#massinisse"", ""#scipion"", ""#massinisse"", ""#scipion"", ""#massinisse"", ""#scipion"", ""#massinisse"", ""#scipion"", ""#massinisse"", ""#scipion""], [""#lelie"", ""#scipion"", ""#massinisse"", ""#lelie"", ""#massinisse"", ""#lelie"", ""#massinisse"", ""#lelie"", ""#massinisse"", ""#lelie"", ""#massinisse"", ""#lelie""]], [[""#massinisse""], [""#massinisse"", ""#lelie"", ""#massinisse"", ""#lelie"", ""#massinisse"", ""#lelie"", ""#massinisse"", ""#lelie"", ""#massinisse"", ""#lelie"", ""#massinisse"", ""#lelie"", ""#massinisse"", ""#lelie"", ""#massinisse"", ""#lelie"", ""#massinisse"", ""#lelie""], [""#caliodore"", ""#lelie"", ""#massinisse"", ""#lelie"", ""#massinisse"", ""#lelie"", ""#massinisse"", ""#lelie"", ""#massinisse"", ""#lelie"", ""#massinisse""], [""#phenice"", ""#sophonisbe"", ""#corisbe"", ""#sophonisbe""], [""#caliodore"", ""#sophonisbe"", ""#caliodore"", ""#corisbe"", ""#phenice"", ""#sophonisbe"", ""#corisbe"", ""#sophonisbe"", ""#phenice"", ""#sophonisbe""], [""#scipion"", ""#massinisse"", ""#scipion"", ""#lelie"", ""#scipion"", ""#massinisse""], [""#caliodore"", ""#massinisse"", ""#caliodore"", ""#massinisse"", ""#scipion"", ""#massinisse"", ""#caliodore"", ""#scipion"", ""#massinisse"", ""#scipion""], [""#massinisse""]]]",1
vion-torrismon,Torrismon,,"Vion, Charles de",Q2960722,,,1635,tragédie,http://bibdramatique.huma-num.fr/epub/xml/dalibray_torrismon.xml,http://bibdramatique.huma-num.fr/dalibray_torrismon,,,,,,,français,"[[[""nourrice"", ""alvide"", ""nourrice"", ""alvide"", ""nourrice"", ""alvide"", ""nourrice"", ""alvide"", ""nourrice""], [""nourrice""], [""torrismon"", ""conseiller"", ""torrismon"", ""conseiller"", ""torrismon"", ""conseiller"", ""torrismon"", ""conseiller"", ""torrismon"", ""conseiller"", ""torrismon"", ""conseiller"", ""torrismon"", ""conseiller"", ""torrismon"", ""conseiller"", ""torrismon"", ""conseiller"", ""torrismon"", ""conseiller"", ""torrismon"", ""conseiller"", ""torrismon"", ""conseiller"", ""torrismon""]], [[""gentilhomme"", ""torrismon"", ""gentil-homme"", ""torrismon"", ""gentil-homme"", ""torrismon"", ""gentil-homme"", ""torrismon""], [""torrismon""], [""rosmonde""], [""rusille"", ""rosmonde"", ""rusille"", ""rosmonde"", ""rusille"", ""rosmonde"", ""rusille"", ""rosmonde"", ""rusille"", ""rosmonde"", ""rusille"", ""rosmonde"", ""rusille"", ""rosmonde"", ""rusille"", ""rosmonde"", ""rusille"", ""rosmonde"", ""rusille"", ""rosmonde"", ""rusille""], [""rusille""], [""rusille"", ""torrismon"", ""rusille"", ""torrismon""]], [[""conseiller""], [""rosmonde""], [""torrismon"", ""germon"", ""torrismon"", ""germon"", ""torrismon""], [""torrismon"", ""alvide"", ""torrismon"", ""alvide"", ""torrismon""], [""gentil-homme"", ""alvide"", ""gentil-homme"", ""alvide"", ""gentil-homme""], [""alvide"", ""nourrice"", ""alvide"", ""nourrice"", ""alvide"", ""nourrice"", ""alvide"", ""nourrice"", ""alvide"", ""nourrice"", ""alvide""]], [[""conseiller"", ""germon"", ""conseiller"", ""germon"", ""conseiller"", ""germon"", ""conseiller"", ""germon"", ""conseiller"", ""germon""], [""germon""], [""torrismon"", ""rosmonde"", ""torrismon"", ""rosmonde"", ""torrismon"", ""rosmonde"", ""torrismon"", ""rosmonde"", ""torrismon"", ""rosmonde"", ""torrismon"", ""rosmonde"", ""torrismon"", ""rosmonde"", ""torrismon"", ""rosmonde"", ""torrismon"", ""rosmonde"", ""torrismon"", ""rosmonde"", ""torrismon"", ""rosmonde"", ""torrismon"", ""rosmonde"", ""torrismon"", ""rosmonde"", ""torrismon""], [""torrismon""], [""torrismon"", ""devin"", ""torrismon"", ""devin"", ""torrismon"", ""devin"", ""torrismon"", ""devin"", ""torrismon"", ""devin"", ""torrismon"", ""devin"", ""torrismon"", ""devin"", ""torrismon"", ""devin"", ""torrismon"", ""devin""], [""fauston"", ""torrismon"", ""fauston"", ""torrismon"", ""fauston"", ""torrismon"", ""fauston"", ""torrismon"", ""fauston"", ""torrismon"", ""fauston"", ""torrismon"", ""fauston"", ""torrismon"", ""fauston"", ""torrismon"", ""fauston"", ""torrismon"", ""fauston""], [""messager"", ""torrismon"", ""messager"", ""torrismon"", ""messager"", ""torrismon"", ""messager"", ""torrismon"", ""messager"", ""torrismon"", ""messager"", ""fauston"", ""torrismon"", ""fauston"", ""messager"", ""fauston"", ""messager"", ""fauston"", ""messager"", ""torrismon"", ""messager"", ""torrismon""], [""germon"", ""torrismon"", ""germon"", ""torrismon"", ""germon"", ""torrismon""]], [[""alvide"", ""nourrice"", ""alvide"", ""nourrice"", ""alvide"", ""nourrice"", ""alvide"", ""nourrice"", ""alvide"", ""nourrice"", ""alvide"", ""nourrice""], [""rusille""], [""rosmonde""], [""alvide""], [""torrismon"", ""alvide"", ""torrismon"", ""alvide"", ""torrismon"", ""alvide"", ""torrismon"", ""gentil-homme"", ""torrismon""], [""gentil-homme""], [""germon"", ""gentil-homme"", ""germon"", ""gentil-homme"", ""germon"", ""gentil-homme"", ""germon"", ""gentil-homme"", ""germon"", ""gentil-homme"", ""germon"", ""gentil-homme"", ""germon""], [""gentil-homme"", ""rusille"", ""gentil-homme"", ""rusille"", ""gentil-homme"", ""rusille"", ""gentil-homme"", ""rusille"", ""gentil-homme"", ""germon"", ""rusille"", ""germon"", ""rosmonde"", ""rusille"", ""germon"", ""rusille"", ""germon"", ""rusille"", ""germon""]]]",1
hardy-felismene,Félismène,,"Hardy, Alexandre",Q1393375,,,1615,comédie,,https://emothe.uv.es/biblioteca/textosEMOTHE/EMOTHE0489_Felismene.php,,,,,,,français,"[[""DON ANTOINE"",""DON SANCHO"",""DON ANTOINE"",""DON SANCHO"",""DON ANTOINE"",""DON SANCHO"",""DON ANTOINE"",""DON SANCHO"",""DON ANTOINE"",""DON SANCHO"",""DON ANTOINE"",""DON SANCHO"",""DON ANTOINE"",""DON FÉLIX"",""DON ANTOINE"",""DON FÉLIX"",""DON ANTOINE"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE""],[""ADOLPHE"",""DON FÉLIX"",""CÉLIE"",""DON FÉLIX"",""CÉLIE"",""DON FÉLIX"",""CÉLIE"",""DON FÉLIX"",""CÉLIE"",""DON FÉLIX"",""CÉLIE"",""DON FÉLIX"",""CÉLIE"",""ADOLPHE"",""CÉLIE"",""ADOLPHE"",""CÉLIE"",""ADOLPHE"",""CÉLIE"",""ADOLPHE"",""CÉLIE"",""ADOLPHE"",""CÉLIE"",""ADOLPHE"",""CÉLIE"",""ADOLPHE"",""CÉLIE"",""ADOLPHE"",""CÉLIE"",""ADOLPHE"",""FÉLISMÈNE"",""PAGE"",""FÉLISMÈNE"",""PAGE"",""FÉLISMÈNE"",""PAGE"",""FÉLISMÈNE"",""PAGE"",""FÉLISMÈNE"",""DON FÉLIX"",""PAGE"",""DON FÉLIX"",""PAGE"",""DON FÉLIX"",""PAGE"",""DON FÉLIX"",""PAGE"",""DON FÉLIX"",""PAGE"",""DON FÉLIX"",""PAGE"",""DON FÉLIX"",""PAGE"",""FÉLISMÈNE"",""PAGE""],[""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""CÉLIE"",""FÉLISMÈNE"",""CÉLIE"",""FÉLISMÈNE"",""CÉLIE"",""FÉLISMÈNE"",""CÉLIE"",""FÉLISMÈNE"",""CÉLIE"",""FÉLISMÈNE"",""CÉLIE"",""FÉLISMÈNE"",""CÉLIE"",""FÉLISMÈNE"",""CÉLIE"",""FÉLISMÈNE"",""CÉLIE"",""FÉLISMÈNE"",""CÉLIE"",""FÉLISMÈNE"",""CÉLIE"",""FÉLISMÈNE"",""CÉLIE"",""FÉLISMÈNE"",""CÉLIE"",""FÉLISMÈNE"",""CÉLIE"",""FÉLISMÈNE"",""CÉLIE""],[""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""CÉLIE"",""FÉLISMÈNE"",""CÉLIE"",""FÉLISMÈNE"",""CÉLIE"",""FÉLISMÈNE"",""CÉLIE"",""FÉLISMÈNE"",""CÉLIE"",""FÉLISMÈNE"",""CÉLIE"",""FÉLISMÈNE"",""CÉLIE"",""FÉLISMÈNE"",""CÉLIE"",""FÉLISMÈNE"",""CÉLIE"",""FÉLISMÈNE"",""CÉLIE"",""FÉLISMÈNE"",""CÉLIE"",""FÉLISMÈNE"",""CÉLIE"",""FÉLISMÈNE"",""NOURRICE"",""CÉLIE"",""NOURRICE"",""CÉLIE"",""NOURRICE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""PAGE"",""FÉLISMÈNE"",""DON FÉLIX"",""PAGE"",""DON FÉLIX"",""PAGE"",""DON FÉLIX"",""PAGE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE""],[""ADOLPHE"",""LUPOLDE"",""FERNANDE"",""ADOLPHE"",""LUPOLDE"",""ADOLPHE"",""FÉLISMÈNE"",""DIANE"",""DANTE"",""DUARDE"",""SIRÈNE"",""DIANE"",""SIRÈNE"",""DIANE"",""SIRÈNE"",""DANTE"",""FÉLISMÈNE"",""DUARDE"",""DANTE"",""DUARDE"",""DANTE"",""FÉLISMÈNE"",""DON FÉLIX"",""ADOLPHE"",""LUPOLDE"",""FÉLISMÈNE"",""TROUPE DE BERGERS"",""FÉLISMÈNE"",""ADOLPHE"",""FÉLISMÈNE"",""ADOLPHE"",""FÉLISMÈNE"",""DON FÉLIX"",""FERNANDE"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""FÉLISMÈNE"",""DON FÉLIX"",""TROUPE DE BERGERS"",""DON FÉLIX""]]",
