genlis-amant-anonyme,colle-l-amant-anonyme,Score
"('#rosalie', ""Voilà ce qui nous convient.  Ma Maîtresse fuit les fêtes et la galanterie.  Loin du monde et de ses amants, à soixante lieues de Paris, seule avec son amie Dorothée, elle dit en arrivant ici, qu'il n'y avait que le Vicomte à qui elle put permettre de venir troubler un si doux tête-à-tête.  Pour moi, depuis huit jours que nous sommes dans cette solitude, j'y meurs déjà d'ennui ; je regrette vivement cette cour si brillante, dont Léontine était entourée, et surtout cet amant singulier, ce lutin, ce...  Mon_Dieu !  Dites donc comment vous l'appeliez ?"")","('#rosalie', ""Voilà ce qui nous convient.  Ma Maîtresse fuit les fêtes et la galanterie.  Loin du monde et de ses amants, à soixante lieues de Paris, seule avec son amie Dorothée, elle dit en arrivant ici, qu'il n'y avait que le Vicomte à qui elle pût permettre de venir troubler un si doux tête-à-tête.  Pour moi, depuis huit jours que nous sommes dans cette solitude, j'y meurs déjà d'ennui, je regrette vivement cette cour si brillante, dont Léontine était entourée, et surtout cet amant singulier, ce lutin, ce...  Mon_Dieu !  Dites donc comment vous l'appeliez ?"")",0.9972624778747559
"('#ophemon', 'Ah !  Notre Sylphe ?')","('#ophemon', 'Ah !  Notre Sylphe.')",0.914976954460144
"('#rosalie', ""Oui, le Sylphe !...  Sylphe !  Le joli nom !  Oh que j'aimerais un Sylphe, moi !  Le voilà bien dérouté, le pauvre malheureux !  Croyez-vous qu'il nous ait suivies ?  Je le voudrais."")","('#rosalie', ""Oui, le Sylphe !...  Sylphe : Le joli nom !  Oh que j'aimerais un Sylphe, moi !  Le voilà bien dérouté, le pauvre malheureux !  Croyez-vous qu'il nous ait suivies ?  Je le voudrais."")",0.9952800869941711
"('#ophemon', 'Oh !  Non, la fuite de Léontine lui aura fait perdre toute espérance.')","('#ophemon', 'Oh !  Non, la fuite de Léontine lui aura fait perdre toute espérance.')",1.0
"('#rosalie', 'Que je le plains !')","('#rosalie', 'Que je le plains !')",0.9999998807907104
"('#ophemon', ""Moi, point du tout ; c'est un extravagant.  Mais à propos, voici l'heure où Léontine doit rentrer de la promenade pour la lecture ; il faut que je m'y rende.  Adieu. Il sort."")","('#ophemon', ""Moi, point du tout ; c'est un extravagant.  Mais à propos, voici l'heure où Léontine doit rentrer de la promenade pour la lecture ; il faut que je m'y rende.  Adieu. Il sort."")",1.0
"('#rosalie', ""C'est un bon homme pour un Savant, que ce Monsieur Ophémon.  Il parle comme un autre ; il a un sang froid, une certaine gravité tout-à-fait drôle.  S'il n'entretenait pas ma Maîtresse dans toutes ses rêveries de sciences et d'études, je l'aimerais.  Mais qui vient ?  Ah !  C'est Picard.  Tant mieux ; il y a longtemps que je n'ai causé à mon aise, et je vais m'en dédommager amplement."")","('#rosalie', ""C'est un bon homme pour un Savant, que ce Monsieur Ophémon.  Il parle come un autre ; il a un sang froid, une certaine gravité tout à fait drôle.  S'il n'entretenait pas ma Maîtresse dans toutes ses rêveries de sciences et d'études, je l'aimerais.  Mais qui vient ?  Ah !  C'est Picard.  Tant mieux ; il y a longtemps que je n'ai pas causé à mon aise, et je vais m'en dédommager amplement."")",0.9918250441551208
"('#picard', ""Enfin, je te retrouve.  Il y a une heure que je te cherche.  Mais Rosalie, dis-moi donc ce qu'on prépare ici ?  J'ai vu des Ménestriers, des apprêts de danses, et tout le château est rempli de jeunes Villageoises."")","('#picard', ""Enfin, je te retrouve.  Il y a une heure que je te cherche.  Mais, Rosalie, dis-moi donc ce qu'on prépare ici ?  J'ai vu des Ménétriers, des apprêts de danses, et tout le Château est rempli de jeunes Villageoises."")",0.980698823928833
"('#rosalie', ""C'est une noce.  Jeannette et Colin s'aimaient ; Jeannette et Colin étaient les Bergers les plus pauvres du Hameau et Madame, bienfaisante et sensible, dote et marie ce soir Jeannette et Colin."")","('#rosalie', ""C'est une noce.  Jeannette et Colin s'aimaient ; Jeannette et Colin étaient les bergers les plus pauvres du Hameau, et Madame, bienfaisante et sensible, dote et marie ce soir Jeannette et Colin."")",0.983191728591919
"('#picard', ""Comment n'est-elle pas blessée du spectacle d'une noce ?  On m'a conté qu'elle s'était exilée dans cette terre pour éviter la poursuite de ses amants."")","('#picard', ""Comment n'est-elle pas blessée du spectacle d'une noce ?  On m'a conté qu'elle s'était exilée dans cette Terre pour éviter la poursuite de ses amants."")",0.9938042163848877
"('#rosalie', ""Rien n'est plus vrai, mon pauvre Picard."")","('#rosalie', ""Rien n'est plus vrai, mon pauvre Picard."")",1.000000238418579
"('#picard', ""Pardi, mon Maître va se trouver ici bien selon son goût.  Ils en vont dire de belles tous les deux sur l'amour et le mariage !"")","('#picard', ""Pardi, mon Maître va se trouver ici bien selon son goût.  Ils en vont dire de belles tous les deux sur l'amour et le mariage !"")",0.9999998807907104
"('#rosalie', 'Sais-tu notre histoire ?')","('#rosalie', 'Sais-tu notre histoire ?')",1.0
"('#picard', 'Quelle histoire ?')","('#picard', 'Quelle histoire ?')",0.9999999403953552
"('#rosalie', 'De notre amant invisible...  anonyme')","('#rosalie', 'De notre amant invisible... anonyme.')",0.9925177097320557
"('#picard', ""Moi, non, je ne sais rien qu'en gros...  J'arrive."")","('#picard', ""Moi, non, je ne sais rien qu'en gros...  J'arrive."")",1.000000238418579
"('#rosalie', ""Eh bien, écoute-la : elle est curieuse.  Il y a environ huit mois, dans le temps du départ de ton Maître, vers le commencement de l'hiver, un mois après que le bon homme Ophémon fut entré chez nous..."")","('#rosalie', ""Eh bien écoute-là : elle est curieuse.  Il y a environ huit mois, dans le temps du départ de ton Maître, vers le commencement de l'hiver, un mois après que le bon homme Ophémon fut entré chez nous..."")",0.9949462413787842
"('#picard', 'Eh, pour Dieu, laisse-là tes époques, et venons au fait : je ne me soucie pas de la date.')","('#picard', 'Eh, pour Dieu, laisse-là tes époques, et venons au fait : je ne me soucie pas de la date.')",1.0000001192092896
"('#rosalie', ""Eh bien, alors Léontine reçut une lettre anonyme ...  Sais-tu ce que c'est qu'une lettre anonyme ?"")","('#rosalie', ""Eh bien, alors Léontine reçut une lettre anonyme...  Sais-tu ce que c'est qu'une lettre anonyme ?"")",0.9919995665550232
"('#picard', 'Oui, oui, à peu près.')","('#picard', 'Oui, oui, à peu près.')",0.9999998807907104
"('#rosalie', ""Eh bien, cette lettre était d'amour.  On y disait que la passion, l'estime...  La crainte...  Que...  Tu imagines bien ?"")","('#rosalie', ""Eh bien, cette lettre était d'amour.  On y disait que la passion, l'estime... la crainte... que...  Tu imagines bien ?..."")",0.9960066080093384
"('#picard', 'Sans doute.  Passons la lettre.  Après.')","('#picard', 'Sans doute.  Passons la lettre.  Après.')",1.0
"('#rosalie', 'Elle en reçut comme cela cinq ou six.')","('#rosalie', 'Elle en reçut comme cela cinq ou six.')",1.0
"('#picard', ""L'Anonyme était grand écrivain."")","('#picard', ""L'Anonyme était grand Écrivain."")",0.9241422414779663
"('#rosalie', ""Et puis des vers, des chansons ; oh !  J'en avais retenu entr'autres une charmante ; je ne sais pas si je m'en souviendrais à présent."")","('#rosalie', ""Et puis des vers, des chansons ; oh !  J'en avait retenu entre autres une charmante ; Je ne sais pas si je m'en souviendrais à présent."")",0.9765529632568359
"('#picard', 'Enfin...')","('#picard', 'Enfin...')",1.0
"('#rosalie', ""Enfin, tous les jours amenaient quelqu'aventure nouvelle, de la musique, des fêtes..."")","('#rosalie', 'Enfin, tous les jours amenaient quelque aventure nouvelle, de la musique, des fêtes...')",0.9869878888130188
"('#picard', 'Des fêtes anonymes ?')","('#picard', 'Des fêtes anonymes ?')",0.9999998807907104
"('#rosalie', ""Assurément, des concerts s ous ses fenêtres, à ses promenades...  Tu sais qu'elle avait une maison au bois de Boulogne ; eh bien, tous les soirs c'était des chants délicieux, des feux d'artifice, avec son chiffre et son non tracés partout, et il n'y a pas un arbre dans le bois qui ne soit rempli de vers et d'emblèmes."")","('#rosalie', ""Assurément, des concerts sous ses fenêtres, à des promenades...  Tu sais qu'elle avait une maison au bois de Boulogne ; eh bien, tous les soirs c'était des chants délicieux, des feux d'artifice, avec son chiffre et son nom tracés partout, et il n'y a pas un arbre dans le bois qui ne soit rempli de vers et d'emblèmes."")",0.9816539287567139
"('#picard', ""Et jamais Léontine n'a pu découvrir d'où tout cela venait ?"")","('#picard', ""Et jamais Léontine n'a pu découvrir d'où tout cela venait ?"")",1.0000001192092896
"('#rosalie', ""Jamais et je t'assure qu'elle n'y a rien épargné.  L'inconnu étendait ses attentions jusqu'à moi.  J'ai trouvé plus de trente fois,dans ma chambre, des robes, des bijoux, et différents présents ; tiens, cette bague est de lui."")","('#rosalie', ""Jamais, et je t'assure qu'elle n'y a rien épargné.  L'inconnu étendait ses attentions jusqu'à moi.  J'ai trouvé plus de trente fois, dans ma chambre, des robes, des bijoux, et différents présents ; tiens, cette bague est de lui."")",0.9948127269744873
"('#picard', ""Comment, diantre !  Voilà du solide, et l'on n'a pas même soupçonné ?..."")","('#picard', ""Comment, diantre !  Voilà du solide, et l'on n'a pas même soupçonné ?..."")",0.9999998807907104
"('#rosalie', 'Léontine s\'est en vain creusé la tête à ce sujet ; les soupçon d\'abord sont tombés sur tous les gens de la société qui l\'entouraient alors ; et puis elle disait : ""celui-là n\'a pas assez d\'esprit, celui-ci est trop fat et trop indiscret ; cet autre n\'est point assez passionné..."".  Enfin, après beaucoup de réflexions et de recherches, elle s\'est arrêtée à croire qu\'elle n\'a jamais connu ni vu cet amant singulier.')","('#rosalie', ""Léontine s'est en vain creusé la tête à ce sujet ; les soupçons d'abord son tombés sur tous les gens de la Société qui l'entouraient alors ; et puis elle disait : « celui-là n'a pas assez d'esprit ; celui-là est trop fat et trop indiscret ; cet autre n'est point assez passionné »...  Enfin, après beaucoup de réflexions et de recherches, elle s'est arrêtée à croire qu'elle n'a jamais connu ni vu cet amant singulier."")",0.9853419661521912
"('#picard', 'Et comment aurait-elle pu lui tourner la tête à cet excès ?')","('#picard', 'Et comment aurait-elle pu lui tourner la tête à cet excès ?')",1.0
"('#rosalie', ""Oh !  Il la connaît de réputation ; il l'aura vu aux spectacles ; il lui aura parlé au bal sans qu'elle s'en doute...  voilà ce que nous imaginons."")","('#rosalie', ""Oh !  Il la connaît de réputation ; il l'aura vue aux spectacles ; il lui aura parlé au bal sans qu'elle s'en doute...  Voilà ce que nous imaginons."")",0.996760368347168
"('#picard', 'Et cela dure depuis huit mois ?')","('#picard', 'Et cela dure depuis huit mois ?')",0.9999998807907104
"('#rosalie', ""Et cela durerait encore, si elle n'avait pas pris le parti de venir s'enterrer ici."")","('#rosalie', ""Et cela durerait encore, si elle n'avait pas pris le parti de venir s'enterrer ici."")",1.0
"('#picard', ""Il y a du merveilleux là-dedans.  Moi, je crois que c'est un sorcier."")","('#picard', ""Il y a du merveilleux là-dedans.  Moi, je crois que c'est un Sorcier."")",0.892828106880188
"('#rosalie', 'Fi donc !  Dis plutôt un génie...  Un Sylphe, à la bonne heure...  Mais, à ton tour, conte-moi donc un peu ce que vous êtes devenus pendant une si longue absence ?')","('#rosalie', 'Fi donc !  Dis plutôt un génie...  Un Sylphe, à la bonne heure...  Mais, à ton tour, conte-moi donc un peu ce que vous êtes devenus pendant une si longue absence ?')",1.000000238418579
"('#picard', ""Oh !  Mon histoire ne sera pas aussi jolie que la tienne.  D'abord, mon Maître a passé trois mois à son Régiment ; ensuite il a été dans sa terre de Picardie.  Là, il ne voyait personne ; il écrivait toute la journée, et puis quelquefois il partait brusquement tout seul, et ne revenait qu'au bout de huit, dix ou douze jours."")","('#picard', ""Oh !  Mon histoire ne sera pas aussi jolie que la tienne.  D'abord, mon Maître a passé trois mois à son Régiment ; ensuite il a été dans sa Terre de Picardie.  Là, il ne voyait personne ; il écrivait toute la journée, et puis quelquefois il partait brusquement tout seul, et ne revenait qu'au bout de huit, dix ou douze jours."")",0.9984114766120911
"('#rosalie', 'Comment !  Tout seul ?')","('#rosalie', 'Comment !  Tout seul ?')",0.9999998807907104
"('#picard', 'Absolument seul.')","('#picard', 'Absolument seul.')",1.0
"('#rosalie', 'Quel homme bizarre !')","('#rosalie', 'Quel homme bizarre !')",0.9999998807907104
"('#picard', ""Cela s'appelle un philosophe."")","('#picard', ""Cela s'appelle un Philosophe."")",0.8047488927841187
"('#rosalie', ""C'est dommage, avec une figure si intéressante, des manières si douces, si distinguées...  Mais, paix, taisons-nous.  Voilà ma maîtresse et Dorothée."")","('#rosalie', ""C'est dommage, avec une figure si intéressante, des manières si douces, si distinguées...  Mais, paix, taisons-nous.  Voilà ma Maîtresse et Dorothée."")",0.9724858999252319
"('#leontine', ""Rosalie, l'habit de Jeannette est-il fait ?  Sera-t-elle bien mise ?  Je vous prie de présider à sa toilette."")","('#leontine', ""Rosalie, l'habit de Jeannette est-il fait ?  Sera-t-elle bien mise ?  Je vous prie de présider à sa toilette."")",1.0000001192092896
"('#rosalie', 'Madame sera contente.')","('#rosalie', 'Madame sera contente.')",0.9999997615814209
"('#dorothee', 'Et Jeannette encore davantage.')","('#dorothee', 'Et Jeannette encore davantage.')",0.9999999403953552
"('#rosalie', 'Oh !  Elle est transportée ; il faut que ce soit une jolie chose que le mariage !')","('#rosalie', 'Oh !  Elle est transportée ; il faut que ce soit une jolie chose que le mariage !')",1.000000238418579
"('#leontine', ""Mais votre Maître n'arrive point ?"")","('#leontine', ""Mais votre Maître n'arrive point ?"")",1.0
"('#picard', 'En effet, il devrait être ici.')","('#picard', 'En effet il devrait être ici.')",0.9855146408081055
"('#leontine', 'Allez, Rosalie, dire à Jeannette que je signerai son contrat dans une heure. Rosalie et Picard sortent.')","('#leontine', 'Allez, Rosalie, dire à Jeannette que je signerai son contrat dans une heure. Rosalie et Picard sortent.')",1.0
"('#leontine', ""Cette noce me fait plaisir.  Il est si doux de faire du bien !  Cependant je me reproche d'avoir cédé si facilement à ma sensibilité, en unissant deux personnes qui vraisemblablement un jour m'en sauront mauvais gré."")","('#leontine', ""Cette noce me fait plaisir.  Il est si doux de faire du bien !  Cependant je me reproche d'avoir cédé si facilement à ma sensibilité, en unissant deux personnes qui vraisemblablement un jour m'en sauront mauvais gré."")",0.9999998211860657
"('#dorothee', ""Eh, mon_Dieu !  Toujours les mêmes idées, et tout cela d'après votre exemple.  Mais est-ce une raison de tirer une conséquence si générale ?"")","('#dorothee', ""Eh, mon_Dieu !  Toujours les mêmes idées, et tout cela d'après votre exemple.  Mais est-ce une raison de tirer une conséquence si générale ?"")",0.9999998807907104
"('#leontine', ""J'aimais, j'étais aimée, et vous savez quel fut mon destin !"")","('#leontine', ""J'aimais, j'étais aimée, et vous savez quel fut mon destin !"")",1.0000001192092896
"('#dorothee', 'Vous aimiez avec trop de délicatesse et de passion.  Susceptible, violente, inquiète, vous fîtes vous-même le malheur de votre vie.')","('#dorothee', 'Vous aimiez avec trop de délicatesse et de passion.  Susceptible, violente, inquiète, vous fîtes vous-même le malheur de votre vie.')",0.9999999403953552
"('#leontine', ""Il fallait me contenter d'un ami.  Je voyais chaque jour ses soins diminuer ; une tendresse indolente et paisible, succéder à cette passion si vive.  Sans objet de jalousie, sans raison aux yeux du monde, je devins fâcheuse, parce que je me trouvais à plaindre.  Bientôt je me rendis importune et désagréable.  J'éclatai ; on osa me parler en maître ; le ressentiment, la fierté se joignirent à l'amour mécontent, et je ne connus plus de bornes.  Sans le Vicomte, vous n'ignorez pas à quelles extrémités je me serais portée.  Enfin, je parvins à me faire haïr...  Ô souvenir cruel de ce temps affreux de discorde, de reproche mutuels !"")","('#leontine', ""Il fallait me contenter d'un ami.  Je voyais chaque jour ses soins diminuer ; une tendresse indolente et paisible, succéder à cette passion si vive.  Sans objet de jalousie, sans raison aux yeux du monde, je devins fâcheuse, parce que je me trouvais à plaindre.  Bientôt je me rendis importune et désagréable.  J'éclatai ; on osa me parler en maître ; le ressentiment, la fierté se joignirent à l'amour mécontent, et je ne connus plus de bornes.  Sans le Vicomte, vous n'ignorez pas à quelles extrémités je me serais portée.  Enfin, je parvins à me faire haïr...  Ô souvenir cruel de ce temps affreux de discorde, de reproches mutuels !"")",1.0000001192092896
"('#dorothee', ""Si l'on eût partagé l'excès de votre passion, quelle félicité eût égalé la vôtre !"")","('#dorothee', ""Si l'on eût partagé l'excès de votre passion, quelle félicité eût égalé la vôtre !"")",1.0
"('#leontine', ""Eh !  Voilà ce qui n'est pas possible.  Il m'aimait à sa manière, comme les hommes savent aimer, en me négligeant, en se livrant à toutes les vaines dissipations qui l'arrachaient d'auprès de moi.  Je n'avais qu'une affaire, qu'un objet, qu'une idée : c'était toujours lui.  Ah !  quelle était ma folie, d'oser attendre et d'exiger un retour que l'homme le plus sensible ne pourra jamais accorder !"")","('#leontine', ""Eh !  Voilà ce qui n'est pas possible.  Il m'aimait à sa manière, comme les hommes savent aimer, en me négligeant, en se livrant à toutes les vaines dissipations qui l'arrachaient d'auprès de moi.  Je n'avais qu'une affaire, qu'un objet, qu'une idée : c'était toujours lui.  Ah !  Quelle était ma folie, d'oser attendre et d'exiger un retour que l'homme le plus sensible ne pourra jamais accorder !"")",0.9997625350952148
"('#dorothee', ""Voilà l'opinion que je combats.  Je conviens qu'il n'avait pas une âme assez délicate, assez passionnée pour la vôtre : mais croyez qu'il en existe.  Vous jugez des hommes avec trop de prévention.  La sensibilité ne nous serait-elle donnée que pour faire des ingrats ?  Non, cela ne peut être.  Par exemple, pensez-vous que cet inconnu, qui vous poursuit depuis si longtemps, ne soit pas capable d'une constance, d'une délicatesse, d'une passion qui surpasse tout ce qu'on a jamais vu ?"")","('#dorothee', ""Voilà l'opinion que je combats.  Je conviens qu'il n'avait pas une âme assez délicate, assez passionnée pour la vôtre : mais croyez qu'il en existe.  Vous jugez des hommes avec trop de prévention.  La sensibilité ne nous serait -elle donnée que pour faire des ingrats ?  Non, cela ne peut-être.  Par exemple, pensez-vous que cet Inconnu, qui vous poursuit depuis si longtemps, ne soit pas capable d'une constance, d'une délicatesse, d'une passion qui surpasse tout ce qu'on n'a jamais vu ?"")",0.9855234026908875
"('#leontine', ""Il y a de l'exagération dans cet éloge."")","('#leontine', ""Il y a de l'exagération dans cet éloge."")",0.9999999403953552
"('#dorothee', ""Il y aurait de l'injustice à ne le lui pas accorder.  Réfléchissez à sa conduite.  Il vous déclare qu'il vous aime depuis plus de huit ans ; il n'ose l'avouer que deux ans après votre veuvage.  D'abord, il respecta votre vertu, ensuite votre douleur ; quelle bienséance, quelle honnêteté !  Enfin, il fait parler ses soins ; mais connaissant votre éloignement invincible pour un nouvel engagement, il vous proteste qu'il est sans espérance ; qu'il est décidé à ne jamais se nommer et que le bonheur qu'il éprouve à vous entretenir de sa passion, lui suffit et le dédommage de toutes les peines que vous lui avez causées.  Joignez à tout cela une galanterie, une grâce, une occupation de vous si continuelle, si constante.  En vérité, je vous admire, d'être si froide à cet égard : pour moi, je sens qu'il y a longtemps que la curiosité m'aurait conduite à l'intérêt le plus pressant et le plus vif."")","('#dorothee', ""Il y aurait de l'injustice à ne le lui pas accorder.  Réfléchissez à sa conduite.  Il vous déclare qu'il vous aime depuis plus de huit ans ; il n'ose l'avouer que deux ans après votre veuvage.  D'abord, il respecta votre vertu, ensuite votre douleur ; quelle bienséance, quelle honnêteté !  Enfin, il fait parler ses soins ; mais connaissant votre éloignement invincible pour un nouvel engagement, il vous proteste qu'il est sans espérance ; qu'il est décidé à ne jamais se nommer, et que le bonheur qu'il éprouve à vous entretenir de sa passion, lui suffit et le dédommage de toutes les peines que vous lui avez causées.  Joignez à tout cela une galanterie, une grâce, une occupation de vous si continuelle, si constante.  En vérité, je vous admire, d'être si froide à cet égard : pour moi, je sens qu'il y a longtemps que la curiosité m'aurait conduite à l'intérêt le plus pressant et le plus vif."")",0.9939825534820557
"('#leontine', ""Qui ?  Moi, j'aimerais encore ?  Ah !  Cette idée me rappelle des maux à peine effacés par le temps ; il me semble qu'elle rouvre toutes les blessures de mon coeur.  Ce triste coeur est épuisé ; il abjure à jamais un sentiment qui n'est plus fait pour lui.  J'ai vingt cinq ans ; je suis libre, je veux conserver du moins ce seul avantage qui me reste et au défaut du bonheur, qui n'est qu'une chimère, chercher la paix et la goûter si je puis."")","('#leontine', ""Qui ?  Moi, j'aimerais encore ?  Ah !  Cette idée me rappelle des maux à peine effacés par le temps ; il me semble qu'elle rouvre toutes les blessures de mon coeur.  Ce triste coeur est épuisé ; il abjure à jamais un sentiment qui n'est plus fait pour lui.  J'ai vingt-cinq ans ; je suis libre, je veux conserver du moins ce seul avantage qui me reste, et au défaut du bonheur, qui n'est qu'une chimère, chercher la paix, et la goûter si je puis."")",0.9955733418464661
"('#dorothee', ""Vous le dirai-je ?  Jamais, depuis dix-huit mois, je ne vous vis, comme à présent, dans une situation moins tranquille.  Une sombre mélancolie vous consume en secret ; votre âme active et passionnée a besoin d'un sentiment violent.  Cette retraite profonde où vous vous ensevelissez m'effraie pour vous ; elle nourrira des souvenirs et des réflexions dont il aurait fallu vous distraire.  Il faut apporter la paix dans la solitude, et non venir l'y chercher."")","('#dorothee', ""Vous le dirai-je ?  Jamais, depuis dix-huit mois, je ne vous vis, comme à présent, dans une situation moins tranquille.  Une sombre mélancolie vous consume en secret ; votre âme active et passionnée a besoin d'un sentiment violent.  Cette retraite profonde où vous vous ensevelissez, m'effraie pour vous ; elle nourrira des souvenirs et des réflexions dont il aurait fallu vous distraire.  Il faut apporter la paix dans la solitude, et non venir l'y chercher."")",0.9993959069252014
