id,Name,id_similar,Name_similar,Intersection,Distances,Renamings,Alignment Pair frequencies
fre000381,corneillet-medee,fre001183,quinault-thesee,"[""lechoeur"", ""unhabitant"", ""deuxbergeres"", ""medee"", ""arcas"", ""cleone""]",0.5000001192092896,"{('aegle2', 'creuse1')}","defaultdict(<class 'int'>, {('creuse1', 'aegle2'): 1})"
fre000398,crebillon-catilina,fre001441,voltaire-rome-sauvee,"[""catilina"", ""lentulus"", ""ciceron"", ""caton"", ""crassus"", ""cethegus""]",1.2310045957565308,"{('ciceron2', 'lentulus1'), ('catilina2', 'catilina1')}","defaultdict(<class 'int'>, {('catilina1', 'catilina2'): 3, ('lentulus1', 'ciceron2'): 3, ('catilina1', 'cesar2'): 2, ('lentulus1', 'caton2'): 1, ('probus1', 'ciceron2'): 2, ('catilina1', 'clodius2'): 1, ('catilina1', 'aurelie2'): 1})"
fre000420,cubieres-palmezeaux-mort-de-moliere-3a,fre000421,cubieres-palmezeaux-mort-de-moliere-4a,"[""moliere"", ""lesbin"", ""chapelle"", ""laforet"", ""lamoliere"", ""isabelle"", ""baron"", ""lesemainier"", ""angelique"", ""cleante"", ""ledocteur"", ""ledomestique"", ""montausier"", ""pirlon""]",104.75239748880267,"{('laforet1', 'laforet2'), ('isabelle1', 'isabelle2'), ('moliere2', 'moliere1'), ('le-domestique1', 'le-domestique2'), ('pirlon1', 'pirlon2'), ('le-docteur1', 'le-docteur2'), ('le-semainier2', 'le-semainier1'), ('la-moliere1', 'la-moliere2'), ('baron1', 'baron2'), ('isabelle angelique2', 'isabelle angelique1'), ('le-garçon-de-theatre1', 'le-garçon2'), ('chapelle1', 'chapelle2'), ('lesbin1', 'lesbin2'), ('montausier1', 'montausier2')}","defaultdict(<class 'int'>, {('moliere1', 'moliere2'): 87, ('lesbin1', 'lesbin2'): 4, ('chapelle1', 'chapelle2'): 37, ('laforet1', 'laforet2'): 12, ('chapelle1', 'laforet2'): 1, ('laforet1', 'moliere2'): 1, ('moliere1', 'chapelle2'): 1, ('le-garçon-de-theatre1', 'le-garçon2'): 2, ('la-moliere1', 'la-moliere2'): 33, ('isabelle1', 'isabelle2'): 35, ('la-moliere1', 'moliere2'): 1, ('baron1', 'baron2'): 28, ('le-semainier1', 'le-semainier2'): 1, ('isabelle1', 'moliere2'): 4, ('baron1', 'isabelle angelique2'): 2, ('moliere1', 'baron cleante2'): 2, ('baron1', 'moliere2'): 3, ('moliere1', 'baron2'): 1, ('isabelle angelique1', 'isabelle angelique2'): 2, ('baron cleante1', 'isabelle angelique2'): 1, ('baron cleante1', 'baron2'): 1, ('isabelle angelique1', 'moliere2'): 1, ('le-docteur1', 'le-docteur2'): 13, ('chapelle1', 'moliere2'): 1, ('le-domestique1', 'le-domestique2'): 1, ('montausier1', 'montausier2'): 16, ('pirlon1', 'pirlon2'): 11})"
fre000434,dancourt-comedie-comediens,fre001210,regnard-divorce,"[""unlaquais"", ""isabelle"", ""mezzetin"", ""jupiter"", ""pierrot"", ""mercure"", ""lechevalier""]",0.49548375606536865,"{('le-laquais2', 'le-docteur1')}","defaultdict(<class 'int'>, {('le-docteur1', 'le-laquais2'): 1})"
fre000436,dancourt-deroute-pharaon,fre000437,dancourt-desolation-des-joueuses,"[""lacomtesse"", ""clitandre"", ""lecaissier"", ""lintendante"", ""eraste"", ""lemarquis"", ""merlin""]",14.548643738031387,"{('clitandre2', 'clitandre1'), ('eraste1', 'eraste2'), ('celide1', 'angelique2'), ('le-caissier2', 'le-caissier1'), ('belise1', 'dorimene2'), ('la-marquise1', 'l-intendante2'), ('marton1', 'lisette2'), ('la-comtesse1', 'la-comtesse2')}","defaultdict(<class 'int'>, {('la-marquise1', 'l-intendante2'): 6, ('belise1', 'dorimene2'): 10, ('la-comtesse1', 'la-comtesse2'): 8, ('le-caissier1', 'le-caissier2'): 14, ('clitandre1', 'clitandre2'): 8, ('l-intendante1', 'l-intendante2'): 1, ('le-caissier1', 'la-comtesse2'): 1, ('belise1', 'la-comtesse2'): 1, ('eraste1', 'eraste2'): 7, ('eraste1', 'dorimene2'): 1, ('la-marquise1', 'lisette2'): 1, ('eraste1', 'lisette2'): 1, ('celide1', 'angelique2'): 1, ('marton1', 'lisette2'): 2})"
fre000437,dancourt-desolation-des-joueuses,fre000445,dancourt-femme-d-intrigues,"[""lisette"", ""angelique"", ""dorante"", ""unlaquais"", ""eraste"", ""lemarquis"", ""lechevalier""]",0.49574029445648193,"{('gabrillon2', 'merlin1')}","defaultdict(<class 'int'>, {('merlin1', 'gabrillon2'): 1})"
fre000438,dancourt-diable-boiteux,fre000445,dancourt-femme-d-intrigues,"[""angelique"", ""unlaquais"", ""eraste"", ""leandre"", ""cascaret"", ""lecommissaire""]",0.5,"{('le-marquis2', 'lepine1')}","defaultdict(<class 'int'>, {('lepine1', 'le-marquis2'): 1})"
fre000462,dancourt-metempsychose,fre000536,dufresny-adieux-des-officiers,"[""mercure"", ""bacchus"", ""lamour"", ""jupiter"", ""junon"", ""venus""]",0.308637797832489,"{('vulcain2', 'corine1'), ('junon2', 'faunus1')}","defaultdict(<class 'int'>, {('faunus1', 'junon2'): 1, ('corine1', 'vulcain2'): 1})"
fre000462,dancourt-metempsychose,fre000819,la-fontaine-daphne,"[""mercure"", ""bacchus"", ""lamour"", ""thalie"", ""jupiter"", ""philis"", ""venus""]",0.41484934091567993,"{('leucippe2', 'faunus1'), ('apollon2', 'corine1')}","defaultdict(<class 'int'>, {('faunus1', 'leucippe2'): 1, ('corine1', 'apollon2'): 1, ('philene1', 'leucippe2'): 1})"
fre000477,de-caux-marius,fre000760,henault-marius-a-cirte,"[""cethegus"", ""marius"", ""arisbe"", ""phenice"", ""caiusmarius"", ""numerius"", ""hiempsal"", ""nerbal""]",102.05703914165497,"{('arisbe2', 'arisbe1'), ('cethegus1', 'cethegus2'), ('phenice1', 'phenice2'), ('hiempsal1', 'hiempsal2'), ('nerbal1', 'nerbal2'), ('caïus-marius1', 'caius-marius2'), ('numerius1', 'nemurius2'), ('marius-fils1', 'marius2')}","defaultdict(<class 'int'>, {('cethegus1', 'cethegus2'): 10, ('marius1', 'marius2'): 20, ('arisbe1', 'arisbe2'): 48, ('phenice1', 'phenice2'): 4, ('caïus-marius1', 'caius-marius2'): 40, ('numerius1', 'nemurius2'): 7, ('numerius1', 'numerius2'): 3, ('hiempsal1', 'hiempsal2'): 35, ('marius-fils1', 'marius2'): 30, ('nerbal1', 'nerbal2'): 8})"
fre000497,diderot-est-il-bon-est-il-mechant,fre000501,diderot-piece-prologue,"[""madamedechepy"", ""picard"", ""mademoisellebeaulieu"", ""flamand"", ""monsieurhardouin"", ""lelaquais"", ""madamebertrand"", ""monsieurdesurmont"", ""monsieurpoultier"", ""tousensemble""]",77.23331995308399,"{('monsieur-des-renardeaux1', 'monsieur-renardeau2'), ('picard1', 'picard2'), ('monsieur-hardouin2', 'monsieur-hardouin1'), ('flamand1', 'flamand2'), ('mademoiselle-beaulieu1', 'mademoiselle-beaulieu2'), ('le-laquais1', 'le-laquais2'), ('madame-de-chepy1', 'madame-de-chepy2'), ('madame-bertrand1', 'madame-bertrand2')}","defaultdict(<class 'int'>, {('mademoiselle-beaulieu1', 'mademoiselle-beaulieu2'): 16, ('madame-de-chepy1', 'madame-de-chepy2'): 41, ('picard1', 'picard2'): 2, ('flamand1', 'flamand2'): 9, ('madame-de-chepy1', 'flamand2'): 1, ('monsieur-hardouin1', 'monsieur-hardouin2'): 90, ('monsieur-hardouin1', 'madame-de-chepy2'): 1, ('le-laquais1', 'le-laquais2'): 10, ('monsieur-hardouin1', 'le-laquais2'): 1, ('le-laquais1', 'monsieur-hardouin2'): 1, ('madame-bertrand1', 'madame-bertrand2'): 29, ('monsieur-hardouin1', 'madame-bertrand2'): 3, ('monsieur-des-renardeaux1', 'monsieur-renardeau2'): 27, ('monsieur-hardouin1', 'monsieur-renardeau2'): 1})"
fre000504,donneau-de-vise-amours-du-soleil,fre000526,dorneval-jugement-de-paris,"[""lamour"", ""venus"", ""pallas"", ""mercure"", ""ladiscorde"", ""jupiter""]",0.49001145362854004,"{('junon2', 'clitie1')}","defaultdict(<class 'int'>, {('clitie1', 'junon2'): 1})"
fre000526,dorneval-jugement-de-paris,fre001168,quinault-cadmus-hermione,"[""jupiter"", ""venus"", ""lamour"", ""lhymen"", ""junon"", ""pallas""]",0.4923909902572632,"{('cadmus2', 'jupiter1')}","defaultdict(<class 'int'>, {('jupiter1', 'cadmus2'): 1})"
fre000533,dufresny-regnard-chinois,fre000540,dufresny-depart-des-comediens,"[""lecomedien"", ""pierrot"", ""colombine"", ""mezzetin"", ""arlequin"", ""octave""]",0.5,"{('arlequin2', 'roquillard1')}","defaultdict(<class 'int'>, {('roquillard1', 'arlequin2'): 1})"
fre000533,dufresny-regnard-chinois,fre001207,regnard-coquette,"[""pierrot"", ""isabelle"", ""colombine"", ""mezzetin"", ""arlequin"", ""octave""]",0.5,"{('nigaudin2', 'roquillard1')}","defaultdict(<class 'int'>, {('roquillard1', 'nigaudin2'): 1})"
fre000536,dufresny-adieux-des-officiers,fre000819,la-fontaine-daphne,"[""lamour"", ""venus"", ""cupidon"", ""mercure"", ""momus"", ""lesdieux"", ""jupiter"", ""diane"", ""bacchus""]",0.26479583978652954,"{('penee2', 'cupidon1'), ('apidame2', 'venus1')}","defaultdict(<class 'int'>, {('venus1', 'apidame2'): 1, ('cupidon1', 'penee2'): 1})"
fre000536,dufresny-adieux-des-officiers,fre001023,moliere-psyche,"[""lamour"", ""mars"", ""venus"", ""vulcain"", ""jupiter"", ""bacchus""]",0.34447139501571655,"{('psyche2', 'cupidon1'), ('aglaure2', 'venus1')}","defaultdict(<class 'int'>, {('venus1', 'aglaure2'): 1, ('cupidon1', 'psyche2'): 1})"
fre000536,dufresny-adieux-des-officiers,fre000845,la-motte-carnaval-folie,"[""venus"", ""plutus"", ""mercure"", ""momus"", ""jupiter"", ""bacchus""]",0.24052482843399048,"{('momus2', 'cupidon1'), ('mercure2', 'venus1')}","defaultdict(<class 'int'>, {('venus1', 'mercure2'): 1, ('cupidon1', 'momus2'): 1})"
fre000537,dufresny-chevalier-joueur,fre001214,regnard-joueur,"[""valere"", ""nerine"", ""angelique"", ""lacomtesse"", ""dorante"", ""lemarquis""]",0.5,"{('dorante2', 'frontin1')}","defaultdict(<class 'int'>, {('frontin1', 'dorante2'): 1})"
fre000540,dufresny-depart-des-comediens,fre001032,mongin-promenades-de-paris,"[""arlequin"", ""colombine"", ""leandre"", ""pierrot"", ""octave"", ""mezzetin""]",0.496277391910553,"{('arlequin2', 'arlequin1')}","defaultdict(<class 'int'>, {('arlequin1', 'arlequin2'): 1})"
fre000540,dufresny-depart-des-comediens,fre001207,regnard-coquette,"[""arlequin"", ""colombine"", ""pierrot"", ""octave"", ""pasquariel"", ""mezzetin""]",0.5291537642478943,"{('arlequin2', 'arlequin1'), ('seconde-bohemienne2', 'octave1')}","defaultdict(<class 'int'>, {('octave1', 'seconde-bohemienne2'): 1, ('arlequin1', 'arlequin2'): 1})"
fre000558,dumaniant-francais-en-huronie,fre000559,dumaniant-francais-en-huronie-1787,"[""frontin"", ""valcour"", ""lafleur"", ""dorval"", ""zamire"", ""lesauvage""]",53.823946326971054,"{('frontin2', 'frontin1'), ('le-sauvage1', 'le-sauvage2'), ('dorval1', 'dorval2'), ('la-fleur1', 'la-fleur2'), ('zamire1', 'zamire2'), ('valcour2', 'valcour1')}","defaultdict(<class 'int'>, {('dorval1', 'dorval2'): 1, ('la-fleur1', 'la-fleur2'): 19, ('frontin1', 'frontin2'): 47, ('valcour1', 'valcour2'): 1, ('zamire1', 'zamire2'): 27, ('le-sauvage1', 'le-sauvage2'): 24})"
fre000656,fuzelier-enfer-galant,fre000819,la-fontaine-daphne,"[""bacchus"", ""melpomene"", ""apollon"", ""venus"", ""diane"", ""lechoeur"", ""choeurdesdieux""]",0.2529548406600952,"{('clymene2', 'venus1')}","defaultdict(<class 'int'>, {('venus1', 'clymene2'): 1})"
fre000680,garnier-bradamante,fre000804,la-calprenede-bradamante,"[""aymon"", ""renaud"", ""bradamante"", ""leon"", ""roger"", ""marphise"", ""charles"", ""ambassadeurs""]",0.755228579044342,"{('leon2', 'charlemagne1'), ('leon1', 'roger2')}","defaultdict(<class 'int'>, {('roger1', 'roger2'): 1, ('bradamante1', 'leon2'): 1, ('leon1', 'roger2'): 1, ('charlemagne1', 'leon2'): 2, ('bradamante1', 'roger2'): 1})"
fre000685,genlis-amant-anonyme,fre001653,colle-l-amant-anonyme,"[""ophemon"", ""rosalie"", ""picard"", ""leontine"", ""dorothee"", ""levicomte"", ""jeannette"", ""colin""]",316.91082115471363,"{('colin1', 'colin2'), ('le-vicomte1', 'le-vicomte2'), ('picard1', 'picard2'), ('rosalie1', 'rosalie2'), ('ophemon1', 'ophemon2'), ('dorothee1', 'dorothee2'), ('jeannette1', 'jeannette2'), ('leontine2', 'leontine1')}","defaultdict(<class 'int'>, {('ophemon1', 'ophemon2'): 69, ('rosalie1', 'rosalie2'): 48, ('picard1', 'picard2'): 22, ('leontine1', 'leontine2'): 247, ('dorothee1', 'dorothee2'): 99, ('le-vicomte1', 'le-vicomte2'): 125, ('le-vicomte1', 'leontine2'): 3, ('dorothee1', 'le-vicomte2'): 6, ('leontine1', 'rosalie2'): 1, ('jeannette1', 'jeannette2'): 28, ('colin1', 'colin2'): 19, ('picard1', 'rosalie2'): 1, ('rosalie1', 'jeannette2'): 1, ('leontine1', 'dorothee2'): 1, ('leontine1', 'le-vicomte2'): 1, ('rosalie1', 'tous2'): 1})"
fre000753,guimont-de-la-touche-iphigenie,fre001875,favard-voisenon-la-petite-iphigenie,"[""iphigenie"", ""ismenie"", ""eumene"", ""thoas"", ""oreste"", ""lesclave"", ""arbas""]",0.56277996301651,"{('iphigenie2', 'iphigenie1'), ('thoas1', 'eumene2')}","defaultdict(<class 'int'>, {('thoas1', 'iphigenie2'): 1, ('thoas1', 'eumene2'): 1, ('iphigenie1', 'iphigenie2'): 1})"
fre000818,la-fontaine-climene,fre000839,la-harpe-muses-rivales,"[""erato"", ""uranie"", ""apollon"", ""melpomene"", ""thalie"", ""clio"", ""calliope""]",0.389831006526947,"{('erato2', 'erato1'), ('uranie2', 'apollon1'), ('thalie2', 'uranie1')}","defaultdict(<class 'int'>, {('erato1', 'erato2'): 1, ('apollon1', 'uranie2'): 1, ('uranie1', 'thalie2'): 1})"
fre000818,la-fontaine-climene,fre001624,cahusac-l-algerien,"[""uranie"", ""apollon"", ""polymnie"", ""melpomene"", ""thalie"", ""clio"", ""calliope""]",0.5962486863136292,"{('osmin2', 'apollon1'), ('d-oberval2', 'acanthe1')}","defaultdict(<class 'int'>, {('acanthe1', 'd-oberval2'): 1, ('apollon1', 'osmin2'): 1})"
fre000819,la-fontaine-daphne,fre000845,la-motte-carnaval-folie,"[""jupiter"", ""venus"", ""momus"", ""choeur"", ""lechoeur"", ""bacchus"", ""mercure""]",0.4332336187362671,"{('la-folie2', 'daphne1'), ('le-carnaval2', 'tharsis1')}","defaultdict(<class 'int'>, {('daphne1', 'momus2'): 1, ('tharsis1', 'le-carnaval2'): 1, ('daphne1', 'la-folie2'): 1})"
fre000819,la-fontaine-daphne,fre001023,moliere-psyche,"[""jupiter"", ""venus"", ""choeur"", ""lamour"", ""apollon"", ""bacchus""]",0.7159505486488342,"{('heures1', 'le-dieu-du-fleuve2'), ('venus2', 'leucippe1'), ('psyche2', 'apollon1')}","defaultdict(<class 'int'>, {('leucippe1', 'l-amour2'): 1, ('daphne-1', 'psyche2'): 1, ('heures1', 'le-dieu-du-fleuve2'): 1, ('apollon1', 'psyche2'): 2, ('leucippe1', 'venus2'): 2})"
fre000819,la-fontaine-daphne,fre001176,quinault-isis,"[""jupiter"", ""choeur"", ""apollon"", ""deuxbergers"", ""lechoeur"", ""tousensemble"", ""melpomene"", ""thalie"", ""mercure""]",0.3676225543022156,"{('hierax2', 'tharsis1')}","defaultdict(<class 'int'>, {('tharsis1', 'hierax2'): 1, ('daphne1', 'hierax2'): 1})"
fre000819,la-fontaine-daphne,fre001179,quinault-proserpine,"[""jupiter"", ""nymphes"", ""lechoeur"", ""lechoeur"", ""tousensemble"", ""mercure""]",0.42596638202667236,"{('pluton2', 'penee1'), ('choeur-des-ombres2', 'amour1'), ('les-choeurs2', 'venus1')}","defaultdict(<class 'int'>, {('amour1', 'choeur-des-ombres2'): 1, ('venus1', 'les-choeurs2'): 1, ('penee1', 'pluton2'): 1})"
fre000819,la-fontaine-daphne,fre001439,voltaire-pandore,"[""jupiter"", ""promethee"", ""lesdieux"", ""choeurdesdieux"", ""choeur"", ""lamour"", ""nymphes"", ""lechoeur"", ""mercure""]",0.42985546588897705,"{('encelade2', 'apollon1'), ('promethee2', 'leucippe1')}","defaultdict(<class 'int'>, {('leucippe1', 'pandore2'): 1, ('apollon1', 'encelade2'): 1, ('leucippe1', 'promethee2'): 1})"
fre000819,la-fontaine-daphne,fre000993,moliere-amants-magnifiques,"[""venus"", ""choeur"", ""apollon"", ""tous"", ""lechoeur"", ""tousensemble""]",0.43177157640457153,"{('le-choeur2', 'apollon1'), ('apollon2', 'un-poete-heroïque1')}","defaultdict(<class 'int'>, {('apollon1', 'le-choeur2'): 1, ('un-poete-heroïque1', 'apollon2'): 1})"
fre000819,la-fontaine-daphne,fre001178,quinault-persee,"[""venus"", ""choeur"", ""lamour"", ""lechoeur"", ""tousensemble"", ""mercure""]",0.4370890259742737,"{('cephee2', 'apollon1'), ('cassiope2', 'leucippe1')}","defaultdict(<class 'int'>, {('apollon1', 'cephee2'): 2, ('leucippe1', 'cassiope2'): 2})"
fre000819,la-fontaine-daphne,fre001183,quinault-thesee,"[""venus"", ""minerve"", ""choeur"", ""lechoeur"", ""bacchus"", ""tousensemble""]",0.34391534328460693,"{('venus2', 'penee1'), ('mars2', 'venus1')}","defaultdict(<class 'int'>, {('venus1', 'mars2'): 1, ('penee1', 'venus2'): 1})"
fre000819,la-fontaine-daphne,fre001162,quinault-alceste,"[""choeur"", ""apollon"", ""tous"", ""lechoeur"", ""tousensemble"", ""diane""]",0.27114248275756836,"{('licas2', 'tharsis1')}","defaultdict(<class 'int'>, {('tharsis1', 'licas2'): 1})"
fre000819,la-fontaine-daphne,fre001166,quinault-atys,"[""choeur"", ""nymphes"", ""fleuves"", ""lechoeur"", ""heures"", ""melpomene""]",0.5000001192092896,"{('doris idas2', 'leucippe1')}","defaultdict(<class 'int'>, {('leucippe1', 'doris idas2'): 1})"
fre000839,la-harpe-muses-rivales,fre001624,cahusac-l-algerien,"[""uranie"", ""thalie"", ""calliope"", ""clio"", ""melpomene"", ""apollon""]",0.3140995502471924,"{('d-oberval2', 'thalie1'), ('clarice2', 'uranie1')}","defaultdict(<class 'int'>, {('uranie1', 'clarice2'): 1, ('thalie1', 'd-oberval2'): 1})"
fre000858,leclerc-iphigenie,fre001251,rotrou-iphigenie,"[""oronte"", ""agamemnon"", ""menelas"", ""ulysse"", ""achille"", ""clytemnestre"", ""iphigenie""]",1.6247966289520264,"{('iphigenie2', 'iphigenie1'), ('agamemnon2', 'agamemnon1')}","defaultdict(<class 'int'>, {('iphigenie1', 'iphigenie2'): 3, ('agamemnon1', 'agamemnon2'): 3})"
fre000913,mareschala-genereuse-allemande,fre000914,mareschala-genereuse-allemande-2,"[""aristandre"", ""adraste"", ""camille"", ""roseline"", ""cloriande"", ""coryleon""]",0.8496155142784119,"{('roseline1', 'cloriande2'), ('coryleon2', 'aristandre1')}","defaultdict(<class 'int'>, {('aristandre1', 'coryleon2'): 4, ('roseline1', 'cloriande2'): 3})"
fre000958,marolles-avaricieux,fre001128,plaute-aululaire,"[""euclion"", ""staphyla"", ""megadore"", ""strobile"", ""pythodicus"", ""lyconide""]",39.11233061552048,"{('eunomia1', 'eunomie2'), ('phedria2', 'phaedria1'), ('pythodicus2', 'pythodicus1'), ('congrio1', 'congrion2'), ('lar1', 'le-dieu-lare2'), ('megadore1', 'megadore2'), ('antrax1', 'anthrax2'), ('strobile1', 'strobile2'), ('staphyla1', 'staphyla2'), ('euclion2', 'euclion1'), ('lyconide1', 'lyconide2')}","defaultdict(<class 'int'>, {('lar1', 'le-dieu-lare2'): 1, ('euclion1', 'euclion2'): 135, ('staphyla1', 'staphyla2'): 17, ('staphyla1', 'euclion2'): 1, ('eunomia1', 'eunomie2'): 20, ('megadore1', 'megadore2'): 68, ('euclion1', 'megadore2'): 1, ('strobile1', 'strobile2'): 82, ('congrio1', 'congrion2'): 32, ('strobile1', 'anthrax2'): 1, ('strobile1', 'congrion2'): 3, ('antrax1', 'strobile2'): 1, ('congrio1', 'anthrax2'): 3, ('antrax1', 'congrion2'): 2, ('antrax1', 'anthrax2'): 2, ('staphyla1', 'congrion2'): 1, ('pythodicus1', 'pythodicus2'): 1, ('congrio1', 'euclion2'): 2, ('strobile1', 'euclion2'): 1, ('euclion1', 'strobile2'): 1, ('lyconide1', 'lyconide2'): 71, ('phaedria1', 'phedria2'): 1, ('eunomia1', 'lyconide2'): 1, ('strobile1', 'eunomie2'): 1, ('euclion1', 'lyconide2'): 2, ('lyconide1', 'strobile2'): 1, ('lyconide1', 'les-correcteurs2'): 1, ('eunomia1', 'euclion2'): 1})"
fre000976,moissy-gourmandes,fre000988,moissy-poupee,"[""caroline"", ""josephine"", ""lepetitdulac"", ""dulac"", ""monsieurdulac"", ""fanchette""]",46.97950083017349,"{('dulac1', 'dulac2'), ('monsieur-dulac1', 'monsieur-dulac2'), ('le-petit-dulac2', 'le-petit-dulac1'), ('caroline2', 'caroline1'), ('caroline josephine1', 'caroline josephine2'), ('josephine1', 'josephine2'), ('fanchette1', 'fanchette2')}","defaultdict(<class 'int'>, {('caroline1', 'caroline2'): 27, ('josephine1', 'josephine2'): 24, ('le-petit-dulac1', 'le-petit-dulac2'): 2, ('dulac1', 'dulac2'): 12, ('monsieur-dulac1', 'monsieur-dulac2'): 13, ('fanchette1', 'fanchette2'): 14, ('caroline josephine1', 'caroline josephine2'): 2})"
fre000977,moissy-goute,fre000985,moissy-petit-paysan,"[""monsieurblandineau"", ""madameblandineau"", ""madamebeandineau"", ""lepetitblandineau"", ""jannot"", ""lapetiteblandineau""]",28.999998927116394,"{('jannot1', 'jannot2'), ('le-petit-blandineau2', 'le-petit-blandineau1'), ('monsieur-blandineau2', 'monsieur-blandineau1'), ('madame-beandineau1', 'madame-beandineau2'), ('la-petite-blandineau1', 'la-petite-blandineau2'), ('madame-blandineau1', 'madame-blandineau2')}","defaultdict(<class 'int'>, {('monsieur-blandineau1', 'monsieur-blandineau2'): 16, ('madame-blandineau1', 'madame-blandineau2'): 13, ('madame-beandineau1', 'madame-beandineau2'): 1, ('le-petit-blandineau1', 'le-petit-blandineau2'): 12, ('jannot1', 'jannot2'): 12, ('la-petite-blandineau1', 'la-petite-blandineau2'): 4})"
fre000993,moliere-amants-magnifiques,fre001162,quinault-alceste,"[""eole"", ""choeur"", ""tous"", ""tousensemble"", ""lechoeur"", ""apollon""]",0.2526196241378784,"{('alcide2', 'sostrate1')}","defaultdict(<class 'int'>, {('sostrate1', 'alcide2'): 1})"
fre000993,moliere-amants-magnifiques,fre001183,quinault-thesee,"[""choeur"", ""bergers"", ""venus"", ""lapretresse"", ""tousensemble"", ""lechoeur""]",0.5000001192092896,"{('aegle2', 'sostrate1')}","defaultdict(<class 'int'>, {('sostrate1', 'aegle2'): 1})"
fre000993,moliere-amants-magnifiques,fre001173,quinault-fetes-amour-bacchus,"[""tircis"", ""menandre"", ""caliste"", ""tous"", ""climene"", ""tousensemble"", ""lechoeur""]",13.018908351659775,"{('lycaste1', 'licaste2'), ('philinte1', 'forestan2'), ('fosrestan2', 'premier-satyre1'), ('caliste1', 'caliste2'), ('tircis lycaste menandre1', 'menandre licaste tircis2'), ('lycaste menandre1', 'caliste menandre2'), ('tircis2', 'tircis1'), ('menandre1', 'menandre2'), ('silvandre2', 'deuxieme-satyre1'), ('tous2', 'tous1')}","defaultdict(<class 'int'>, {('tircis1', 'tircis2'): 15, ('lycaste1', 'licaste2'): 5, ('menandre1', 'menandre2'): 3, ('lycaste menandre1', 'licastre menandre2'): 1, ('lycaste menandre1', 'caliste menandre2'): 4, ('lycaste1', 'tircis2'): 1, ('lycaste1', 'climene2'): 2, ('lycaste1', 'caliste2'): 2, ('menandre1', 'climene2'): 1, ('menandre1', 'caliste2'): 1, ('tircis1', 'climene2'): 1, ('caliste1', 'caliste2'): 6, ('tircis lycaste menandre1', 'menandre licaste tircis2'): 2, ('lycaste menandre1', 'licaste menandre2'): 1, ('premier-satyre1', 'forestan2'): 1, ('deuxieme-satyre1', 'silvandre2'): 2, ('premier-satyre1', 'fosrestan2'): 1, ('tous1', 'tous2'): 1, ('philinte1', 'forestan2'): 1})"
fre000997,moliere-bourgeois-gentilhomme,fre001173,quinault-fetes-amour-bacchus,"[""tous"", ""hommedubelair"", ""autrehommedubelair"", ""femmedubelair"", ""autrefemmedubelair"", ""autregascon"", ""lesuisse"", ""vieuxbourgeoisbabillard""]",0.391541063785553,"{('monsieur-jourdain1', 'forestan2'), ('silvandre2', 'nicole1')}","defaultdict(<class 'int'>, {('nicole1', 'silvandre2'): 2, ('monsieur-jourdain1', 'forestan2'): 1})"
fre001001,moliere-divertissement-chambord,fre001020,moliere-monsieur-pourceaugnac,"[""premierevoix"", ""deuxiemevoix"", ""troisiemevoix"", ""lavocatbredouilleur"", ""legyptienne"", ""choeurdesmusiciens"", ""legyptien"", ""lepetitchoeur"", ""tousensemble""]",0.9171354174613953,"{('l-avocat-trainant2', 'l-avocat1'), ('l-avocat-bredouilleur2', 'l-avocat-bredouilleur1')}","defaultdict(<class 'int'>, {('l-avocat1', 'l-avocat-trainant2'): 1, ('l-avocat-bredouilleur1', 'l-avocat-bredouilleur2'): 1})"
fre001003,moliere-dom-juan,fre001009,moliere-festin-de-pierre,"[""sganarelle"", ""gusman"", ""donjuan"", ""donaelvire"", ""charlotte"", ""pierrot"", ""mathurine"", ""laramee"", ""doncarlos"", ""donalonse"", ""laviolette"", ""monsieurdimanche"", ""donlouis"", ""ragotin"", ""lastatue"", ""lespectre""]",252.02112796902657,"{('gusman2', 'gusman1'), ('sganarelle1', 'sganarelle2'), ('le-pauvre2', 'francisque1'), ('charlotte1', 'charlotte2'), ('la-ramee1', 'la-ramee2'), ('pierrot1', 'pierrot2'), ('don-carlos1', 'don-carlos2'), ('monsieur-dimanche2', 'monsieur-dimanche1'), ('dona-elvire1', 'dona-elvire2'), ('ragotin1', 'ragotin2'), ('le-spectre2', 'le-spectre1'), ('don-juan2', 'don-juan1'), ('mathurine1', 'mathurine2'), ('la-statue1', 'la-statue2'), ('don-alonse1', 'don-alonse2'), ('la-violette1', 'la-violette2'), ('don-louis1', 'don-louis2')}","defaultdict(<class 'int'>, {('sganarelle1', 'sganarelle2'): 152, ('gusman1', 'gusman2'): 5, ('don-juan1', 'don-juan2'): 232, ('dona-elvire1', 'dona-elvire2'): 15, ('charlotte1', 'charlotte2'): 64, ('pierrot1', 'pierrot2'): 38, ('mathurine1', 'mathurine2'): 19, ('la-ramee1', 'la-ramee2'): 2, ('sganarelle1', 'don-juan2'): 8, ('francisque1', 'le-pauvre2'): 1, ('don-juan1', 'le-pauvre2'): 3, ('don-juan1', 'sganarelle2'): 1, ('sganarelle1', 'le-pauvre2'): 2, ('don-carlos1', 'don-carlos2'): 27, ('don-alonse1', 'don-alonse2'): 7, ('la-violette1', 'la-violette2'): 3, ('monsieur-dimanche1', 'monsieur-dimanche2'): 38, ('don-louis1', 'don-louis2'): 4, ('ragotin1', 'ragotin2'): 1, ('la-statue1', 'la-statue2'): 5, ('le-spectre1', 'le-spectre2'): 1})"
