ID,Raw Name,Title,Normalized author,Author,wikidataId Author,yearPrinted,datePremiered,dateWriting,Genre,Type,in_TD,in_BD,in_Dracor
533,emile_blemont-soubrette_de_moliere,La Soubrette de Molière,Émile Blémont,Émile BLÉMONT,Q274936,,1897-01-15,,,vers,TD533,,fre000795
2185,blemont-valade-barbier-de-moliere,Le Barbier de Pézenas,Émile Blémont,Émile Blémont,Q274936,1897,1804-08-04,,Comedy,,,,fre000141
2186,blemont-petite-rosange,La Petite Rosange,Émile Blémont,Émile Blémont,Q274936,1897,,,,,,,fre000143
2187,blemont-visite-a-corneille,Visite à Corneille,Émile Blémont,Émile Blémont,Q274936,1897,,,,,,,fre000144
3325,valentin-le-soir-de-fiancailles,Le Soir des Fiançailles,Émile Valentin,Émile Valentin,Q21027412,1893,,,,,,,fre001943
536,emile_zola-bouton_de_rose,Le bouton de rose,Émile Zola,Émile ZOLA,Q504,,1878-05-06,,Comédie,,TD536,,
537,emile_zola-heritiers_rabourdin,Les Héritiers Rabourdin,Émile Zola,Émile ZOLA,Q504,,1874-11-03,,Comédie,,TD537,,
538,emile_zola-therese_raquin,Thérèse Raquin,Émile Zola,Émile ZOLA,Q504,,1873-07-11,,,,TD538,,fre001560
2999,zola-madeleine,Madeleine,Émile Zola,Émile Zola,Q504,1875,,,,,,,fre001559
521,emile_augier_alfred_de_musset-habit_vert,L'Habit vert,Émile-Alfred de Augier Musset,Émile - Alfred de AUGIER MUSSET,Q256991,,1849-02-23,,Proverbe,prose,TD521,,
522,emile_augier_edouard_foussier-beau_mariage,Un Beau mariage,Émile-Édouard Augier Foussier,Émile - Édouard AUGIER FOUSSIER,Q256991,,1859-03-05,,Comédie,prose,TD522,,
523,emile_augier_edouard_foussier-ceinture_doree,Ceinture dorée,Émile-Édouard Augier Foussier,Émile - Édouard AUGIER FOUSSIER,Q256991,,1855-02-03,,Comédie,prose,TD523,,
524,emile_augier_edouard_foussier-lionnes_pauvres,Les Lionnes pauvres,Émile-Édouard Augier Foussier,Émile - Édouard AUGIER FOUSSIER,Q256991,,1858-05-22,,Vaudeville,,TD524,,
526,emile_augier_jules_sandeau-chasse_au_roman,La chasse au roman,Émile-Jules Augier Sandeau,Émile - Jules AUGIER SANDEAU,Q256991,,1851-02-20,,Comédie,,TD526,,
527,emile_augier_jules_sandeau-gendre_de_monsieur_poirier,Le Gendre de monsieur Poirier,Émile-Jules Augier Sandeau,Émile - Jules AUGIER SANDEAU,Q256991,,1854-04-08,,Comédie,prose,TD527,,
528,emile_augier_jules_sandeau-jean_de_thommeray,Jean de Thommeray,Émile-Jules Augier Sandeau,Émile - Jules AUGIER SANDEAU,Q256991,,1873-12-29,,Comédie,prose,TD528,,
529,emile_augier_jules_sandeau-mariage_d_olympe,Le mariage d'Olympe,Émile-Jules Augier Sandeau,Émile - Jules AUGIER SANDEAU,Q256991,,1855-07-17,,Vaudeville,prose,TD529,,
530,emile_augier_jules_sandeau-pierre_de_touche,La Pierre de Touche,Émile-Jules Augier Sandeau,Émile - Jules AUGIER SANDEAU,Q256991,,1853-12-23,,Comédie,prose,TD530,,
534,emile_blemont_leon_valade-barbier_de_pezenas,Le Barbier de Pézenas,Émile-Léon Blémont Valade,Émile - Léon BLÉMONT VALADE,Q29558853,,1877-01-15,,Comédie,vers,TD534,,
535,emile_blemont_leon_valade-moliere_a_auteuil,Molière à Auteuil,Émile-Léon Blémont Valade,Émile - Léon BLÉMONT VALADE,Q29558853,,1876-01-15,,Comédie,vers,TD535,,
539,emmanuel_des_essarts-illustre_theatre,L’Illustre Théâtre,Emmanuel Des Essarts,Emmanuel DES ESSARTS,Q1338449,,1900-01-15,,Comédie,,TD539,,fre000481
2388,dupaty-arlequin-tout-seul,Arlequin Tout Seul,Emmanuel Dupaty,Emmanuel Dupaty,Q3052692,1798,1798-12-04,,Comedy,,,,fre000564
540,emmanuel_theaulon_alexis_decomberousse_ernest_jaime-pere_goriot,Le Père Goriot,Emmanuel-Alexis-Ernest Théaulon Decomberousse Jaime,Emmanuel - Alexis - Ernest THÉAULON DECOMBEROUSSE JAIME,Q504,,1835-04-06,,Vaudeville,,TD540,,
2536,hervilly-laitiere,La Laitière et le Pot aux Roses,Ernest D' Hervilly,Ernest D' Hervilly,Q1356595,1882,1894-02-11,,Comedy,,,,fre000763
2537,hervilly-moliere-en-prison,Molière en Prison,Ernest D' Hervilly,Ernest D' Hervilly,Q1356595,1887,,,,,,,fre000766
2538,hervilly-silence-dans-les-rangs,Silence dans les Rangs !,Ernest D' Hervilly,Ernest D' Hervilly,Q1356595,1876,1875-03-19,,Comedy,,,,fre000768
2539,hervilly-soupe,Entre la Soupe et les Lèvres,Ernest D' Hervilly,Ernest D' Hervilly,Q1356595,1878,,,,,,,fre000769
3122,hervilly-de-calais-a-douvres,De Calais à Douvres,Ernest D' Hervilly,Ernest D' Hervilly,Q1356595,1878,,,,,,,fre001706
3123,hervilly-la-soupiere,La Soupière,Ernest D' Hervilly,Ernest D' Hervilly,Q1356595,1876,1874-11-11,,Comedy,,,,fre001707
3282,hervilly-les-revanches-de-l-escalier,Les Revanches de l'Escalier,Ernest D' Hervilly,Ernest D' Hervilly,Q1356595,1878,,,Comedy,,,,fre001886
541,ernest_d_hervilly-docteur_sans_pareil,Le Docteur sans pareil,Ernest d’Hervilly,Ernest D’HERVILLY,Q1356595,,1875-01-15,,Comédie,vers,TD541,,fre000762
542,ernest_d_hervilly-magister,Le Magister,Ernest d’Hervilly,Ernest D’HERVILLY,Q1356595,,1877-01-15,,Comédie,vers,TD542,,fre000764
543,ernest_d_hervilly-malade_reel,Le Malade réel,Ernest d’Hervilly,Ernest D’HERVILLY,Q1356595,,1874-01-15,,,vers,TD543,,fre000765
3316,gerny-cyrano-a-la-foire,Cyrano à la Foire,Ernest Gerny,Ernest Gerny,Q28871780,1901,,,Comedy,,,,fre001933
3279,grenet-dancourt-la-chasse,La Chasse,Ernest Grenet Dancourt,Ernest Grenet-Dancourt,Q18197570,1883,,,,,,,fre001882
2591,legouvee-fleur-de-tlemcen,La Fleur de Tlemcen,Ernest Legouvé,Ernest Legouvé,Q1333348,1876,,,Comedy,,,,fre000860
2595,legouve-ma-fille-et-mon-bien,Ma Fille et mon Bien,Ernest Legouvé,Ernest Legouvé,Q1333348,1876,,,Comedy,,,,fre000864
3287,legouve-autour-d-un-berceau,Autour d'un Berceau,Ernest Legouvé,Ernest Legouvé,Q1333348,1878,1875-05-12,,Comedy,,,,fre001892
2405,eschyle-agamemnon,Agamemnon Traduction Nouvelle de Leconte de Lisle,Eschyle,Eschyle,Q40939,1872,,,Tragedy,,,,fre000598
2406,eschyle-eumenides,Les Euménides Traduction Nouvelle de Leconte de Lisle,Eschyle,Eschyle,Q40939,1872,,,Tragedy,,,,fre000599
2407,eschyle-khoephores,Les Khoèphores Traduction Nouvelle de Leconte de Lisle,Eschyle,Eschyle,Q40939,1872,,,Tragedy,,,,fre000600
2408,eschyle-sept-contre-thebes,Les Sept Contre Thèbes Traduction Nouvelle de Leconte de Lisle,Eschyle,Eschyle,Q40939,1872,,,Tragedy,,,,fre000601
404,denis_diderot-est_il_bon_est_il_mechant_ou_l_officieux_persifleur_ou_celui_qui_les_sert_tous_et_qui_n_en_contente_aucun,Est-il bon,est-il méchant ?,Denis DIDEROT,Q448,1781.0,,,,prose,TD404,,fre000497
3008,aignan-polyxene,Polyxène,Étienne Aignan,Étienne Aignan,Q2355014,1804,1804-01-23,,Tragedy,,,,fre001569
2496,gosse-auteur-dans-son-menage,L'Auteur dans son Ménage,Étienne Gosse,Étienne Gosse,Q23820309,1798,1800-06-18,,Comedy,,,,fre000717
2508,grosclaude-peche-a-la-ligne,La Pêche à la Ligne,Étienne Grosclaude,Étienne Grosclaude,Q18115160,1888,,,,,,,fre000732
2549,jodelle-cleopatre,Cléopâtre Captive,Étienne Jodelle,Étienne Jodelle,Q289801,1574,,,Tragedy,,,,fre000786
2550,jodelle-didon,Didon se Sacrifiant,Étienne Jodelle,Étienne Jodelle,Q289801,1574,,,Tragedy,,,,fre000787
2551,jodelle-eugene,L'Eugène,Étienne Jodelle,Étienne Jodelle,Q289801,1574,,,Comedy,,,,fre000788
2839,saint-aignan-martyre-marie-antoinette,Le Martyre de Marie-Antoinette d'Autriche Reine de France.,Etienne Saint Aignan,Etienne Saint-Aignan,Q2355014,1796,,,Tragedy,,,,fre001312
2840,saint-aignan-mort-louis-xvi,La Mort de Louis Xvi,Etienne Saint Aignan,Etienne Saint-Aignan,Q2355014,1793,,,Tragedy,,,,fre001313
546,etienne_arago_desvergers_charles_varin-theophile_ou_ma_vocation,Théophile,Étienne-- Charles Arago Desvergers Varin,Étienne - - Charles ARAGO DESVERGERS VARIN,Q289303,,1834-04-02,,Vaudeville,,TD546,,
545,etienne_arago_charles_dupeuty-vie_de_moliere,La Vie de Molière,Étienne-Charles Arago Dupeuty,Étienne - Charles ARAGO DUPEUTY,Q289303,,1832-01-17,,Vaudeville,,TD545,,
525,emile_augier_eugene_labiche-prix_martin,LABICHE,Eugène,Eugène,Q2500562,,1842,,,,TD525,,
860,eugene_scribe_jean_henri_dupin-mon_oncle_cesar,Mon oncle César,Eugène -Jean-Henri Scribe Dupin,Eugène -Jean-Henri SCRIBE DUPIN,Q319261,,1821-02-03,,Vaudeville,,TD860,,
2073,adenis-homme-qui-ne-peut-pas-siffler,L'Homme qui ne Peut pas Siffler,Eugène Adenis,Eugène Adenis,Q52155506,1885,,,,,,,fre000004
3001,adenis-diogene-et-scapin,Diogène et Scapin,Eugène Adenis,Eugène Adenis,Q52155506,1880,,,,,,,fre001562
3002,adenis-gaiete-marseillaise,Gaieté Marseillaise,Eugène Adenis,Eugène Adenis,Q52155506,1895,,,,,,,fre001563
3225,adenis-le-nouveau-ne,Le Nouveau Né,Eugène Adenis,Eugène Adenis,Q52155506,1885,,,,,,,fre001821
750,eugene_scribe_alexis_decomberousse-avis_aux_coquettes_ou_l_amant_singulier,Avis aux coquettes,Eugène Alexis Scribe- Decomberousse,Eugène Alexis SCRIBE- DECOMBEROUSSE,Q319261,,1836-10-29,,Comédie,,TD750,,
549,eugene_bertol_graivil-maitre_et_valets,Maître et valets,Eugène Bertol-Graivil,Eugène BERTOL-GRAIVIL,Q15896880,,1884-01-15,,Comédie,vers,TD549,,
2274,ceillier-cousin-edgar,Le Cousin Edgard,Eugène Ceillier,Eugène Ceillier,,1882,,,Comedy,,,,fre000283
550,eugene_de_pradel-moliere_et_mignard_a_avignon,Molière et Mignard à Avignon,Eugène de Pradel,Eugène DE PRADEL,Q4376281,,1829-06-04,,Comédie,,TD550,,fre001144
551,eugene_de_pradel-trait_de_moliere,Un Trait de Molière,Eugène de Pradel,Eugène DE PRADEL,Q4376281,,,,,vers,TD551,,fre001145
2941,gonnet-angelique,Angélique ou Les Avantages de la Congrégation,Eugène Gonnet,Eugène Gonnet,,1858,,,,,,,fre001493
2942,gonnet-clementine,Clémentine ou Les Membres d'Honneur,Eugène Gonnet,Eugène Gonnet,,1858,,,,,,,fre001494
2943,gonnet-eugenie,Eugénie ou Le Zèle Victorieux,Eugène Gonnet,Eugène Gonnet,,1858,,,,,,,fre001495
2944,gonnet-euphemie,Euphémie,Eugène Gonnet,Eugène Gonnet,,1858,,,,,,,fre001496
2945,gonnet-juliette-ou-la-danseuse,Juliette ou La Danseuse,Eugène Gonnet,Eugène Gonnet,,1858,,,,,,,fre001497
2946,gonnet-lisette,Lisette ou La Mauvaise Compagne,Eugène Gonnet,Eugène Gonnet,,1858,,,,,,,fre001498
2545,hus-ingenu,"L'Ingénu, ou Le Sauvage du Canada",Eugène Hus,Eugène Hus,Q3059937,1805,,,,,,,fre000779
552,eugene_labiche-29_degres_a_l_ombre,29 degrés à l’ombre,Eugène Labiche,Eugène LABICHE,Q379929,,1873-04-09,,Comédie,,TD552,,
553,eugene_labiche-amour_de_l_art,L'Amour de l'art,Eugène Labiche,Eugène LABICHE,Q379929,,,,Comédie,,TD553,,
554,eugene_labiche-amour_en_sabots,L’Amour en sabots,Eugène Labiche,Eugène LABICHE,Q379929,,1861-04-03,,Comédie,,TD554,,
555,eugene_labiche-bergere_de_la_rue_monthabor,La Bergère de la rue Monthabor,Eugène Labiche,Eugène LABICHE,Q379929,,1865-12-01,,Comédie,,TD555,,
556,eugene_labiche-coup_de_rasoir,Un Coup de rasoir,Eugène Labiche,Eugène LABICHE,Q379929,,1881,,Comédie,,TD556,,fre000802
557,eugene_labiche-garcon_de_chez_very,Un garçon de chez Véry,Eugène Labiche,Eugène LABICHE,Q379929,,1850-05-10,,Comédie,,TD557,,
558,eugene_labiche-jeune_homme_presse,Un Jeune homme pressé,Eugène Labiche,Eugène LABICHE,Q379929,,1848-03-04,,Vaudeville,,TD558,,
559,eugene_labiche-lettre_chargee,La Lettre chargée,Eugène Labiche,Eugène LABICHE,Q379929,,1877,,,,TD559,,
560,eugene_labiche-petit_voyage,Le Petit Voyage,Eugène Labiche,Eugène LABICHE,Q379929,,1868-12-01,,Vaudeville,,TD560,,
2597,lemercier-bavardes,Les Bavardes,Eugène Lemercier,Eugène Lemercier,Q3262517,1889,,,,,,,fre000871
3131,lemerciere-carnot-malade,Carnot Malade !,Eugène Lemercier,Eugène Lemercier,Q3262517,1893,,,,,,,fre001716
3132,lemerciere-l-enfant-la-vieille-et-le-baudet,"L'Enfant, la Vieille et le Baudet",Eugène Lemercier,Eugène Lemercier,Q3262517,1927,,,,,,,fre001717
3133,lemerciere-le-miracle-rate,Le Miracle Raté,Eugène Lemercier,Eugène Lemercier,Q3262517,1896,,,,,,,fre001718
3134,lemercier-la-maladroite,La Maladroite,Eugène Lemercier,Eugène Lemercier,Q3262517,1889,,,,,,,fre001719
3135,lemercier-oh-maman,Oh ! Maman !,Eugène Lemercier,Eugène Lemercier,Q3262517,1896,,,,,,,fre001720
3136,lemercier-la-petite-princesse,La Petite Princesse,Eugène Lemercier,Eugène Lemercier,Q3262517,1889,,,,,,,fre001721
711,eugene_scribe-ambitieux,L’Ambitieux,Eugène Scribe,Eugène SCRIBE,Q319261,,1834-11-27,,Comédie,,TD711,,
712,eugene_scribe-bertrand_et_raton_ou_l_art_de_conspirer,Bertrand et Raton,Eugène Scribe,Eugène SCRIBE,Q319261,,1833-11-14,,Comédie,prose,TD712,,
713,eugene_scribe-calomnie,La Calomnie,Eugène Scribe,Eugène SCRIBE,Q319261,,1840-02-20,,Comédie,prose,TD713,,
714,eugene_scribe-camaraderie_ou_la_courte_echelle,La Camaraderie,Eugène Scribe,Eugène SCRIBE,Q319261,,1837-01-19,,Comédie,prose,TD714,,
715,eugene_scribe-chaine,Une Chaîne,Eugène Scribe,Eugène SCRIBE,Q319261,,1841-11-29,,Comédie,prose,TD715,,
716,eugene_scribe-chut,Chut !,Eugène Scribe,Eugène SCRIBE,Q319261,,1836-03-26,,Comédie,,TD716,,
717,eugene_scribe-cicily_ou_le_lion_amoureux,Cicily,Eugène Scribe,Eugène SCRIBE,Q319261,,1840-12-08,,Comédie,,TD717,,
718,eugene_scribe-czarine,La Czarine,Eugène Scribe,Eugène SCRIBE,Q319261,,1855-01-15,,,,TD718,,
719,eugene_scribe-d_aranda_ou_les_grandes_passions,D’Aranda,Eugène Scribe,Eugène SCRIBE,Q319261,,1847-04-06,,Comédie,,TD719,,
720,eugene_scribe-estelle_ou_le_pere_et_la_fille,Estelle,Eugène Scribe,Eugène SCRIBE,Q319261,,1834-11-04,,Comédie,,TD720,,
721,eugene_scribe-famille_riquebourg_ou_le_mariage_mal_assorti,La Famille Riquebourg,Eugène Scribe,Eugène SCRIBE,Q319261,,1831-01-04,,Comédie,,TD721,,
722,eugene_scribe-faute,Une Faute,Eugène Scribe,Eugène SCRIBE,Q319261,,1830-08-17,,,,TD722,,
723,eugene_scribe-favorite,La Favorite,Eugène Scribe,Eugène SCRIBE,Q319261,,1831-05-16,,Comédie,,TD723,,
724,eugene_scribe-fils_de_cromwell_ou_une_restauration,Le Fils de Cromwell,Eugène Scribe,Eugène SCRIBE,Q319261,,1842-11-29,,Comédie,,TD724,,
725,eugene_scribe-frileuse,La Frileuse,Eugène Scribe,Eugène SCRIBE,Q319261,,1861-09-06,,Vaudeville,,TD725,,
726,eugene_scribe-genevieve_ou_la_jalousie_paternelle,Geneviève,Eugène Scribe,Eugène SCRIBE,Q319261,,1846-03-30,,Comédie,,TD726,,
727,eugene_scribe-grand_mere,La Grand’mère,Eugène Scribe,Eugène SCRIBE,Q319261,,1840-03-14,,Comédie,prose,TD727,,
728,eugene_scribe-haine_d_une_femme_ou_le_jeune_homme_a_marier,La Haine d’une femme,Eugène Scribe,Eugène SCRIBE,Q319261,,1824-12-14,,Comédie,,TD728,,
729,eugene_scribe-heure_a_port_sainte_marie,Une Heure à Port Sainte-Marie,Eugène Scribe,Eugène SCRIBE,Q319261,,1823-12-19,,Vaudeville,,TD729,,
730,eugene_scribe-inconsolables,Les Inconsolables,Eugène Scribe,Eugène SCRIBE,Q319261,,1829-12-08,,Comédie,,TD730,,
731,eugene_scribe-loi_salique,La Loi salique,Eugène Scribe,Eugène SCRIBE,Q319261,,1845-12-30,,Comédie,,TD731,,
732,eugene_scribe-lorgnon,Le Lorgnon,Eugène Scribe,Eugène SCRIBE,Q319261,,1833-12-23,,Comédie,,TD732,,
733,eugene_scribe-maitresse_au_logis,La Maîtresse au logis,Eugène Scribe,Eugène SCRIBE,Q319261,,1823-06-09,,Comédie,,TD733,,
734,eugene_scribe-malheurs_d_un_amant_heureux,Les Malheurs d’un amant heureux,Eugène Scribe,Eugène SCRIBE,Q319261,,1833-01-29,,Comédie,,TD734,,
735,eugene_scribe-malvina_ou_un_mariage_d_inclination,Malvina,Eugène Scribe,Eugène SCRIBE,Q319261,,1828-12-08,,Comédie,,TD735,,
736,eugene_scribe-mariage_d_argent,Le Mariage d’argent,Eugène Scribe,Eugène SCRIBE,Q319261,,1827-12-03,,Comédie,prose,TD736,,
737,eugene_scribe-menteur_veridique,Le Menteur véridique,Eugène Scribe,Eugène SCRIBE,Q319261,,1823-04-24,,Comédie,,TD737,,
738,eugene_scribe-mon_etoile,Mon étoile,Eugène Scribe,Eugène SCRIBE,Q319261,,1851-02-06,,Comédie,,TD738,,
739,eugene_scribe-oscar_ou_le_mari_qui_trompe_sa_femme,Oscar,Eugène Scribe,Eugène SCRIBE,Q319261,,1842-04-21,,Comédie,prose,TD739,,
740,eugene_scribe-passion_secrete,La Passion secrète,Eugène Scribe,Eugène SCRIBE,Q319261,,1834-03-13,,Comédie,,TD740,,
741,eugene_scribe-premiere_amours_ou_les_souvenirs_d_enfance,Les Premières amours,Eugène Scribe,Eugène SCRIBE,Q319261,,1825-11-12,,Comédie,,TD741,,
742,eugene_scribe-protegee_sans_le_savoir,La protégée sans le savoir,Eugène Scribe,Eugène SCRIBE,Q319261,,1846-12-05,,Comédie,,TD742,,
743,eugene_scribe-puff_ou_mensonge_et_verite,Le Puff,Eugène Scribe,Eugène SCRIBE,Q319261,,1848-01-22,,Comédie,prose,TD743,,
744,eugene_scribe-rebecca,Rebecca,Eugène Scribe,Eugène SCRIBE,Q319261,,1844-12-02,,Comédie,,TD744,,
745,eugene_scribe-rosiere_de_rosny,La Rosière de Rosny,Eugène Scribe,Eugène SCRIBE,Q319261,,1823-07-15,,Vaudeville,,TD745,,
746,eugene_scribe-surprises,Les Surprises,Eugène Scribe,Eugène SCRIBE,Q319261,,1841-07-31,,Comédie,,TD746,,
747,eugene_scribe-trois_genres,Les Trois genres,Eugène Scribe,Eugène SCRIBE,Q319261,,1824-04-27,,,,TD747,,
748,eugene_scribe-verre_d_eau_ou_les_effets_et_les_causes,Le Verre d’eau,Eugène Scribe,Eugène SCRIBE,Q319261,,1840-11-07,,Comédie,prose,TD748,,
2856,scribe-conversion,La Conversion,Eugène Scribe,Eugène Scribe,Q319261,1861,,,,,,,fre001338
2857,scribe-jeune-docteur,Le Jeune Docteur,Eugène Scribe,Eugène Scribe,Q319261,1861,,,,,,,fre001339
2858,scribe-ministre-sous-louis-xv,Un Ministre sous Louis Xv,Eugène Scribe,Eugène Scribe,Q319261,1861,,,,,,,fre001340
2859,scribe-potemkin,Potemkin,Eugène Scribe,Eugène Scribe,Q319261,1861,,,,,,,fre001341
2860,scribe-tete-a-tete,Le Tête-à-tête,Eugène Scribe,Eugène Scribe,Q319261,1853,1930-04-17,,,,,,fre001342
2893,verconsin-retour-de-bruxelles,Retour de Bruxelles,Eugène Verconsin,Eugène Verconsin,Q3060207,1878,,,Comedy,,,,fre001396
2894,verconsin-rideau,Le Rideau,Eugène Verconsin,Eugène Verconsin,Q3060207,1882,,,Comedy,,,,fre001397
2997,verconsin-adelaide-et-vermouth,Adélaïde et Vermouth,Eugène Verconsin,Eugène Verconsin,Q3060207,1870,,,Comedy,,,,fre001557
3301,quatrelles-la-dame-de-niort,La Dame de Niort,Eugène Verconsin,Eugène Verconsin,Q3060207,1882,,,Comedy,,,,fre001907
3326,verconsin-infanterie-et-cavalerie,Infanterie et Cavalerie,Eugène Verconsin,Eugène Verconsin,Q3060207,1882,,,Comedy,,,,fre001944
958,eugene_scribe__charles_gaspard_delestre_poirson_charles_desnoyers-vengeance_italienne_ou_le_francais_a_florence,La Vengeance italienne,Eugène- Charles-Gaspard-Charles Scribe Delestre-Poirson Desnoyers,Eugène - Charles-Gaspard - Charles SCRIBE DELESTRE-POIRSON DESNOYERS,Q319261,,1832-01-23,,Comédie,,TD958,,
805,eugene_scribe_ernest_legouve-contes_de_la_reine_de_navarre_ou_la_revanche_de_pavie,Les contes de la reine de Navarre,Eugène- Ernest Scribe Legouvé,Eugène - Ernest SCRIBE LEGOUVÉ,Q319261,,1850-10-13,,Comédie,prose,TD805,,
953,eugene_scribe_rougemont_alexis_decomberousse-salvoisy_ou_l_amoureux_de_la_reine,Salvoisy,Eugène-- Alexis Scribe Rougemont Decomberousse,Eugène - - Alexis SCRIBE ROUGEMONT DECOMBEROUSSE,Q319261,,1834-04-18,,Comédie,,TD953,,
883,eugene_scribe_melesvile_charles_gaspard_delestre_poirson-voliere_du_frere_philippe,La volière du frère Philippe,Eugène-- Charles-Gaspard Scribe Mélesville Delestre-Poirson,Eugène - - Charles-gaspard SCRIBE MÉLESVILLE DELESTRE-POIRSON,Q319261,,1818-06-15,,Vaudeville,,TD883,,
918,eugene_scribe_melesville_charles_gaspard_delestre_poirson-chat_botte,Le Chat botté,Eugène-- Charles-Gaspard Scribe Mélesville Delestre-Poirson,Eugène - - Charles-Gaspard SCRIBE MÉLESVILLE DELESTRE-POIRSON,Q319261,,1820-04-10,,Vaudeville,,TD918,,
919,eugene_scribe_melesville_charles_gaspard_delestre_poirson-dehors_trompeurs_ou_boissy_chez_lui,Les dehors trompeurs,Eugène-- Charles-Gaspard Scribe Mélesville Delestre-Poirson,Eugène - - Charles-Gaspard SCRIBE MÉLESVILLE DELESTRE-POIRSON,Q319261,,1818-04-06,,Comédie,,TD919,,
920,eugene_scribe_melesville_charles_gaspard_delestre_poirson-freres_invisibles,Les Frères invisibles,Eugène-- Charles-Gaspard Scribe Mélesville Delestre-Poirson,Eugène - - Charles-Gaspard SCRIBE MÉLESVILLE DELESTRE-POIRSON,Q319261,,1819-06-10,,,,TD920,,
921,eugene_scribe_melesville_charles_gaspard_delestre_poirson-parrain,Le Parrain,Eugène-- Charles-Gaspard Scribe Mélesville Delestre-Poirson,Eugène - - Charles-Gaspard SCRIBE MÉLESVILLE DELESTRE-POIRSON,Q319261,,1821-04-23,,Comédie,prose,TD921,,
922,eugene_scribe_melesville_charles_gaspard_delestre_poirson-petit_dragon,Le petit dragon,Eugène-- Charles-Gaspard Scribe Mélesville Delestre-Poirson,Eugène - - Charles-Gaspard SCRIBE MÉLESVILLE DELESTRE-POIRSON,Q319261,,1817-09-18,,Vaudeville,,TD922,,
923,eugene_scribe_melesville_jean_francois_alfred_bayard-foyer_du_gymnase,Le Foyer du Gymnase,Eugène-- Jean-François Alfred Scribe Mélesville Bayard,Eugène - - Jean-François Alfred SCRIBE MÉLESVILLE BAYARD,Q319261,,1830-08-17,,,,TD923,,
924,eugene_scribe_melesville_jean_francois_alfred_bayard-louise_ou_la_reparation,Louise,Eugène-- Jean-François Alfred Scribe Mélesville Bayard,Eugène - - Jean-François Alfred SCRIBE MÉLESVILLE BAYARD,Q319261,,1829-11-16,,Comédie,,TD924,,
925,eugene_scribe_melesville_jean_francois_bayard-jeune_et_vieille_ou_le_premier_et_dernier_chapitre,Jeune et vieille,Eugène-- Jean-François Scribe Mélesville Bayard,Eugène - - Jean-François SCRIBE MÉLESVILLE BAYARD,Q319261,,1830-11-18,,Comédie,,TD925,,
960,eugene_scrine_melesville_jean_francois_bayard-philippe,Philippe,Eugène-- Jean-François Scribe Mélesville Bayard,Eugène - - Jean-François SCRIBE MÉLESVILLE BAYARD,Q319261,,1830-04-19,,Comédie,,TD960,,
926,eugene_scribe_melesville_jean_henri_dupin-campagne,La Campagne,Eugène-- Jean-Henri Scribe Mélesville Dupin,Eugène - - Jean-Henri SCRIBE MÉLESVILLE DUPIN,Q319261,,1821-05-07,,Comédie,,TD926,,
927,eugene_scribe_melesville_jean_henri_dupin-ennui_ou_le_comte_derfort,L’Ennui,Eugène-- Jean-Henri Scribe Mélesville Dupin,Eugène - - Jean-Henri SCRIBE MÉLESVILLE DUPIN,Q319261,,1820-02-02,,Comédie,,TD927,,
928,eugene_scribe_melesville_jean_henri_dupin-plan_de_campagne,Le Plan de campagne,Eugène-- Jean-Henri Scribe Mélesville Dupin,Eugène - - Jean-Henri SCRIBE MÉLESVILLE DUPIN,Q319261,,1823-04-14,,Comédie,,TD928,,
929,eugene_scribe_melesville_joseph_xavier_boniface_saintine-apollon_du_reverbere_ou_les_conjectures_de_carrefour,L’Apollon du réverbère,Eugène-- Joseph-Xavier Boniface Scribe Mélesville Saintine,Eugène - - Joseph-Xavier Boniface SCRIBE MÉLESVILLE SAINTINE,Q319261,,,,,,TD929,,
930,eugene_scribe_melesville_jules_henri_vernoy_de_saint_georges-ecarte_ou_un_coin_de_salon,L’Écarté,Eugène-- Jules-Henri Scribe Mélesville Vernoy de Saint-Georges,Eugène - - Jules-Henri SCRIBE MÉLESVILLE VERNOY DE SAINT-GEORGES,Q319261,,1822-11-14,,Vaudeville,,TD930,,
643,eugene_labiche_dumanoir_clairville-exposition_des_produits_de_la_republique,Exposition des produits de la République,Eugène-- Labiche Dumanoir Clairville,Eugène - - LABICHE DUMANOIR CLAIRVILLE,Q379929,,1849-06-20,,Vaudeville,,TD643,,
703,eugene_labiche_marc_michel_laurencin-bocquet_pere_et_fils_ou_le_chemin_le_plus_long,Bocquet père et fils,Eugène-- Labiche Marc-Michel Laurencin,Eugène - - LABICHE MARC-MICHEL LAURENCIN,Q379929,,1840-08-17,,Comédie,prose,TD703,,
932,eugene_scribe_melesville_vandiere-amant_bossu,L’Amant bossu,Eugène-- Scribe Mélesville Vandière,Eugène - - SCRIBE MÉLESVILLE VANDIÈRE,Q319261,,1821-10-22,,Comédie,,TD932,,
931,eugene_scribe_melesville_theodore_francois_moreau_sainti-boulevard_bonne_nouvelle,Le Boulevard Bonne-Nouvelle,Eugène-- Théodore-François Scribe Mélesville Moreau-Sainti,Eugène - - Théodore-François SCRIBE MÉLESVILLE MOREAU-SAINTI,Q319261,,1820-12-23,,Vaudeville,,TD931,,
933,eugene_scribe_melesville_xavier_boniface_saintine-deluge_ou_les_petits_acteurs,Le Déluge,Eugène-- Xavier-Boniface Scribe Mélesville Saintine,Eugène - - Xavier-Boniface SCRIBE MÉLESVILLE SAINTINE,Q319261,,1820-10-12,,Comédie,,TD933,,
