Dracor_ID,Full author name
fre000657,Louis Fuzelier
fre000658,Louis Fuzelier
fre000659,Gabriel
fre000660,Pierre-Jean-Hyacinthe-Adonis Galoppe D'Onquaire
fre000680,Robert Garnier
fre000661,Charles-Georges-Thomas Garnier
fre000662,Charles-Georges-Thomas Garnier
fre000663,Charles-Georges-Thomas Garnier
fre000664,Charles-Georges-Thomas Garnier
fre000665,Charles-Georges-Thomas Garnier
fre000666,Charles-Georges-Thomas Garnier
fre000667,Charles-Georges-Thomas Garnier
fre000668,Charles-Georges-Thomas Garnier
fre000669,Charles-Georges-Thomas Garnier
fre000670,Charles-Georges-Thomas Garnier
fre000671,Charles-Georges-Thomas Garnier
fre000672,Charles-Georges-Thomas Garnier
fre000673,Charles-Georges-Thomas Garnier
fre000674,Charles-Georges-Thomas Garnier
fre000675,Charles-Georges-Thomas Garnier
fre000676,Charles-Georges-Thomas Garnier
fre000677,Charles-Georges-Thomas Garnier
fre000678,Charles-Georges-Thomas Garnier
fre000679,Charles-Georges-Thomas Garnier
fre001689,Théophile Gautier
fre001691,Théophile Gautier
fre001690,Théophile Gautier
fre000681,Claude-Charles Genest
fre000682,Claude-Charles Genest
fre000683,Claude-Charles Genest
fre000684,Stéphanie-Félicité Du Crest De Genlis
fre000685,Stéphanie-Félicité Du Crest De Genlis
fre000686,Stéphanie-Félicité Du Crest De Genlis
fre000687,Stéphanie-Félicité Du Crest De Genlis
fre000688,Stéphanie-Félicité Du Crest De Genlis
fre001692,Stéphanie-Félicité Du Crest De Genlis
fre000689,Stéphanie-Félicité Du Crest De Genlis
fre000690,Stéphanie-Félicité Du Crest De Genlis
fre000691,Stéphanie-Félicité Du Crest De Genlis
fre000692,Stéphanie-Félicité Du Crest De Genlis
fre000693,Stéphanie-Félicité Du Crest De Genlis
fre000694,Stéphanie-Félicité Du Crest De Genlis
fre000695,Stéphanie-Félicité Du Crest De Genlis
fre000696,Stéphanie-Félicité Du Crest De Genlis
fre000697,Stéphanie-Félicité Du Crest De Genlis
fre001693,Stéphanie-Félicité Du Crest De Genlis
fre001694,Stéphanie-Félicité Du Crest De Genlis
fre000698,Stéphanie-Félicité Du Crest De Genlis
fre000699,Stéphanie-Félicité Du Crest De Genlis
fre000700,Stéphanie-Félicité Du Crest De Genlis
fre001695,Stéphanie-Félicité Du Crest De Genlis
fre001696,Stéphanie-Félicité Du Crest De Genlis
fre000701,Stéphanie-Félicité Du Crest De Genlis
fre001697,Stéphanie-Félicité Du Crest De Genlis
fre000702,Stéphanie-Félicité Du Crest De Genlis
fre000703,Stéphanie-Félicité Du Crest De Genlis
fre001698,Michel-Nicolas Balisson De Rougemont
fre001933,Ernest Gerny
fre000704,Pierre Giffart
fre000705,Gabriel Gilbert
fre000706,Gabriel Gilbert
fre000707,Gabriel Gilbert
fre000708,Gabriel Gilbert
fre000709,Gillet De La Tessonerie
fre000710,Gillet De La Tessonerie
fre000711,Gillet De La Tessonerie
fre000712,Gillet De La Tessonerie
fre000713,Jean-François Regnard
fre001931,P.-J. Girard
fre001699,Jean Giraudoux
fre001545,Jean Giraudoux
fre000714,Jean Giraudoux
fre001700,Jean Giraudoux
fre001701,Jean Giraudoux
fre000715,Jean Giraudoux
fre001702,Albert Glatigny
fre000716,Gustave Goetschy
fre001493,Eugène Gonnet
fre001494,Eugène Gonnet
fre001495,Eugène Gonnet
fre001496,Eugène Gonnet
fre001497,Eugène Gonnet
fre001498,Eugène Gonnet
fre000717,Étienne Gosse
fre000718,Olympe De Gouges
fre000719,Olympe De Gouges
fre000720,Olympe De Gouges
fre000721,Jean-François-Thomas Goulard
fre000722,Goullinet
fre000723,Remy De Gourmont
fre001703,Françoise De Graffigny
fre000724,Françoise De Graffigny
fre000725,Françoise De Graffigny
fre000726,Charles-François Racot De Grandval
fre000727,Charles-François Racot De Grandval
fre000728,Charles-François Racot De Grandval
fre001882,Ernest Grenet-Dancourt
fre001704,Ernest Grenet-Dancourt
fre000729,Jean-Baptiste-Louis Gresset
fre000730,Jacques Grévin
fre000731,Jacques Grévin
fre000732,Étienne Grosclaude
fre000733,Paul-Philippe Gudin De La Brenellerie
fre000735,Guyon Guérin De Bouscal
fre000734,Guyon Guérin De Bouscal
fre000736,Guyon Guérin De Bouscal
fre001883,Guyon Guérin De Bouscal
fre000737,Nicolas Gueudeville
fre000738,Thomas-Simon Gueullette
fre000739,Thomas-Simon Gueullette
fre000740,Thomas-Simon Gueullette
fre000741,Thomas-Simon Gueullette
fre000742,Thomas-Simon Gueullette
fre000743,Thomas-Simon Gueullette
fre000744,Thomas-Simon Gueullette
fre000745,Thomas-Simon Gueullette
fre000746,Thomas-Simon Gueullette
fre000747,Thomas-Simon Gueullette
fre000748,Thomas-Simon Gueullette
fre000749,Thomas-Simon Gueullette
fre000750,Thomas-Simon Gueullette
fre000751,Thomas-Simon Gueullette
fre000752,Elisabeth Guibert
fre000753,Claude Guymond De La Touche
fre000754,Michel Guyot De Merville
fre001884,Alexandre Hardy
fre001885,Alexandre Hardy
fre000755,Alexandre Hardy
fre000756,Onno Zvier Van Haren
fre000757,Harny De Guerville
fre000758,Harny De Guerville
fre001499,Noël Lebreton De Hauteroche
fre000759,Noël Lebreton De Hauteroche
fre001500,Noël Lebreton De Hauteroche
fre001705,Georges D'Heylli
fre000760,Charles-Jean-François Hénault
fre000761,Charles-Jean-François Hénault
fre001546,Victor Hugo
fre001706,Ernest D' Hervilly
fre000762,Ernest D' Hervilly
fre001707,Ernest D' Hervilly
fre000763,Ernest D' Hervilly
fre001886,Ernest D' Hervilly
fre000764,Ernest D' Hervilly
fre000765,Ernest D' Hervilly
fre000766,Ernest D' Hervilly
fre000767,Ernest D' Hervilly
fre000768,Ernest D' Hervilly
fre000769,Ernest D' Hervilly
fre000770,François-Benoît Hoffmann
fre000771,François-Benoît Hoffmann
fre001708,Arsène Houssaye
fre000772,Victor Hugo
fre001547,Victor Hugo
fre000773,Victor Hugo
fre001888,Victor Hugo
fre001887,Victor Hugo
fre001548,Victor Hugo
fre001550,Victor Hugo
fre001889,Victor Hugo
fre001549,Victor Hugo
fre000774,Clovis Hugues
fre000775,Clovis Hugues
fre000776,Clovis Hugues
fre000777,Clovis Hugues
fre000778,Clovis Hugues
fre000779,Eugène Hus
fre000780,Barthélemy Imbert
fre000781,Barthélemy Imbert
fre000782,Jaquelin
fre001709,Jacques-André Jacquelin
fre000783,Jaquelin
fre000784,Alfred Jarry
fre000785,Abel Jeannet
fre000786,Étienne Jodelle
fre000787,Étienne Jodelle
fre000788,Étienne Jodelle
fre000789,Charles Joliet
fre000790,Adolphe Joly
fre000791,Adolphe Joly
fre000792,Adolphe Joly
fre000793,Adolphe Joly
fre000794,Adolphe Joly
fre001710,Jules Jouy
fre001712,Jules Jouy
fre001711,Jules Jouy
fre000795,Marie Kolb
fre000815,Thomas L'Affichard
fre000884,Claude De L'Estoile
fre000885,Claude De L'Estoile
fre000886,Claude De L'Estoile
fre000804,Gautier De Costes De La Calprenede
fre000805,Gautier De Costes De La Calprenede
fre000806,Gautier De Costes De La Calprenede
fre000807,Gautier De Costes De La Calprenede
fre000808,Gautier De Costes De La Calprenede
fre000809,Gautier De Costes De La Calprenede
fre000810,Gautier De Costes De La Calprenede
fre000811,Gautier De Costes De La Calprenede
fre000812,Gautier De Costes De La Calprenede
fre000813,Jean De La Chapelle
fre000814,Jean De La Croix
fre000816,Jean De La Fontaine
fre000817,Jean De La Fontaine
fre000818,Jean De La Fontaine
fre000819,Jean De La Fontaine
fre000820,Jean De La Fontaine
fre000821,Jean De La Fontaine
fre000822,Jean De La Fontaine
fre000823,Jean De La Fontaine
fre000824,Jean De La Fontaine
fre000828,Jean De La Forge
fre000832,Antoine De La Fosse D'Aubigny
fre000831,Antoine De La Fosse D'Aubigny
fre000836,Jean-François De La Harpe
fre000837,Jean-François De La Harpe
fre000838,Jean-François De La Harpe
fre000839,Jean-François De La Harpe
fre000840,Jean-François De La Harpe
fre001890,Hippolyte-Jules Pilet De La Mesnardière
fre000843,Antoine Houdar De La Motte
fre000844,Antoine Houdar De La Motte
fre000845,Antoine Houdar De La Motte
fre000846,Antoine Houdar De La Motte
fre000847,Antoine Houdar De La Motte
fre000848,Antoine Houdar De La Motte
fre000849,Antoine Houdar De La Motte
fre000850,Antoine Houdar De La Motte
fre000851,Antoine Houdar De La Motte
fre001457,Jean François Juvénon De La Thuilerie
fre001458,Jean François Juvénon De La Thuilerie
fre001459,Jean François Juvénon De La Thuilerie
fre000796,Antoine Gilbert Griffet De Labaume
fre000802,Eugène Labiche
fre000797,Eugène Labiche
fre001713,Eugène Labiche
fre000798,Eugène Labiche
fre000799,Eugène Labiche
fre000800,Eugène Labiche
fre000801,Eugène Labiche
fre000803,Ferdinand De Laboullaye
fre000825,Joseph De La Font
fre000826,Joseph De La Font
fre000827,Joseph De La Font
fre000829,Jules Laforgue
fre000830,Jules Laforgue
fre001551,Jules Lagarde
fre000833,François-Joseph De Lagrange-Chancel
fre000834,François-Joseph De Lagrange-Chancel
fre000835,François-Joseph De Lagrange-Chancel
fre000841,Joseph-François Laignelot
fre000842,Albert Lambert
fre001714,F. Lamy
fre001715,Paul Landois
fre000852,Etienne François De Lantier
fre000853,Pierre Laujon
fre000854,Charles-Louis-César De Launay
fre001891,Alphonse De Launay
fre000856,Le Boulanger De Chalussay
fre000859,Jean-Jacques Le Franc De Pompignan
fre000875,Eustache Le Noble
fre000876,Eustache Le Noble
fre000882,Camille Le Senne
fre000887,Jean-François Le Tellier
fre000888,Roland Le Vayer De Boutigny
fre001552,Abbé Lebardin
fre000855,Abbé Auguste-Théodore-Vincent Lebeau De Schosne
fre000858,Michel Leclerc
fre000857,Théodore Leclercq
fre000861,Jean-Baptiste Legouvé
fre001892,Ernest Legouvé
fre000862,Gabriel Legouvé
fre000863,Gabriel Legouvé
fre000864,Ernest Legouvé
fre000865,Gabriel Legouvé
fre000860,Ernest Legouvé
fre000866,Marc-Antoine Legrand
fre000867,Marc-Antoine Legrand
fre000868,Marc-Antoine Legrand
fre000869,Marc-Antoine Legrand
fre000870,Marc-Antoine Legrand
fre000871,Eugène Lemercier
fre001719,Eugène Lemercier
fre001721,Eugène Lemercier
fre001720,Eugène Lemercier
fre001716,Eugène Lemercier
fre001717,Eugène Lemercier
fre001718,Eugène Lemercier
fre000872,Antoine-Marin Lemierre
fre000873,Antoine-Marin Lemierre
fre001466,Antoine-Marin Lemierre
fre000874,Antoine-Marin Lemierre
fre001722,Aimé Leroy
fre000878,Alain-René Lesage
fre000879,Alain-René Lesage
fre000877,Dorneval
fre000880,Alain-René Lesage
fre001893,Alain-René Lesage
fre000881,Marc Lescarbot
fre000883,Lesguillon
fre000889,Louis François Marie Bellin De La Liborlière
fre000890,Nicolas-Michel Linant
fre000891,Gabriel Liquier
fre000892,Gabriel Liquier
fre001894,Hilaire-Bernard De Longepierre
fre000893,Hilaire-Bernard De Longepierre
fre000894,Georges Longhaye
fre000895,Georges Longhaye
fre000896,Louet-Lemarchant
fre001895,Hippolyte-Julien-Joseph Lucas
fre000897,Jean Magnon
fre000898,Jean Magnon
fre000899,Jean Magnon
fre000900,Jean Magnon
fre000901,Jean Magnon
fre000902,Jean Magnon
fre000903,Jean Magnon
fre000904,"Françoise D' Aubigné , Marquise De Maintenon"
fre000905,Jean Mairet
fre000906,Jean Mairet
fre000907,Jean Mairet
fre000908,Nicolas De Malézieu
fre000909,L'Abbé Marchadier
fre000910,Pierre-Sylvain Maréchal
fre000911,André Mareschal
fre000912,André Mareschal
fre000914,André Mareschal
fre000913,André Mareschal
fre000915,André Mareschal
fre000916,André Mareschal
fre000917,André Mareschal
fre000918,André Mareschal
fre000919,André Mareschal
fre000920,André Mareschal
fre000921,Pierre De Marivaux
fre000922,Pierre De Marivaux
fre000923,Pierre De Marivaux
fre000924,Pierre De Marivaux
fre000925,Pierre De Marivaux
fre000926,Pierre De Marivaux
fre000927,Pierre De Marivaux
fre000928,Pierre De Marivaux
fre000929,Pierre De Marivaux
fre000930,Pierre De Marivaux
fre000932,Pierre De Marivaux
fre000931,Pierre De Marivaux
fre000933,Pierre De Marivaux
fre000934,Pierre De Marivaux
fre000935,Pierre De Marivaux
fre000936,Pierre De Marivaux
fre000937,Pierre De Marivaux
fre000938,Pierre De Marivaux
fre000939,Pierre De Marivaux
fre000940,Pierre De Marivaux
fre000941,Pierre De Marivaux
fre000942,Pierre De Marivaux
fre000943,Pierre De Marivaux
fre000944,Pierre De Marivaux
fre000945,Pierre De Marivaux
fre000946,Pierre De Marivaux
fre000947,Pierre De Marivaux
fre000948,Pierre De Marivaux
fre000949,Pierre De Marivaux
fre000950,Pierre De Marivaux
fre000951,Pierre De Marivaux
fre000952,Pierre De Marivaux
fre000953,Pierre De Marivaux
fre000954,Pierre De Marivaux
fre000955,Pierre De Marivaux
fre000956,Jean-François Marmontel
fre000957,Jean-François Marmontel
fre000958,Philippe Marolles
fre001896,Michel Masson
fre000959,Pierre Matthieu
fre001723,Guy De Maupassant
fre001724,Guy De Maupassant
fre000960,François-Marie Mayeur De Saint-Paul
fre000961,Achille Mélandri
fre000962,Louis-Sébastien Mercier
fre000963,Louis-Sébastien Mercier
fre000964,Louis-Sébastien Mercier
fre000965,Louis-Sébastien Mercier
fre000966,Louis-Sébastien Mercier
fre000967,Meerle
fre000968,Charles Millevoye
fre000969,Maurice Millot
fre000970,Hippolyte Minier
fre000971,Octave Mirbeau
fre001725,Octave Mirbeau
fre000972,Octave Mirbeau
fre001726,Octave Mirbeau
fre001727,Jules Moinaux
fre001730,Jules Moinaux
fre001739,Jules Moinaux
fre001728,Jules Moinaux
fre001749,Jules Moinaux
fre001748,Jules Moinaux
fre001750,Jules Moinaux
fre001754,Jules Moinaux
fre001734,Jules Moinaux
fre001742,Jules Moinaux
fre001758,Jules Moinaux
fre001759,Jules Moinaux
fre001761,Jules Moinaux
fre001733,Jules Moinaux
fre001735,Jules Moinaux
fre001737,Jules Moinaux
fre001746,Jules Moinaux
fre001751,Jules Moinaux
fre001752,Jules Moinaux
fre001753,Jules Moinaux
fre001757,Jules Moinaux
fre001760,Jules Moinaux
fre001731,Jules Moinaux
fre001743,Jules Moinaux
fre001747,Jules Moinaux
fre001755,Jules Moinaux
fre001729,Jules Moinaux
fre001732,Jules Moinaux
fre001736,Jules Moinaux
fre001740,Jules Moinaux
fre001744,Jules Moinaux
fre001738,Jules Moinaux
fre001741,Jules Moinaux
fre001745,Jules Moinaux
fre001756,Jules Moinaux
fre000973,Alexandre-Guillaume De Moissy
fre000974,Alexandre-Guillaume De Moissy
fre000975,Alexandre-Guillaume De Moissy
fre000976,Alexandre-Guillaume De Moissy
fre000977,Alexandre-Guillaume De Moissy
fre000978,Alexandre-Guillaume De Moissy
fre000979,Alexandre-Guillaume De Moissy
fre000980,Alexandre-Guillaume De Moissy
fre000981,Alexandre-Guillaume De Moissy
fre000982,Alexandre-Guillaume De Moissy
fre000983,Alexandre-Guillaume De Moissy
fre000985,Alexandre-Guillaume De Moissy
fre000984,Alexandre-Guillaume De Moissy
fre000986,Alexandre-Guillaume De Moissy
fre000987,Alexandre-Guillaume De Moissy
fre000988,Alexandre-Guillaume De Moissy
fre000989,Alexandre-Guillaume De Moissy
fre000990,Alexandre-Guillaume De Moissy
fre000991,Alexandre-Guillaume De Moissy
fre000992,Alexandre-Guillaume De Moissy
fre000993,Molière
fre000994,Molière
fre000995,Molière
fre000996,Molière
fre000997,Molière
fre000998,Molière
fre000999,Molière
fre001000,Molière
fre001001,Molière
fre001002,Molière
fre001003,Molière
fre001004,Molière
fre001005,Molière
fre001006,Molière
fre001007,Molière
fre001008,Molière
fre001009,Molière
fre001010,Molière
fre001011,Molière
fre001012,Molière
fre001013,Molière
fre001014,Molière
fre001015,Molière
fre001016,Molière
fre001017,Molière
fre001018,Molière
fre001019,Molière
fre001020,Molière
fre001021,Molière
fre001022,Molière
fre001023,Molière
fre001024,Molière
fre001025,Molière
fre001026,Molière
fre001028,Pierre-Louis Moline
fre001029,Pierre-Louis Moline
fre001030,Antoine De Montchrestien
fre001031,François-Augustin Paradis De Moncrif
fre001032,Mongin
fre001897,Henry Monnier
fre001762,Henry Monnier
fre001042,François Mons
fre001033,Charles Monselet
fre001034,Charles Monselet
fre001035,Charles Monselet
fre001036,Charles Monselet
fre001037,Charles Monselet
fre001038,Charles Monselet
fre001039,Charles Monselet
fre001040,Charles Monselet
fre001763,Charles Monselet
fre001041,Charles Monselet
fre001043,Marc-René De Montalembert
fre001044,Antoine De Montchrestien
fre001045,Antoine De Montchrestien
fre001046,Antoine De Montchrestien
fre001047,Antoine De Montchrestien
fre001048,Antoine De Montchrestien
fre001049,Montfleury
fre001050,Montfleury
fre001764,Montfleury
fre001051,Montgaudier
fre001898,Félix Mousset
fre001765,Alfred De Musset
fre001053,Alfred De Musset
fre001054,Alfred De Musset
fre001052,Alfred De Musset
fre001055,Alfred De Musset
fre001056,Alfred De Musset
fre001766,Alfred De Musset
fre001057,Alfred De Musset
fre001058,Alfred De Musset
fre001059,Alfred De Musset
fre001769,Alfred De Musset
fre001770,Alfred De Musset
fre001060,Alfred De Musset
fre001768,Alfred De Musset
fre001767,Alfred De Musset
fre001772,Alfred De Musset
fre001061,Alfred De Musset
fre001771,Alfred De Musset
fre001062,Alfred De Musset
fre001773,Alfred De Musset
fre001063,Augustin Nadal
fre001064,Augustin Nadal
fre001065,Augustin Nadal
fre001066,Augustin Nadal
fre001067,Augustin Nadal
fre001068,Augustin Nadal
fre001069,Augustin Nadal
fre001070,Augustin Nadal
fre001071,Gustave Nadaud
fre001072,Gustave Nadaud
fre001774,Gustave Nadaud
fre001073,Gustave Nadaud
fre001074,Gustave Nadaud
fre001075,Philippe Néricault-Destouches
fre001899,Gérard De Nerval
fre001553,Jacques De Nittis
fre001775,Pierre-Claude Nivelle De La Chaussée
fre001076,Pierre-Claude Nivelle De La Chaussée
fre001077,Pierre-Claude Nivelle De La Chaussée
fre001078,Pierre-Claude Nivelle De La Chaussée
fre001079,Pierre-Claude Nivelle De La Chaussée
fre001080,Pierre-Claude Nivelle De La Chaussée
fre001081,Nizas
fre001082,Jacques Normand
fre001776,Jacques Normand
fre001083,Jacques Normand
fre001777,Pierre-Jean-Baptiste Nougaret
fre001084,Georges Onhet
fre001085,Charlotte D'Ormoy
fre001086,Antoine Le Métel D'Ouville
fre001087,Antoine Le Métel D'Ouville
fre001088,Antoine Le Métel D'Ouville
fre001089,M. D'Ouzicourt
fre001090,M. D'Ouzicourt
fre001091,Pacarony
fre001092,Alphonse Pagès
fre001094,Joseph-Marie Pain
fre001093,Joseph-Marie Pain
fre001778,Jean De Palaprat
fre001900,Jean De Palaprat
fre001095,Charles Palissot De Montenoy
fre001096,Charles Palissot De Montenoy
fre001097,Charles Palissot De Montenoy
fre001098,Charles Palissot De Montenoy
fre001099,Charles Palissot De Montenoy
fre001100,Charles Palissot De Montenoy
fre001901,Charles-François Panard
fre001902,Charles-François Panard
fre001903,Charles-François Panard
fre001101,Charles-François Panard
fre001904,Françoise Pascal
fre001102,Joseph Patrat
fre001103,Joseph Patrat
fre001104,Nicolas Péchantré
fre001105,"Abbé Pellegrin, Simon-Joseph"
fre001106,Hyacinthe Pellet Desbarreaux
fre001107,Frédéric Périn
fre001554,Charles Perrault
fre001905,Charles Perrault
fre001108,Charles-Étienne Pesselier
fre001109,P. G.
fre001110,P. G.
fre001111,P. G.
fre001112,P. G.
fre001113,P. G.
fre001779,André Philidor
fre001114,Jean Pic
fre001115,Benjamin Pifteau
fre001116,Augustin De Piis
fre001117,Alexis Piron
fre001118,Alexis Piron
fre001119,Alexis Piron
fre001120,Alexis Piron
fre001121,Alexis Piron
fre001122,Alexis Piron
fre001123,Alexis Piron
fre001124,Pirouette
fre001125,René Charles Guilbert-Pixerécourt
fre001126,Philippe Plancher De Valcour
fre001127,Plaute
fre001128,Plaute
fre001129,Plaute
fre001130,Louis Poinsinet De Sivry
fre001131,Antoine-Alexandre-Henri Poinsinet De Sivry
fre001132,Antoine-Alexandre-Henri Poinsinet
fre001133,Louis Poinsinet De Sivry
fre001134,Philippe Poisson
fre001135,Philippe Poisson
fre001136,Philippe Poisson
fre001137,Raymond Poisson
fre001780,Georges Feydeau
fre001138,Jean-François Poisson
fre001139,Maurin De Pompigny
fre001140,François Ponsard
fre001141,Pierre-Nicolas Poulhariez
fre001142,Jacques Pousset De Montauban
fre001143,Jacques Pousset De Montauban
fre001146,Jean Le Royer De Prade
fre001144,Eugène De Pradel
fre001145,Eugène De Pradel
fre001147,Nicolas Pradon
fre001148,Nicolas Pradon
fre001149,Nicolas Pradon
fre001150,Nicolas Pradon
fre001151,Nicolas Pradon
fre001152,Jean Puget De La Serre
fre001906,Jean Puget De La Serre
fre001153,Jean Puget De La Serre
fre001154,Jean Puget De La Serre
fre001155,Jean Puget De La Serre
fre001156,Jean Puget De La Serre
fre001157,Jean Puget De La Serre
fre001158,Jean Puget De La Serre
fre001159,Michel Abbé De Pure
fre001160,Michel Abbé De Pure
fre001781,P.V.C.H.
fre001907,Eugène Verconsin
fre001161,Philippe Quinault
fre001162,Philippe Quinault
fre001163,Philippe Quinault
fre001164,Philippe Quinault
fre001165,Philippe Quinault
fre001782,Philippe Quinault
fre001166,Philippe Quinault
fre001167,Philippe Quinault
fre001168,Philippe Quinault
fre001169,Philippe Quinault
fre001170,Philippe Quinault
fre001171,Philippe Quinault
fre001172,Philippe Quinault
fre001173,Philippe Quinault
fre001174,Philippe Quinault
fre001175,Philippe Quinault
fre001176,Philippe Quinault
fre001783,Philippe Quinault
fre001555,Philippe Quinault
fre001177,Philippe Quinault
fre001178,Philippe Quinault
fre001179,Philippe Quinault
fre001180,Philippe Quinault
fre001181,Philippe Quinault
fre001182,Philippe Quinault
fre001183,Philippe Quinault
fre001185,Jean Racine
fre001184,Jean Racine
fre001187,Jean Racine
fre001186,Jean Racine
fre001188,Jean Racine
fre001189,Jean Racine
fre001190,Jean Racine
fre001191,Jean Racine
fre001192,Jean Racine
fre001193,Jean Racine
fre001194,Jean Racine
fre001196,Jean Racine
fre001195,Jean Racine
fre001198,Jean Racine
fre001197,Jean Racine
fre001200,Jean Racine
fre001199,Jean Racine
fre001467,Jean-Baptiste Radet
fre001460,Jacques Raisin
fre001201,De Rayssiguier
fre001202,Jean-François Regnard
fre001203,Jean-François Regnard
fre001204,Jean-François Regnard
fre001205,Jean-François Regnard
fre001206,Jean-François Regnard
fre001207,Jean-François Regnard
fre001208,Jean-François Regnard
fre001209,Jean-François Regnard
fre001210,Jean-François Regnard
fre001211,Jean-François Regnard
fre001212,Jean-François Regnard
fre001213,Jean-François Regnard
fre001214,Jean-François Regnard
fre001216,Jean-François Regnard
fre001215,Jean-François Regnard
fre001217,Jean-François Regnard
fre001218,Jean-François Regnard
fre001219,Jean-François Regnard
fre001220,Jean-François Regnard
fre001221,Jean-François Regnard
fre001222,Jean-François Regnard
fre001934,
fre001785,Jules Renard
fre001784,Jules Renard
fre001786,Jules Renard
fre001223,Jules Renard
fre001224,Jules Renard
fre001225,Nicolas-Edme Rétif De La Bretonne
fre001226,Riccoboni Père
fre001227,Riccoboni
fre001228,Charles Robinet
fre001787,Edmond Rochefort
fre001229,Marc-Antoine-Jacques Rochon De Chabannes
fre001230,Claude-Félix Roger
fre001232,Jean-Antoine Romagnesi
fre001231,Riccoboni
fre001233,Charles-Philippe Ronsin
fre001234,Charles-Philippe Ronsin
fre001235,Claude Rose Rosimond
fre001236,Claude Rose Rosimond
fre001935,Edmond Rostand
fre001908,Roswitha
fre001909,Roswitha
fre001910,Roswitha
fre001237,Jean De Rotrou
fre001238,Jean De Rotrou
fre001239,Jean De Rotrou
fre001240,Jean De Rotrou
fre001241,Jean De Rotrou
fre001242,Jean De Rotrou
fre001243,Jean De Rotrou
fre001244,Jean De Rotrou
fre001245,Jean De Rotrou
fre001246,Jean De Rotrou
fre001247,Jean De Rotrou
fre001912,Jean De Rotrou
fre001248,Jean De Rotrou
fre001249,Jean De Rotrou
fre001914,Jean De Rotrou
fre001250,Jean De Rotrou
fre001251,Jean De Rotrou
fre001916,Jean De Rotrou
fre001917,Jean De Rotrou
fre001911,Jean De Rotrou
fre001913,Jean De Rotrou
fre001919,Jean De Rotrou
fre001468,Jean De Rotrou
fre001915,Jean De Rotrou
fre001918,Jean De Rotrou
fre001252,Jean De Rotrou
fre001253,Jean De Rotrou
fre001254,Jean De Rotrou
fre001255,Michel-Nicolas Balisson De Rougemont
fre001260,Jean-Jacques Rousseau
fre001261,Jean-Jacques Rousseau
fre001262,Jean-Jacques Rousseau
fre001263,Jean-Jacques Rousseau
fre001264,Jean-Jacques Rousseau
fre001256,Jean Baptiste Rousseau
fre001257,Jean Baptiste Rousseau
fre001258,Jean Baptiste Rousseau
fre001259,Pierre Rousseau
fre001265,Pierre-Charles Roy
fre001266,Pierre-Charles Roy
fre001267,Claude-Louis-Michel De Sacy
fre001268,Claude-Louis-Michel De Sacy
fre001269,Claude-Louis-Michel De Sacy
fre001270,Claude-Louis-Michel De Sacy
fre001271,Claude-Louis-Michel De Sacy
fre001272,Claude-Louis-Michel De Sacy
fre001273,Claude-Louis-Michel De Sacy
fre001274,Claude-Louis-Michel De Sacy
fre001275,Claude-Louis-Michel De Sacy
fre001276,Claude-Louis-Michel De Sacy
fre001277,Claude-Louis-Michel De Sacy
fre001278,Claude-Louis-Michel De Sacy
fre001279,Claude-Louis-Michel De Sacy
fre001280,Claude-Louis-Michel De Sacy
fre001921,Claude-Louis-Michel De Sacy
fre001920,Claude-Louis-Michel De Sacy
fre001922,Claude-Louis-Michel De Sacy
fre001923,Claude-Louis-Michel De Sacy
fre001281,Claude-Louis-Michel De Sacy
fre001282,Claude-Louis-Michel De Sacy
fre001283,Claude-Louis-Michel De Sacy
fre001284,Claude-Louis-Michel De Sacy
fre001285,Claude-Louis-Michel De Sacy
fre001286,Claude-Louis-Michel De Sacy
fre001287,Claude-Louis-Michel De Sacy
fre001288,Claude-Louis-Michel De Sacy
fre001289,Claude-Louis-Michel De Sacy
fre001290,Claude-Louis-Michel De Sacy
fre001291,Claude-Louis-Michel De Sacy
fre001292,Claude-Louis-Michel De Sacy
fre001293,Claude-Louis-Michel De Sacy
fre001294,Claude-Louis-Michel De Sacy
fre001295,Claude-Louis-Michel De Sacy
fre001296,Claude-Louis-Michel De Sacy
fre001297,Claude-Louis-Michel De Sacy
fre001298,Claude-Louis-Michel De Sacy
fre001299,Claude-Louis-Michel De Sacy
fre001300,Claude-Louis-Michel De Sacy
fre001301,Claude-Louis-Michel De Sacy
fre001312,Etienne Saint-Aignan
fre001313,Etienne Saint-Aignan
fre001314,"Seigneur De Saint-Évremond, Charles De Marguetel De Saint-Denis"
fre001302,Germain-François Poulain De Saint-Foix
fre001303,Germain-François Poulain De Saint-Foix
fre001304,Germain-François Poulain De Saint-Foix
fre001305,Germain-François Poulain De Saint-Foix
fre001306,Germain-François Poulain De Saint-Foix
fre001307,Charles De Saint-Gilles Lenfant
fre001308,Charles De Saint-Gilles Lenfant
fre001309,Charles De Saint-Gilles Lenfant
fre001469,Pierre Saint-Glas
fre001310,Simon-Pierre Mérard De Saint-Just
fre001315,Commandant Saint-Priest
fre001311,Saint Roman
fre001316,Monsieur De Sallebray
fre001924,Monsieur De Sallebray
fre001788,Charles Samson
fre001317,George Sand
fre001470,George Sand
fre001318,George Sand
fre001319,George Sand
fre001789,Bernard-Joseph Saurin
fre001320,Bernard-Joseph Saurin
fre001321,Bernard-Joseph Saurin
fre001322,Bernard-Joseph Saurin
fre001323,Bernard-Joseph Saurin
fre001324,Bernard-Joseph Saurin
fre001325,Bernard-Joseph Saurin
fre001326,Paul Scarron
fre001327,Paul Scarron
fre001328,Paul Scarron
