Play Name,Best Match (Match %),Match %,Best Match (Avg Cost),Avg Cost,Best Match (Similarity),Similarity,Best Match (Renaming),Renaming Weight
fre000411,,-1,,inf,,-1,,-1
fre000412,,-1,,inf,,-1,,-1
fre000413,,-1,,inf,,-1,,-1
fre000414,,-1,,inf,,-1,,-1
fre000415,,-1,,inf,,-1,,-1
fre000416,,-1,,inf,,-1,,-1
fre000417,,-1,,inf,,-1,,-1
fre000418,,-1,,inf,,-1,,-1
fre000419,,-1,,inf,,-1,,-1
fre000420,,-1,,inf,,-1,,-1
fre000421,,-1,,inf,,-1,,-1
fre000422,,-1,,inf,,-1,,-1
fre000423,,-1,,inf,,-1,,-1
fre000424,,-1,,inf,,-1,,-1
fre001866,,-1,,inf,,-1,,-1
fre000425,,-1,,inf,,-1,,-1
fre001678,,-1,,inf,,-1,,-1
fre000426,,-1,,inf,,-1,,-1
fre000427,,-1,,inf,,-1,,-1
fre000428,,-1,,inf,,-1,,-1
fre000429,,-1,,inf,,-1,,-1
fre000430,,-1,,inf,,-1,,-1
fre000431,,-1,,inf,,-1,,-1
fre000432,,-1,,inf,,-1,,-1
fre000433,,-1,,inf,,-1,,-1
fre000434,,-1,,inf,,-1,,-1
fre000435,,-1,,inf,,-1,,-1
fre000436,,-1,,inf,,-1,,-1
fre000437,,-1,,inf,,-1,,-1
fre000439,,-1,,inf,,-1,,-1
fre000438,,-1,,inf,,-1,,-1
fre000440,,-1,,inf,,-1,,-1
fre000441,,-1,,inf,,-1,,-1
fre000442,,-1,,inf,,-1,,-1
fre000443,,-1,,inf,,-1,,-1
fre000444,,-1,,inf,,-1,,-1
fre000445,,-1,,inf,,-1,,-1
fre000446,,-1,,inf,,-1,,-1
fre000447,,-1,,inf,,-1,,-1
fre000448,,-1,,inf,,-1,,-1
fre000449,,-1,,inf,,-1,,-1
fre000450,,-1,,inf,,-1,,-1
fre000451,,-1,,inf,,-1,,-1
fre000452,,-1,,inf,,-1,,-1
fre000453,,-1,,inf,,-1,,-1
fre000454,,-1,,inf,,-1,,-1
fre000455,,-1,,inf,,-1,,-1
fre000456,,-1,,inf,,-1,,-1
fre000457,,-1,,inf,,-1,,-1
fre000458,,-1,,inf,,-1,,-1
fre000459,,-1,,inf,,-1,,-1
fre000460,,-1,,inf,,-1,,-1
fre000461,,-1,,inf,,-1,,-1
fre000462,,-1,,inf,,-1,,-1
fre000463,,-1,,inf,,-1,,-1
fre000464,,-1,,inf,,-1,,-1
fre000465,,-1,,inf,,-1,,-1
fre000466,,-1,,inf,,-1,,-1
fre000467,,-1,,inf,,-1,,-1
fre000468,,-1,,inf,,-1,,-1
fre000469,,-1,,inf,,-1,,-1
fre000470,,-1,,inf,,-1,,-1
fre000471,,-1,,inf,,-1,,-1
fre000472,,-1,,inf,,-1,,-1
fre000473,,-1,,inf,,-1,,-1
fre000475,,-1,,inf,,-1,,-1
fre000474,,-1,,inf,,-1,,-1
fre000476,,-1,,inf,,-1,,-1
fre000477,,-1,,inf,,-1,,-1
fre000478,,-1,,inf,,-1,,-1
fre000479,,-1,,inf,,-1,,-1
fre000480,,-1,,inf,,-1,,-1
fre001867,,-1,,inf,,-1,,-1
fre001932,,-1,,inf,,-1,,-1
fre000481,,-1,,inf,,-1,,-1
fre001868,,-1,,inf,,-1,,-1
fre000482,,-1,,inf,,-1,,-1
fre000483,,-1,,inf,,-1,,-1
fre000484,,-1,,inf,,-1,,-1
fre000485,,-1,,inf,,-1,,-1
fre000486,,-1,,inf,,-1,,-1
fre000487,,-1,,inf,,-1,,-1
fre000488,,-1,,inf,,-1,,-1
fre000489,,-1,,inf,,-1,,-1
fre000490,,-1,,inf,,-1,,-1
fre000491,,-1,,inf,,-1,,-1
fre000493,,-1,,inf,,-1,,-1
fre000494,,-1,,inf,,-1,,-1
fre000492,,-1,,inf,,-1,,-1
fre000495,,-1,,inf,,-1,,-1
fre000496,,-1,,inf,,-1,,-1
fre001679,,-1,,inf,,-1,,-1
fre001492,,-1,,inf,,-1,,-1
fre000497,,-1,,inf,,-1,,-1
fre000498,,-1,,inf,,-1,,-1
fre000499,,-1,,inf,,-1,,-1
fre000500,,-1,,inf,,-1,,-1
fre000501,,-1,,inf,,-1,,-1
fre001543,,-1,,inf,,-1,,-1
fre000502,,-1,,inf,,-1,,-1
fre001869,,-1,,inf,,-1,,-1
fre001544,,-1,,inf,,-1,,-1
fre000504,,-1,,inf,,-1,,-1
fre000505,,-1,,inf,,-1,,-1
fre000503,,-1,,inf,,-1,,-1
fre000506,,-1,,inf,,-1,,-1
fre000507,,-1,,inf,,-1,,-1
fre000508,,-1,,inf,,-1,,-1
fre000509,,-1,,inf,,-1,,-1
fre000510,,-1,,inf,,-1,,-1
fre000511,,-1,,inf,,-1,,-1
fre000512,,-1,,inf,,-1,,-1
fre000513,,-1,,inf,,-1,,-1
fre000514,,-1,,inf,,-1,,-1
fre000515,,-1,,inf,,-1,,-1
fre001680,,-1,,inf,,-1,,-1
fre001681,,-1,,inf,,-1,,-1
fre000516,,-1,,inf,,-1,,-1
fre000517,,-1,,inf,,-1,,-1
fre000518,,-1,,inf,,-1,,-1
fre000519,,-1,,inf,,-1,,-1
fre000520,,-1,,inf,,-1,,-1
fre000521,,-1,,inf,,-1,,-1
fre000526,,-1,,inf,,-1,,-1
fre000522,,-1,,inf,,-1,,-1
fre000523,,-1,,inf,,-1,,-1
fre000524,,-1,,inf,,-1,,-1
fre000525,,-1,,inf,,-1,,-1
fre000527,,-1,,inf,,-1,,-1
fre000528,,-1,,inf,,-1,,-1
fre001870,,-1,,inf,,-1,,-1
fre001873,,-1,,inf,,-1,,-1
fre001871,,-1,,inf,,-1,,-1
fre001872,,-1,,inf,,-1,,-1
fre001683,,-1,,inf,,-1,,-1
fre001682,,-1,,inf,,-1,,-1
fre001684,,-1,,inf,,-1,,-1
fre000565,,-1,,inf,,-1,,-1
fre000576,,-1,,inf,,-1,,-1
fre000577,,-1,,inf,,-1,,-1
fre000578,,-1,,inf,,-1,,-1
fre000579,,-1,,inf,,-1,,-1
fre000580,,-1,,inf,,-1,,-1
fre000581,,-1,,inf,,-1,,-1
fre000582,,-1,,inf,,-1,,-1
fre000583,,-1,,inf,,-1,,-1
fre000584,,-1,,inf,,-1,,-1
fre000585,,-1,,inf,,-1,,-1
fre000586,,-1,,inf,,-1,,-1
fre000587,,-1,,inf,,-1,,-1
fre000588,,-1,,inf,,-1,,-1
fre000589,,-1,,inf,,-1,,-1
fre000590,,-1,,inf,,-1,,-1
fre000591,,-1,,inf,,-1,,-1
fre000592,,-1,,inf,,-1,,-1
fre000529,,-1,,inf,,-1,,-1
fre000530,,-1,,inf,,-1,,-1
fre001685,,-1,,inf,,-1,,-1
fre000536,,-1,,inf,,-1,,-1
fre000537,,-1,,inf,,-1,,-1
fre000538,,-1,,inf,,-1,,-1
fre000539,,-1,,inf,,-1,,-1
fre000540,,-1,,inf,,-1,,-1
fre000541,,-1,,inf,,-1,,-1
fre000542,,-1,,inf,,-1,,-1
fre000543,,-1,,inf,,-1,,-1
fre000544,,-1,,inf,,-1,,-1
fre000545,,-1,,inf,,-1,,-1
fre000546,,-1,,inf,,-1,,-1
fre000547,,-1,,inf,,-1,,-1
fre000549,,-1,,inf,,-1,,-1
fre000548,,-1,,inf,,-1,,-1
fre000550,,-1,,inf,,-1,,-1
fre000551,,-1,,inf,,-1,,-1
fre000552,,-1,,inf,,-1,,-1
fre000553,,-1,,inf,,-1,,-1
fre000531,,-1,,inf,,-1,,-1
fre000532,,-1,,inf,,-1,,-1
fre000533,,-1,,inf,,-1,,-1
fre000534,,-1,,inf,,-1,,-1
fre000535,,-1,,inf,,-1,,-1
fre000554,,-1,,inf,,-1,,-1
fre000555,,-1,,inf,,-1,,-1
fre000556,,-1,,inf,,-1,,-1
fre000557,,-1,,inf,,-1,,-1
fre000559,,-1,,inf,,-1,,-1
fre000558,,-1,,inf,,-1,,-1
fre000560,,-1,,inf,,-1,,-1
fre000561,,-1,,inf,,-1,,-1
fre000562,,-1,,inf,,-1,,-1
fre000564,,-1,,inf,,-1,,-1
fre000563,,-1,,inf,,-1,,-1
fre000566,,-1,,inf,,-1,,-1
fre000567,,-1,,inf,,-1,,-1
fre000568,,-1,,inf,,-1,,-1
fre000569,,-1,,inf,,-1,,-1
fre000570,,-1,,inf,,-1,,-1
fre000571,,-1,,inf,,-1,,-1
fre000572,,-1,,inf,,-1,,-1
fre000573,,-1,,inf,,-1,,-1
fre000574,,-1,,inf,,-1,,-1
fre000575,,-1,,inf,,-1,,-1
fre001874,,-1,,inf,,-1,,-1
fre000593,,-1,,inf,,-1,,-1
fre000594,,-1,,inf,,-1,,-1
fre000596,,-1,,inf,,-1,,-1
fre000595,,-1,,inf,,-1,,-1
fre000597,,-1,,inf,,-1,,-1
fre000598,,-1,,inf,,-1,,-1
fre000599,,-1,,inf,,-1,,-1
fre000600,,-1,,inf,,-1,,-1
fre000601,,-1,,inf,,-1,,-1
fre000602,,-1,,inf,,-1,,-1
fre000603,,-1,,inf,,-1,,-1
fre000604,,-1,,inf,,-1,,-1
fre000605,,-1,,inf,,-1,,-1
fre000606,,-1,,inf,,-1,,-1
fre000607,,-1,,inf,,-1,,-1
fre000608,,-1,,inf,,-1,,-1
fre000609,,-1,,inf,,-1,,-1
fre001686,,-1,,inf,,-1,,-1
fre000610,,-1,,inf,,-1,,-1
fre000611,,-1,,inf,,-1,,-1
fre000612,,-1,,inf,,-1,,-1
fre000613,,-1,,inf,,-1,,-1
fre000614,,-1,,inf,,-1,,-1
fre001455,,-1,,inf,,-1,,-1
fre001456,,-1,,inf,,-1,,-1
fre000615,,-1,,inf,,-1,,-1
fre001875,,-1,,inf,,-1,,-1
fre000617,,-1,,inf,,-1,,-1
fre000618,,-1,,inf,,-1,,-1
fre000619,,-1,,inf,,-1,,-1
fre000616,,-1,,inf,,-1,,-1
fre000620,,-1,,inf,,-1,,-1
fre001876,,-1,,inf,,-1,,-1
fre000621,,-1,,inf,,-1,,-1
fre000622,,-1,,inf,,-1,,-1
fre000623,,-1,,inf,,-1,,-1
fre000624,,-1,,inf,,-1,,-1
fre000626,,-1,,inf,,-1,,-1
fre000625,,-1,,inf,,-1,,-1
fre000627,,-1,,inf,,-1,,-1
fre000628,,-1,,inf,,-1,,-1
fre000629,,-1,,inf,,-1,,-1
fre001878,,-1,,inf,,-1,,-1
fre000630,,-1,,inf,,-1,,-1
fre000631,,-1,,inf,,-1,,-1
fre000632,,-1,,inf,,-1,,-1
fre001879,,-1,,inf,,-1,,-1
fre001687,,-1,,inf,,-1,,-1
fre000633,,-1,,inf,,-1,,-1
fre000634,,-1,,inf,,-1,,-1
fre000635,,-1,,inf,,-1,,-1
fre000636,,-1,,inf,,-1,,-1
fre000638,,-1,,inf,,-1,,-1
fre000637,,-1,,inf,,-1,,-1
fre000639,,-1,,inf,,-1,,-1
fre000640,,-1,,inf,,-1,,-1
fre000641,,-1,,inf,,-1,,-1
fre001877,,-1,,inf,,-1,,-1
fre000642,,-1,,inf,,-1,,-1
fre000643,,-1,,inf,,-1,,-1
fre000644,,-1,,inf,,-1,,-1
fre001688,,-1,,inf,,-1,,-1
fre000645,,-1,,inf,,-1,,-1
fre000646,,-1,,inf,,-1,,-1
fre000647,,-1,,inf,,-1,,-1
fre000648,,-1,,inf,,-1,,-1
fre000649,,-1,,inf,,-1,,-1
fre000650,,-1,,inf,,-1,,-1
fre000651,,-1,,inf,,-1,,-1
fre000652,,-1,,inf,,-1,,-1
fre000653,,-1,,inf,,-1,,-1
fre001880,,-1,,inf,,-1,,-1
fre001881,,-1,,inf,,-1,,-1
fre000656,,-1,,inf,,-1,,-1
fre000654,,-1,,inf,,-1,,-1
fre000655,,-1,,inf,,-1,,-1
fre000657,,-1,,inf,,-1,,-1
fre000658,,-1,,inf,,-1,,-1
fre000659,,-1,,inf,,-1,,-1
fre000660,,-1,,inf,,-1,,-1
fre000680,,-1,,inf,,-1,,-1
fre000661,,-1,,inf,,-1,,-1
fre000662,,-1,,inf,,-1,,-1
fre000663,,-1,,inf,,-1,,-1
fre000664,,-1,,inf,,-1,,-1
fre000665,,-1,,inf,,-1,,-1
fre000666,,-1,,inf,,-1,,-1
fre000667,,-1,,inf,,-1,,-1
fre000668,,-1,,inf,,-1,,-1
fre000669,,-1,,inf,,-1,,-1
fre000670,,-1,,inf,,-1,,-1
fre000671,,-1,,inf,,-1,,-1
fre000672,,-1,,inf,,-1,,-1
fre000673,,-1,,inf,,-1,,-1
fre000674,,-1,,inf,,-1,,-1
fre000675,,-1,,inf,,-1,,-1
fre000676,,-1,,inf,,-1,,-1
fre000677,,-1,,inf,,-1,,-1
fre000678,,-1,,inf,,-1,,-1
fre000679,,-1,,inf,,-1,,-1
fre001689,,-1,,inf,,-1,,-1
fre001691,,-1,,inf,,-1,,-1
fre001690,,-1,,inf,,-1,,-1
fre000681,,-1,,inf,,-1,,-1
fre000682,,-1,,inf,,-1,,-1
fre000683,,-1,,inf,,-1,,-1
fre000684,,-1,,inf,,-1,,-1
fre000685,,-1,,inf,,-1,,-1
fre000686,,-1,,inf,,-1,,-1
fre000687,,-1,,inf,,-1,,-1
fre000688,,-1,,inf,,-1,,-1
fre001692,,-1,,inf,,-1,,-1
fre000689,,-1,,inf,,-1,,-1
fre000690,,-1,,inf,,-1,,-1
fre000691,,-1,,inf,,-1,,-1
fre000692,,-1,,inf,,-1,,-1
fre000693,,-1,,inf,,-1,,-1
fre000694,,-1,,inf,,-1,,-1
fre000695,,-1,,inf,,-1,,-1
fre000696,,-1,,inf,,-1,,-1
fre000697,,-1,,inf,,-1,,-1
fre001693,,-1,,inf,,-1,,-1
fre001694,,-1,,inf,,-1,,-1
fre000698,,-1,,inf,,-1,,-1
fre000699,,-1,,inf,,-1,,-1
fre000700,,-1,,inf,,-1,,-1
fre001695,,-1,,inf,,-1,,-1
fre001696,,-1,,inf,,-1,,-1
fre000701,,-1,,inf,,-1,,-1
fre001697,,-1,,inf,,-1,,-1
fre000702,,-1,,inf,,-1,,-1
fre000703,,-1,,inf,,-1,,-1
fre001698,,-1,,inf,,-1,,-1
fre001933,,-1,,inf,,-1,,-1
fre000704,,-1,,inf,,-1,,-1
fre000705,,-1,,inf,,-1,,-1
fre000706,,-1,,inf,,-1,,-1
fre000707,,-1,,inf,,-1,,-1
fre000708,,-1,,inf,,-1,,-1
fre000709,,-1,,inf,,-1,,-1
fre000710,,-1,,inf,,-1,,-1
fre000711,,-1,,inf,,-1,,-1
fre000712,,-1,,inf,,-1,,-1
fre000713,,-1,,inf,,-1,,-1
fre001931,,-1,,inf,,-1,,-1
fre001699,,-1,,inf,,-1,,-1
fre001545,,-1,,inf,,-1,,-1
fre000714,,-1,,inf,,-1,,-1
fre001700,,-1,,inf,,-1,,-1
fre001701,,-1,,inf,,-1,,-1
fre000715,,-1,,inf,,-1,,-1
fre001702,,-1,,inf,,-1,,-1
fre000716,,-1,,inf,,-1,,-1
fre001493,,-1,,inf,,-1,,-1
fre001494,,-1,,inf,,-1,,-1
fre001495,,-1,,inf,,-1,,-1
fre001496,,-1,,inf,,-1,,-1
fre001497,,-1,,inf,,-1,,-1
fre001498,,-1,,inf,,-1,,-1
fre000717,,-1,,inf,,-1,,-1
fre000718,,-1,,inf,,-1,,-1
fre000719,,-1,,inf,,-1,,-1
fre000720,,-1,,inf,,-1,,-1
fre000721,,-1,,inf,,-1,,-1
fre000722,,-1,,inf,,-1,,-1
fre000723,,-1,,inf,,-1,,-1
fre001703,,-1,,inf,,-1,,-1
fre000724,,-1,,inf,,-1,,-1
fre000725,,-1,,inf,,-1,,-1
fre000726,,-1,,inf,,-1,,-1
fre000727,,-1,,inf,,-1,,-1
fre000728,,-1,,inf,,-1,,-1
fre001882,,-1,,inf,,-1,,-1
fre001704,,-1,,inf,,-1,,-1
fre000729,,-1,,inf,,-1,,-1
fre000730,,-1,,inf,,-1,,-1
fre000731,,-1,,inf,,-1,,-1
fre000732,,-1,,inf,,-1,,-1
fre000733,,-1,,inf,,-1,,-1
fre000735,,-1,,inf,,-1,,-1
fre000734,,-1,,inf,,-1,,-1
fre000736,,-1,,inf,,-1,,-1
fre001883,,-1,,inf,,-1,,-1
fre000737,,-1,,inf,,-1,,-1
fre000738,,-1,,inf,,-1,,-1
fre000739,,-1,,inf,,-1,,-1
fre000740,,-1,,inf,,-1,,-1
fre000741,,-1,,inf,,-1,,-1
fre000742,,-1,,inf,,-1,,-1
fre000743,,-1,,inf,,-1,,-1
fre000744,,-1,,inf,,-1,,-1
fre000745,,-1,,inf,,-1,,-1
fre000746,,-1,,inf,,-1,,-1
fre000747,,-1,,inf,,-1,,-1
fre000748,,-1,,inf,,-1,,-1
fre000749,,-1,,inf,,-1,,-1
fre000750,,-1,,inf,,-1,,-1
fre000751,,-1,,inf,,-1,,-1
fre000752,,-1,,inf,,-1,,-1
fre000753,,-1,,inf,,-1,,-1
fre000754,,-1,,inf,,-1,,-1
fre001884,,-1,,inf,,-1,,-1
fre001885,,-1,,inf,,-1,,-1
fre000755,,-1,,inf,,-1,,-1
fre000756,,-1,,inf,,-1,,-1
fre000757,,-1,,inf,,-1,,-1
fre000758,,-1,,inf,,-1,,-1
fre001499,,-1,,inf,,-1,,-1
fre000759,,-1,,inf,,-1,,-1
fre001500,,-1,,inf,,-1,,-1
fre001705,,-1,,inf,,-1,,-1
fre000760,,-1,,inf,,-1,,-1
fre000761,,-1,,inf,,-1,,-1
fre001546,,-1,,inf,,-1,,-1
fre001706,,-1,,inf,,-1,,-1
fre000762,,-1,,inf,,-1,,-1
fre001707,,-1,,inf,,-1,,-1
fre000763,,-1,,inf,,-1,,-1
fre001886,,-1,,inf,,-1,,-1
fre000764,,-1,,inf,,-1,,-1
fre000765,,-1,,inf,,-1,,-1
fre000766,,-1,,inf,,-1,,-1
fre000767,,-1,,inf,,-1,,-1
fre000768,,-1,,inf,,-1,,-1
fre000769,,-1,,inf,,-1,,-1
fre000770,,-1,,inf,,-1,,-1
fre000771,,-1,,inf,,-1,,-1
fre001708,,-1,,inf,,-1,,-1
fre000772,,-1,,inf,,-1,,-1
fre001547,,-1,,inf,,-1,,-1
fre000773,,-1,,inf,,-1,,-1
fre001888,,-1,,inf,,-1,,-1
fre001887,,-1,,inf,,-1,,-1
fre001548,,-1,,inf,,-1,,-1
fre001550,,-1,,inf,,-1,,-1
fre001889,,-1,,inf,,-1,,-1
fre001549,,-1,,inf,,-1,,-1
fre000774,,-1,,inf,,-1,,-1
fre000775,,-1,,inf,,-1,,-1
fre000776,,-1,,inf,,-1,,-1
fre000777,,-1,,inf,,-1,,-1
fre000778,,-1,,inf,,-1,,-1
fre000779,,-1,,inf,,-1,,-1
fre000780,,-1,,inf,,-1,,-1
fre000781,,-1,,inf,,-1,,-1
fre000782,,-1,,inf,,-1,,-1
fre001709,,-1,,inf,,-1,,-1
fre000783,,-1,,inf,,-1,,-1
fre000784,,-1,,inf,,-1,,-1
fre000785,,-1,,inf,,-1,,-1
fre000786,,-1,,inf,,-1,,-1
fre000787,,-1,,inf,,-1,,-1
fre000788,,-1,,inf,,-1,,-1
fre000789,,-1,,inf,,-1,,-1
fre000790,,-1,,inf,,-1,,-1
fre000791,,-1,,inf,,-1,,-1
fre000792,,-1,,inf,,-1,,-1
fre000793,,-1,,inf,,-1,,-1
fre000794,,-1,,inf,,-1,,-1
fre001710,,-1,,inf,,-1,,-1
fre001712,,-1,,inf,,-1,,-1
fre001711,,-1,,inf,,-1,,-1
fre000795,,-1,,inf,,-1,,-1
fre000815,,-1,,inf,,-1,,-1
fre000884,,-1,,inf,,-1,,-1
fre000885,,-1,,inf,,-1,,-1
fre000886,,-1,,inf,,-1,,-1
fre000804,,-1,,inf,,-1,,-1
fre000805,,-1,,inf,,-1,,-1
fre000806,,-1,,inf,,-1,,-1
fre000807,,-1,,inf,,-1,,-1
fre000808,,-1,,inf,,-1,,-1
fre000809,,-1,,inf,,-1,,-1
fre000810,,-1,,inf,,-1,,-1
fre000811,,-1,,inf,,-1,,-1
fre000812,,-1,,inf,,-1,,-1
fre000813,,-1,,inf,,-1,,-1
fre000814,,-1,,inf,,-1,,-1
fre000816,,-1,,inf,,-1,,-1
fre000817,,-1,,inf,,-1,,-1
fre000818,,-1,,inf,,-1,,-1
fre000819,,-1,,inf,,-1,,-1
fre000820,,-1,,inf,,-1,,-1
fre000821,,-1,,inf,,-1,,-1
fre000822,,-1,,inf,,-1,,-1
fre000823,,-1,,inf,,-1,,-1
fre000824,,-1,,inf,,-1,,-1
fre000828,,-1,,inf,,-1,,-1
fre000832,,-1,,inf,,-1,,-1
fre000831,,-1,,inf,,-1,,-1
fre000836,,-1,,inf,,-1,,-1
fre000837,,-1,,inf,,-1,,-1
fre000838,,-1,,inf,,-1,,-1
fre000839,,-1,,inf,,-1,,-1
fre000840,,-1,,inf,,-1,,-1
fre001890,,-1,,inf,,-1,,-1
fre000843,,-1,,inf,,-1,,-1
fre000844,,-1,,inf,,-1,,-1
fre000845,,-1,,inf,,-1,,-1
fre000846,,-1,,inf,,-1,,-1
fre000847,,-1,,inf,,-1,,-1
fre000848,,-1,,inf,,-1,,-1
fre000849,,-1,,inf,,-1,,-1
fre000850,,-1,,inf,,-1,,-1
fre000851,,-1,,inf,,-1,,-1
fre001457,,-1,,inf,,-1,,-1
fre001458,,-1,,inf,,-1,,-1
fre001459,,-1,,inf,,-1,,-1
fre000796,,-1,,inf,,-1,,-1
fre000802,,-1,,inf,,-1,,-1
fre000797,,-1,,inf,,-1,,-1
fre001713,,-1,,inf,,-1,,-1
fre000798,,-1,,inf,,-1,,-1
fre000799,,-1,,inf,,-1,,-1
fre000800,,-1,,inf,,-1,,-1
fre000801,,-1,,inf,,-1,,-1
fre000803,,-1,,inf,,-1,,-1
fre000825,,-1,,inf,,-1,,-1
fre000826,,-1,,inf,,-1,,-1
fre000827,,-1,,inf,,-1,,-1
fre000829,,-1,,inf,,-1,,-1
fre000830,,-1,,inf,,-1,,-1
fre001551,,-1,,inf,,-1,,-1
fre000833,,-1,,inf,,-1,,-1
fre000834,,-1,,inf,,-1,,-1
fre000835,,-1,,inf,,-1,,-1
fre000841,,-1,,inf,,-1,,-1
fre000842,,-1,,inf,,-1,,-1
fre001714,,-1,,inf,,-1,,-1
fre001715,,-1,,inf,,-1,,-1
fre000852,,-1,,inf,,-1,,-1
fre000853,,-1,,inf,,-1,,-1
fre000854,,-1,,inf,,-1,,-1
fre001891,,-1,,inf,,-1,,-1
fre000856,,-1,,inf,,-1,,-1
fre000859,,-1,,inf,,-1,,-1
fre000875,,-1,,inf,,-1,,-1
fre000876,,-1,,inf,,-1,,-1
fre000882,,-1,,inf,,-1,,-1
fre000887,,-1,,inf,,-1,,-1
fre000888,,-1,,inf,,-1,,-1
fre001552,,-1,,inf,,-1,,-1
fre000855,,-1,,inf,,-1,,-1
fre000858,,-1,,inf,,-1,,-1
fre000857,,-1,,inf,,-1,,-1
fre000861,,-1,,inf,,-1,,-1
fre001892,,-1,,inf,,-1,,-1
fre000862,,-1,,inf,,-1,,-1
fre000863,,-1,,inf,,-1,,-1
fre000864,,-1,,inf,,-1,,-1
fre000865,,-1,,inf,,-1,,-1
fre000860,,-1,,inf,,-1,,-1
fre000866,,-1,,inf,,-1,,-1
fre000867,,-1,,inf,,-1,,-1
fre000868,,-1,,inf,,-1,,-1
fre000869,,-1,,inf,,-1,,-1
fre000870,,-1,,inf,,-1,,-1
fre000871,,-1,,inf,,-1,,-1
fre001719,,-1,,inf,,-1,,-1
fre001721,,-1,,inf,,-1,,-1
fre001720,,-1,,inf,,-1,,-1
fre001716,,-1,,inf,,-1,,-1
fre001717,,-1,,inf,,-1,,-1
fre001718,,-1,,inf,,-1,,-1
fre000872,,-1,,inf,,-1,,-1
fre000873,,-1,,inf,,-1,,-1
fre001466,,-1,,inf,,-1,,-1
fre000874,,-1,,inf,,-1,,-1
fre001722,,-1,,inf,,-1,,-1
fre000878,,-1,,inf,,-1,,-1
fre000879,,-1,,inf,,-1,,-1
fre000877,,-1,,inf,,-1,,-1
fre000880,,-1,,inf,,-1,,-1
fre001893,,-1,,inf,,-1,,-1
fre000881,,-1,,inf,,-1,,-1
fre000883,,-1,,inf,,-1,,-1
fre000889,,-1,,inf,,-1,,-1
fre000890,,-1,,inf,,-1,,-1
fre000891,,-1,,inf,,-1,,-1
fre000892,,-1,,inf,,-1,,-1
fre001894,,-1,,inf,,-1,,-1
fre000893,,-1,,inf,,-1,,-1
fre000894,,-1,,inf,,-1,,-1
fre000895,,-1,,inf,,-1,,-1
fre000896,,-1,,inf,,-1,,-1
fre001895,,-1,,inf,,-1,,-1
fre000897,,-1,,inf,,-1,,-1
fre000898,,-1,,inf,,-1,,-1
fre000899,,-1,,inf,,-1,,-1
fre000900,,-1,,inf,,-1,,-1
fre000901,,-1,,inf,,-1,,-1
fre000902,,-1,,inf,,-1,,-1
fre000903,,-1,,inf,,-1,,-1
fre000904,,-1,,inf,,-1,,-1
fre000905,,-1,,inf,,-1,,-1
fre000906,,-1,,inf,,-1,,-1
fre000907,,-1,,inf,,-1,,-1
fre000908,,-1,,inf,,-1,,-1
fre000909,,-1,,inf,,-1,,-1
fre000910,,-1,,inf,,-1,,-1
fre000911,,-1,,inf,,-1,,-1
fre000912,,-1,,inf,,-1,,-1
fre000914,,-1,,inf,,-1,,-1
fre000913,,-1,,inf,,-1,,-1
fre000915,,-1,,inf,,-1,,-1
fre000916,,-1,,inf,,-1,,-1
fre000917,,-1,,inf,,-1,,-1
fre000918,,-1,,inf,,-1,,-1
fre000919,,-1,,inf,,-1,,-1
fre000920,,-1,,inf,,-1,,-1
fre000921,,-1,,inf,,-1,,-1
fre000922,,-1,,inf,,-1,,-1
fre000923,,-1,,inf,,-1,,-1
fre000924,,-1,,inf,,-1,,-1
fre000925,,-1,,inf,,-1,,-1
fre000926,,-1,,inf,,-1,,-1
fre000927,,-1,,inf,,-1,,-1
fre000928,,-1,,inf,,-1,,-1
fre000929,,-1,,inf,,-1,,-1
fre000930,,-1,,inf,,-1,,-1
fre000932,,-1,,inf,,-1,,-1
fre000931,,-1,,inf,,-1,,-1
fre000933,,-1,,inf,,-1,,-1
fre000934,,-1,,inf,,-1,,-1
fre000935,,-1,,inf,,-1,,-1
fre000936,,-1,,inf,,-1,,-1
fre000937,,-1,,inf,,-1,,-1
fre000938,,-1,,inf,,-1,,-1
fre000939,,-1,,inf,,-1,,-1
fre000940,,-1,,inf,,-1,,-1
fre000941,,-1,,inf,,-1,,-1
fre000942,,-1,,inf,,-1,,-1
fre000943,,-1,,inf,,-1,,-1
fre000944,,-1,,inf,,-1,,-1
fre000945,,-1,,inf,,-1,,-1
fre000946,,-1,,inf,,-1,,-1
fre000947,,-1,,inf,,-1,,-1
fre000948,,-1,,inf,,-1,,-1
fre000949,,-1,,inf,,-1,,-1
fre000950,,-1,,inf,,-1,,-1
fre000951,,-1,,inf,,-1,,-1
fre000952,,-1,,inf,,-1,,-1
fre000953,,-1,,inf,,-1,,-1
fre000954,,-1,,inf,,-1,,-1
fre000955,,-1,,inf,,-1,,-1
fre000956,,-1,,inf,,-1,,-1
fre000957,,-1,,inf,,-1,,-1
fre000958,,-1,,inf,,-1,,-1
fre001896,,-1,,inf,,-1,,-1
fre000959,,-1,,inf,,-1,,-1
fre001723,,-1,,inf,,-1,,-1
fre001724,,-1,,inf,,-1,,-1
fre000960,,-1,,inf,,-1,,-1
fre000961,,-1,,inf,,-1,,-1
fre000962,,-1,,inf,,-1,,-1
fre000963,,-1,,inf,,-1,,-1
fre000964,,-1,,inf,,-1,,-1
fre000965,,-1,,inf,,-1,,-1
fre000966,,-1,,inf,,-1,,-1
fre000967,,-1,,inf,,-1,,-1
